bucket,N,standard_finish,decision,mean_predicted_finish_probability,observed_finish_rate,calibration_gap,wilson_95_low,wilson_95_high,min_oof_year,max_oof_year,distinct_oof_years,largest_single_year_share,sample_size_interpretation
< 0.30,383,110,273,0.249481152621,0.287206266319,0.037725113698,0.244181937414,0.334456814242,2018,2026,9,0.138381201044,NORMAL
0.30–<0.40,865,358,507,0.357973295181,0.413872832370,0.055899537189,0.381501726438,0.447005536322,2018,2026,9,0.124855491329,NORMAL
0.40–<0.50,1321,614,707,0.449300076663,0.464799394398,0.015499317735,0.438044284597,0.491758636816,2018,2026,9,0.124905374716,NORMAL
0.50–<0.60,956,556,400,0.546163756340,0.581589958159,0.035426201819,0.550054294116,0.612472546714,2018,2026,9,0.131799163180,NORMAL
0.60–<0.70,523,333,190,0.640793825978,0.636711281071,-0.004082544907,0.594634186569,0.676794717906,2018,2026,9,0.141491395793,NORMAL
>= 0.70,212,144,68,0.754787546775,0.679245283019,-0.075542263756,0.613703251421,0.738407044791,2018,2026,9,0.150943396226,NORMAL
