back_control_bucket_min,back_control_lower_sec,back_control_upper_sec,clinch_bucket_min,clinch_lower_sec,clinch_upper_sec,distance_bucket_min,distance_lower_sec,distance_upper_sec,fight_id,fighter_id,ground_bucket_min,ground_control_bucket_min,ground_control_lower_sec,ground_control_upper_sec,ground_lower_sec,ground_upper_sec,guard_control_bucket_min,guard_control_lower_sec,guard_control_upper_sec,half_guard_control_bucket_min,half_guard_control_lower_sec,half_guard_control_upper_sec,misc_ground_control_bucket_min,misc_ground_control_lower_sec,misc_ground_control_upper_sec,mount_control_bucket_min,mount_control_lower_sec,mount_control_upper_sec,neutral_bucket_min,neutral_lower_sec,neutral_upper_sec,round,side_control_bucket_min,side_control_lower_sec,side_control_upper_sec,standing_bucket_min,standing_lower_sec,standing_upper_sec,standups
0,0,59,0,0,59,2,120,179,000b8aad-72c6-5991-881a-cbcef499b4c7,4a27431e-2228-5637-8de0-902f3bcd7b86,2,2,120,179,120,179,0,0,59,2,120,179,,,,0,0,59,2,120,179,1,0,0,59,2,120,179,0
0,0,59,1,60,119,3,180,239,000b8aad-72c6-5991-881a-cbcef499b4c7,4a27431e-2228-5637-8de0-902f3bcd7b86,0,0,0,59,0,59,0,0,59,0,0,59,,,,0,0,59,3,180,239,2,0,0,59,5,300,359,0
0,0,59,0,0,59,4,240,299,000b8aad-72c6-5991-881a-cbcef499b4c7,4a27431e-2228-5637-8de0-902f3bcd7b86,0,0,0,59,0,59,0,0,59,0,0,59,,,,0,0,59,5,300,359,3,0,0,59,5,300,359,0
0,0,59,0,0,59,1,60,119,000b8aad-72c6-5991-881a-cbcef499b4c7,4a27431e-2228-5637-8de0-902f3bcd7b86,2,0,0,59,120,179,0,0,59,0,0,59,,,,0,0,59,1,60,119,4,0,0,59,2,120,179,0
0,0,59,0,0,59,4,240,299,000b8aad-72c6-5991-881a-cbcef499b4c7,4a27431e-2228-5637-8de0-902f3bcd7b86,0,0,0,59,0,59,0,0,59,0,0,59,,,,0,0,59,4,240,299,5,0,0,59,4,240,299,0
0,0,59,0,0,59,2,120,179,000b8aad-72c6-5991-881a-cbcef499b4c7,e14f4877-4ec9-5de7-be5c-170c34751dae,2,0,0,59,120,179,0,0,59,0,0,59,,,,0,0,59,2,120,179,1,0,0,59,2,120,179,0
0,0,59,1,60,119,3,180,239,000b8aad-72c6-5991-881a-cbcef499b4c7,e14f4877-4ec9-5de7-be5c-170c34751dae,0,0,0,59,0,59,0,0,59,0,0,59,,,,0,0,59,3,180,239,2,0,0,59,5,300,359,0
0,0,59,0,0,59,4,240,299,000b8aad-72c6-5991-881a-cbcef499b4c7,e14f4877-4ec9-5de7-be5c-170c34751dae,0,0,0,59,0,59,0,0,59,0,0,59,,,,0,0,59,5,300,359,3,0,0,59,5,300,359,0
0,0,59,0,0,59,1,60,119,000b8aad-72c6-5991-881a-cbcef499b4c7,e14f4877-4ec9-5de7-be5c-170c34751dae,2,2,120,179,120,179,2,120,179,0,0,59,,,,0,0,59,1,60,119,4,0,0,59,2,120,179,1
0,0,59,0,0,59,4,240,299,000b8aad-72c6-5991-881a-cbcef499b4c7,e14f4877-4ec9-5de7-be5c-170c34751dae,0,0,0,59,0,59,0,0,59,0,0,59,,,,0,0,59,4,240,299,5,0,0,59,4,240,299,0
0,0,59,1,60,119,1,60,119,000e31d6-0b78-5ac9-af58-b392985e2d1a,85086b81-79b8-566a-ae3c-d5667ed3c195,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,1,60,119,1,0,0,59,2,120,179,
0,0,59,1,60,119,1,60,119,000e31d6-0b78-5ac9-af58-b392985e2d1a,a9a07fee-18f5-5c51-9232-207900387135,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,1,60,119,1,0,0,59,2,120,179,
,,,,,,,,,001699a4-b6b4-51a7-8aff-78a1c6406636,06050376-19d2-5977-824d-5c1a0b9b3e49,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0
,,,,,,,,,001699a4-b6b4-51a7-8aff-78a1c6406636,06050376-19d2-5977-824d-5c1a0b9b3e49,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,0
,,,,,,,,,001699a4-b6b4-51a7-8aff-78a1c6406636,06050376-19d2-5977-824d-5c1a0b9b3e49,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,0
,,,,,,,,,001699a4-b6b4-51a7-8aff-78a1c6406636,53ed2244-9a0d-5b75-a760-904019c607ec,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0
,,,,,,,,,001699a4-b6b4-51a7-8aff-78a1c6406636,53ed2244-9a0d-5b75-a760-904019c607ec,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,0
,,,,,,,,,001699a4-b6b4-51a7-8aff-78a1c6406636,53ed2244-9a0d-5b75-a760-904019c607ec,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,0
,,,,,,,,,00176de9-5c3d-5e46-9da8-c7a9c3896ce6,1d61eafa-d753-5f00-b737-7025574a1844,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0
,,,,,,,,,00176de9-5c3d-5e46-9da8-c7a9c3896ce6,1d61eafa-d753-5f00-b737-7025574a1844,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,0
,,,,,,,,,00176de9-5c3d-5e46-9da8-c7a9c3896ce6,1d61eafa-d753-5f00-b737-7025574a1844,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,0
,,,,,,,,,00176de9-5c3d-5e46-9da8-c7a9c3896ce6,801ec436-a7d6-5d0f-bb97-f292dbada78d,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0
,,,,,,,,,00176de9-5c3d-5e46-9da8-c7a9c3896ce6,801ec436-a7d6-5d0f-bb97-f292dbada78d,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1
,,,,,,,,,00176de9-5c3d-5e46-9da8-c7a9c3896ce6,801ec436-a7d6-5d0f-bb97-f292dbada78d,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,1
,,,,,,,,,0037c545-82cf-5cac-abda-ab7ed884ae41,4797f9c8-20c6-5f15-981f-6d42ab154ea5,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0
,,,,,,,,,0037c545-82cf-5cac-abda-ab7ed884ae41,4797f9c8-20c6-5f15-981f-6d42ab154ea5,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,0
,,,,,,,,,0037c545-82cf-5cac-abda-ab7ed884ae41,4797f9c8-20c6-5f15-981f-6d42ab154ea5,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,1
,,,,,,,,,0037c545-82cf-5cac-abda-ab7ed884ae41,930b0965-42c9-5e6d-9e5e-e014833909c0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0
,,,,,,,,,0037c545-82cf-5cac-abda-ab7ed884ae41,930b0965-42c9-5e6d-9e5e-e014833909c0,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,0
,,,,,,,,,0037c545-82cf-5cac-abda-ab7ed884ae41,930b0965-42c9-5e6d-9e5e-e014833909c0,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,0
1,60,119,0,0,59,1,60,119,003d7849-1d3b-5225-ab95-46f271730738,d14d3baf-c5d7-52b3-bb7a-9400e33088f7,1,1,60,119,60,119,0,0,59,0,0,59,,,,0,0,59,1,60,119,1,0,0,59,2,120,179,0
0,0,59,0,0,59,1,60,119,003d7849-1d3b-5225-ab95-46f271730738,d5b21fd8-dafd-5207-99bd-7da545696969,1,0,0,59,60,119,0,0,59,0,0,59,,,,0,0,59,1,60,119,1,0,0,59,2,120,179,1
0,0,59,0,0,59,4,240,299,003dff80-fc5f-5172-864d-e0c35b643922,826c00f9-6b8b-583a-9abd-500aa7e4a92e,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,4,240,299,1,0,0,59,5,300,359,
0,0,59,0,0,59,3,180,239,003dff80-fc5f-5172-864d-e0c35b643922,826c00f9-6b8b-583a-9abd-500aa7e4a92e,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,3,180,239,2,0,0,59,3,180,239,
0,0,59,0,0,59,4,240,299,003dff80-fc5f-5172-864d-e0c35b643922,915279b9-ea58-549a-bd70-d506621a11aa,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,4,240,299,1,0,0,59,5,300,359,
0,0,59,0,0,59,3,180,239,003dff80-fc5f-5172-864d-e0c35b643922,915279b9-ea58-549a-bd70-d506621a11aa,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,3,180,239,2,0,0,59,3,180,239,
0,0,59,0,0,59,0,0,59,003fe3c7-3447-57c0-9fbe-135fe615a069,0c6e6377-4907-52a5-bc4c-33129f2d4277,4,0,0,59,240,299,0,0,59,0,0,59,0,0,59,0,0,59,0,0,59,1,0,0,59,0,0,59,1
1,60,119,0,0,59,0,0,59,003fe3c7-3447-57c0-9fbe-135fe615a069,26d0a76c-1c95-55dd-87d8-349b336901fc,4,4,240,299,240,299,0,0,59,0,0,59,2,120,179,0,0,59,0,0,59,1,0,0,59,0,0,59,1
0,0,59,0,0,59,4,240,299,004843c0-522b-5546-b84d-822c3d044135,3461a951-3d9a-5561-a2de-bb4492d03ac6,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,5,300,359,1,0,0,59,5,300,359,
0,0,59,0,0,59,4,240,299,004843c0-522b-5546-b84d-822c3d044135,3461a951-3d9a-5561-a2de-bb4492d03ac6,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,4,240,299,2,0,0,59,4,240,299,
0,0,59,0,0,59,0,0,59,004843c0-522b-5546-b84d-822c3d044135,3461a951-3d9a-5561-a2de-bb4492d03ac6,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,0,0,59,3,0,0,59,1,60,119,
0,0,59,0,0,59,4,240,299,004843c0-522b-5546-b84d-822c3d044135,dfe590b1-940f-5fbe-a080-11e189f25013,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,5,300,359,1,0,0,59,5,300,359,
0,0,59,0,0,59,4,240,299,004843c0-522b-5546-b84d-822c3d044135,dfe590b1-940f-5fbe-a080-11e189f25013,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,4,240,299,2,0,0,59,4,240,299,
0,0,59,0,0,59,0,0,59,004843c0-522b-5546-b84d-822c3d044135,dfe590b1-940f-5fbe-a080-11e189f25013,,3,180,239,,,3,180,239,0,0,59,0,0,59,0,0,59,0,0,59,3,0,0,59,1,60,119,
0,0,59,0,0,59,0,0,59,00540e6b-23ce-5e92-ab53-4d069f972890,85240255-e5ac-5a0b-b2bf-3fea929eeee6,4,4,240,299,240,299,1,60,119,2,120,179,0,0,59,0,0,59,0,0,59,1,0,0,59,0,0,59,0
0,0,59,0,0,59,0,0,59,00540e6b-23ce-5e92-ab53-4d069f972890,85240255-e5ac-5a0b-b2bf-3fea929eeee6,1,0,0,59,60,119,0,0,59,0,0,59,0,0,59,0,0,59,0,0,59,2,0,0,59,0,0,59,0
0,0,59,0,0,59,0,0,59,00540e6b-23ce-5e92-ab53-4d069f972890,d6d0dc4b-299f-5e44-9700-c07766299e2c,4,0,0,59,240,299,0,0,59,0,0,59,0,0,59,0,0,59,0,0,59,1,0,0,59,0,0,59,0
0,0,59,0,0,59,0,0,59,00540e6b-23ce-5e92-ab53-4d069f972890,d6d0dc4b-299f-5e44-9700-c07766299e2c,1,1,60,119,60,119,0,0,59,1,60,119,0,0,59,0,0,59,0,0,59,2,0,0,59,0,0,59,0
1,60,119,0,0,59,0,0,59,005df2ed-74d9-52a9-b012-3b8f4692db0c,3ad091f5-89fd-51e2-b4df-10738534708c,4,4,240,299,240,299,1,60,119,0,0,59,0,0,59,0,0,59,0,0,59,1,0,0,59,0,0,59,0
0,0,59,1,60,119,2,120,179,005df2ed-74d9-52a9-b012-3b8f4692db0c,3ad091f5-89fd-51e2-b4df-10738534708c,1,1,60,119,60,119,0,0,59,0,0,59,0,0,59,0,0,59,2,120,179,2,0,0,59,3,180,239,0
0,0,59,0,0,59,4,240,299,005df2ed-74d9-52a9-b012-3b8f4692db0c,3ad091f5-89fd-51e2-b4df-10738534708c,0,0,0,59,0,59,0,0,59,0,0,59,0,0,59,0,0,59,4,240,299,3,0,0,59,4,240,299,0
0,0,59,0,0,59,0,0,59,005df2ed-74d9-52a9-b012-3b8f4692db0c,c585db3b-4a6c-5f9e-8838-79dc64bf7f48,4,0,0,59,240,299,0,0,59,0,0,59,0,0,59,0,0,59,0,0,59,1,0,0,59,0,0,59,0
0,0,59,1,60,119,2,120,179,005df2ed-74d9-52a9-b012-3b8f4692db0c,c585db3b-4a6c-5f9e-8838-79dc64bf7f48,1,0,0,59,60,119,0,0,59,0,0,59,0,0,59,0,0,59,2,120,179,2,0,0,59,3,180,239,2
0,0,59,0,0,59,4,240,299,005df2ed-74d9-52a9-b012-3b8f4692db0c,c585db3b-4a6c-5f9e-8838-79dc64bf7f48,0,0,0,59,0,59,0,0,59,0,0,59,0,0,59,0,0,59,4,240,299,3,0,0,59,4,240,299,0
,,,,,,,,,005f2b40-ac00-56c0-9d65-7654c38c21f9,a8c90780-f0ca-5538-8bae-973ddd170172,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2
,,,,,,,,,005f2b40-ac00-56c0-9d65-7654c38c21f9,a8c90780-f0ca-5538-8bae-973ddd170172,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,0
,,,,,,,,,005f2b40-ac00-56c0-9d65-7654c38c21f9,ae07bbf2-d084-5b6e-801f-193ef88d32f3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0
,,,,,,,,,005f2b40-ac00-56c0-9d65-7654c38c21f9,ae07bbf2-d084-5b6e-801f-193ef88d32f3,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,0
0,0,59,2,120,179,2,120,179,00676ed3-05c4-54cb-8b8d-7bbe260f2d69,3ea26589-e3c3-5e8f-b175-d6e4c5fb41a6,0,0,0,59,0,59,0,0,59,0,0,59,0,0,59,0,0,59,2,120,179,1,0,0,59,4,240,299,0
0,0,59,0,0,59,3,180,239,00676ed3-05c4-54cb-8b8d-7bbe260f2d69,3ea26589-e3c3-5e8f-b175-d6e4c5fb41a6,0,0,0,59,0,59,0,0,59,0,0,59,0,0,59,0,0,59,3,180,239,2,0,0,59,4,240,299,2
0,0,59,0,0,59,3,180,239,00676ed3-05c4-54cb-8b8d-7bbe260f2d69,3ea26589-e3c3-5e8f-b175-d6e4c5fb41a6,0,0,0,59,0,59,0,0,59,0,0,59,0,0,59,0,0,59,3,180,239,3,0,0,59,4,240,299,1
0,0,59,2,120,179,2,120,179,00676ed3-05c4-54cb-8b8d-7bbe260f2d69,719b73d9-2048-5eeb-885a-9374c714dcd3,0,0,0,59,0,59,0,0,59,0,0,59,0,0,59,0,0,59,2,120,179,1,0,0,59,4,240,299,0
0,0,59,0,0,59,3,180,239,00676ed3-05c4-54cb-8b8d-7bbe260f2d69,719b73d9-2048-5eeb-885a-9374c714dcd3,0,0,0,59,0,59,0,0,59,0,0,59,0,0,59,0,0,59,3,180,239,2,0,0,59,4,240,299,0
0,0,59,0,0,59,3,180,239,00676ed3-05c4-54cb-8b8d-7bbe260f2d69,719b73d9-2048-5eeb-885a-9374c714dcd3,0,0,0,59,0,59,0,0,59,0,0,59,0,0,59,0,0,59,3,180,239,3,0,0,59,4,240,299,0
,,,,,,,,,0072a42a-551d-5b4b-b3df-378f692ffd42,a71c2ce9-0547-5a23-b719-68fc7ea3cc40,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0
,,,,,,,,,0072a42a-551d-5b4b-b3df-378f692ffd42,a71c2ce9-0547-5a23-b719-68fc7ea3cc40,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,0
,,,,,,,,,0072a42a-551d-5b4b-b3df-378f692ffd42,a71c2ce9-0547-5a23-b719-68fc7ea3cc40,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,1
,,,,,,,,,0072a42a-551d-5b4b-b3df-378f692ffd42,cee6c93f-0f09-5a88-a832-5a85541fb175,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0
,,,,,,,,,0072a42a-551d-5b4b-b3df-378f692ffd42,cee6c93f-0f09-5a88-a832-5a85541fb175,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,0
,,,,,,,,,0072a42a-551d-5b4b-b3df-378f692ffd42,cee6c93f-0f09-5a88-a832-5a85541fb175,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,0
0,0,59,0,0,59,0,0,59,0079b113-7cef-53a6-bb54-8d4cf40ccaa1,6e36e3a7-7042-5958-b1ab-2c5683abc303,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,0,0,59,1,0,0,59,0,0,59,0
0,0,59,0,0,59,0,0,59,0079b113-7cef-53a6-bb54-8d4cf40ccaa1,75bff1cd-f4f3-5da4-8f54-1f76bc7bfcd1,,,,,,,,,,0,0,59,0,0,59,0,0,59,0,0,59,1,0,0,59,0,0,59,0
0,0,59,0,0,59,2,120,179,007b62e4-677b-52ed-bc61-2cc30c151490,04d6563b-6c2e-5415-93b0-0a02772e53fa,0,0,0,59,0,59,0,0,59,0,0,59,0,0,59,0,0,59,2,120,179,1,0,0,59,2,120,179,0
0,0,59,0,0,59,2,120,179,007b62e4-677b-52ed-bc61-2cc30c151490,d9fc97b3-6399-5ac1-b582-dedb839eedf2,0,0,0,59,0,59,0,0,59,0,0,59,0,0,59,0,0,59,2,120,179,1,0,0,59,2,120,179,1
,,,,,,,,,007f4f30-cbd2-512f-a1b0-a37bf0a4b0ef,453589ad-bce1-5f85-ad15-bed39b8494e6,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0
,,,,,,,,,007f4f30-cbd2-512f-a1b0-a37bf0a4b0ef,453589ad-bce1-5f85-ad15-bed39b8494e6,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,0
,,,,,,,,,007f4f30-cbd2-512f-a1b0-a37bf0a4b0ef,453589ad-bce1-5f85-ad15-bed39b8494e6,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,0
,,,,,,,,,007f4f30-cbd2-512f-a1b0-a37bf0a4b0ef,d9fc97b3-6399-5ac1-b582-dedb839eedf2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0
,,,,,,,,,007f4f30-cbd2-512f-a1b0-a37bf0a4b0ef,d9fc97b3-6399-5ac1-b582-dedb839eedf2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1
,,,,,,,,,007f4f30-cbd2-512f-a1b0-a37bf0a4b0ef,d9fc97b3-6399-5ac1-b582-dedb839eedf2,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,0
0,0,59,0,0,59,0,0,59,00824d2e-96f2-5179-98a9-00b986f0c541,217e3b33-c06d-50fb-bb10-06565f54309f,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,0,0,59,1,0,0,59,0,0,59,
0,0,59,3,180,239,1,60,119,00824d2e-96f2-5179-98a9-00b986f0c541,217e3b33-c06d-50fb-bb10-06565f54309f,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,1,60,119,2,0,0,59,5,300,359,
0,0,59,0,0,59,0,0,59,00824d2e-96f2-5179-98a9-00b986f0c541,217e3b33-c06d-50fb-bb10-06565f54309f,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,1,60,119,3,0,0,59,1,60,119,
0,0,59,0,0,59,0,0,59,00824d2e-96f2-5179-98a9-00b986f0c541,a6f4ab9f-7a14-58ce-b0ae-ffeff10b88df,,4,240,299,,,0,0,59,4,240,299,0,0,59,0,0,59,0,0,59,1,0,0,59,0,0,59,
0,0,59,3,180,239,1,60,119,00824d2e-96f2-5179-98a9-00b986f0c541,a6f4ab9f-7a14-58ce-b0ae-ffeff10b88df,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,1,60,119,2,0,0,59,5,300,359,
0,0,59,0,0,59,0,0,59,00824d2e-96f2-5179-98a9-00b986f0c541,a6f4ab9f-7a14-58ce-b0ae-ffeff10b88df,,3,180,239,,,0,0,59,3,180,239,0,0,59,0,0,59,1,60,119,3,0,0,59,1,60,119,
0,0,59,1,60,119,1,60,119,00951bf8-cb7f-523f-9342-698783bf9fc8,74ff1f35-cdd5-56bf-936c-752e39c4b411,1,1,60,119,60,119,0,0,59,0,0,59,0,0,59,0,0,59,1,60,119,1,0,0,59,2,120,179,0
0,0,59,2,120,179,1,60,119,00951bf8-cb7f-523f-9342-698783bf9fc8,74ff1f35-cdd5-56bf-936c-752e39c4b411,0,0,0,59,0,59,0,0,59,0,0,59,0,0,59,0,0,59,2,120,179,2,0,0,59,4,240,299,0
0,0,59,2,120,179,2,120,179,00951bf8-cb7f-523f-9342-698783bf9fc8,74ff1f35-cdd5-56bf-936c-752e39c4b411,0,0,0,59,0,59,0,0,59,0,0,59,0,0,59,0,0,59,2,120,179,3,0,0,59,4,240,299,0
0,0,59,1,60,119,1,60,119,00951bf8-cb7f-523f-9342-698783bf9fc8,aeb2ddbd-0f8b-5b0f-a4db-b740428060e1,1,0,0,59,60,119,0,0,59,0,0,59,0,0,59,0,0,59,1,60,119,1,0,0,59,2,120,179,1
0,0,59,2,120,179,1,60,119,00951bf8-cb7f-523f-9342-698783bf9fc8,aeb2ddbd-0f8b-5b0f-a4db-b740428060e1,0,0,0,59,0,59,0,0,59,0,0,59,0,0,59,0,0,59,2,120,179,2,0,0,59,4,240,299,2
0,0,59,2,120,179,2,120,179,00951bf8-cb7f-523f-9342-698783bf9fc8,aeb2ddbd-0f8b-5b0f-a4db-b740428060e1,0,0,0,59,0,59,0,0,59,0,0,59,0,0,59,0,0,59,2,120,179,3,0,0,59,4,240,299,1
0,0,59,0,0,59,0,0,59,00981552-2414-598c-8545-bc6bbeda6e08,0a3a2a39-71bf-550e-9097-18a6d9efe887,,4,240,299,,,0,0,59,0,0,59,4,240,299,0,0,59,0,0,59,1,0,0,59,0,0,59,
0,0,59,0,0,59,0,0,59,00981552-2414-598c-8545-bc6bbeda6e08,0a3a2a39-71bf-550e-9097-18a6d9efe887,,3,180,239,,,3,180,239,0,0,59,0,0,59,0,0,59,0,0,59,2,0,0,59,1,60,119,
0,0,59,0,0,59,1,60,119,00981552-2414-598c-8545-bc6bbeda6e08,0a3a2a39-71bf-550e-9097-18a6d9efe887,,3,180,239,,,0,0,59,0,0,59,3,180,239,0,0,59,1,60,119,3,0,0,59,1,60,119,
0,0,59,1,60,119,0,0,59,00981552-2414-598c-8545-bc6bbeda6e08,0a3a2a39-71bf-550e-9097-18a6d9efe887,,2,120,179,,,2,120,179,0,0,59,0,0,59,0,0,59,0,0,59,4,0,0,59,1,60,119,
0,0,59,1,60,119,1,60,119,00981552-2414-598c-8545-bc6bbeda6e08,0a3a2a39-71bf-550e-9097-18a6d9efe887,,2,120,179,,,1,60,119,0,0,59,1,60,119,0,0,59,1,60,119,5,0,0,59,2,120,179,
0,0,59,0,0,59,0,0,59,00981552-2414-598c-8545-bc6bbeda6e08,40288d52-7aa9-5bcd-abe6-d99edf721845,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,0,0,59,1,0,0,59,0,0,59,
0,0,59,0,0,59,0,0,59,00981552-2414-598c-8545-bc6bbeda6e08,40288d52-7aa9-5bcd-abe6-d99edf721845,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,0,0,59,2,0,0,59,1,60,119,
0,0,59,0,0,59,1,60,119,00981552-2414-598c-8545-bc6bbeda6e08,40288d52-7aa9-5bcd-abe6-d99edf721845,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,1,60,119,3,0,0,59,1,60,119,
0,0,59,1,60,119,0,0,59,00981552-2414-598c-8545-bc6bbeda6e08,40288d52-7aa9-5bcd-abe6-d99edf721845,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,0,0,59,4,0,0,59,1,60,119,
0,0,59,1,60,119,1,60,119,00981552-2414-598c-8545-bc6bbeda6e08,40288d52-7aa9-5bcd-abe6-d99edf721845,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,1,60,119,5,0,0,59,2,120,179,
,,,,,,,,,009cf7e8-0925-54b2-9bbf-a69698730ff6,6de5e1f3-c081-51f4-bd0c-add783c0ec16,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0
,,,,,,,,,009cf7e8-0925-54b2-9bbf-a69698730ff6,85240255-e5ac-5a0b-b2bf-3fea929eeee6,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0
0,0,59,0,0,59,4,240,299,00a4f6ab-6484-5cbd-aefc-9ea93bfee459,a9f58ef8-fa69-52fd-8612-9f589df7d08f,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,4,240,299,1,0,0,59,4,240,299,
0,0,59,0,0,59,4,240,299,00a4f6ab-6484-5cbd-aefc-9ea93bfee459,a9f58ef8-fa69-52fd-8612-9f589df7d08f,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,4,240,299,2,0,0,59,5,300,359,
0,0,59,0,0,59,4,240,299,00a4f6ab-6484-5cbd-aefc-9ea93bfee459,a9f58ef8-fa69-52fd-8612-9f589df7d08f,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,4,240,299,3,0,0,59,4,240,299,
0,0,59,0,0,59,4,240,299,00a4f6ab-6484-5cbd-aefc-9ea93bfee459,f8d7a7b2-a2f2-5926-a532-042b20e58952,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,4,240,299,1,0,0,59,4,240,299,
0,0,59,0,0,59,4,240,299,00a4f6ab-6484-5cbd-aefc-9ea93bfee459,f8d7a7b2-a2f2-5926-a532-042b20e58952,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,4,240,299,2,0,0,59,5,300,359,
0,0,59,0,0,59,4,240,299,00a4f6ab-6484-5cbd-aefc-9ea93bfee459,f8d7a7b2-a2f2-5926-a532-042b20e58952,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,4,240,299,3,0,0,59,4,240,299,
0,0,59,0,0,59,1,60,119,00a7f1fb-16eb-516c-8ab0-61872449c22a,422dc697-ef48-528c-94b1-e0626b915706,,3,180,239,,,1,60,119,1,60,119,0,0,59,0,0,59,1,60,119,1,0,0,59,1,60,119,
0,0,59,0,0,59,4,240,299,00a7f1fb-16eb-516c-8ab0-61872449c22a,422dc697-ef48-528c-94b1-e0626b915706,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,5,300,359,2,0,0,59,5,300,359,
0,0,59,0,0,59,3,180,239,00a7f1fb-16eb-516c-8ab0-61872449c22a,422dc697-ef48-528c-94b1-e0626b915706,,1,60,119,,,0,0,59,0,0,59,0,0,59,0,0,59,3,180,239,3,0,0,59,3,180,239,
0,0,59,0,0,59,1,60,119,00a7f1fb-16eb-516c-8ab0-61872449c22a,ce34fb0e-0926-504e-99ad-ba11d4e7ad53,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,1,60,119,1,0,0,59,1,60,119,
0,0,59,0,0,59,4,240,299,00a7f1fb-16eb-516c-8ab0-61872449c22a,ce34fb0e-0926-504e-99ad-ba11d4e7ad53,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,5,300,359,2,0,0,59,5,300,359,
0,0,59,0,0,59,3,180,239,00a7f1fb-16eb-516c-8ab0-61872449c22a,ce34fb0e-0926-504e-99ad-ba11d4e7ad53,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,3,180,239,3,0,0,59,3,180,239,
