back_control_bucket_min,back_control_lower_sec,back_control_upper_sec,clinch_bucket_min,clinch_lower_sec,clinch_upper_sec,distance_bucket_min,distance_lower_sec,distance_upper_sec,fight_id,fighter_id,ground_bucket_min,ground_control_bucket_min,ground_control_lower_sec,ground_control_upper_sec,ground_lower_sec,ground_upper_sec,guard_control_bucket_min,guard_control_lower_sec,guard_control_upper_sec,half_guard_control_bucket_min,half_guard_control_lower_sec,half_guard_control_upper_sec,misc_ground_control_bucket_min,misc_ground_control_lower_sec,misc_ground_control_upper_sec,mount_control_bucket_min,mount_control_lower_sec,mount_control_upper_sec,neutral_bucket_min,neutral_lower_sec,neutral_upper_sec,round,side_control_bucket_min,side_control_lower_sec,side_control_upper_sec,standing_bucket_min,standing_lower_sec,standing_upper_sec,standups
,,,,,,,,,176409b8-6f71-54a9-8ee2-9652fe54ab14,3a0396c0-c7b8-5cc7-a8ad-1bbda6bb2b8c,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0
,,,,,,,,,176409b8-6f71-54a9-8ee2-9652fe54ab14,6acb1a81-a8b1-53c5-a158-fa1a8f2f95b9,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0
0,0,59,0,0,59,1,60,119,1774119f-d83a-5b6d-afbc-ce55c6fb9fcf,51ee5a1b-bdc3-5bfe-8792-95711345303d,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,1,60,119,1,0,0,59,1,60,119,
0,0,59,0,0,59,1,60,119,1774119f-d83a-5b6d-afbc-ce55c6fb9fcf,94fd621d-9cf1-5861-9103-938d8aeaecbe,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,1,60,119,1,0,0,59,1,60,119,
1,60,119,0,0,59,0,0,59,17a48f0c-4988-5495-a9ef-ae958051c98f,731f2eff-cb75-5eee-90a5-aa4fc75f8e09,2,2,120,179,120,179,0,0,59,0,0,59,0,0,59,0,0,59,0,0,59,1,0,0,59,0,0,59,0
0,0,59,0,0,59,0,0,59,17a48f0c-4988-5495-a9ef-ae958051c98f,e2af8039-ca3a-553d-b145-677a3728d24f,2,0,0,59,120,179,0,0,59,0,0,59,0,0,59,0,0,59,0,0,59,1,0,0,59,0,0,59,0
0,0,59,0,0,59,0,0,59,17a6df6f-07e0-58da-9029-7286675514aa,767055d7-ed8d-508c-8c4f-473ede9dbcc3,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,0,0,59,1,0,0,59,0,0,59,
0,0,59,0,0,59,0,0,59,17a6df6f-07e0-58da-9029-7286675514aa,fd0d2137-089b-53db-9a83-91c644b2aa25,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,0,0,59,1,0,0,59,0,0,59,
0,0,59,0,0,59,5,300,359,17a79c86-1989-5bb1-89b2-bea2020489e7,853c1cab-032a-5a91-aa4c-51baa4c86ad9,0,0,0,59,0,59,0,0,59,0,0,59,,,,0,0,59,5,300,359,1,0,0,59,5,300,359,0
0,0,59,0,0,59,4,240,299,17a79c86-1989-5bb1-89b2-bea2020489e7,853c1cab-032a-5a91-aa4c-51baa4c86ad9,0,0,0,59,0,59,0,0,59,0,0,59,,,,0,0,59,4,240,299,2,0,0,59,5,300,359,0
0,0,59,0,0,59,5,300,359,17a79c86-1989-5bb1-89b2-bea2020489e7,853c1cab-032a-5a91-aa4c-51baa4c86ad9,0,0,0,59,0,59,0,0,59,0,0,59,,,,0,0,59,5,300,359,3,0,0,59,5,300,359,0
0,0,59,0,0,59,5,300,359,17a79c86-1989-5bb1-89b2-bea2020489e7,9ce672d5-0c3b-5ffb-8864-a9b61430ee5c,0,0,0,59,0,59,0,0,59,0,0,59,,,,0,0,59,5,300,359,1,0,0,59,5,300,359,0
0,0,59,0,0,59,4,240,299,17a79c86-1989-5bb1-89b2-bea2020489e7,9ce672d5-0c3b-5ffb-8864-a9b61430ee5c,0,0,0,59,0,59,0,0,59,0,0,59,,,,0,0,59,4,240,299,2,0,0,59,5,300,359,0
0,0,59,0,0,59,5,300,359,17a79c86-1989-5bb1-89b2-bea2020489e7,9ce672d5-0c3b-5ffb-8864-a9b61430ee5c,0,0,0,59,0,59,0,0,59,0,0,59,,,,0,0,59,5,300,359,3,0,0,59,5,300,359,0
0,0,59,0,0,59,1,60,119,17b17469-5b0d-592c-91da-c09e8c849229,0c80c5e3-7a4c-514e-9690-fc37954129d2,0,0,0,59,0,59,0,0,59,0,0,59,0,0,59,0,0,59,1,60,119,1,0,0,59,2,120,179,0
0,0,59,0,0,59,1,60,119,17b17469-5b0d-592c-91da-c09e8c849229,d8e18eca-1769-5b5a-86f7-bd91eee7602b,0,0,0,59,0,59,0,0,59,0,0,59,0,0,59,0,0,59,1,60,119,1,0,0,59,2,120,179,1
,,,,,,,,,17cf4373-8a7c-50f3-91c0-68ab382bd314,aeeb23b7-09e7-5bc1-aaf2-c9e4216dd730,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0
,,,,,,,,,17cf4373-8a7c-50f3-91c0-68ab382bd314,aeeb23b7-09e7-5bc1-aaf2-c9e4216dd730,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,0
,,,,,,,,,17cf4373-8a7c-50f3-91c0-68ab382bd314,ca31395b-6bc1-529a-8946-cfc83ed32312,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0
,,,,,,,,,17cf4373-8a7c-50f3-91c0-68ab382bd314,ca31395b-6bc1-529a-8946-cfc83ed32312,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,0
1,60,119,0,0,59,0,0,59,17d2d23e-c8d6-5e76-811e-286560bc6320,7c415632-f7e9-5774-9c88-23efb10505e1,1,1,60,119,60,119,0,0,59,0,0,59,0,0,59,0,0,59,0,0,59,1,0,0,59,0,0,59,0
0,0,59,0,0,59,0,0,59,17d2d23e-c8d6-5e76-811e-286560bc6320,91741e0f-f8c4-518d-8f1e-503510c617d8,1,0,0,59,60,119,0,0,59,0,0,59,0,0,59,0,0,59,0,0,59,1,0,0,59,0,0,59,0
,,,,,,,,,17d6c9f0-714f-527b-9c00-666d9d085486,63f1c6a7-dccb-5b78-bbb5-301723f18898,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0
,,,,,,,,,17d6c9f0-714f-527b-9c00-666d9d085486,dfd762e0-8bb8-5f40-a69a-ec66263654b4,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0
,,,,,,,,,17d872db-dc9e-51bc-a91f-4ea54f3bcce9,39852f01-0517-54ed-9875-51a9b2721a86,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2
,,,,,,,,,17d872db-dc9e-51bc-a91f-4ea54f3bcce9,39852f01-0517-54ed-9875-51a9b2721a86,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,0
,,,,,,,,,17d872db-dc9e-51bc-a91f-4ea54f3bcce9,39852f01-0517-54ed-9875-51a9b2721a86,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,2
,,,,,,,,,17d872db-dc9e-51bc-a91f-4ea54f3bcce9,759d1ffa-aa56-5629-97c0-8e5f0c70e837,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0
,,,,,,,,,17d872db-dc9e-51bc-a91f-4ea54f3bcce9,759d1ffa-aa56-5629-97c0-8e5f0c70e837,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,0
,,,,,,,,,17d872db-dc9e-51bc-a91f-4ea54f3bcce9,759d1ffa-aa56-5629-97c0-8e5f0c70e837,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,0
0,0,59,2,120,179,1,60,119,17deddee-1e27-58f3-8898-fa4fede66e25,41bc5f5b-21ac-51b3-8a25-5cf4ae1cdb4a,,1,60,119,,,0,0,59,0,0,59,0,0,59,0,0,59,1,60,119,1,0,0,59,3,180,239,
0,0,59,1,60,119,3,180,239,17deddee-1e27-58f3-8898-fa4fede66e25,41bc5f5b-21ac-51b3-8a25-5cf4ae1cdb4a,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,3,180,239,2,0,0,59,5,300,359,
0,0,59,1,60,119,3,180,239,17deddee-1e27-58f3-8898-fa4fede66e25,41bc5f5b-21ac-51b3-8a25-5cf4ae1cdb4a,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,3,180,239,3,0,0,59,4,240,299,
0,0,59,2,120,179,1,60,119,17deddee-1e27-58f3-8898-fa4fede66e25,9b871950-8a25-5068-bda6-5695edc47bbe,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,1,60,119,1,0,0,59,3,180,239,
0,0,59,1,60,119,3,180,239,17deddee-1e27-58f3-8898-fa4fede66e25,9b871950-8a25-5068-bda6-5695edc47bbe,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,3,180,239,2,0,0,59,5,300,359,
0,0,59,1,60,119,3,180,239,17deddee-1e27-58f3-8898-fa4fede66e25,9b871950-8a25-5068-bda6-5695edc47bbe,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,3,180,239,3,0,0,59,4,240,299,
,,,,,,,,,17e2fa6a-b072-5599-ae09-8467935ab738,78d70c38-79cf-5a93-878f-bc312dfac0bd,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0
,,,,,,,,,17e2fa6a-b072-5599-ae09-8467935ab738,78d70c38-79cf-5a93-878f-bc312dfac0bd,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,0
,,,,,,,,,17e2fa6a-b072-5599-ae09-8467935ab738,78d70c38-79cf-5a93-878f-bc312dfac0bd,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,0
,,,,,,,,,17e2fa6a-b072-5599-ae09-8467935ab738,dff85e4c-8a14-5fab-9314-c80477a9c5f6,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0
,,,,,,,,,17e2fa6a-b072-5599-ae09-8467935ab738,dff85e4c-8a14-5fab-9314-c80477a9c5f6,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,0
,,,,,,,,,17e2fa6a-b072-5599-ae09-8467935ab738,dff85e4c-8a14-5fab-9314-c80477a9c5f6,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,0
0,0,59,0,0,59,0,0,59,17fe55c8-2d4a-5d1f-8ac7-cdbe7c76076b,3a891619-b4b5-5798-8b97-4ad6f999f35b,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,0,0,59,1,0,0,59,0,0,59,
0,0,59,0,0,59,0,0,59,17fe55c8-2d4a-5d1f-8ac7-cdbe7c76076b,f77c89b5-7f3b-520c-a564-8d6755c00787,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,0,0,59,1,0,0,59,0,0,59,
0,0,59,1,60,119,2,120,179,1801f7cd-334a-5c13-9faa-350626ed955f,03f23c63-034b-5f46-bd76-042f5f19b311,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,2,120,179,1,0,0,59,4,240,299,
0,0,59,1,60,119,3,180,239,1801f7cd-334a-5c13-9faa-350626ed955f,03f23c63-034b-5f46-bd76-042f5f19b311,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,3,180,239,2,0,0,59,4,240,299,
0,0,59,0,0,59,1,60,119,1801f7cd-334a-5c13-9faa-350626ed955f,03f23c63-034b-5f46-bd76-042f5f19b311,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,1,60,119,3,0,0,59,2,120,179,
0,0,59,1,60,119,2,120,179,1801f7cd-334a-5c13-9faa-350626ed955f,e14f4877-4ec9-5de7-be5c-170c34751dae,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,2,120,179,1,0,0,59,4,240,299,
0,0,59,1,60,119,3,180,239,1801f7cd-334a-5c13-9faa-350626ed955f,e14f4877-4ec9-5de7-be5c-170c34751dae,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,3,180,239,2,0,0,59,4,240,299,
0,0,59,0,0,59,1,60,119,1801f7cd-334a-5c13-9faa-350626ed955f,e14f4877-4ec9-5de7-be5c-170c34751dae,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,1,60,119,3,0,0,59,2,120,179,
,,,,,,,,,1803e090-42e0-5c4d-9741-32e0f073b447,600469f4-1cf3-520f-9e32-e53ffb9105c7,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
,,,,,,,,,1803e090-42e0-5c4d-9741-32e0f073b447,8350dc86-a236-52bf-b65f-634b845137b5,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0
,,,,,,,,,180d54cc-9aa5-5758-896c-6b0d1890de45,671f2921-fd64-55fc-bcc2-57dcd7ed9049,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1
,,,,,,,,,180d54cc-9aa5-5758-896c-6b0d1890de45,95ed0bfb-e409-5527-ad1f-82b23e87a9cd,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0
0,0,59,0,0,59,4,240,299,18131083-8404-5ec1-a40d-2177b5a5f1df,39b6183c-c50b-5893-89cc-e46cd491c442,0,0,0,59,0,59,0,0,59,0,0,59,0,0,59,0,0,59,5,300,359,1,0,0,59,5,300,359,0
0,0,59,0,0,59,1,60,119,18131083-8404-5ec1-a40d-2177b5a5f1df,39b6183c-c50b-5893-89cc-e46cd491c442,0,0,0,59,0,59,0,0,59,0,0,59,0,0,59,0,0,59,1,60,119,2,0,0,59,1,60,119,0
0,0,59,0,0,59,4,240,299,18131083-8404-5ec1-a40d-2177b5a5f1df,72b86d38-a01b-5315-857a-a0a23cd0d61b,0,0,0,59,0,59,0,0,59,0,0,59,0,0,59,0,0,59,5,300,359,1,0,0,59,5,300,359,1
0,0,59,0,0,59,1,60,119,18131083-8404-5ec1-a40d-2177b5a5f1df,72b86d38-a01b-5315-857a-a0a23cd0d61b,0,0,0,59,0,59,0,0,59,0,0,59,0,0,59,0,0,59,1,60,119,2,0,0,59,1,60,119,0
0,0,59,0,0,59,0,0,59,181c87c5-d6eb-56dc-b482-ed49822a1fe3,22e42077-c868-5f9f-aa01-8421e5561b92,,1,60,119,,,0,0,59,0,0,59,0,0,59,0,0,59,0,0,59,1,0,0,59,0,0,59,
0,0,59,0,0,59,0,0,59,181c87c5-d6eb-56dc-b482-ed49822a1fe3,f1921223-01dc-56aa-9b30-a98ef47195a1,,1,60,119,,,1,60,119,0,0,59,0,0,59,0,0,59,0,0,59,1,0,0,59,0,0,59,
0,0,59,0,0,59,3,180,239,1829fd5a-95b8-5279-940b-78f7f4eb2edc,045b62ee-ff85-5eee-bf2b-b50ef577cc7f,,1,60,119,,,0,0,59,0,0,59,0,0,59,0,0,59,3,180,239,1,0,0,59,3,180,239,
0,0,59,1,60,119,2,120,179,1829fd5a-95b8-5279-940b-78f7f4eb2edc,045b62ee-ff85-5eee-bf2b-b50ef577cc7f,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,2,120,179,2,0,0,59,3,180,239,
1,60,119,0,0,59,0,0,59,1829fd5a-95b8-5279-940b-78f7f4eb2edc,045b62ee-ff85-5eee-bf2b-b50ef577cc7f,,3,180,239,,,0,0,59,0,0,59,0,0,59,0,0,59,0,0,59,3,0,0,59,0,0,59,
0,0,59,0,0,59,3,180,239,1829fd5a-95b8-5279-940b-78f7f4eb2edc,e73f6b5d-add1-514d-b6d7-c21ae0fa64db,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,3,180,239,1,0,0,59,3,180,239,
0,0,59,1,60,119,2,120,179,1829fd5a-95b8-5279-940b-78f7f4eb2edc,e73f6b5d-add1-514d-b6d7-c21ae0fa64db,,1,60,119,,,0,0,59,0,0,59,0,0,59,0,0,59,2,120,179,2,0,0,59,3,180,239,
0,0,59,0,0,59,0,0,59,1829fd5a-95b8-5279-940b-78f7f4eb2edc,e73f6b5d-add1-514d-b6d7-c21ae0fa64db,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,0,0,59,3,0,0,59,0,0,59,
0,0,59,0,0,59,5,300,359,1831e9e8-31c7-5110-8c3c-757ecf2ba60e,a1815bfa-c991-50f5-be9b-b911eba9f1b5,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,5,300,359,1,0,0,59,5,300,359,
0,0,59,0,0,59,5,300,359,1831e9e8-31c7-5110-8c3c-757ecf2ba60e,a1815bfa-c991-50f5-be9b-b911eba9f1b5,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,5,300,359,2,0,0,59,5,300,359,
0,0,59,0,0,59,4,240,299,1831e9e8-31c7-5110-8c3c-757ecf2ba60e,a1815bfa-c991-50f5-be9b-b911eba9f1b5,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,4,240,299,3,0,0,59,4,240,299,
0,0,59,0,0,59,5,300,359,1831e9e8-31c7-5110-8c3c-757ecf2ba60e,e85d6bb5-1bb8-5f7c-9465-772d01ff7757,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,5,300,359,1,0,0,59,5,300,359,
0,0,59,0,0,59,5,300,359,1831e9e8-31c7-5110-8c3c-757ecf2ba60e,e85d6bb5-1bb8-5f7c-9465-772d01ff7757,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,5,300,359,2,0,0,59,5,300,359,
0,0,59,0,0,59,4,240,299,1831e9e8-31c7-5110-8c3c-757ecf2ba60e,e85d6bb5-1bb8-5f7c-9465-772d01ff7757,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,4,240,299,3,0,0,59,4,240,299,
,,,,,,,,,1836ce24-66e7-58e0-936d-d75a4980407f,342bb1eb-b62d-573f-b65f-65ca0a5427ea,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0
,,,,,,,,,1836ce24-66e7-58e0-936d-d75a4980407f,850aec4b-4b2b-5250-96f8-05fcdc72d4fa,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0
0,0,59,0,0,59,2,120,179,185436a2-aa3a-5528-98e2-9fec2d5b6962,a9d2c4b5-abee-561c-b909-0c10ddac2f5a,2,0,0,59,120,179,0,0,59,0,0,59,0,0,59,0,0,59,2,120,179,1,0,0,59,2,120,179,2
0,0,59,0,0,59,1,60,119,185436a2-aa3a-5528-98e2-9fec2d5b6962,a9d2c4b5-abee-561c-b909-0c10ddac2f5a,1,0,0,59,60,119,0,0,59,0,0,59,0,0,59,0,0,59,1,60,119,2,0,0,59,2,120,179,1
0,0,59,0,0,59,2,120,179,185436a2-aa3a-5528-98e2-9fec2d5b6962,dc2cd908-89d9-5049-b8ea-809cec81a9ad,2,1,60,119,120,179,1,60,119,0,0,59,0,0,59,0,0,59,2,120,179,1,0,0,59,2,120,179,0
0,0,59,0,0,59,1,60,119,185436a2-aa3a-5528-98e2-9fec2d5b6962,dc2cd908-89d9-5049-b8ea-809cec81a9ad,1,0,0,59,60,119,0,0,59,0,0,59,0,0,59,0,0,59,1,60,119,2,0,0,59,2,120,179,1
0,0,59,1,60,119,1,60,119,185c55a7-9a7c-528f-b417-3b25cfe924e7,d0f867f7-55b6-5df8-9d12-34a860c04003,,1,60,119,,,0,0,59,0,0,59,0,0,59,0,0,59,1,60,119,1,0,0,59,3,180,239,0
0,0,59,1,60,119,1,60,119,185c55a7-9a7c-528f-b417-3b25cfe924e7,d0f867f7-55b6-5df8-9d12-34a860c04003,,2,120,179,,,0,0,59,0,0,59,2,120,179,0,0,59,1,60,119,2,0,0,59,2,120,179,0
0,0,59,0,0,59,1,60,119,185c55a7-9a7c-528f-b417-3b25cfe924e7,d0f867f7-55b6-5df8-9d12-34a860c04003,,2,120,179,,,0,0,59,0,0,59,1,60,119,0,0,59,1,60,119,3,0,0,59,1,60,119,0
0,0,59,1,60,119,1,60,119,185c55a7-9a7c-528f-b417-3b25cfe924e7,fd37b5e3-8a92-5576-b4f9-c6c574f140b5,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,1,60,119,1,0,0,59,3,180,239,0
0,0,59,1,60,119,1,60,119,185c55a7-9a7c-528f-b417-3b25cfe924e7,fd37b5e3-8a92-5576-b4f9-c6c574f140b5,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,1,60,119,2,0,0,59,2,120,179,1
0,0,59,0,0,59,1,60,119,185c55a7-9a7c-528f-b417-3b25cfe924e7,fd37b5e3-8a92-5576-b4f9-c6c574f140b5,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,1,60,119,3,0,0,59,1,60,119,0
1,60,119,0,0,59,1,60,119,1865ec05-e8f0-587a-9b04-71056d53724b,524abead-37f9-56fb-bc3d-b017e7ffc964,1,1,60,119,60,119,0,0,59,0,0,59,0,0,59,0,0,59,1,60,119,1,0,0,59,2,120,179,0
0,0,59,0,0,59,1,60,119,1865ec05-e8f0-587a-9b04-71056d53724b,646c3439-0a84-53c0-a5f3-1a0232d2e8fe,1,0,0,59,60,119,0,0,59,0,0,59,0,0,59,0,0,59,1,60,119,1,0,0,59,2,120,179,0
0,0,59,1,60,119,1,60,119,18674553-d658-5728-b738-4949f4fdca6f,5116b852-9574-567a-b554-92d7b2adc276,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,2,120,179,1,0,0,59,3,180,239,
0,0,59,1,60,119,2,120,179,18674553-d658-5728-b738-4949f4fdca6f,5116b852-9574-567a-b554-92d7b2adc276,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,2,120,179,2,0,0,59,3,180,239,
0,0,59,0,0,59,1,60,119,18674553-d658-5728-b738-4949f4fdca6f,5116b852-9574-567a-b554-92d7b2adc276,,2,120,179,,,0,0,59,0,0,59,1,60,119,0,0,59,1,60,119,3,0,0,59,1,60,119,
0,0,59,1,60,119,1,60,119,18674553-d658-5728-b738-4949f4fdca6f,ca581ddc-8775-5064-bd1b-f64f8c2d9eb2,,1,60,119,,,0,0,59,0,0,59,0,0,59,0,0,59,2,120,179,1,0,0,59,3,180,239,
0,0,59,1,60,119,2,120,179,18674553-d658-5728-b738-4949f4fdca6f,ca581ddc-8775-5064-bd1b-f64f8c2d9eb2,,1,60,119,,,0,0,59,0,0,59,0,0,59,0,0,59,2,120,179,2,0,0,59,3,180,239,
0,0,59,0,0,59,1,60,119,18674553-d658-5728-b738-4949f4fdca6f,ca581ddc-8775-5064-bd1b-f64f8c2d9eb2,,1,60,119,,,0,0,59,0,0,59,0,0,59,0,0,59,1,60,119,3,0,0,59,1,60,119,
0,0,59,0,0,59,0,0,59,18814551-9737-5477-8c4b-f586b105f222,b0882177-104d-5fcf-88c3-fef672ab8cd3,,1,60,119,,,0,0,59,0,0,59,0,0,59,0,0,59,0,0,59,1,0,0,59,0,0,59,
0,0,59,1,60,119,1,60,119,18814551-9737-5477-8c4b-f586b105f222,b0882177-104d-5fcf-88c3-fef672ab8cd3,,1,60,119,,,0,0,59,0,0,59,0,0,59,0,0,59,2,120,179,2,0,0,59,3,180,239,
0,0,59,1,60,119,0,0,59,18814551-9737-5477-8c4b-f586b105f222,b0882177-104d-5fcf-88c3-fef672ab8cd3,,3,180,239,,,0,0,59,2,120,179,0,0,59,0,0,59,0,0,59,3,0,0,59,1,60,119,
2,120,179,0,0,59,0,0,59,18814551-9737-5477-8c4b-f586b105f222,fe62e02d-b1e4-5289-bdc8-3b789f883824,,2,120,179,,,0,0,59,0,0,59,0,0,59,0,0,59,0,0,59,1,0,0,59,0,0,59,
0,0,59,1,60,119,1,60,119,18814551-9737-5477-8c4b-f586b105f222,fe62e02d-b1e4-5289-bdc8-3b789f883824,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,2,120,179,2,0,0,59,3,180,239,
0,0,59,1,60,119,0,0,59,18814551-9737-5477-8c4b-f586b105f222,fe62e02d-b1e4-5289-bdc8-3b789f883824,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,0,0,59,3,0,0,59,1,60,119,
0,0,59,0,0,59,3,180,239,188c72cc-f224-5848-b9f8-58000b9786c8,68f1d6f8-aafd-5b00-9298-01e2f5557d7f,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,3,180,239,1,0,0,59,3,180,239,0
0,0,59,0,0,59,3,180,239,188c72cc-f224-5848-b9f8-58000b9786c8,7a80920e-90f4-55eb-bc87-845871321959,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,3,180,239,1,0,0,59,3,180,239,0
,,,,,,,,,18a28c73-6664-5b64-a351-bddd525b8e7d,bc054c25-c5a8-5dcd-a461-68d2a874e42c,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0
,,,,,,,,,18a28c73-6664-5b64-a351-bddd525b8e7d,bc054c25-c5a8-5dcd-a461-68d2a874e42c,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,0
,,,,,,,,,18a28c73-6664-5b64-a351-bddd525b8e7d,c2184470-5b3a-5ebf-b642-7d8e174e2d2f,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0
,,,,,,,,,18a28c73-6664-5b64-a351-bddd525b8e7d,c2184470-5b3a-5ebf-b642-7d8e174e2d2f,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,0
0,0,59,0,0,59,0,0,59,18a73fe3-e89b-54f2-8ebf-032c3ad57ecc,a807d4e2-3a87-5061-ac38-d80266a5ec89,,4,240,299,,,0,0,59,0,0,59,0,0,59,0,0,59,0,0,59,1,4,240,299,0,0,59,
0,0,59,0,0,59,0,0,59,18a73fe3-e89b-54f2-8ebf-032c3ad57ecc,a807d4e2-3a87-5061-ac38-d80266a5ec89,,4,240,299,,,0,0,59,0,0,59,4,240,299,0,0,59,0,0,59,2,0,0,59,0,0,59,
0,0,59,0,0,59,0,0,59,18a73fe3-e89b-54f2-8ebf-032c3ad57ecc,a807d4e2-3a87-5061-ac38-d80266a5ec89,,4,240,299,,,0,0,59,0,0,59,0,0,59,0,0,59,0,0,59,3,3,180,239,0,0,59,
0,0,59,0,0,59,0,0,59,18a73fe3-e89b-54f2-8ebf-032c3ad57ecc,a807d4e2-3a87-5061-ac38-d80266a5ec89,,4,240,299,,,0,0,59,0,0,59,3,180,239,0,0,59,0,0,59,4,1,60,119,0,0,59,
0,0,59,0,0,59,1,60,119,18a73fe3-e89b-54f2-8ebf-032c3ad57ecc,a807d4e2-3a87-5061-ac38-d80266a5ec89,,2,120,179,,,0,0,59,0,0,59,1,60,119,0,0,59,1,60,119,5,0,0,59,1,60,119,
0,0,59,0,0,59,0,0,59,18a73fe3-e89b-54f2-8ebf-032c3ad57ecc,d1a122e8-d350-5490-b237-a69184d63270,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,0,0,59,1,0,0,59,0,0,59,
0,0,59,0,0,59,0,0,59,18a73fe3-e89b-54f2-8ebf-032c3ad57ecc,d1a122e8-d350-5490-b237-a69184d63270,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,0,0,59,2,0,0,59,0,0,59,
0,0,59,0,0,59,0,0,59,18a73fe3-e89b-54f2-8ebf-032c3ad57ecc,d1a122e8-d350-5490-b237-a69184d63270,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,0,0,59,3,0,0,59,0,0,59,
0,0,59,0,0,59,0,0,59,18a73fe3-e89b-54f2-8ebf-032c3ad57ecc,d1a122e8-d350-5490-b237-a69184d63270,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,0,0,59,4,0,0,59,0,0,59,
0,0,59,0,0,59,1,60,119,18a73fe3-e89b-54f2-8ebf-032c3ad57ecc,d1a122e8-d350-5490-b237-a69184d63270,,0,0,59,,,0,0,59,0,0,59,0,0,59,0,0,59,1,60,119,5,0,0,59,1,60,119,
0,0,59,1,60,119,1,60,119,18a74d51-0889-595b-bbb8-851ef15cad50,42a66997-e180-5cb2-9ec6-f24d70aa4bcb,1,1,60,119,60,119,1,60,119,0,0,59,0,0,59,0,0,59,2,120,179,1,0,0,59,3,180,239,0
