entity_type,canonical_id,source_name,source_entity_type,source_id,source_url,match_method,match_confidence,review_status,valid_from,valid_to
fighter,f04ab1c0-d354-5c68-9298-ebe7e5fd4cd1,ufc_com,athlete,31bfb4a2-46c4-4dc6-8182-f6a6fbeec877,,repeated_exact_fight_alignment_corner_identity,1.0,trusted,,
fighter,f04c5802-8fe9-5d46-b044-4bbe003dad7f,greco1899_ufcstats,fighter,http://ufcstats.com/fighter-details/01f86e2d604e2f3c,http://ufcstats.com/fighter-details/01f86e2d604e2f3c,stable_provider_url,1.0,trusted,,
fighter,f05a54c0-350b-5ff5-a2d3-3c986158714d,greco1899_ufcstats,fighter,http://ufcstats.com/fighter-details/032cc3922d871c7f,http://ufcstats.com/fighter-details/032cc3922d871c7f,stable_provider_url,1.0,trusted,,
fighter,f05a54c0-350b-5ff5-a2d3-3c986158714d,ufc_com,athlete,30aaa1b0-176c-4ec3-b713-f4345ef01718,,repeated_exact_fight_alignment_corner_identity,1.0,trusted,,
fighter,f05c7163-8ebc-5ed7-86e0-81706d2e12a0,greco1899_ufcstats,fighter,http://ufcstats.com/fighter-details/b7ffa72aa148599a,http://ufcstats.com/fighter-details/b7ffa72aa148599a,stable_provider_url,1.0,trusted,,
fighter,f05c7163-8ebc-5ed7-86e0-81706d2e12a0,ufc_com,athlete,c8f7351f-bec4-4547-bf81-e050a485b9b4,,repeated_exact_fight_alignment_corner_identity,1.0,trusted,,
fighter,f06cea59-7736-558f-bac4-42abffaf72cb,greco1899_ufcstats,fighter,http://ufcstats.com/fighter-details/c0386644627a7ee5,http://ufcstats.com/fighter-details/c0386644627a7ee5,stable_provider_url,1.0,trusted,,
fighter,f06cea59-7736-558f-bac4-42abffaf72cb,ufc_com,athlete,8afbb3f8-ff72-477d-b859-3e5ffd1286cf,,repeated_exact_fight_alignment_corner_identity,1.0,trusted,,
fighter,f0755cec-e67a-5bed-8cd7-59d32b2b5216,greco1899_ufcstats,fighter,http://ufcstats.com/fighter-details/d71d968dc6ecfdaf,http://ufcstats.com/fighter-details/d71d968dc6ecfdaf,stable_provider_url,1.0,trusted,,
fighter,f07aadf3-a3b7-52d7-8223-5b33b4615a40,greco1899_ufcstats,fighter,http://ufcstats.com/fighter-details/64db35f7782fe274,http://ufcstats.com/fighter-details/64db35f7782fe274,stable_provider_url,1.0,trusted,,
fighter,f089aec4-6fa4-5456-8629-9bb4dcfcfcd5,greco1899_ufcstats,fighter,http://ufcstats.com/fighter-details/5f61780fe5e9b6d0,http://ufcstats.com/fighter-details/5f61780fe5e9b6d0,stable_provider_url,1.0,trusted,,
fighter,f089aec4-6fa4-5456-8629-9bb4dcfcfcd5,ufc_com,athlete,c5201fb8-e061-44c9-8c64-4d490da735ce,,repeated_exact_fight_alignment_corner_identity,1.0,trusted,,
fighter,f09bb9b6-3a99-5cca-9756-27c5d1722e96,greco1899_ufcstats,fighter,http://ufcstats.com/fighter-details/570d40f993171b19,http://ufcstats.com/fighter-details/570d40f993171b19,stable_provider_url,1.0,trusted,,
fighter,f09f9527-278b-5bf6-b6e8-0be1da47ba28,greco1899_ufcstats,fighter,http://ufcstats.com/fighter-details/c278e8843b8abfec,http://ufcstats.com/fighter-details/c278e8843b8abfec,stable_provider_url,1.0,trusted,,
fighter,f0ad1b63-8225-56cc-bad8-533f37e9680f,greco1899_ufcstats,fighter,http://ufcstats.com/fighter-details/ba15006c804a8de0,http://ufcstats.com/fighter-details/ba15006c804a8de0,stable_provider_url,1.0,trusted,,
fighter,f0ad1b63-8225-56cc-bad8-533f37e9680f,ufc_com,athlete,9a0b64af-1d2b-45dd-aa38-1e33e2465652,,repeated_exact_fight_alignment_corner_identity,1.0,trusted,,
fighter,f0c3c096-2f06-5e55-9b73-f822fbbb038c,greco1899_ufcstats,fighter,http://ufcstats.com/fighter-details/39f68882def7a507,http://ufcstats.com/fighter-details/39f68882def7a507,stable_provider_url,1.0,trusted,,
fighter,f0c530d7-9232-5c9c-9421-26aa7fdb2624,greco1899_ufcstats,fighter,http://ufcstats.com/fighter-details/bc7f7f0ba3db74d2,http://ufcstats.com/fighter-details/bc7f7f0ba3db74d2,stable_provider_url,1.0,trusted,,
fighter,f0d88d2e-7bd5-5add-b5a0-4cf4f37b84ac,greco1899_ufcstats,fighter,http://ufcstats.com/fighter-details/7c4ec656d8fcb867,http://ufcstats.com/fighter-details/7c4ec656d8fcb867,stable_provider_url,1.0,trusted,,
fighter,f0e2faa2-426e-520a-b0b2-129320d0258f,greco1899_ufcstats,fighter,http://ufcstats.com/fighter-details/f16ddfa31236efed,http://ufcstats.com/fighter-details/f16ddfa31236efed,stable_provider_url,1.0,trusted,,
fighter,f0e5340e-242f-5d5e-90fd-6061a95204c8,greco1899_ufcstats,fighter,http://ufcstats.com/fighter-details/6d8ef8706781c49e,http://ufcstats.com/fighter-details/6d8ef8706781c49e,stable_provider_url,1.0,trusted,,
fighter,f0ebc911-281b-5058-849b-06045603ca86,greco1899_ufcstats,fighter,http://ufcstats.com/fighter-details/a4dc47001f202bcd,http://ufcstats.com/fighter-details/a4dc47001f202bcd,stable_provider_url,1.0,trusted,,
fighter,f0ebc911-281b-5058-849b-06045603ca86,ufc_com,athlete,23a66c06-3931-48e5-a51b-cae2cea88c06,,repeated_exact_fight_alignment_corner_identity,1.0,trusted,,
fighter,f0f0151a-0011-5cca-a159-ccf3c49822e3,greco1899_ufcstats,fighter,http://ufcstats.com/fighter-details/0d09efd31eb9fadf,http://ufcstats.com/fighter-details/0d09efd31eb9fadf,stable_provider_url,1.0,trusted,,
fighter,f0f57466-90dd-5692-829e-512f4290b611,greco1899_ufcstats,fighter,http://ufcstats.com/fighter-details/215a70f073a7b726,http://ufcstats.com/fighter-details/215a70f073a7b726,stable_provider_url,1.0,trusted,,
fighter,f0f57466-90dd-5692-829e-512f4290b611,ufc_com,athlete,174b5d34-edde-4331-84bd-9bf9e6c94d47,,repeated_exact_fight_alignment_corner_identity,1.0,trusted,,
fighter,f102e0af-b606-5d39-8a86-60a44e38cc3e,greco1899_ufcstats,fighter,http://ufcstats.com/fighter-details/9199e0735b83dd32,http://ufcstats.com/fighter-details/9199e0735b83dd32,stable_provider_url,1.0,trusted,,
fighter,f102e0af-b606-5d39-8a86-60a44e38cc3e,ufc_com,athlete,86c98dfe-76d8-4464-9e31-bd3270dd9ea7,,repeated_exact_fight_alignment_corner_identity,1.0,trusted,,
fighter,f10da334-d76b-54a9-8683-5fdc5f04c6ee,greco1899_ufcstats,fighter,http://ufcstats.com/fighter-details/9e3dbb9c68ed5d1a,http://ufcstats.com/fighter-details/9e3dbb9c68ed5d1a,stable_provider_url,1.0,trusted,,
fighter,f1150e50-4547-5705-9fd2-43c3660d56d1,greco1899_ufcstats,fighter,http://ufcstats.com/fighter-details/6370c1c1e12723d5,http://ufcstats.com/fighter-details/6370c1c1e12723d5,stable_provider_url,1.0,trusted,,
fighter,f1150e50-4547-5705-9fd2-43c3660d56d1,ufc_com,athlete,723e277b-a5e8-4ea1-9e09-7c694efb0fe8,,repeated_exact_fight_alignment_corner_identity,1.0,trusted,,
fighter,f12e9f1e-de9f-5f03-abc3-ba85daca3c0c,greco1899_ufcstats,fighter,http://ufcstats.com/fighter-details/bad8ed7d714f1493,http://ufcstats.com/fighter-details/bad8ed7d714f1493,stable_provider_url,1.0,trusted,,
fighter,f1306f03-7f54-56cb-993b-d5eb05efae77,greco1899_ufcstats,fighter,http://ufcstats.com/fighter-details/42611508ba8c3298,http://ufcstats.com/fighter-details/42611508ba8c3298,stable_provider_url,1.0,trusted,,
fighter,f15810d9-1ea1-50e3-9b92-1df78b743693,greco1899_ufcstats,fighter,http://ufcstats.com/fighter-details/d343df8ba11f4c4e,http://ufcstats.com/fighter-details/d343df8ba11f4c4e,stable_provider_url,1.0,trusted,,
fighter,f15810d9-1ea1-50e3-9b92-1df78b743693,ufc_com,athlete,ff7b3789-5be1-4213-bfc2-b2aed80ea431,,repeated_exact_fight_alignment_corner_identity,1.0,trusted,,
fighter,f1692eb4-0b01-5e19-ab94-a60cc2f73640,greco1899_ufcstats,fighter,http://ufcstats.com/fighter-details/7beecbe0a08cf002,http://ufcstats.com/fighter-details/7beecbe0a08cf002,stable_provider_url,1.0,trusted,,
fighter,f16c06eb-2cdf-5d0b-a07d-9a0b9fbee265,greco1899_ufcstats,fighter,http://ufcstats.com/fighter-details/2db0c114414d4f06,http://ufcstats.com/fighter-details/2db0c114414d4f06,stable_provider_url,1.0,trusted,,
fighter,f16c06eb-2cdf-5d0b-a07d-9a0b9fbee265,ufc_com,athlete,a35bc7cd-7941-4c51-bb62-6e680158031c,,repeated_exact_fight_alignment_corner_identity,1.0,trusted,,
fighter,f1921223-01dc-56aa-9b30-a98ef47195a1,greco1899_ufcstats,fighter,http://ufcstats.com/fighter-details/4a043165cf47cab2,http://ufcstats.com/fighter-details/4a043165cf47cab2,stable_provider_url,1.0,trusted,,
fighter,f1921223-01dc-56aa-9b30-a98ef47195a1,ufc_com,athlete,e422c2d3-ad10-4b6a-95ad-e0a5a9a8c6c4,,repeated_exact_fight_alignment_corner_identity,1.0,trusted,,
fighter,f194d235-518a-5630-8d5a-dd796dfb02e8,greco1899_ufcstats,fighter,http://ufcstats.com/fighter-details/ef0344ed552d8a22,http://ufcstats.com/fighter-details/ef0344ed552d8a22,stable_provider_url,1.0,trusted,,
fighter,f19c0e7f-120d-51c5-843f-06062dee4f8b,greco1899_ufcstats,fighter,http://ufcstats.com/fighter-details/d0c29452d3272603,http://ufcstats.com/fighter-details/d0c29452d3272603,stable_provider_url,1.0,trusted,,
fighter,f19c0e7f-120d-51c5-843f-06062dee4f8b,ufc_com,athlete,017cb538-316c-493e-9381-57fd7a636a85,,repeated_exact_fight_alignment_corner_identity,1.0,trusted,,
