fightmetric_id,ufc_fight_uuid,drupal_internal_nid,red_athlete_uuid,blue_athlete_uuid,winner_athlete_uuid,title,final_method,final_round,final_time
30,6b2b73e3-cf87-4e67-877a-a032ae81dea4,30176,982de11b-fe10-41f3-8b82-24e58a485f73,3997a81b-472b-4b8f-aca5-83536195dcd4,982de11b-fe10-41f3-8b82-24e58a485f73,Pat Barry vs Dan Evensen,KO/TKO,1,00:02:36
31,d313988d-79b8-4b15-a710-49b696fa3c4d,30171,5b097578-6840-43e6-84d1-07d9ff852040,4128321d-87a0-4b42-9e07-7c09435d1099,5b097578-6840-43e6-84d1-07d9ff852040,CB Dollaway vs Mike Massenzio,KO/TKO,1,00:03:01
32,91699d90-8839-413d-9d33-445a205c06e1,30170,5a6e2b56-4b24-43a0-af15-a25d739dfdbe,88b6643c-62e4-45b6-b27e-05f2c9828670,5a6e2b56-4b24-43a0-af15-a25d739dfdbe,Rampage Jackson vs Wanderlei Silva,KO/TKO,1,00:03:21
33,f39e60a6-21f6-48a0-8fdf-2f274286a431,30175,9386590d-f6c2-4add-9a4a-4c283e0771fd,766c3cad-aaef-49b0-b78b-b30dc558d897,9386590d-f6c2-4add-9a4a-4c283e0771fd,Cheick Kongo vs Mostapha Al Turk,KO/TKO,1,00:04:37
34,ee2019ad-a3ed-4bd3-9c40-513a8f662985,30174,a35bbeb6-3e07-48ed-925a-c34c1bcdb5ee,70be27db-5497-42ff-8026-3b761c619241,a35bbeb6-3e07-48ed-925a-c34c1bcdb5ee,Matt Hamill vs Reese Andy,KO/TKO,2,00:02:19
35,3dbf9ee6-a02c-4464-9ed1-c30cfb1dcc10,30177,53404a43-d36f-42cd-a5f5-421536ae93d4,43dbb170-e153-4e95-9d6c-71434b371762,53404a43-d36f-42cd-a5f5-421536ae93d4,Antoni Hardonk vs Mike Wessel,KO/TKO,2,00:02:09
36,e8ae507e-ee12-44ef-b7c0-a4d78d9741e9,30169,68464e94-7185-4f4f-bf9b-80098e62330a,0dd23e83-b005-4f20-a8ba-1d032a61af10,68464e94-7185-4f4f-bf9b-80098e62330a,Frank Mir vs Minotauro Nogueira,KO/TKO,2,00:01:54
37,2b7a6318-c8fe-4f6e-a436-9f3ae86f085e,30173,edb759e7-a7c7-42f4-b304-4c3e530d04c0,843babf6-3cea-409b-be70-e2426d277714,edb759e7-a7c7-42f4-b304-4c3e530d04c0,Brad Blackburn vs Ryo Chonan,Decision - Unanimous,3,00:05:00
38,412ac8be-080b-4765-ab1f-b7f996e45e48,30168,3ce6021b-e82d-45c8-9a6c-27d1c93a4ce8,491691d3-f9ad-40ec-98d3-fe26cafb8ae8,3ce6021b-e82d-45c8-9a6c-27d1c93a4ce8,Rashad Evans vs Forrest Griffin,KO/TKO,3,00:02:46
39,b8f11e40-51fc-4794-9ede-334f485ed8ba,30172,5eaa9993-a1b8-4876-83b7-4db8148251e4,740007bc-0dfb-4a0a-8e58-4e8c7617e0af,5eaa9993-a1b8-4876-83b7-4db8148251e4,Yushin Okami vs Dean Lister,Decision - Unanimous,3,00:05:00
40,3f0c13d3-667b-476b-bf6e-f0487f384e00,30136,4b701fbf-e1f9-4e6a-8688-ca0678568e3e,e375eb4b-2caf-461d-b941-bce93be7acb0,4b701fbf-e1f9-4e6a-8688-ca0678568e3e,Ryan Bader vs Vinny Magalhaes,KO/TKO,1,00:02:18
41,fc3a8879-ef27-4302-ad2c-dc0ec066791a,30129,1bb4c454-d073-4b20-8dd7-d38165b823d0,97204f32-d512-404f-9601-3d34a1b7ae1f,1bb4c454-d073-4b20-8dd7-d38165b823d0,Wilson Gouveia vs Jason MacDonald,KO/TKO,1,00:02:18
42,62201f80-7dd0-4b6f-996a-81c3683e0bb4,30133,62af6051-c873-447e-9a54-83151f5de722,c347114c-fe4a-4924-b4c9-63d989e95b37,62af6051-c873-447e-9a54-83151f5de722,Eliot Marshall vs Jules Bruchez,Submission,1,00:01:27
43,b351c885-d282-4fbe-bb79-fa2d8d2efcd3,30135,0f79fa17-cc40-4127-a941-c561fbaa5cb8,472a0a05-47e0-4e24-a74f-b334e9155db6,0f79fa17-cc40-4127-a941-c561fbaa5cb8,Junie Browning vs Dave Kaplan,Submission,2,00:01:32
44,bc180961-c7a3-4fdf-9fba-c727c558a86b,30130,d31027f3-f97e-43f8-a9ed-1193dc314e55,ca98c886-5beb-456c-94a8-a691a9e9fa80,d31027f3-f97e-43f8-a9ed-1193dc314e55,Rolando Delgado vs John Polakowski,Submission,2,00:02:18
45,cb1412d7-cafb-4ece-bd33-caae52ef13f3,30134,722dbc46-9038-4662-9189-bd78aafc511a,541c2a1e-0a20-4d51-93a9-29665dd3d351,722dbc46-9038-4662-9189-bd78aafc511a,Krzysztof Soszynski vs Shane Primm,Submission,2,00:03:27
46,cebf0180-5a3b-48e1-b705-e0dc0e43ce24,30137,315f9f9a-07cc-4029-9b0d-12fca05cceb1,cdeacde4-68d4-4c88-8452-4c21be782ba6,315f9f9a-07cc-4029-9b0d-12fca05cceb1,Efrain Escudero vs Phillipe Nover,Decision - Unanimous,3,00:05:00
47,de391a82-5f59-49f5-998d-da82e78cd09e,30128,b1afc1ac-b759-40bc-8182-83ec6e996b7c,1d401e34-3ff9-419f-8b51-b3627e44ff58,b1afc1ac-b759-40bc-8182-83ec6e996b7c,Anthony Johnson vs Kevin Burns,KO/TKO,3,00:00:28
48,bb72dcb1-01a9-475a-a9d1-3c9d91f7cac4,30132,8ea6e9b8-5968-41bc-a66c-26ca4ba8ab3d,170651d9-1fa4-480c-b50c-7df4759ed6f4,8ea6e9b8-5968-41bc-a66c-26ca4ba8ab3d,Tom Lawlor vs Kyle Kingsbury,Decision - Unanimous,3,00:05:00
49,fbb43e65-3e87-4b7b-b0f1-49662f365099,30131,41ca10b7-1400-49a6-b9d0-279916c222fe,4590e02c-22f1-4b83-8168-7126284952e6,41ca10b7-1400-49a6-b9d0-279916c222fe,Shane Nelson vs George Roop,Decision - Split,3,00:05:00
50,4540d160-7864-4611-a6db-1053394931d7,30194,e58c6357-410b-45d7-9946-20f15954a3e8,5491f1a6-b310-4f25-8738-c30af9028fc8,e58c6357-410b-45d7-9946-20f15954a3e8,Ben Saunders vs Brandon Wolff,KO/TKO,1,00:01:49
51,7a4db867-75d4-4584-ae74-9d7d5169ca81,30190,3fbd333f-5bc3-455e-9390-19ea949a5655,8c288396-d908-4e64-af5e-62883104151a,3fbd333f-5bc3-455e-9390-19ea949a5655,Steve Cantwell vs Razak Al-Hassan,Submission,1,00:04:04
52,be8a26e0-274b-46fa-8f41-eb88e95b007a,30189,2055caec-8c39-453b-a397-14fb6a8b921b,75d31148-1134-4066-9ad8-7092e08f8d89,2055caec-8c39-453b-a397-14fb6a8b921b,Mike Swick vs Jonathan Goulet,KO/TKO,1,00:00:33
53,c890e95f-3461-4b05-b6d9-755e7af93db2,30188,8d4be5e3-d27e-4f06-840e-d69f4a0c5d9f,,8d4be5e3-d27e-4f06-840e-d69f4a0c5d9f,Josh Koscheck vs ,KO/TKO,1,00:02:15
54,b541b164-1625-44e0-9972-b62395b1a657,30195,8822bc00-b0bb-4ca3-aae2-554c3d2a5b0d,2e9ac80a-3da1-471c-a233-b857929276f7,8822bc00-b0bb-4ca3-aae2-554c3d2a5b0d,Dale Hartt vs Corey Hill,KO/TKO,2,00:00:20
55,1e96049f-620d-4936-9981-12bb0dfd3b05,30193,05de1d91-7255-4c7a-9233-49d66014149e,eb46dd40-6598-4935-8288-dcf768f7394f,05de1d91-7255-4c7a-9233-49d66014149e,Steve Bruno vs Johnny Rees,Submission,2,00:03:44
56,3276a75d-48b0-443b-9435-981777e28469,30191,56a01ec8-090a-4778-9047-0cb1ffa5e604,12743b24-2bee-47df-9d4d-783c5b488b5f,56a01ec8-090a-4778-9047-0cb1ffa5e604,Tim Credeur vs Nate Loughran,KO/TKO,2,00:05:00
57,a8a6f61c-1ed9-405a-a106-b2356c14eb25,30196,5ea320f2-9f08-4d7e-92c6-e4f9e1303aa1,b8070cbe-61b4-445a-a8fc-2e11503c8686,5ea320f2-9f08-4d7e-92c6-e4f9e1303aa1,Justin McCully vs Eddie Sanchez,Decision - Unanimous,3,00:05:00
58,58a20e3b-8a06-4335-924f-074e3afe26da,30192,d05381b0-3d6a-448f-a7eb-43b2677007cb,5dec840e-3235-4d25-abb1-5c4b42bb2006,d05381b0-3d6a-448f-a7eb-43b2677007cb,Luigi Fioravanti vs Brodie Farber,Decision - Unanimous,3,00:05:00
59,005f985d-8131-4bc7-acf5-929e959d83f2,30197,8028d312-e006-496a-a7e7-956727812fa1,b7ffbc2d-ac83-46e9-97bb-849c2e7bde77,8028d312-e006-496a-a7e7-956727812fa1,Jim Miller vs Matt Wiman,Decision - Unanimous,3,00:05:00
60,969cb5cd-7e25-4c1a-a35e-57428b811fac,30113,ffe00695-f43e-46a0-ae36-5c7b4e0ab0b3,3a885179-ece7-4261-bca9-c6e728e8bd1d,ffe00695-f43e-46a0-ae36-5c7b4e0ab0b3,Kenny Florian vs Joe Stevenson,Submission,1,00:04:03
61,1965b14b-9142-4cfb-ba64-21f0567a5ada,30114,3cff4ad8-1e05-4d54-aedd-3b46d94cb324,7e952cfb-808c-4c3a-8f2b-1954a9756dc7,3cff4ad8-1e05-4d54-aedd-3b46d94cb324,Gabriel Gonzaga vs Josh Hendricks,KO/TKO,1,00:01:01
62,343702b6-6d7e-46a0-ad6b-33dff7272c72,30112,0ce24aaa-4319-4a05-9979-4f44750d1afa,0778da74-409d-4970-9479-5cd69a45783c,0ce24aaa-4319-4a05-9979-4f44750d1afa,Dustin Hazelett vs Tamdan McCrory,Submission,1,00:03:59
63,eff51839-5310-47e6-a78c-292cdf8b5d46,30117,479daac0-d118-48f2-9456-9bbb7f307a9d,302c038d-4d83-4e42-b63f-294816cbae1d,479daac0-d118-48f2-9456-9bbb7f307a9d,Demian Maia vs Nate Quarry,Submission,1,00:02:13
64,8512570e-6f4d-4ce3-b182-03d10ffbd30b,30118,463ffc1b-87ca-4f6b-bdcf-8c553edbfaeb,5546af53-98ad-429f-9309-f5f1f91d5b81,463ffc1b-87ca-4f6b-bdcf-8c553edbfaeb,Matt Brown vs Ryan Thomas,Submission,2,00:00:57
65,e9b14544-b18b-49ea-92b3-0361cf9eced6,30110,0e03a6fc-580c-4651-9183-9a473b169489,cd46ee80-9835-4a10-828d-332d8b5fff7c,0e03a6fc-580c-4651-9183-9a473b169489,Brock Lesnar vs Randy Couture,KO/TKO,2,00:03:07
66,00dd1ac0-4140-41fc-bbe2-60afe3dac62c,30111,0d617979-daa1-49f0-a61c-d58c4240f911,33c33974-8b17-4a5e-9698-7ba83ed6364e,0d617979-daa1-49f0-a61c-d58c4240f911,Mark Bocek vs Alvin Robinson,Submission,3,00:03:16
67,c05f99ac-cb78-4358-9ff1-fd169ebb0e7c,30116,c1085068-4c5c-4a47-a5bd-40772bcd024a,ea578cda-f7f7-4450-8eb6-780fd48b738d,c1085068-4c5c-4a47-a5bd-40772bcd024a,Aaron Riley vs Jorge Gurgel,Decision - Unanimous,3,00:05:00
68,c767a277-8cbd-4620-b288-8ea6f494c041,30115,bf9f97ad-39d5-4e75-a79b-f6edcf0aabea,3a8d7084-c2b2-4e18-80ed-e85cc29474a2,,Jeremy Stephens vs Rafael Dos Anjos,KO/TKO,3,00:00:39
69,6eff8709-692c-4bc1-bcc4-be300286cbee,30093,3a516999-fe89-4e07-82bd-7b9362cc676d,d971b5e2-8f5f-4f17-955e-9b15e49ce831,3a516999-fe89-4e07-82bd-7b9362cc676d,Junior Dos Santos vs Fabricio Werdum,KO/TKO,1,00:01:21
70,0d4624d2-c4d1-4709-b395-37ea6e228077,30099,a1206abf-3934-4288-b9ee-a099935c8e13,2da9414b-7ac4-4458-9119-0567176fb9f0,a1206abf-3934-4288-b9ee-a099935c8e13,Thales Leites vs Drew McFedries,Submission,1,00:01:18
71,338ccce7-0987-4b55-af0b-81280db47786,30097,d5b84e41-8d89-470e-86b9-4801bc1fb098,8d4be5e3-d27e-4f06-840e-d69f4a0c5d9f,d5b84e41-8d89-470e-86b9-4801bc1fb098,Thiago Alves vs Josh Koscheck,Decision - Unanimous,3,00:05:00
72,8ecd5e46-0998-4d24-b5d6-f43f608e2d2a,30096,43bfc63f-5481-48cc-b65e-eb98c0e46f7b,2560be9b-2a73-4570-9220-29101f2b6b47,43bfc63f-5481-48cc-b65e-eb98c0e46f7b,Spencer Fisher vs Shannon Gugerty,Submission,3,00:03:56
73,1bff49a5-fd7d-4fbf-b35b-8e4b15c47599,30094,d5c2a984-602d-4560-9cea-f3cdcf09cf09,8f866f5c-b356-4d20-a61b-665713434bae,d5c2a984-602d-4560-9cea-f3cdcf09cf09,Hermes Franca vs Marcus Aurelio,Decision - Unanimous,3,00:05:00
74,35777b1f-f6a6-4386-bffa-a5cc27122374,30095,fc859330-f0fb-4873-a592-1afcda4a7498,e51478e6-9f2e-4bbf-9e93-1ff5f83b057b,fc859330-f0fb-4873-a592-1afcda4a7498,Gray Maynard vs Rich Clementi,Decision - Unanimous,3,00:05:00
75,98d2a5b7-9b63-43d8-a1e8-b1d616f51b5c,30098,017cb538-316c-493e-9381-57fd7a636a85,eb5b1aaa-3954-4575-9d8b-20ce683b3fba,017cb538-316c-493e-9381-57fd7a636a85,Dan Miller vs Matt Horwich,Decision - Unanimous,3,00:05:00
76,e276bb5a-7ed3-4df5-b1da-f6b4b267b521,30092,0244a912-d50c-42d4-916a-ee93d406ec6b,7e9dd121-607d-4247-9c14-d730d7188e00,0244a912-d50c-42d4-916a-ee93d406ec6b,Pete Sell vs Joshua Burkman,Decision - Unanimous,3,00:05:00
77,daf50deb-71bc-49a8-a354-2b0fea9b0300,30091,983e8574-bc80-4f2a-a904-5387043db725,0ffa7082-1901-4e55-b55d-97633cad3059,983e8574-bc80-4f2a-a904-5387043db725,Sean Sherk vs Tyson Griffin,Decision - Unanimous,3,00:05:00
78,f34f9e93-712d-4553-a1ea-8d7b2b27271c,30090,08ca7b09-de76-4ad3-b8ac-abf1fff19bfc,d6e3b63d-3efb-4f36-b33a-bd6ddc533b91,08ca7b09-de76-4ad3-b8ac-abf1fff19bfc,Anderson Silva vs Patrick Cote,KO/TKO,3,00:00:39
79,5af181bd-04bf-4a47-ac0e-0d3729f346ed,30062,aebbe758-7bc1-43c0-9cd6-c657805cf9e6,e459b891-697d-46e5-8ac9-b9ba324bccff,aebbe758-7bc1-43c0-9cd6-c657805cf9e6,Shane Carwin vs Нил Уэйн,KO/TKO,1,00:01:31
80,21fa94b6-8ab5-4213-b3d5-4e3f9b46daf6,30060,efbe36fa-eb42-4c45-8651-15b4a739350f,597f09d9-fc50-4df4-b03d-12992c941365,efbe36fa-eb42-4c45-8651-15b4a739350f,Luiz Cane vs Rameau Sokoudjou,KO/TKO,2,00:04:15
81,794bd710-5fd4-4080-b2c1-c79bc4b8c5b9,30064,4318ba36-c4ae-4c2e-a3ba-787268a04103,4eeddd5f-c5be-4177-8828-e8ff58a0f147,4318ba36-c4ae-4c2e-a3ba-787268a04103,Marcus Davis vs Paul Kelly,Submission,2,00:02:16
82,e0ec08ce-3989-462e-9d19-dcd9b0bc65f1,30065,ff5f2039-e677-4aa0-8532-cde8eb002dbd,5fd7a04a-03a6-4dfe-890a-a8ce74ac9bd4,ff5f2039-e677-4aa0-8532-cde8eb002dbd,David Bielkheden vs Jess Liaudin,Decision - Unanimous,3,00:05:00
83,09dcb9c6-ba0a-478b-a627-c7285e7cac85,30059,3ed49676-e1fe-4211-880b-ecdd4e4a759d,5ed290c1-a5a7-4cee-8b98-dce5559a2d91,3ed49676-e1fe-4211-880b-ecdd4e4a759d,Michael Bisping vs Chris Leben,Decision - Unanimous,3,00:05:00
84,8e75dc3c-d674-461b-8f8e-6d36124310f3,30067,3c72792d-3f19-4548-a118-07cd6163cd29,a53deb6c-c966-4371-b370-16a043a3e6aa,3c72792d-3f19-4548-a118-07cd6163cd29,Per Eklund vs Samy Schiavo,Submission,3,00:01:47
85,3c5108d5-a3f9-40e2-9cd4-500f4b551117,30068,fd0a970e-ffc0-4b2e-b1f4-a4f010d66be5,945a6387-bd51-4b16-8d7b-105dfae8cede,fd0a970e-ffc0-4b2e-b1f4-a4f010d66be5,Terry Etim vs Sam Stout,Decision - Unanimous,3,00:05:00
86,b82c0c32-5045-4ab9-b5ff-602bc4c5a45e,30061,5ecce770-8297-45bf-af2e-f47de0d8ad40,a20fd339-f780-4334-b37f-43efe6f4d8f6,5ecce770-8297-45bf-af2e-f47de0d8ad40,Dan Hardy vs Akihiro Gono,Decision - Split,3,00:05:00
87,c04bd468-d5df-4a7c-9c01-a5774d81d966,30063,9ebc57cb-53a3-4210-ac8d-f0db99c823c9,2ef0b346-1483-411f-be3d-96663f430ee7,9ebc57cb-53a3-4210-ac8d-f0db99c823c9,Keith Jardine vs Brandon Vera,Decision - Split,3,00:05:00
88,c5bf3cd3-3923-4bea-9409-ade72fde9c43,30066,7b1cc4d5-9ec0-4e2a-b313-3de642049387,ad1110da-37fd-43f8-a882-4969b4ab3c28,7b1cc4d5-9ec0-4e2a-b313-3de642049387,Chris Lytle vs Paul Taylor,Decision - Unanimous,3,00:05:00
89,183fe0af-ebc7-43d9-9ddd-b1aee04b0d16,30069,8028d312-e006-496a-a7e7-956727812fa1,d5629846-b1fb-44e7-81c2-0935eb9b8417,8028d312-e006-496a-a7e7-956727812fa1,Jim Miller vs David Baron,Submission,3,00:03:19
90,773024ab-33d9-4175-a363-9b9f7536db2f,30075,4128321d-87a0-4b42-9e07-7c09435d1099,2da9414b-7ac4-4458-9119-0567176fb9f0,4128321d-87a0-4b42-9e07-7c09435d1099,Mike Massenzio vs Drew McFedries,Submission,1,00:01:28
91,8fd21e36-662e-4d76-964b-fc6bfca1b4a1,30077,017cb538-316c-493e-9381-57fd7a636a85,2152de60-d4d9-4c97-8cc5-5fc7ae427322,017cb538-316c-493e-9381-57fd7a636a85,Dan Miller vs Rob Kimmons,Submission,1,00:01:27
92,f1d41509-94fe-4fb7-9c9c-fbd58fe5f257,30078,24e2f72b-f36c-4cc3-88e3-2740547ee17c,bc16b824-2d06-4d8a-9f89-388099a20767,24e2f72b-f36c-4cc3-88e3-2740547ee17c,Alessio Sakara vs Joe Vedepo,KO/TKO,1,00:01:27
93,8522e4f5-7627-41a9-ab6b-31032728ac6e,30071,be849ade-1ed0-4735-8c5d-c07d4ff725eb,8d3f64eb-facb-4fbb-86f3-6290f63bbf10,be849ade-1ed0-4735-8c5d-c07d4ff725eb,Eric Schafer vs Houston Alexander,Submission,1,00:04:53
94,aff7fb2f-7ca3-4903-b947-eb383750e93d,30076,5af7eb36-cd0d-43bd-b097-55e8713fb5a9,ecbfc0d0-abe3-4c03-b859-d6f78c461047,5af7eb36-cd0d-43bd-b097-55e8713fb5a9,Jason Brilz vs Brad Morris,KO/TKO,2,00:02:54
95,73f3c3f6-76de-442d-b6cc-e71ba1acde0a,30079,1bb4c454-d073-4b20-8dd7-d38165b823d0,ac099581-3aab-4849-b48a-73f74d088af5,1bb4c454-d073-4b20-8dd7-d38165b823d0,Wilson Gouveia vs Ryan Jensen,Submission,2,00:02:04
96,2ce98f1c-58b7-44bd-8fac-8173a1977c2f,30073,d21ef8ad-d153-41cb-952f-336a4a95a78c,ac67bbcb-2dfe-4e75-b17d-5bdb4fcd820c,d21ef8ad-d153-41cb-952f-336a4a95a78c,Joe Lauzon vs Kyle Bradley,KO/TKO,2,00:01:34
97,c3dbb543-d1fb-4adc-a4a5-75eea9dba8f8,30072,d771ce1e-c80c-4ed2-bf4a-2a2278dd5433,c0b2d9b9-0fd6-4d11-b269-436527989499,d771ce1e-c80c-4ed2-bf4a-2a2278dd5433,Alan Belcher vs Ed Herman,Decision - Split,3,00:05:00
98,88301235-60d9-4bac-8349-0997c9b3efc1,30070,3e90cf8e-fb4e-4d3c-a507-e21c587d28f9,8757be3d-82c8-4df7-b258-558e1cd03997,3e90cf8e-fb4e-4d3c-a507-e21c587d28f9,Nate Diaz vs Josh Neer,Decision - Split,3,00:05:00
99,0e60d06c-186e-4286-919d-7ea4c0a28ed7,30074,42cd8943-595c-453f-b331-7d315b0b7a0a,5bb29e76-1824-426c-ad13-b3ae2a5463e9,42cd8943-595c-453f-b331-7d315b0b7a0a,Clay Guida vs Mac Danzig,Decision - Unanimous,3,00:05:00
100,34ce4903-6cde-44ac-93b7-945b7a8b38cb,30016,84eabc2f-2a72-4268-b079-312d854a4922,8864156b-491d-4221-88c9-f7e4a113a5cd,84eabc2f-2a72-4268-b079-312d854a4922,Tim Boetsch vs Michael Patt,KO/TKO,1,00:02:03
101,751e956e-d800-4574-aabe-af9324bcd031,30014,ef1fe81d-533e-4d1d-a46e-2559f1003a9c,9811c0db-6848-4039-964b-7cd641eda71d,ef1fe81d-533e-4d1d-a46e-2559f1003a9c,Nate Marquardt vs Martin Kampmann,KO/TKO,1,00:01:22
102,ffd2706f-bb93-4975-b9aa-210b5b4e71fd,30008,3ce6021b-e82d-45c8-9a6c-27d1c93a4ce8,d95ebb2b-45a0-4b58-aa4f-b8c45718a48c,3ce6021b-e82d-45c8-9a6c-27d1c93a4ce8,Rashad Evans vs Chuck Liddell,KO/TKO,2,00:01:51
103,9cba73a8-fef8-4284-9274-df7936be019c,30015,97204f32-d512-404f-9601-3d34a1b7ae1f,8d6df69f-f6d7-4951-8c67-ae02c2b0282d,97204f32-d512-404f-9601-3d34a1b7ae1f,Jason MacDonald vs Jason Lambert,Submission,2,00:01:20
104,db0b42c0-64a9-4fbd-b006-a5628ac043d2,30013,843babf6-3cea-409b-be70-e2426d277714,8050a4f4-97ec-482c-9f57-cfdd3564699d,843babf6-3cea-409b-be70-e2426d277714,Ryo Chonan vs Roan Carneiro,Decision - Split,3,00:05:00
105,c830203a-296c-4f02-94d9-d4e51f434ba5,30009,3b52eb42-72f0-4d07-9825-b71a0b4b212a,a35bbeb6-3e07-48ed-925a-c34c1bcdb5ee,3b52eb42-72f0-4d07-9825-b71a0b4b212a,Rich Franklin vs Matt Hamill,KO/TKO,3,00:00:39
106,09e9341f-31e3-41a7-940d-19b77581ec68,30010,dfdd9da0-81c1-4376-a952-53b3e004ff25,d57c28a8-f236-4915-b1f3-711964779c50,dfdd9da0-81c1-4376-a952-53b3e004ff25,Dan Henderson vs Rousimar Palhares,Decision - Unanimous,3,00:05:00
107,faea6ffa-cdaa-484c-8b35-4a2f3425678d,30012,89b05c4e-789d-471e-845c-090a12060542,463ffc1b-87ca-4f6b-bdcf-8c553edbfaeb,89b05c4e-789d-471e-845c-090a12060542,Dong Hyun Kim vs Matt Brown,Decision - Split,3,00:05:00
108,f17c0b22-f088-4719-bd60-0a8ad4c70d15,30011,03a0a3b6-c1b5-4ba7-82a8-3107e4d7a383,1e9ff4d0-ff71-44ea-899a-edf2e95a01f9,03a0a3b6-c1b5-4ba7-82a8-3107e4d7a383,Kurt Pellegrino vs Thiago Tavares,Decision - Unanimous,3,00:05:00
109,f31614b2-6210-432e-9eb1-c95ad1ab2c21,29994,8e8ebe64-251b-4ab7-b491-8badefac381d,124a705c-0c71-4a48-88b9-a82473403695,8e8ebe64-251b-4ab7-b491-8badefac381d,Rob Emerson vs Manny Gamburyan,KO/TKO,1,00:00:12
110,8b029953-cfb6-467b-aaaa-327fc5b02000,29992,9386590d-f6c2-4add-9a4a-4c283e0771fd,3997a81b-472b-4b8f-aca5-83536195dcd4,9386590d-f6c2-4add-9a4a-4c283e0771fd,Cheick Kongo vs Dan Evensen,KO/TKO,1,00:04:55
111,0a4cd17e-5e42-418d-9388-54cb414b1163,29997,e58c6357-410b-45d7-9946-20f15954a3e8,5546af53-98ad-429f-9309-f5f1f91d5b81,e58c6357-410b-45d7-9946-20f15954a3e8,Ben Saunders vs Ryan Thomas,Submission,2,00:02:28
112,c355cd3e-6139-4b3f-974d-039bb0402313,29988,ffe00695-f43e-46a0-ae36-5c7b4e0ab0b3,98d07a45-4a48-40b4-a170-576ddf3255a9,ffe00695-f43e-46a0-ae36-5c7b4e0ab0b3,Kenny Florian vs Roger Huerta,Decision - Unanimous,3,00:05:00
113,a6bd748c-b61e-4be5-bb45-6e0730064c82,29996,c8fa24fa-2110-43c0-a3b9-2a5465f49bdd,53d45981-2b0a-4831-a2db-b9e235b5154f,c8fa24fa-2110-43c0-a3b9-2a5465f49bdd,Jon Jones vs Andre Gusmao,Decision - Unanimous,3,00:05:00
114,69bd3830-930b-45dc-af37-d70efc6ffcf9,29990,0e03a6fc-580c-4651-9183-9a473b169489,295e038f-908e-4854-a5ef-c828c90adfb3,0e03a6fc-580c-4651-9183-9a473b169489,Brock Lesnar vs Heath Herring,Decision - Unanimous,3,00:05:00
115,98fda9b7-d73e-4423-9315-f2d770f60eb7,29995,479daac0-d118-48f2-9456-9bbb7f307a9d,97204f32-d512-404f-9601-3d34a1b7ae1f,479daac0-d118-48f2-9456-9bbb7f307a9d,Demian Maia vs Jason MacDonald,Submission,3,00:02:44
116,55a92ca0-1f34-47ec-9221-b1d3b1999a1c,29993,0778da74-409d-4970-9479-5cd69a45783c,63e8565b-9412-4b63-a3e6-d2054cac94eb,0778da74-409d-4970-9479-5cd69a45783c,Tamdan McCrory vs Luke Cummo,Decision - Unanimous,3,00:05:00
117,ae94196e-84b6-458b-881e-428eeae5b461,29991,b5ba638e-fccb-43ae-b18d-014d257c7aa3,05de1d91-7255-4c7a-9233-49d66014149e,b5ba638e-fccb-43ae-b18d-014d257c7aa3,Chris Wilson vs Steve Bruno,Decision - Unanimous,3,00:05:00
118,3ffcd676-f9f6-4d56-bc26-b464b15d0162,29989,af3e7a7f-8c77-4382-a880-54882fef800a,27b45e28-0565-4240-9100-d71a74415aff,af3e7a7f-8c77-4382-a880-54882fef800a,Georges St-Pierre vs Jon Fitch,Decision - Unanimous,5,00:05:00
119,58fc76b3-9add-4fba-a83b-138cdc90e32f,30036,56a01ec8-090a-4778-9047-0cb1ffa5e604,2e60114c-3135-4394-ab40-b62a45334b48,56a01ec8-090a-4778-9047-0cb1ffa5e604,Tim Credeur vs Cale Yarbrough,KO/TKO,1,00:01:54
120,5ef0c176-3169-4851-b487-8b0a74faf1ca,30034,5b097578-6840-43e6-84d1-07d9ff852040,480927c5-4fa9-404a-ac5c-a9d802099f4e,5b097578-6840-43e6-84d1-07d9ff852040,CB Dollaway vs Jesse Taylor,Submission,1,00:03:58
121,ffca4c52-6261-4d32-bb22-16498e8b006a,30032,2560be9b-2a73-4570-9220-29101f2b6b47,8822bc00-b0bb-4ca3-aae2-554c3d2a5b0d,2560be9b-2a73-4570-9220-29101f2b6b47,Shannon Gugerty vs Dale Hartt,Submission,1,00:03:33
122,0f80c0a3-da35-4b3f-8d5b-4bf2d69acb9d,30035,12743b24-2bee-47df-9d4d-783c5b488b5f,eb46dd40-6598-4935-8288-dcf768f7394f,12743b24-2bee-47df-9d4d-783c5b488b5f,Nate Loughran vs Johnny Rees,Submission,1,00:04:21
123,fcccb5c4-758e-466c-a834-452d5f56c67e,30030,772c9639-a6c7-492a-910e-dd931a836d2e,5dec840e-3235-4d25-abb1-5c4b42bb2006,772c9639-a6c7-492a-910e-dd931a836d2e,Rory Markham vs Brodie Farber,KO/TKO,1,00:01:37
124,c758dcf7-9b25-4527-8b99-c1ddd8e38662,30026,08ca7b09-de76-4ad3-b8ac-abf1fff19bfc,bacc9642-388c-4959-9b5f-ee07fa0defe4,08ca7b09-de76-4ad3-b8ac-abf1fff19bfc,Anderson Silva vs James Irvin,KO/TKO,1,00:01:01
