external_fighter_url,external_fighter_name,external_birth_date,canonical_fighter_id,canonical_name,canonical_dob,match_method,review_status,match_confidence
/fighter/Kharun-Atlangeriev-167431,Kharun Atlangeriev,1992-10-05,,,,,unmatched_exact_name,
/fighter/Shojin-Miki-157565,Shojin Miki,,,,,,unmatched_exact_name,
/fighter/Ryan-Keenan-33827,Ryan Keenan,1985-06-15,454e85db-3a01-5fa3-9890-3e6dbee52eef,Ryan Keenan,1985-06-15,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Dustin-Jacoby-73825,Dustin Jacoby,1988-04-04,83f7cde3-00bc-54f5-9e36-14467911b07f,Dustin Jacoby,1988-04-04,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Richardson-Moreira-72825,Richardson Moreira,1984-03-31,42a66997-e180-5cb2-9ec6-f24d70aa4bcb,Richardson Moreira,1984-03-31,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Chris-Haseman-1449,Chris Haseman,1969-06-02,a8d7a040-8bc0-5d66-8ef6-487037900829,Chris Haseman,1969-06-02,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Fares-Ziam-184241,Fares Ziam,1997-03-21,80d0d43e-bb99-50bc-93f7-364b6519c2e7,Fares Ziam,1997-03-21,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/James-Bochnovic-130011,James Bochnovic,1989-02-13,ea8a9652-122c-5f02-9b0c-29aec83e75f7,James Bochnovic,1989-02-13,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Adrian-Pang-8427,Adrian Pang,1977-09-02,,,,,unmatched_exact_name,
/fighter/Haobin-Ma-214849,Haobin Ma,1994-01-23,,,,,unmatched_exact_name,
/fighter/Lance-Everson-10333,Lance Everson,,,,,,unmatched_exact_name,
/fighter/Journey-Newson-77464,Journey Newson,1989-03-07,8b249969-8054-58aa-863c-6a93199161fd,Journey Newson,1989-03-07,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Christian-Wellisch-3328,Christian Wellisch,,a38751f3-1c2c-522d-b245-bcb991bdb6b1,Christian Wellisch,1975-09-13,exact_normalized_name_unique_dob_not_jointly_observed,candidate,0.95
/fighter/Ryuichiro-Sumimura-56159,Ryuichiro Sumimura,1986-02-14,,,,,unmatched_exact_name,
/fighter/Michael-Chiesa-46224,Michael Chiesa,1987-12-07,22f2755e-329d-5dd9-b304-b1173ad5a624,Michael Chiesa,1987-12-07,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Klidson-Abreu-111535,Klidson Abreu,1992-12-24,42725a64-a89e-5ebb-b055-59fb32becaac,Klidson Abreu,1992-12-24,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/John-Kolosci-9062,John Kolosci,1974-11-26,7eb0eeb3-6d2f-56a4-aa21-2cb6de75e2bd,John Kolosci,1974-11-26,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Giorgio-Pietrini-117093,Giorgio Pietrini,1991-06-23,,,,,unmatched_exact_name,
/fighter/Sidemar-Honorio-20757,Sidemar Honorio,1980-05-05,,,,,unmatched_exact_name,
/fighter/Sultan-Umar-222829,Sultan Umar,1986-02-08,,,,,unmatched_exact_name,
/fighter/Xavier-Siller-126081,Xavier Siller,1994-06-06,57ed7d65-cb48-5d7f-9bf5-ac3ed5731292,Xavier Siller,1994-06-06,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Allen-Chong-157773,Allen Chong,1982-05-30,,,,,unmatched_exact_name,
/fighter/Michael-McBride-109357,Michael McBride,,34c0b457-ae60-53f8-a6a8-12250d8e50be,Michael McBride,1986-03-09,exact_normalized_name_unique_dob_not_jointly_observed,candidate,0.95
/fighter/Iuri-Lapicus-183533,Iuri Lapicus,1995-10-22,,,,,unmatched_exact_name,
/fighter/Andrea-Fusi-221273,Andrea Fusi,1991-12-16,,,,,unmatched_exact_name,
/fighter/Craig-Fairley-213671,Craig Fairley,1992-03-25,,,,,unmatched_exact_name,
/fighter/Karlos-Vemola-40238,Karlos Vemola,1985-07-01,,Karlos Vemola,1985-07-03,exact_normalized_name_but_dob_conflicts_after_dmy_parse,dob_conflict,
/fighter/Honorio-Banario-62423,Honorio Banario,1989-09-25,,,,,unmatched_exact_name,
/fighter/Mahmoud-Deab-Mohamed-127015,Mahmoud Deab Mohamed,,,,,,unmatched_exact_name,
/fighter/Nicolas-Dalby-63608,Nicolas Dalby,1984-11-16,17c35324-7af3-5827-97a3-383f39eb8640,Nicolas Dalby,1984-11-16,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Zac-Church-105333,Zac Church,1987-11-12,,,,,unmatched_exact_name,
/fighter/Ying-Qiang-Yang-323489,Ying Qiang Yang,,,,,,unmatched_exact_name,
/fighter/Alessio-Sakara-5366,Alessio Sakara,1981-09-02,85c46c0a-a8d1-59de-b5df-5317ddac15b5,Alessio Sakara,1981-09-02,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Ahmed-White-284463,Ahmed White,,,,,,unmatched_exact_name,
/fighter/Andrew-Natividad-82464,Andrew Natividad,1990-02-03,,,,,unmatched_exact_name,
/fighter/Xie-Xiaoxiang-302775,Xie Xiaoxiang,,,,,,unmatched_exact_name,
/fighter/Daniel-Spitz-172211,Daniel Spitz,1990-07-31,7e6241ba-b569-50cd-9661-74318cdd58b6,Daniel Spitz,1990-07-31,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Steven-Ray-59838,Steven Ray,1990-03-25,,,,,unmatched_exact_name,
/fighter/Melvin-Yeoh-88785,Melvin Yeoh,1981-01-05,,,,,unmatched_exact_name,
/fighter/Kenneth-Battle-20889,Kenneth Battle,,,,,,unmatched_exact_name,
/fighter/Guangyou-Ning-26389,Guangyou Ning,1981-12-15,3eed1e47-67e6-52e0-a4c8-6c76d052c9a1,Guangyou Ning,1981-12-15,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Philipe-Lins-61438,Philipe Lins,1985-08-17,569d3d4f-17eb-5fe7-8d8e-20fb6030f645,Philipe Lins,1985-08-17,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Benson-Henderson-20548,Benson Henderson,1983-11-16,f9649537-d056-526a-a1f8-efa7bd3723f3,Benson Henderson,1983-11-16,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Keoni-Diggs-60630,Keoni Diggs,1986-11-19,,,,,unmatched_exact_name,
/fighter/Luping-Wang-319997,Luping Wang,,,,,,unmatched_exact_name,
/fighter/Itay-Tratner-306575,Itay Tratner,2000-10-10,,,,,unmatched_exact_name,
/fighter/Brian-Melancon-43621,Brian Melancon,1982-05-28,6de9580c-2849-5ad3-958f-dfbba76f3647,Brian Melancon,1982-05-28,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Chiara-Penco-252967,Chiara Penco,1995-11-21,,,,,unmatched_exact_name,
/fighter/Joe-Solecki-227993,Joe Solecki,1993-08-27,51525cd5-fae5-507d-b345-b0d0a0340964,Joe Solecki,1993-08-27,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Nissen-Osterneck-17591,Nissen Osterneck,1981-05-01,ee516242-dfe0-5574-ba90-c536fa137111,Nissen Osterneck,1981-05-01,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Raimond-Magomedaliev-191869,Raimond Magomedaliev,1990-06-10,b2e199e6-c966-514f-a0b3-9ec9ed81f0e7,Raimond Magomedaliev,1990-06-10,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Randa-Markos-75417,Randa Markos,1985-08-10,44a87d93-8350-523e-9c71-153daad26eaf,Randa Markos,1985-08-10,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Klayton-Mai-84701,Klayton Mai,1986-11-30,a6c78f94-86af-5b4c-9882-c9cd567f553f,Klayton Mai,1986-11-30,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Matt-Arroyo-19456,Matt Arroyo,1982-09-01,1b501ac8-bf50-52bc-9d89-e1df4e0c53b0,Matt Arroyo,1982-09-01,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Krzysztof-Soszynski-9178,Krzysztof Soszynski,1977-08-02,856385a4-ad35-5630-9436-5f47c7fd26e6,Krzysztof Soszynski,1977-08-02,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Josh-Hill-53662,Josh Hill,1986-11-24,,,,,unmatched_exact_name,
/fighter/Paul-Ruiz-62183,Paul Ruiz,1987-06-23,e6c0d45a-54d2-5f27-a846-63401729e201,Paul Ruiz,1987-06-23,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Chan-Sung-Jung-36155,Chan Sung Jung,1987-03-17,77018fd7-3248-5ab7-bde5-5360f60aa687,Chan Sung Jung,1987-03-17,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Luis-Santos-16216,Luis Santos,1980-01-02,bfd05949-24c5-5ccf-9f12-796632e9e82f,Luis Santos,,exact_normalized_name_unique_dob_not_jointly_observed,candidate,0.95
/fighter/Samang-Dun-136719,Samang Dun,,,,,,unmatched_exact_name,
/fighter/Rodolfo-Vieira-137167,Rodolfo Vieira,1989-09-25,41bc5f5b-21ac-51b3-8a25-5cf4ae1cdb4a,Rodolfo Vieira,1989-09-25,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Ikuhisa-Minowa-250,Ikuhisa Minowa,1976-01-12,d43ae4e4-2f6c-5bca-9377-3d3ea262f6d8,Ikuhisa Minowa,1976-01-12,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Amran-Aliyev-113801,Amran Aliyev,1990-10-17,,,,,unmatched_exact_name,
/fighter/Michael-Benjamin-Putnam-37329,Michael Benjamin Putnam,1987-12-07,,,,,unmatched_exact_name,
/fighter/Rodrigo-Lima-38280,Rodrigo Lima,1991-05-09,,,,,unmatched_exact_name,
/fighter/Josh-Emmett-85885,Josh Emmett,1985-03-04,87a9266d-84d3-56d6-abb5-08c2f1112f27,Josh Emmett,1985-03-04,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Aaron-Riley-1567,Aaron Riley,1980-12-09,d40161ae-fdcd-5e25-8617-3a5f1cba522b,Aaron Riley,1980-12-09,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Tony-Kelley-57658,Tony Kelley,1987-01-21,1a1f5e9c-7263-55a4-b13f-97cc87b5253b,Tony Kelley,1987-01-21,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Douglas-Lima-17236,Douglas Lima,1988-01-05,9f0a0e33-15a1-50d4-8223-0ce4a185b545,Douglas Lima,1988-01-05,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Yvonne-Reis-47071,Yvonne Reis,1965-05-26,,,,,unmatched_exact_name,
/fighter/Santiago-Ponzinibbio-64593,Santiago Ponzinibbio,1986-09-26,6e22427e-e41a-50ed-8667-64854c637c7d,Santiago Ponzinibbio,1986-09-26,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Justin-James-1926,Justin James,,463fe7d9-7262-5e3f-90e3-5278bb08369f,Justin James,1976-11-08,exact_normalized_name_unique_dob_not_jointly_observed,candidate,0.95
/fighter/Leslie-Smith-46542,Leslie Smith,1982-08-17,6e19d0c7-a762-55c7-85b1-2be6c9edab68,Leslie Smith,1982-08-17,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Jess-Liaudin-3368,Jess Liaudin,,0b2ad223-eff4-53c3-a18a-6edb7872770e,Jess Liaudin,,exact_normalized_name_unique_dob_not_jointly_observed,candidate,0.95
/fighter/Daniel-Cassell-147021,Daniel Cassell,1991-04-26,,,,,unmatched_exact_name,
/fighter/Anthony-Lapsley-18590,Anthony Lapsley,1980-02-13,c877e188-fe5d-5fae-ab24-8e6f52263598,Anthony Lapsley,1980-02-13,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Michelle-Ould-22532,Michelle Ould,1981-09-30,,,,,unmatched_exact_name,
/fighter/Cat-Zingano-33932,Cat Zingano,1982-07-01,e8d92bd2-8fff-5f48-9305-62dfe0b102c1,Cat Zingano,1982-07-01,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Steven-Siler-22537,Steven Siler,1987-02-15,56aa7200-3ae4-5475-a921-5e22ce20db61,Steven Siler,1987-02-15,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Austin-Clem-303227,Austin Clem,1992-12-05,,,,,unmatched_exact_name,
/fighter/Chad-Cook-2839,Chad Cook,,8acf9f48-1a42-5dba-af91-ceada51d9bd2,Chad Cook,1979-11-07,exact_normalized_name_unique_dob_not_jointly_observed,candidate,0.95
/fighter/TJ-Sumler-53677,T.J. Sumler,,,,,,unmatched_exact_name,
/fighter/Richie-Vaculik-21798,Richie Vaculik,1983-06-19,a2117c45-a929-5938-a377-080b5a135e4a,Richie Vaculik,1983-06-19,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Johnny-Campbell-59957,Johnny Campbell,1987-03-25,,,,,unmatched_exact_name,
/fighter/Norifumi-Yamamoto-1354,Norifumi Yamamoto,1977-03-15,67b5b7d1-76ef-51ea-a7b4-7ccf0d9792c3,Norifumi Yamamoto,1977-03-15,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Will-Fleury-149881,Will Fleury,1989-03-13,,,,,unmatched_exact_name,
/fighter/Hiroshi-Nakamura-12076,Hiroshi Nakamura,1981-02-14,,,,,unmatched_exact_name,
/fighter/Dietter-Navarro-71520,Dietter Navarro,1982-01-15,,,,,unmatched_exact_name,
/fighter/Ye-Yint-Aung-219073,Ye  Yint Aung,1990-04-07,,,,,unmatched_exact_name,
/fighter/Reant-Febriza-Rainir-191611,Reant Febriza Rainir,1989-02-26,,,,,unmatched_exact_name,
/fighter/Keremuaili-Maimaitituoheti-227225,Keremuaili Maimaitituoheti,1991-03-18,,,,,unmatched_exact_name,
/fighter/Mehdi-Barghi-279243,Mehdi Barghi,,,,,,unmatched_exact_name,
/fighter/Saw-Thae-Oo-201681,Saw Thae Oo,,,,,,unmatched_exact_name,
/fighter/Tang-De-Pan-214721,Tang De Pan,1992-06-06,,,,,unmatched_exact_name,
/fighter/Karo-Parisyan-5153,Karo Parisyan,1982-08-28,3c1c8caf-4b22-5f22-8900-93c0da6e7ad6,Karo Parisyan,1982-08-28,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Stephen-Stirewalt-207691,Stephen Stirewalt,,,,,,unmatched_exact_name,
/fighter/Leandro-Ataides-38826,Leandro Ataides,1986-09-04,,,,,unmatched_exact_name,
/fighter/Chris-Sanford-2656,Chris Sanford,1968-03-12,8e3ad768-dc13-5f00-b24e-ca5ac92c2909,Chris Sanford,1968-03-12,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Will-Noland-44434,Will Noland,1980-10-28,,,,,unmatched_exact_name,
/fighter/Yuko-Kiryu-199205,Yuko Kiryu,,,,,,unmatched_exact_name,
/fighter/Anthony-Lemon-82078,Anthony Lemon,1991-06-06,,,,,unmatched_exact_name,
/fighter/Dmitriy-Sosnovskiy-116389,Dmitriy Sosnovskiy,1989-07-06,,,,,unmatched_exact_name,
/fighter/Cub-Swanson-11002,Cub Swanson,1983-11-02,33657b0f-cd8b-51ff-859e-5bdec1f19684,Cub Swanson,1983-11-02,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Mike-Rodriguez-107891,Mike Rodriguez,1988-11-28,3753de9c-ff82-5c99-9117-ea827a5f0613,Mike Rodriguez,1988-11-28,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/John-Schulz-79653,John Schulz,,,,,,unmatched_exact_name,
/fighter/Blaine-ODriscoll-75570,Blaine O'Driscoll,1991-12-31,,,,,unmatched_exact_name,
/fighter/Steven-Graham-164,Steven Graham,,26a5d99c-a0bf-5eee-b08c-f8f2cd3e91cd,Steven Graham,,exact_normalized_name_unique_dob_not_jointly_observed,candidate,0.95
/fighter/Robert-Sullivan-117595,Robert Sullivan,1983-08-14,,,,,unmatched_exact_name,
/fighter/Ulysses-Gomez-30396,Ulysses Gomez,1983-05-25,75868b23-d793-51e0-9825-1d720bd8216c,Ulysses Gomez,1983-05-25,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Eric-Huggins-116055,Eric Huggins,,,,,,unmatched_exact_name,
/fighter/Christ-Franck-71182,Christ Franck,1982-09-18,,,,,unmatched_exact_name,
/fighter/Nurul-Fikri-279139,Nurul Fikri,,,,,,unmatched_exact_name,
/fighter/Grant-Dawson-103525,Grant Dawson,1994-02-20,223d8ec4-7c52-5d17-8266-d2fde14d93fa,Grant Dawson,1994-02-20,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/James-Esposito-248129,James Esposito,,,,,,unmatched_exact_name,
/fighter/Jeb-Chiles-33551,Jeb Chiles,1979-06-15,,,,,unmatched_exact_name,
/fighter/Marvin-Maldonado-150275,Marvin Maldonado,,58bc2abe-2c23-55c4-a5c6-b7e2a27d54aa,Marvin Maldonado,,exact_normalized_name_unique_dob_not_jointly_observed,candidate,0.95
/fighter/Neil-Seery-14062,Neil Seery,1979-08-30,fafbcf6e-11d6-5cd8-bd62-ec07157858e4,Neil Seery,1979-08-30,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Aleksandra-Albu-144949,Aleksandra Albu,1990-07-14,9d2ca7eb-431b-5425-be51-6e3cffbe99b4,Aleksandra Albu,1990-07-14,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Antonio-Carvalho-5346,Antonio Carvalho,1979-05-30,7fe7474b-7a68-5e42-9ec0-68a7a01d7134,Antonio Carvalho,1979-05-30,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Claire-Lopez-269797,Claire Lopez,1988-11-04,,,,,unmatched_exact_name,
/fighter/Tim-Bazer-3416,Tim Bazer,1976-10-11,,,,,unmatched_exact_name,
/fighter/Blair-Tugman-22846,Blair Tugman,,82faf116-9c6b-5342-aa61-ba4987704bde,Blair Tugman,,exact_normalized_name_unique_dob_not_jointly_observed,candidate,0.95
/fighter/Thiago-de-Oliveira-Perpetuo-53207,Thiago de Oliveira Perpetuo,1986-12-14,,,,,unmatched_exact_name,
/fighter/Darrell-Montague-34214,Darrell Montague,1987-11-03,99be322e-0384-5b7a-bbb5-50b00de13b58,Darrell Montague,1987-11-03,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Rob-Kimmons-9863,Rob Kimmons,1981-01-30,acbba9a4-3da3-5a96-9bc5-74a6f6195902,Rob Kimmons,1981-01-30,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Pedro-Nobre-44211,Pedro Nobre,1986-02-13,548357b9-5522-515d-b2c9-4e9158463a86,Pedro Nobre,1986-02-13,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Rich-Hale-20376,Rich Hale,1985-05-17,,,,,unmatched_exact_name,
/fighter/Sky-Moiseichik-41392,Sky Moiseichik,1978-07-11,,,,,unmatched_exact_name,
/fighter/Mariya-Agapova-206861,Mariya Agapova,1997-04-07,85086b81-79b8-566a-ae3c-d5667ed3c195,Mariya Agapova,1997-04-07,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Alejandro-Perez-13428,Alejandro Perez,1989-09-02,dd8002e1-8dde-5d74-b228-19b9974bce14,Alejandro Perez,1989-09-02,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/David-Conte-281211,David Conte,1985-07-08,,,,,unmatched_exact_name,
/fighter/Fabacary-Diatta-224141,Fabacary Diatta,1996-10-16,,,,,unmatched_exact_name,
/fighter/Davin-Clark-19714,Davin Clark,1982-01-11,,,,,unmatched_exact_name,
/fighter/Janay-Harding-164517,Janay Harding,1994-09-28,129678c7-390e-5546-96b1-74d700c2653f,Janay Harding,,exact_normalized_name_unique_dob_not_jointly_observed,candidate,0.95
/fighter/Kotetsu-Boku-1527,Kotetsu Boku,1977-05-27,0cb0af1b-1528-58b3-beee-a3d7ec5b916f,Kotetsu Boku,1977-05-27,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Boris-Novachkov-324293,Boris Novachkov,1989-11-29,,,,,unmatched_exact_name,
/fighter/Anthony-Giacchina-53673,Anthony Giacchina,,,,,,unmatched_exact_name,
/fighter/Daniel-Gracie-4836,Daniel Gracie,1972-06-28,1f79c241-93ba-5a2e-bec1-7df2c05ce79c,Daniel Gracie,,exact_normalized_name_unique_dob_not_jointly_observed,candidate,0.95
/fighter/Mike-Galitello-176825,Mike Galitello,,,,,,unmatched_exact_name,
/fighter/Liz-Carmouche-67007,Liz Carmouche,1984-02-19,778f80ba-5e98-5b1e-8045-4cb9cb1577d3,Liz Carmouche,1984-02-19,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Cody-Durden-222325,Cody Durden,1991-03-29,21a307bc-c48f-5950-9da4-c0fe6097bdff,Cody Durden,1991-03-29,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Max-Holloway-38671,Max Holloway,1991-12-04,6e36e3a7-7042-5958-b1ab-2c5683abc303,Max Holloway,1991-12-04,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Yago-Bryan-Farias-de-Morais-154667,Yago Bryan Farias de Morais,1992-06-17,,,,,unmatched_exact_name,
/fighter/Elvis-Mutapcic-28038,Elvis Mutapcic,1986-07-19,dc16d6ea-297f-5ce6-9c60-33bbb03b427d,Elvis Mutapcic,1986-07-19,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Aaron-Rodriguez-260529,Aaron Rodriguez,1987-01-26,,,,,unmatched_exact_name,
/fighter/Jerry-Bohlander-127,Jerry Bohlander,1974-11-02,,Jerry Bohlander,1974-02-12,exact_normalized_name_but_dob_conflicts_after_dmy_parse,dob_conflict,
/fighter/Teemu-Packalen-92415,Teemu Packalen,1987-05-22,63c8e873-a63d-5c99-a956-dd38bc338040,Teemu Packalen,1987-05-22,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Viscardi-Andrade-30298,Viscardi Andrade,1984-03-08,ed2c6c6e-9138-5da8-bfbe-2ad533b88883,Viscardi Andrade,1984-03-08,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Khasan-Magomedsharipov-355565,Khasan Magomedsharipov,2000-10-06,,,,,unmatched_exact_name,
/fighter/Isaiah-Chapman-58551,Isaiah Chapman,1989-11-06,,,,,unmatched_exact_name,
/fighter/Jarred-Brooks-174665,Jarred Brooks,1993-05-02,e7d742a5-faca-5a22-b179-468235e48f6e,Jarred Brooks,1993-05-02,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Marcin-Zywica-72846,Marcin Zywica,,,,,,unmatched_exact_name,
/fighter/Chase-Hooper-249301,Chase Hooper,1999-09-13,5116b852-9574-567a-b554-92d7b2adc276,Chase Hooper,1999-09-13,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Ronaldo-Souza-8394,Ronaldo Souza,1979-12-07,,,,,unmatched_exact_name,
/fighter/Jesus-Castro-58055,Jesus Castro,,,,,,unmatched_exact_name,
/fighter/Jerome-S-Paye-100267,Jerome S. Paye,,,,,,unmatched_exact_name,
/fighter/Alex-Munoz-207057,Alex Munoz,1990-02-27,,,,,unmatched_exact_name,
/fighter/Shane-Nelson-11262,Shane Nelson,1983-11-30,,Shane Nelson,1984-11-29,exact_normalized_name_but_dob_conflicts_after_dmy_parse,dob_conflict,
/fighter/Collin-Anglin-280415,Collin Anglin,1993-02-20,faf356a2-e92f-5543-8cf9-e26e3121202f,Collin Anglin,1993-02-20,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Jesus-Martinez-55554,Jesus Martinez,1983-12-26,,,,,unmatched_exact_name,
/fighter/Jared-Gordon-74057,Jared Gordon,1988-09-06,b8894e35-5ab1-58f4-b506-2ba16a539736,Jared Gordon,1988-09-06,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Gabriel-Green-195027,Gabriel Green,1993-05-02,,,,,unmatched_exact_name,
/fighter/Katlyn-Chookagian-119071,Katlyn Chookagian,1988-12-28,,,,,unmatched_exact_name,
/fighter/Christian-MPumbu-10555,Christian M'Pumbu,1977-06-02,,,,,unmatched_exact_name,
/fighter/Tyler-Hamilton-267613,Tyler Hamilton,,,,,,unmatched_exact_name,
/fighter/Kelvin-Doss-14638,Kelvin Doss,,,,,,unmatched_exact_name,
/fighter/Chris-Mierzwiak-43188,Chris Mierzwiak,1988-02-14,e6ddabf9-42ae-5d78-a3d7-195e1e8c8b68,Chris Mierzwiak,1988-02-14,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Gavin-Sterritt-31943,Gavin Sterritt,1979-08-27,,,,,unmatched_exact_name,
/fighter/Yoshiyuki-Nakanishi-24234,Yoshiyuki Nakanishi,1985-04-17,,,,,unmatched_exact_name,
/fighter/Ashkan-Morvari-30918,Ashkan Morvari,1978-03-03,,,,,unmatched_exact_name,
/fighter/Anna-Elmose-162539,Anna Elmose,,f7898eb8-563a-5ca0-862b-8915047b9864,Anna Elmose,1984-10-06,exact_normalized_name_unique_dob_not_jointly_observed,candidate,0.95
/fighter/Blaine-Shutt-98887,Blaine Shutt,1992-04-27,,,,,unmatched_exact_name,
/fighter/Sergey-Shemetov-10818,Sergey Shemetov,1983-12-14,,,,,unmatched_exact_name,
/fighter/Senzo-Ikeda-88753,Senzo Ikeda,1982-09-04,,,,,unmatched_exact_name,
/fighter/Pedro-Carvalho-119051,Pedro Carvalho,1995-06-08,,,,,unmatched_exact_name,
/fighter/Hui-Qiang-Wu-199413,Hui Qiang Wu,1992-02-22,,,,,unmatched_exact_name,
/fighter/Kevin-Chung-188277,Kevin Chung,1993-01-14,,,,,unmatched_exact_name,
/fighter/Dave-Blattman-117577,Dave Blattman,1991-03-15,,,,,unmatched_exact_name,
/fighter/Urijah-Faber-8847,Urijah Faber,1979-05-14,d87ad101-ea62-5663-9447-3eac1736298e,Urijah Faber,1979-05-14,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Tian-Cheng-Zhao-350865,Tian Cheng Zhao,,,,,,unmatched_exact_name,
/fighter/Diego-Rivas-81835,Diego Rivas,1991-11-11,1568a1de-4745-5126-ae17-f9faedb80e3a,Diego Rivas,1991-11-11,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Igor-Subora-55487,Igor Subora,1980-06-03,,,,,unmatched_exact_name,
/fighter/Joe-Christopher-16014,Joe Christopher,,,,,,unmatched_exact_name,
/fighter/Jamie-Pickett-72595,Jamie Pickett,1988-08-29,333cadb0-a1bb-575a-a43a-fc79b3dac454,Jamie Pickett,1988-08-29,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
/fighter/Kevin-Natividad-84807,Kevin Natividad,1993-04-02,eed2a0df-8b1d-570d-8c61-2ec1d6b92676,Kevin Natividad,1993-04-02,exact_normalized_name_plus_exact_dob_dmy_source,trusted,1.0
