ranking_fighter_name,normalized_name,greco_fighter_name,greco_fighter_url,match_method,review_status
Francis Ngannou,francisngannou,Francis Ngannou,http://ufcstats.com/fighter-details/8d03ce87ca14e778,exact_normalized_display_name_unique,candidate
Francisco Trinaldo,franciscotrinaldo,Francisco Trinaldo,http://ufcstats.com/fighter-details/a8283a4f415e1eb9,exact_normalized_display_name_unique,candidate
Frank Mir,frankmir,Frank Mir,http://ufcstats.com/fighter-details/1ff9589f9065a9ed,exact_normalized_display_name_unique,candidate
Frankie Edgar,frankieedgar,Frankie Edgar,http://ufcstats.com/fighter-details/f2688492b9a525a3,exact_normalized_display_name_unique,candidate
Frankie Saenz,frankiesaenz,Frankie Saenz,http://ufcstats.com/fighter-details/9ba2226646046b63,exact_normalized_display_name_unique,candidate
Gabriel Bonfim,gabrielbonfim,Gabriel Bonfim,http://ufcstats.com/fighter-details/01641ba5df0c69b0,exact_normalized_display_name_unique,candidate
Gabriel Gonzaga,gabrielgonzaga,Gabriel Gonzaga,http://ufcstats.com/fighter-details/270b89c00ef0c55c,exact_normalized_display_name_unique,candidate
Gabriella Fernandes,gabriellafernandes,Gabriella Fernandes,http://ufcstats.com/fighter-details/a6eb54ae17a551be,exact_normalized_display_name_unique,candidate
Gadzhimurad Antigulov,gadzhimuradantigulov,Gadzhimurad Antigulov,http://ufcstats.com/fighter-details/af997f7611673880,exact_normalized_display_name_unique,candidate
Gegard Mousasi,gegardmousasi,Gegard Mousasi,http://ufcstats.com/fighter-details/232c582f29f8f65e,exact_normalized_display_name_unique,candidate
Geoff Neal,geoffneal,Geoff Neal,http://ufcstats.com/fighter-details/b997be68943010fc,exact_normalized_display_name_unique,candidate
Georges St-Pierre,georgesstpierre,Georges St-Pierre,http://ufcstats.com/fighter-details/6506c1d34da9c013,exact_normalized_display_name_unique,candidate
Germaine de Randamie,germainederandamie,Germaine de Randamie,http://ufcstats.com/fighter-details/1d239d571e342453,exact_normalized_display_name_unique,candidate
Gian Villante,gianvillante,Gian Villante,http://ufcstats.com/fighter-details/fcd448a2fe1a23cc,exact_normalized_display_name_unique,candidate
Giga Chikadze,gigachikadze,Giga Chikadze,http://ufcstats.com/fighter-details/9560ff14eb3129f7,exact_normalized_display_name_unique,candidate
Gilbert Burns,gilbertburns,Gilbert Burns,http://ufcstats.com/fighter-details/23024fdfc966410a,exact_normalized_display_name_unique,candidate
Gilbert Melendez,gilbertmelendez,Gilbert Melendez,http://ufcstats.com/fighter-details/aa5b4eff51bdc7d1,exact_normalized_display_name_unique,candidate
Gillian Robertson,gillianrobertson,Gillian Robertson,http://ufcstats.com/fighter-details/38c7f72747f4f712,exact_normalized_display_name_unique,candidate
Gina Mazany,ginamazany,Gina Mazany,http://ufcstats.com/fighter-details/016a8d958883167c,exact_normalized_display_name_unique,candidate
Glover Teixeira,gloverteixeira,Glover Teixeira,http://ufcstats.com/fighter-details/7ff97850e8c32bda,exact_normalized_display_name_unique,candidate
Grant Dawson,grantdawson,Grant Dawson,http://ufcstats.com/fighter-details/99bd51917728c25d,exact_normalized_display_name_unique,candidate
Gray Maynard,graymaynard,Gray Maynard,http://ufcstats.com/fighter-details/7d96bc577e5178b2,exact_normalized_display_name_unique,candidate
Gregor Gillespie,gregorgillespie,Gregor Gillespie,http://ufcstats.com/fighter-details/84ff027394f7e470,exact_normalized_display_name_unique,candidate
Gregory Rodrigues,gregoryrodrigues,Gregory Rodrigues,http://ufcstats.com/fighter-details/d1c65d2cf2925ddd,exact_normalized_display_name_unique,candidate
Gunnar Nelson,gunnarnelson,Gunnar Nelson,http://ufcstats.com/fighter-details/fd55393021a8c255,exact_normalized_display_name_unique,candidate
Hacran Dias,hacrandias,Hacran Dias,http://ufcstats.com/fighter-details/ed209f6618c82e41,exact_normalized_display_name_unique,candidate
Hakeem Dawodu,hakeemdawodu,Hakeem Dawodu,http://ufcstats.com/fighter-details/2c9d00968f818270,exact_normalized_display_name_unique,candidate
Heather Clark,heatherclark,Heather Clark,http://ufcstats.com/fighter-details/dd4c16777fb2ccf9,exact_normalized_display_name_unique,candidate
Hector Lombard,hectorlombard,Hector Lombard,http://ufcstats.com/fighter-details/db1f2ed63b54b9a7,exact_normalized_display_name_unique,candidate
Henry Cejudo,henrycejudo,Henry Cejudo,http://ufcstats.com/fighter-details/056c493bbd76a918,exact_normalized_display_name_unique,candidate
Holly Holm,hollyholm,Holly Holm,http://ufcstats.com/fighter-details/634e2fb70bde3fd5,exact_normalized_display_name_unique,candidate
Ian Heinisch,ianheinisch,Ian Heinisch,http://ufcstats.com/fighter-details/2e585c701f72fe55,exact_normalized_display_name_unique,candidate
Ian Machado Garry,ianmachadogarry,Ian Machado Garry,http://ufcstats.com/fighter-details/442c9011034ae1fd,exact_normalized_display_name_unique,candidate
Ian McCall,ianmccall,Ian McCall,http://ufcstats.com/fighter-details/701e057d63c124d9,exact_normalized_display_name_unique,candidate
Iasmin Lucindo,iasminlucindo,Iasmin Lucindo,http://ufcstats.com/fighter-details/abcf2cc6efc42031,exact_normalized_display_name_unique,candidate
Ignacio Bahamondes,ignaciobahamondes,Ignacio Bahamondes,http://ufcstats.com/fighter-details/e4a47b07044ddd72,exact_normalized_display_name_unique,candidate
Ikram Aliskerov,ikramaliskerov,Ikram Aliskerov,http://ufcstats.com/fighter-details/b07aed698fba8624,exact_normalized_display_name_unique,candidate
Ilia Topuria,iliatopuria,Ilia Topuria,http://ufcstats.com/fighter-details/54f64b5e283b0ce7,exact_normalized_display_name_unique,candidate
Ilir Latifi,ilirlatifi,Ilir Latifi,http://ufcstats.com/fighter-details/e9a3aeb207578eea,exact_normalized_display_name_unique,candidate
Ion Cutelaba,ioncutelaba,Ion Cutelaba,http://ufcstats.com/fighter-details/cd13728ae1151f46,exact_normalized_display_name_unique,candidate
Irene Aldana,irenealdana,Irene Aldana,http://ufcstats.com/fighter-details/578ef12674df1e6a,exact_normalized_display_name_unique,candidate
Islam Makhachev,islammakhachev,Islam Makhachev,http://ufcstats.com/fighter-details/275aca31f61ba28c,exact_normalized_display_name_unique,candidate
Israel Adesanya,israeladesanya,Israel Adesanya,http://ufcstats.com/fighter-details/1338e2c7480bdf9e,exact_normalized_display_name_unique,candidate
Iuri Alcantara,iurialcantara,Iuri Alcantara,http://ufcstats.com/fighter-details/2f95a3c6d58b2aad,exact_normalized_display_name_unique,candidate
Ivan Menjivar,ivanmenjivar,Ivan Menjivar,http://ufcstats.com/fighter-details/5755960ebd0b16f6,exact_normalized_display_name_unique,candidate
Jack Della Maddalena,jackdellamaddalena,Jack Della Maddalena,http://ufcstats.com/fighter-details/6b453bc35a823c3f,exact_normalized_display_name_unique,candidate
Jack Hermansson,jackhermansson,Jack Hermansson,http://ufcstats.com/fighter-details/0a1942069c9ad6b6,exact_normalized_display_name_unique,candidate
Jack Shore,jackshore,Jack Shore,http://ufcstats.com/fighter-details/b8a85389d115e35a,exact_normalized_display_name_unique,candidate
Jacqueline Cavalcanti,jacquelinecavalcanti,Jacqueline Cavalcanti,http://ufcstats.com/fighter-details/e3964ece586e0635,exact_normalized_display_name_unique,candidate
Jailton Almeida,jailtonalmeida,Jailton Almeida,http://ufcstats.com/fighter-details/41e83a89929d1327,exact_normalized_display_name_unique,candidate
Jaime Alvarez,jaimealvarez,Jaime Alvarez,http://ufcstats.com/fighter-details/4438482bd1d5a029,exact_normalized_display_name_unique,candidate
Jairzinho Rozenstruik,jairzinhorozenstruik,Jairzinho Rozenstruik,http://ufcstats.com/fighter-details/2cd428e9606856fd,exact_normalized_display_name_unique,candidate
Jake Ellenberger,jakeellenberger,Jake Ellenberger,http://ufcstats.com/fighter-details/d81ac739417d7f53,exact_normalized_display_name_unique,candidate
Jake Shields,jakeshields,Jake Shields,http://ufcstats.com/fighter-details/fe435e440b5de0ff,exact_normalized_display_name_unique,candidate
Jalin Turner,jalinturner,Jalin Turner,http://ufcstats.com/fighter-details/4d8fa64202cee4c1,exact_normalized_display_name_unique,candidate
Jamahal Hill,jamahalhill,Jamahal Hill,http://ufcstats.com/fighter-details/5444c5a201d3ee5a,exact_normalized_display_name_unique,candidate
James Te Huna,jamestehuna,James Te Huna,http://ufcstats.com/fighter-details/f5431394fb284bb9,exact_normalized_display_name_unique,candidate
James Vick,jamesvick,James Vick,http://ufcstats.com/fighter-details/6256b2b1562cb8e1,exact_normalized_display_name_unique,candidate
Jan Blachowicz,janblachowicz,Jan Blachowicz,http://ufcstats.com/fighter-details/99df7d0a2a08a8a8,exact_normalized_display_name_unique,candidate
Jared Cannonier,jaredcannonier,Jared Cannonier,http://ufcstats.com/fighter-details/13a0275fa13c4d26,exact_normalized_display_name_unique,candidate
Jared Rosholt,jaredrosholt,Jared Rosholt,http://ufcstats.com/fighter-details/91ea901c458e95dd,exact_normalized_display_name_unique,candidate
Jasmine Jasudavicius,jasminejasudavicius,Jasmine Jasudavicius,http://ufcstats.com/fighter-details/a9e260472d321361,exact_normalized_display_name_unique,candidate
Jason Knight,jasonknight,Jason Knight,http://ufcstats.com/fighter-details/bb1a2cdad6ff34db,exact_normalized_display_name_unique,candidate
Jeff Molina,jeffmolina,Jeff Molina,http://ufcstats.com/fighter-details/008ea710276c9606,exact_normalized_display_name_unique,candidate
Jennifer Maia,jennifermaia,Jennifer Maia,http://ufcstats.com/fighter-details/8e1f36476ef02a6a,exact_normalized_display_name_unique,candidate
Jeremy Stephens,jeremystephens,Jeremy Stephens,http://ufcstats.com/fighter-details/18968f97ad34f15c,exact_normalized_display_name_unique,candidate
Jessamyn Duke,jessamynduke,Jessamyn Duke,http://ufcstats.com/fighter-details/a7ddae0be8b78147,exact_normalized_display_name_unique,candidate
Jessica Aguilar,jessicaaguilar,Jessica Aguilar,http://ufcstats.com/fighter-details/8f382b3baa954d2a,exact_normalized_display_name_unique,candidate
Jessica Andrade,jessicaandrade,Jessica Andrade,http://ufcstats.com/fighter-details/6a1901c62ab3870f,exact_normalized_display_name_unique,candidate
Jessica Eye,jessicaeye,Jessica Eye,http://ufcstats.com/fighter-details/f72465a784c1b084,exact_normalized_display_name_unique,candidate
Jessica Penne,jessicapenne,Jessica Penne,http://ufcstats.com/fighter-details/c742287ed86a09bc,exact_normalized_display_name_unique,candidate
Jessica Rakoczy,jessicarakoczy,Jessica Rakoczy,http://ufcstats.com/fighter-details/ffdeb4fbea09ce75,exact_normalized_display_name_unique,candidate
Jessica-Rose Clark,jessicaroseclark,Jessica-Rose Clark,http://ufcstats.com/fighter-details/6c8072b61c276e67,exact_normalized_display_name_unique,candidate
Jhonata Diniz,jhonatadiniz,Jhonata Diniz,http://ufcstats.com/fighter-details/25f9a5f3e8a52618,exact_normalized_display_name_unique,candidate
Ji Yeon Kim,jiyeonkim,Ji Yeon Kim,http://ufcstats.com/fighter-details/a20f234df70f2182,exact_normalized_display_name_unique,candidate
Jim Miller,jimmiller,Jim Miller,http://ufcstats.com/fighter-details/d1941565abf50b16,exact_normalized_display_name_unique,candidate
Jimi Manuwa,jimimanuwa,Jimi Manuwa,http://ufcstats.com/fighter-details/1e1dbd1cc5a7469e,exact_normalized_display_name_unique,candidate
Jimmie Rivera,jimmierivera,Jimmie Rivera,http://ufcstats.com/fighter-details/9c907996820d2d69,exact_normalized_display_name_unique,candidate
Jimmy Crute,jimmycrute,Jimmy Crute,http://ufcstats.com/fighter-details/70e1f8a821b72c8b,exact_normalized_display_name_unique,candidate
Jiri Prochazka,jiriprochazka,Jiri Prochazka,http://ufcstats.com/fighter-details/009341ed974bad72,exact_normalized_display_name_unique,candidate
JJ Aldrich,jjaldrich,JJ Aldrich,http://ufcstats.com/fighter-details/6fd953151d981979,exact_normalized_display_name_unique,candidate
Joanna Jedrzejczyk,joannajedrzejczyk,Joanna Jedrzejczyk,http://ufcstats.com/fighter-details/3d6749c4267da18f,exact_normalized_display_name_unique,candidate
Joanne Wood,joannewood,Joanne Wood,http://ufcstats.com/fighter-details/12f91bfa8f1f723b,exact_normalized_display_name_unique,candidate
Joaquin Buckley,joaquinbuckley,Joaquin Buckley,http://ufcstats.com/fighter-details/b9437600497350f3,exact_normalized_display_name_unique,candidate
Joe Lauzon,joelauzon,Joe Lauzon,http://ufcstats.com/fighter-details/3bad7ef643840f67,exact_normalized_display_name_unique,candidate
Joe Pyfer,joepyfer,Joe Pyfer,http://ufcstats.com/fighter-details/c1085e1701b13eca,exact_normalized_display_name_unique,candidate
Joe Soto,joesoto,Joe Soto,http://ufcstats.com/fighter-details/a4e85a58fbce64b2,exact_normalized_display_name_unique,candidate
Joel Alvarez,joelalvarez,Joel Alvarez,http://ufcstats.com/fighter-details/58bbef3770bb2dfc,exact_normalized_display_name_unique,candidate
John Dodson,johndodson,John Dodson,http://ufcstats.com/fighter-details/99506df1af6c8b3b,exact_normalized_display_name_unique,candidate
John Lineker,johnlineker,John Lineker,http://ufcstats.com/fighter-details/c268b2cfebccf652,exact_normalized_display_name_unique,candidate
John Moraga,johnmoraga,John Moraga,http://ufcstats.com/fighter-details/92437c6775b3f7d1,exact_normalized_display_name_unique,candidate
Johnny Eduardo,johnnyeduardo,Johnny Eduardo,http://ufcstats.com/fighter-details/528c24b99fbaab79,exact_normalized_display_name_unique,candidate
Johnny Walker,johnnywalker,Johnny Walker,http://ufcstats.com/fighter-details/c21f26bbde777573,exact_normalized_display_name_unique,candidate
Johny Hendricks,johnyhendricks,Johny Hendricks,http://ufcstats.com/fighter-details/0941df56f6ac954b,exact_normalized_display_name_unique,candidate
Jon Fitch,jonfitch,Jon Fitch,http://ufcstats.com/fighter-details/6f018c039b4d5d80,exact_normalized_display_name_unique,candidate
Jon Jones,jonjones,Jon Jones,http://ufcstats.com/fighter-details/07f72a2a7591b409,exact_normalized_display_name_unique,candidate
Jonathan Martinez,jonathanmartinez,Jonathan Martinez,http://ufcstats.com/fighter-details/f2477cf43c4975cc,exact_normalized_display_name_unique,candidate
Jonathan Pearce,jonathanpearce,Jonathan Pearce,http://ufcstats.com/fighter-details/87c0b1c696ddfb43,exact_normalized_display_name_unique,candidate
Jordan Espinosa,jordanespinosa,Jordan Espinosa,http://ufcstats.com/fighter-details/215a70f073a7b726,exact_normalized_display_name_unique,candidate
Jordan Johnson,jordanjohnson,Jordan Johnson,http://ufcstats.com/fighter-details/99bcdf5eac39898f,exact_normalized_display_name_unique,candidate
Jordan Mein,jordanmein,Jordan Mein,http://ufcstats.com/fighter-details/2aa49b3766a59bcd,exact_normalized_display_name_unique,candidate
Jorge Masvidal,jorgemasvidal,Jorge Masvidal,http://ufcstats.com/fighter-details/47b9e0e7703a4868,exact_normalized_display_name_unique,candidate
Jose Aldo,josealdo,Jose Aldo,http://ufcstats.com/fighter-details/d0f3959b4a9747e6,exact_normalized_display_name_unique,candidate
Joselyne Edwards,joselyneedwards,Joselyne Edwards,http://ufcstats.com/fighter-details/f9ab66e67240db7b,exact_normalized_display_name_unique,candidate
Joseph Benavidez,josephbenavidez,Joseph Benavidez,http://ufcstats.com/fighter-details/80eacd4da0617c57,exact_normalized_display_name_unique,candidate
Joseph Morales,josephmorales,Joseph Morales,http://ufcstats.com/fighter-details/2fe9032955c2e013,exact_normalized_display_name_unique,candidate
Josh Barnett,joshbarnett,Josh Barnett,http://ufcstats.com/fighter-details/ad3f53c454cbbead,exact_normalized_display_name_unique,candidate
Josh Emmett,joshemmett,Josh Emmett,http://ufcstats.com/fighter-details/fba03cd6cc28dc41,exact_normalized_display_name_unique,candidate
Josh Hokit,joshhokit,Josh Hokit,http://ufcstats.com/fighter-details/955da1675ad58a50,exact_normalized_display_name_unique,candidate
Josh Koscheck,joshkoscheck,Josh Koscheck,http://ufcstats.com/fighter-details/dd37fd509af89f15,exact_normalized_display_name_unique,candidate
Josh Thomson,joshthomson,Josh Thomson,http://ufcstats.com/fighter-details/a566371ba2ad7152,exact_normalized_display_name_unique,candidate
Joshua Van,joshuavan,Joshua Van,http://ufcstats.com/fighter-details/17e97649403ba428,exact_normalized_display_name_unique,candidate
Josiane Nunes,josianenunes,Josiane Nunes,http://ufcstats.com/fighter-details/68d35296f566792b,exact_normalized_display_name_unique,candidate
Julia Avila,juliaavila,Julia Avila,http://ufcstats.com/fighter-details/86d9dbe1bfcbade7,exact_normalized_display_name_unique,candidate
Juliana Lima,julianalima,Juliana Lima,http://ufcstats.com/fighter-details/75a6a390fd5dca46,exact_normalized_display_name_unique,candidate
Julianna Pena,juliannapena,Julianna Pena,http://ufcstats.com/fighter-details/3253b16d38ae087d,exact_normalized_display_name_unique,candidate
Julie Kedzie,juliekedzie,Julie Kedzie,http://ufcstats.com/fighter-details/981ab7a0576f76a0,exact_normalized_display_name_unique,candidate
Junior Albini,junioralbini,Junior Albini,http://ufcstats.com/fighter-details/c482c8605455a213,exact_normalized_display_name_unique,candidate
Junior dos Santos,juniordossantos,Junior Dos Santos,http://ufcstats.com/fighter-details/63def5a5662a6917,exact_normalized_display_name_unique,candidate
Jussier Formiga,jussierformiga,Jussier Formiga,http://ufcstats.com/fighter-details/b102c26727306ab6,exact_normalized_display_name_unique,candidate
Justin Gaethje,justingaethje,Justin Gaethje,http://ufcstats.com/fighter-details/9e8f6c728eb01124,exact_normalized_display_name_unique,candidate
Justin Ledet,justinledet,Justin Ledet,http://ufcstats.com/fighter-details/ba1e6cb3d43f7430,exact_normalized_display_name_unique,candidate
Justin Scoggins,justinscoggins,Justin Scoggins,http://ufcstats.com/fighter-details/9fa568ad2bf2cb0b,exact_normalized_display_name_unique,candidate
Justin Willis,justinwillis,Justin Willis,http://ufcstats.com/fighter-details/ce1e867808ef5fce,exact_normalized_display_name_unique,candidate
Justine Kish,justinekish,Justine Kish,http://ufcstats.com/fighter-details/928ae2e5b5f7a9ec,exact_normalized_display_name_unique,candidate
Kai Asakura,kaiasakura,Kai Asakura,http://ufcstats.com/fighter-details/d33da8a3d82bdb62,exact_normalized_display_name_unique,candidate
Kai Kara-France,kaikarafrance,Kai Kara-France,http://ufcstats.com/fighter-details/853eb0dd5c0e2149,exact_normalized_display_name_unique,candidate
Kalindra Faria,kalindrafaria,Kalindra Faria,http://ufcstats.com/fighter-details/27b164b0d1833df0,exact_normalized_display_name_unique,candidate
Kamaru Usman,kamaruusman,Kamaru Usman,http://ufcstats.com/fighter-details/f1b2aa7853d1ed6e,exact_normalized_display_name_unique,candidate
Karine Silva,karinesilva,Karine Silva,http://ufcstats.com/fighter-details/9d62c2d8ee151f08,exact_normalized_display_name_unique,candidate
Karol Rosa,karolrosa,Karol Rosa,http://ufcstats.com/fighter-details/351c4ec637380ad5,exact_normalized_display_name_unique,candidate
Karolina Kowalkiewicz,karolinakowalkiewicz,Karolina Kowalkiewicz,http://ufcstats.com/fighter-details/d7c3816669784109,exact_normalized_display_name_unique,candidate
Katlyn Cerminara,katlyncerminara,Katlyn Cerminara,http://ufcstats.com/fighter-details/e872e9a9a902c045,exact_normalized_display_name_unique,candidate
Kayla Harrison,kaylaharrison,Kayla Harrison,http://ufcstats.com/fighter-details/1af1170ed937cba7,exact_normalized_display_name_unique,candidate
Kelvin Gastelum,kelvingastelum,Kelvin Gastelum,http://ufcstats.com/fighter-details/8c0580d4fff106c1,exact_normalized_display_name_unique,candidate
Kennedy Nzechukwu,kennedynzechukwu,Kennedy Nzechukwu,http://ufcstats.com/fighter-details/8667caa0451d245b,exact_normalized_display_name_unique,candidate
Ketlen Vieira,ketlenvieira,Ketlen Vieira,http://ufcstats.com/fighter-details/b9706f80d005036c,exact_normalized_display_name_unique,candidate
Kevin Holland,kevinholland,Kevin Holland,http://ufcstats.com/fighter-details/3a46b268013afede,exact_normalized_display_name_unique,candidate
Kevin Lee,kevinlee,Kevin Lee,http://ufcstats.com/fighter-details/ee9ebceabfd16fa7,exact_normalized_display_name_unique,candidate
Kevin Vallejos,kevinvallejos,Kevin Vallejos,http://ufcstats.com/fighter-details/239d8e5359022f3b,exact_normalized_display_name_unique,candidate
Khabib Nurmagomedov,khabibnurmagomedov,Khabib Nurmagomedov,http://ufcstats.com/fighter-details/032cc3922d871c7f,exact_normalized_display_name_unique,candidate
Khalil Rountree Jr.,khalilrountreejr,Khalil Rountree Jr.,http://ufcstats.com/fighter-details/749f572d1d3161fb,exact_normalized_display_name_unique,candidate
Khamzat Chimaev,khamzatchimaev,Khamzat Chimaev,http://ufcstats.com/fighter-details/767755fd74662dbf,exact_normalized_display_name_unique,candidate
King Green,kinggreen,King Green,http://ufcstats.com/fighter-details/887961364be5ceb3,exact_normalized_display_name_unique,candidate
Krzysztof Jotko,krzysztofjotko,Krzysztof Jotko,http://ufcstats.com/fighter-details/4e06913c91da5200,exact_normalized_display_name_unique,candidate
Kyler Phillips,kylerphillips,Kyler Phillips,http://ufcstats.com/fighter-details/60425d07ef4b91a7,exact_normalized_display_name_unique,candidate
Kyoji Horiguchi,kyojihoriguchi,Kyoji Horiguchi,http://ufcstats.com/fighter-details/98aa60cf58071fd6,exact_normalized_display_name_unique,candidate
Lauren Murphy,laurenmurphy,Lauren Murphy,http://ufcstats.com/fighter-details/729d4bd5a6cd0a97,exact_normalized_display_name_unique,candidate
Leon Edwards,leonedwards,Leon Edwards,http://ufcstats.com/fighter-details/f1fac969a1d70b08,exact_normalized_display_name_unique,candidate
Lerone Murphy,leronemurphy,Lerone Murphy,http://ufcstats.com/fighter-details/396fe87b84ac2e1c,exact_normalized_display_name_unique,candidate
Leslie Smith,lesliesmith,Leslie Smith,http://ufcstats.com/fighter-details/76984112f697631f,exact_normalized_display_name_unique,candidate
Li Jingliang,lijingliang,Li Jingliang,http://ufcstats.com/fighter-details/e64b96c07d7ce999,exact_normalized_display_name_unique,candidate
Lina Lansberg,linalansberg,Lina Lansberg,http://ufcstats.com/fighter-details/2eeaefbfc7f9fcff,exact_normalized_display_name_unique,candidate
Livinha Souza,livinhasouza,Livinha Souza,http://ufcstats.com/fighter-details/dab8cfbb6b1db10a,exact_normalized_display_name_unique,candidate
Liz Carmouche,lizcarmouche,Liz Carmouche,http://ufcstats.com/fighter-details/51a0c09cbe9b8472,exact_normalized_display_name_unique,candidate
Loma Lookboonmee,lomalookboonmee,Loma Lookboonmee,http://ufcstats.com/fighter-details/4e30e4250cb08b61,exact_normalized_display_name_unique,candidate
Lone'er Kavanagh,loneerkavanagh,Lone'er Kavanagh,http://ufcstats.com/fighter-details/bb2c3c3a466224af,exact_normalized_display_name_unique,candidate
Loopy Godinez,loopygodinez,Loopy Godinez,http://ufcstats.com/fighter-details/8e5d953bdb9ae5e7,exact_normalized_display_name_unique,candidate
Lorenz Larkin,lorenzlarkin,Lorenz Larkin,http://ufcstats.com/fighter-details/9450848a71d53776,exact_normalized_display_name_unique,candidate
Louis Gaudinot,louisgaudinot,Louis Gaudinot,http://ufcstats.com/fighter-details/b72a60a0cadff408,exact_normalized_display_name_unique,candidate
Louis Smolka,louissmolka,Louis Smolka,http://ufcstats.com/fighter-details/d2bc285ead803db0,exact_normalized_display_name_unique,candidate
Luana Carolina,luanacarolina,Luana Carolina,http://ufcstats.com/fighter-details/528b071cf3da7c56,exact_normalized_display_name_unique,candidate
Luana Pinheiro,luanapinheiro,Luana Pinheiro,http://ufcstats.com/fighter-details/a3a542074109b347,exact_normalized_display_name_unique,candidate
Luana Santos,luanasantos,Luana Santos,http://ufcstats.com/fighter-details/5078e1dacf9d25f4,exact_normalized_display_name_unique,candidate
Lucie Pudilova,luciepudilova,Lucie Pudilova,http://ufcstats.com/fighter-details/3cf66c62d9069f43,exact_normalized_display_name_unique,candidate
Luke Rockhold,lukerockhold,Luke Rockhold,http://ufcstats.com/fighter-details/00e11b5c8b7bfeeb,exact_normalized_display_name_unique,candidate
Lyoto Machida,lyotomachida,Lyoto Machida,http://ufcstats.com/fighter-details/f7a7f7118d4b01b6,exact_normalized_display_name_unique,candidate
Mackenzie Dern,mackenziedern,Mackenzie Dern,http://ufcstats.com/fighter-details/7447e9f28508106a,exact_normalized_display_name_unique,candidate
Macy Chiasson,macychiasson,Macy Chiasson,http://ufcstats.com/fighter-details/9cdd2da1a9104a0b,exact_normalized_display_name_unique,candidate
Magomed Ankalaev,magomedankalaev,Magomed Ankalaev,http://ufcstats.com/fighter-details/d802174b0c0c1f4e,exact_normalized_display_name_unique,candidate
Magomed Bibulatov,magomedbibulatov,Magomed Bibulatov,http://ufcstats.com/fighter-details/87f19d19f4cb73f8,exact_normalized_display_name_unique,candidate
Mairbek Taisumov,mairbektaisumov,Mairbek Taisumov,http://ufcstats.com/fighter-details/8f5c8850b2484173,exact_normalized_display_name_unique,candidate
Manel Kape,manelkape,Manel Kape,http://ufcstats.com/fighter-details/5d1b7e3dd9e11074,exact_normalized_display_name_unique,candidate
Manon Fiorot,manonfiorot,Manon Fiorot,http://ufcstats.com/fighter-details/34ff304266360297,exact_normalized_display_name_unique,candidate
Manuel Torres,manueltorres,Manuel Torres,http://ufcstats.com/fighter-details/2e7878927067fdca,exact_normalized_display_name_unique,candidate
Marcin Tybura,marcintybura,Marcin Tybura,http://ufcstats.com/fighter-details/c9cf753cfdf77fc2,exact_normalized_display_name_unique,candidate
Marcos Rogerio de Lima,marcosrogeriodelima,Marcos Rogerio de Lima,http://ufcstats.com/fighter-details/ab943cd2c3c17825,exact_normalized_display_name_unique,candidate
Marcus McGhee,marcusmcghee,Marcus McGhee,http://ufcstats.com/fighter-details/c0ac37a4a1133da9,exact_normalized_display_name_unique,candidate
Marina Rodriguez,marinarodriguez,Marina Rodriguez,http://ufcstats.com/fighter-details/cd2c4d30c6e13b47,exact_normalized_display_name_unique,candidate
Mario Bautista,mariobautista,Mario Bautista,http://ufcstats.com/fighter-details/bc711b6dd95c1af6,exact_normalized_display_name_unique,candidate
Marion Reneau,marionreneau,Marion Reneau,http://ufcstats.com/fighter-details/c7d297714d9ab1a4,exact_normalized_display_name_unique,candidate
Mark De La Rosa,markdelarosa,Mark De La Rosa,http://ufcstats.com/fighter-details/f57dd0bfa8c17813,exact_normalized_display_name_unique,candidate
Mark Hunt,markhunt,Mark Hunt,http://ufcstats.com/fighter-details/eef9b891edbd4604,exact_normalized_display_name_unique,candidate
Mark Munoz,markmunoz,Mark Munoz,http://ufcstats.com/fighter-details/179f1948dc234f1f,exact_normalized_display_name_unique,candidate
Marlon Moraes,marlonmoraes,Marlon Moraes,http://ufcstats.com/fighter-details/fea79f9bc8c68769,exact_normalized_display_name_unique,candidate
Marlon Vera,marlonvera,Marlon Vera,http://ufcstats.com/fighter-details/7c7332319c14094c,exact_normalized_display_name_unique,candidate
Martin Buday,martinbuday,Martin Buday,http://ufcstats.com/fighter-details/8eb046f83e82bf26,exact_normalized_display_name_unique,candidate
Martin Kampmann,martinkampmann,Martin Kampmann,http://ufcstats.com/fighter-details/8b69839f3555a67b,exact_normalized_display_name_unique,candidate
Marvin Vettori,marvinvettori,Marvin Vettori,http://ufcstats.com/fighter-details/7acbb0972e75281a,exact_normalized_display_name_unique,candidate
Maryna Moroz,marynamoroz,Maryna Moroz,http://ufcstats.com/fighter-details/b4192a975027aab6,exact_normalized_display_name_unique,candidate
Masanori Kanehara,masanorikanehara,Masanori Kanehara,http://ufcstats.com/fighter-details/f3a078277b3b8ff4,exact_normalized_display_name_unique,candidate
Mateusz Gamrot,mateuszgamrot,Mateusz Gamrot,http://ufcstats.com/fighter-details/72db2a14ffa73ece,exact_normalized_display_name_unique,candidate
Matheus Nicolau,matheusnicolau,Matheus Nicolau,http://ufcstats.com/fighter-details/1a31ef98efce7a79,exact_normalized_display_name_unique,candidate
Matt Brown,mattbrown,Matt Brown,http://ufcstats.com/fighter-details/31123249b0bbf52e,exact_normalized_display_name_unique,candidate
Matt Frevola,mattfrevola,Matt Frevola,http://ufcstats.com/fighter-details/dccb63727f2f5f74,exact_normalized_display_name_unique,candidate
