ranking_fighter_name,normalized_name,greco_fighter_name,greco_fighter_url,match_method,review_status
Matt Mitrione,mattmitrione,Matt Mitrione,http://ufcstats.com/fighter-details/ba280572acfba13f,exact_normalized_display_name_unique,candidate
Matt Schnell,mattschnell,Matt Schnell,http://ufcstats.com/fighter-details/67c1d46f4ed16f9e,exact_normalized_display_name_unique,candidate
Matthew Lopez,matthewlopez,Matthew Lopez,http://ufcstats.com/fighter-details/2fc7e9701642ca38,exact_normalized_display_name_unique,candidate
Maurice Greene,mauricegreene,Maurice Greene,http://ufcstats.com/fighter-details/068f8a189a47fea6,exact_normalized_display_name_unique,candidate
Mauricio Rua,mauriciorua,Mauricio Rua,http://ufcstats.com/fighter-details/140745cbbcb023ac,exact_normalized_display_name_unique,candidate
Mauricio Ruffy,mauricioruffy,Mauricio Ruffy,http://ufcstats.com/fighter-details/9c393e836a852f30,exact_normalized_display_name_unique,candidate
Max Holloway,maxholloway,Max Holloway,http://ufcstats.com/fighter-details/150ff4cc642270b9,exact_normalized_display_name_unique,candidate
Maycee Barber,mayceebarber,Maycee Barber,http://ufcstats.com/fighter-details/6a740daf1b279661,exact_normalized_display_name_unique,candidate
Mayra Bueno Silva,mayrabuenosilva,Mayra Bueno Silva,http://ufcstats.com/fighter-details/cc8c623cca88f54f,exact_normalized_display_name_unique,candidate
Melinda Fabian,melindafabian,Melinda Fabian,http://ufcstats.com/fighter-details/8c020156779f7888,exact_normalized_display_name_unique,candidate
Melissa Mullins,melissamullins,Melissa Mullins,http://ufcstats.com/fighter-details/bd532e9a2b93870c,exact_normalized_display_name_unique,candidate
Melquizael Costa,melquizaelcosta,Melquizael Costa,http://ufcstats.com/fighter-details/20bccc9bb4ceb23e,exact_normalized_display_name_unique,candidate
Merab Dvalishvili,merabdvalishvili,Merab Dvalishvili,http://ufcstats.com/fighter-details/c03520b5c88ed6b4,exact_normalized_display_name_unique,candidate
Michael Bisping,michaelbisping,Michael Bisping,http://ufcstats.com/fighter-details/2b93ebd9f5417ad2,exact_normalized_display_name_unique,candidate
Michael Chandler,michaelchandler,Michael Chandler,http://ufcstats.com/fighter-details/4b93a88f3b1de35b,exact_normalized_display_name_unique,candidate
Michael Chiesa,michaelchiesa,Michael Chiesa,http://ufcstats.com/fighter-details/c58f51dedb310998,exact_normalized_display_name_unique,candidate
Michael Johnson,michaeljohnson,Michael Johnson,http://ufcstats.com/fighter-details/511e82663651438d,exact_normalized_display_name_unique,candidate
Michael Morales,michaelmorales,Michael Morales,http://ufcstats.com/fighter-details/c32aeb1a59e6272d,exact_normalized_display_name_unique,candidate
Michael Page,michaelpage,Michael Page,http://ufcstats.com/fighter-details/a67d071163962af8,exact_normalized_display_name_unique,candidate
Michel Pereira,michelpereira,Michel Pereira,http://ufcstats.com/fighter-details/595db60957de51d3,exact_normalized_display_name_unique,candidate
Michelle Montague,michellemontague,Michelle Montague,http://ufcstats.com/fighter-details/ca80d72da81d7224,exact_normalized_display_name_unique,candidate
Michelle Waterson-Gomez,michellewatersongomez,Michelle Waterson-Gomez,http://ufcstats.com/fighter-details/eb04b9d31e938edb,exact_normalized_display_name_unique,candidate
Mick Parkin,mickparkin,Mick Parkin,http://ufcstats.com/fighter-details/0d5cc0170c1a7e71,exact_normalized_display_name_unique,candidate
Miesha Tate,mieshatate,Miesha Tate,http://ufcstats.com/fighter-details/b96619b3acd7d9da,exact_normalized_display_name_unique,candidate
Mike Easton,mikeeaston,Mike Easton,http://ufcstats.com/fighter-details/bc7230f231701d66,exact_normalized_display_name_unique,candidate
Mike Malott,mikemalott,Mike Malott,http://ufcstats.com/fighter-details/dd6103dd7127db1d,exact_normalized_display_name_unique,candidate
Mike Perry,mikeperry,Mike Perry,http://ufcstats.com/fighter-details/f2b6fdb20675b11c,exact_normalized_display_name_unique,candidate
Mike Pierce,mikepierce,Mike Pierce,http://ufcstats.com/fighter-details/236a37d96d476164,exact_normalized_display_name_unique,candidate
Mike Pyle,mikepyle,Mike Pyle,http://ufcstats.com/fighter-details/f5990c11974d8e9c,exact_normalized_display_name_unique,candidate
Miranda Maverick,mirandamaverick,Miranda Maverick,http://ufcstats.com/fighter-details/f29a6350c69f4a33,exact_normalized_display_name_unique,candidate
Mirko Filipovic,mirkofilipovic,Mirko Filipovic,http://ufcstats.com/fighter-details/c32fb8c0f6471a4d,exact_normalized_display_name_unique,candidate
Mirsad Bektic,mirsadbektic,Mirsad Bektic,http://ufcstats.com/fighter-details/cbd3e590a85b18c5,exact_normalized_display_name_unique,candidate
Misha Cirkunov,mishacirkunov,Misha Cirkunov,http://ufcstats.com/fighter-details/67f272324a030d00,exact_normalized_display_name_unique,candidate
Mitch Gagnon,mitchgagnon,Mitch Gagnon,http://ufcstats.com/fighter-details/b8592b4a383696cd,exact_normalized_display_name_unique,candidate
Mizuki,mizuki,Mizuki,http://ufcstats.com/fighter-details/43a59ce3bb40449e,exact_normalized_display_name_unique,candidate
Molly McCann,mollymccann,Molly McCann,http://ufcstats.com/fighter-details/51018a31ddf31eb2,exact_normalized_display_name_unique,candidate
Montana De La Rosa,montanadelarosa,Montana De La Rosa,http://ufcstats.com/fighter-details/80d8aed0ca9b00f3,exact_normalized_display_name_unique,candidate
Montel Jackson,monteljackson,Montel Jackson,http://ufcstats.com/fighter-details/cc1a8b4b38b92c6d,exact_normalized_display_name_unique,candidate
Movsar Evloev,movsarevloev,Movsar Evloev,http://ufcstats.com/fighter-details/76e2870ffafbe38f,exact_normalized_display_name_unique,candidate
Muhammad Mokaev,muhammadmokaev,Muhammad Mokaev,http://ufcstats.com/fighter-details/75353550928a7921,exact_normalized_display_name_unique,candidate
Muslim Salikhov,muslimsalikhov,Muslim Salikhov,http://ufcstats.com/fighter-details/447f9858ae78f921,exact_normalized_display_name_unique,candidate
Myles Jury,mylesjury,Myles Jury,http://ufcstats.com/fighter-details/08e908ed6d18d6a0,exact_normalized_display_name_unique,candidate
Nassourdine Imavov,nassourdineimavov,Nassourdine Imavov,http://ufcstats.com/fighter-details/881bf86d4cba8578,exact_normalized_display_name_unique,candidate
Natalia Silva,nataliasilva,Natalia Silva,http://ufcstats.com/fighter-details/262d32ebda89efc4,exact_normalized_display_name_unique,candidate
Nate Diaz,natediaz,Nate Diaz,http://ufcstats.com/fighter-details/8355922d564b152c,exact_normalized_display_name_unique,candidate
Neil Magny,neilmagny,Neil Magny,http://ufcstats.com/fighter-details/84b3e7d38f2d2ec5,exact_normalized_display_name_unique,candidate
Neil Seery,neilseery,Neil Seery,http://ufcstats.com/fighter-details/49a74b9fb2e45fdf,exact_normalized_display_name_unique,candidate
Nicco Montano,niccomontano,Nicco Montano,http://ufcstats.com/fighter-details/1de9ad94de18eeaf,exact_normalized_display_name_unique,candidate
Nick Diaz,nickdiaz,Nick Diaz,http://ufcstats.com/fighter-details/f57a8a52ca401ed9,exact_normalized_display_name_unique,candidate
Nik Lentz,niklentz,Nik Lentz,http://ufcstats.com/fighter-details/6fb1ba67bef41b37,exact_normalized_display_name_unique,candidate
Nikita Krylov,nikitakrylov,Nikita Krylov,http://ufcstats.com/fighter-details/1091d4d957141094,exact_normalized_display_name_unique,candidate
Nina Nunes,ninanunes,Nina Nunes,http://ufcstats.com/fighter-details/d343df8ba11f4c4e,exact_normalized_display_name_unique,candidate
Nora Cornolle,noracornolle,Nora Cornolle,http://ufcstats.com/fighter-details/f2b3f4ef3f780168,exact_normalized_display_name_unique,candidate
Norma Dumont,normadumont,Norma Dumont,http://ufcstats.com/fighter-details/d3f5d33d61cd00c9,exact_normalized_display_name_unique,candidate
Olivier Aubin-Mercier,olivieraubinmercier,Olivier Aubin-Mercier,http://ufcstats.com/fighter-details/55ee431411ccf07a,exact_normalized_display_name_unique,candidate
Omari Akhmedov,omariakhmedov,Omari Akhmedov,http://ufcstats.com/fighter-details/16690d100f995f8f,exact_normalized_display_name_unique,candidate
Ovince Saint Preux,ovincesaintpreux,Ovince Saint Preux,http://ufcstats.com/fighter-details/50db8711c70196cd,exact_normalized_display_name_unique,candidate
Paddy Pimblett,paddypimblett,Paddy Pimblett,http://ufcstats.com/fighter-details/7826923b47f8d72a,exact_normalized_display_name_unique,candidate
Paige VanZant,paigevanzant,Paige VanZant,http://ufcstats.com/fighter-details/4d5197f331c47290,exact_normalized_display_name_unique,candidate
Pannie Kianzad,panniekianzad,Pannie Kianzad,http://ufcstats.com/fighter-details/91dac5e69e28d5b5,exact_normalized_display_name_unique,candidate
Pat Healy,pathealy,Pat Healy,http://ufcstats.com/fighter-details/50d2f0018bcf9eef,exact_normalized_display_name_unique,candidate
Patrick Cummins,patrickcummins,Patrick Cummins,http://ufcstats.com/fighter-details/e51e5cb722bd47a8,exact_normalized_display_name_unique,candidate
Paul Craig,paulcraig,Paul Craig,http://ufcstats.com/fighter-details/eabf206b162b3b83,exact_normalized_display_name_unique,candidate
Paul Felder,paulfelder,Paul Felder,http://ufcstats.com/fighter-details/e5010b1b94ca5755,exact_normalized_display_name_unique,candidate
Paulo Costa,paulocosta,Paulo Costa,http://ufcstats.com/fighter-details/2e5c2aa8e4ab9d82,exact_normalized_display_name_unique,candidate
Payton Talbott,paytontalbott,Payton Talbott,http://ufcstats.com/fighter-details/6e743a33d56bdaa4,exact_normalized_display_name_unique,candidate
Pedro Munhoz,pedromunhoz,Pedro Munhoz,http://ufcstats.com/fighter-details/6bd02119599741a4,exact_normalized_display_name_unique,candidate
Petr Yan,petryan,Petr Yan,http://ufcstats.com/fighter-details/d661ce4da776fc20,exact_normalized_display_name_unique,candidate
Phil Davis,phildavis,Phil Davis,http://ufcstats.com/fighter-details/902ab9197b83d0db,exact_normalized_display_name_unique,candidate
Poliana Botelho,polianabotelho,Poliana Botelho,http://ufcstats.com/fighter-details/5c126c6aac3ef364,exact_normalized_display_name_unique,candidate
Polyana Viana,polyanaviana,Polyana Viana,http://ufcstats.com/fighter-details/9673a497a9da119a,exact_normalized_display_name_unique,candidate
Quillan Salkilld,quillansalkilld,Quillan Salkilld,http://ufcstats.com/fighter-details/17734443a833cdf7,exact_normalized_display_name_unique,candidate
Quinton Jackson,quintonjackson,Quinton Jackson,http://ufcstats.com/fighter-details/ffc088e64fab57e9,exact_normalized_display_name_unique,candidate
Rachael Ostovich,rachaelostovich,Rachael Ostovich,http://ufcstats.com/fighter-details/01784fbc27c68b14,exact_normalized_display_name_unique,candidate
Rafael Cavalcante,rafaelcavalcante,Rafael Cavalcante,http://ufcstats.com/fighter-details/5c1ca0c72b599a3c,exact_normalized_display_name_unique,candidate
Rafael Dos Anjos,rafaeldosanjos,Rafael Dos Anjos,http://ufcstats.com/fighter-details/6a2f7c151031653d,exact_normalized_display_name_unique,candidate
Rafael Estevam,rafaelestevam,Rafael Estevam,http://ufcstats.com/fighter-details/83455a9d17f57dae,exact_normalized_display_name_unique,candidate
Rafael Fiziev,rafaelfiziev,Rafael Fiziev,http://ufcstats.com/fighter-details/c814b4c899793af6,exact_normalized_display_name_unique,candidate
Rafael Natal,rafaelnatal,Rafael Natal,http://ufcstats.com/fighter-details/0dba4df5f34d5ff0,exact_normalized_display_name_unique,candidate
Ramazan Temirov,ramazantemirov,Ramazan Temirov,http://ufcstats.com/fighter-details/7d0a1968b38ca439,exact_normalized_display_name_unique,candidate
Randa Markos,randamarkos,Randa Markos,http://ufcstats.com/fighter-details/4a57ebb14315b251,exact_normalized_display_name_unique,candidate
Rani Yahya,raniyahya,Rani Yahya,http://ufcstats.com/fighter-details/94527830000ab715,exact_normalized_display_name_unique,candidate
Raoni Barcelos,raonibarcelos,Raoni Barcelos,http://ufcstats.com/fighter-details/b9f28e7045fdfce7,exact_normalized_display_name_unique,candidate
Raphael Assuncao,raphaelassuncao,Raphael Assuncao,http://ufcstats.com/fighter-details/2f13e4020cea5b38,exact_normalized_display_name_unique,candidate
Raquel Pennington,raquelpennington,Raquel Pennington,http://ufcstats.com/fighter-details/fc169c387b4b465d,exact_normalized_display_name_unique,candidate
Rashad Evans,rashadevans,Rashad Evans,http://ufcstats.com/fighter-details/ee779c43a8926d52,exact_normalized_display_name_unique,candidate
Rashid Magomedov,rashidmagomedov,Rashid Magomedov,http://ufcstats.com/fighter-details/7ea1f74cef32f906,exact_normalized_display_name_unique,candidate
Raul Rosas Jr.,raulrosasjr,Raul Rosas Jr.,http://ufcstats.com/fighter-details/fe2babf95de24fb1,exact_normalized_display_name_unique,candidate
Raulian Paiva,raulianpaiva,Raulian Paiva,http://ufcstats.com/fighter-details/82b4e942781b1046,exact_normalized_display_name_unique,candidate
Ray Borg,rayborg,Ray Borg,http://ufcstats.com/fighter-details/a4de54ea806fb525,exact_normalized_display_name_unique,candidate
Reinier de Ridder,reinierderidder,Reinier de Ridder,http://ufcstats.com/fighter-details/d549cefc7c54ab78,exact_normalized_display_name_unique,candidate
Renan Barao,renanbarao,Renan Barao,http://ufcstats.com/fighter-details/2c99576fefe53c7c,exact_normalized_display_name_unique,candidate
Renato Moicano,renatomoicano,Renato Moicano,http://ufcstats.com/fighter-details/b6452706b373eea1,exact_normalized_display_name_unique,candidate
Ricardo Lamas,ricardolamas,Ricardo Lamas,http://ufcstats.com/fighter-details/3974fa35c917af1d,exact_normalized_display_name_unique,candidate
Rick Story,rickstory,Rick Story,http://ufcstats.com/fighter-details/5b5307450405abf0,exact_normalized_display_name_unique,candidate
Ricky Simon,rickysimon,Ricky Simon,http://ufcstats.com/fighter-details/5987b2458f4b5290,exact_normalized_display_name_unique,candidate
Rinat Fakhretdinov,rinatfakhretdinov,Rinat Fakhretdinov,http://ufcstats.com/fighter-details/8f765fd5775a8873,exact_normalized_display_name_unique,candidate
Rizvan Kuniev,rizvankuniev,Rizvan Kuniev,http://ufcstats.com/fighter-details/739fd4fbb5d862f4,exact_normalized_display_name_unique,candidate
Roan Carneiro,roancarneiro,Roan Carneiro,http://ufcstats.com/fighter-details/1c86754617d9813a,exact_normalized_display_name_unique,candidate
Rob Font,robfont,Rob Font,http://ufcstats.com/fighter-details/05339613bf8e9808,exact_normalized_display_name_unique,candidate
Robbie Lawler,robbielawler,Robbie Lawler,http://ufcstats.com/fighter-details/f2925e6db404bf1d,exact_normalized_display_name_unique,candidate
Robert Whittaker,robertwhittaker,Robert Whittaker,http://ufcstats.com/fighter-details/e1147d3d2dabe1ce,exact_normalized_display_name_unique,candidate
Rodrigo Nascimento,rodrigonascimento,Rodrigo Nascimento,http://ufcstats.com/fighter-details/d31a5546c0e9b213,exact_normalized_display_name_unique,candidate
Rogerio Bontorin,rogeriobontorin,Rogerio Bontorin,http://ufcstats.com/fighter-details/07a2bdaa0afdd831,exact_normalized_display_name_unique,candidate
Roman Dolidze,romandolidze,Roman Dolidze,http://ufcstats.com/fighter-details/327d5f279895110d,exact_normalized_display_name_unique,candidate
Roman Kopylov,romankopylov,Roman Kopylov,http://ufcstats.com/fighter-details/9d83f6da776ff7d6,exact_normalized_display_name_unique,candidate
Ronda Rousey,rondarousey,Ronda Rousey,http://ufcstats.com/fighter-details/8bdac25ce0bb874d,exact_normalized_display_name_unique,candidate
Rory MacDonald,rorymacdonald,Rory MacDonald,http://ufcstats.com/fighter-details/cbd5d3cdd862e90e,exact_normalized_display_name_unique,candidate
Rose Namajunas,rosenamajunas,Rose Namajunas,http://ufcstats.com/fighter-details/47b63240018d5d86,exact_normalized_display_name_unique,candidate
Rosi Sexton,rosisexton,Rosi Sexton,http://ufcstats.com/fighter-details/5dfe71ade71f3a4b,exact_normalized_display_name_unique,candidate
Ross Pearson,rosspearson,Ross Pearson,http://ufcstats.com/fighter-details/4f732e58ed907eff,exact_normalized_display_name_unique,candidate
Roxanne Modafferi,roxannemodafferi,Roxanne Modafferi,http://ufcstats.com/fighter-details/4498b382c65a7faa,exact_normalized_display_name_unique,candidate
Roy Nelson,roynelson,Roy Nelson,http://ufcstats.com/fighter-details/3f7c14c7eca7195d,exact_normalized_display_name_unique,candidate
Ruslan Magomedov,ruslanmagomedov,Ruslan Magomedov,http://ufcstats.com/fighter-details/369e1ce458ef50a6,exact_normalized_display_name_unique,candidate
Rustam Khabilov,rustamkhabilov,Rustam Khabilov,http://ufcstats.com/fighter-details/9b7694d064a8a0ad,exact_normalized_display_name_unique,candidate
Ryan Bader,ryanbader,Ryan Bader,http://ufcstats.com/fighter-details/c0ab242c40decc55,exact_normalized_display_name_unique,candidate
Ryan Benoit,ryanbenoit,Ryan Benoit,http://ufcstats.com/fighter-details/20999e27ddd94bda,exact_normalized_display_name_unique,candidate
Ryan Hall,ryanhall,Ryan Hall,http://ufcstats.com/fighter-details/8866c6f509c19089,exact_normalized_display_name_unique,candidate
Ryan Jimmo,ryanjimmo,Ryan Jimmo,http://ufcstats.com/fighter-details/bc3ec52ef70fc155,exact_normalized_display_name_unique,candidate
Ryan LaFlare,ryanlaflare,Ryan LaFlare,http://ufcstats.com/fighter-details/4c7781da8c6cae93,exact_normalized_display_name_unique,candidate
Ryan Spann,ryanspann,Ryan Spann,http://ufcstats.com/fighter-details/a67f5afa8d6a1b80,exact_normalized_display_name_unique,candidate
Said Nurmagomedov,saidnurmagomedov,Said Nurmagomedov,http://ufcstats.com/fighter-details/0fd5f4b838e890cc,exact_normalized_display_name_unique,candidate
Sam Alvey,samalvey,Sam Alvey,http://ufcstats.com/fighter-details/d156513a19acf856,exact_normalized_display_name_unique,candidate
Santiago Ponzinibbio,santiagoponzinibbio,Santiago Ponzinibbio,http://ufcstats.com/fighter-details/6d1bffff14897645,exact_normalized_display_name_unique,candidate
Sara McMann,saramcmann,Sara McMann,http://ufcstats.com/fighter-details/7be74a12d7352df2,exact_normalized_display_name_unique,candidate
Sarah Kaufman,sarahkaufman,Sarah Kaufman,http://ufcstats.com/fighter-details/36df8e119aec6175,exact_normalized_display_name_unique,candidate
Sarah Moras,sarahmoras,Sarah Moras,http://ufcstats.com/fighter-details/539ed332b3078821,exact_normalized_display_name_unique,candidate
Scott Jorgensen,scottjorgensen,Scott Jorgensen,http://ufcstats.com/fighter-details/0b64d0fed453ef7f,exact_normalized_display_name_unique,candidate
Sean Brady,seanbrady,Sean Brady,http://ufcstats.com/fighter-details/45f7cb591c3ab00b,exact_normalized_display_name_unique,candidate
Sean O'Malley,seanomalley,Sean O'Malley,http://ufcstats.com/fighter-details/b50a426a33da0012,exact_normalized_display_name_unique,candidate
Sean Strickland,seanstrickland,Sean Strickland,http://ufcstats.com/fighter-details/0d8011111be000b2,exact_normalized_display_name_unique,candidate
Seo Hee Ham,seoheeham,Seo Hee Ham,http://ufcstats.com/fighter-details/165c244bcca3ed26,exact_normalized_display_name_unique,candidate
Sergei Pavlovich,sergeipavlovich,Sergei Pavlovich,http://ufcstats.com/fighter-details/f14cf73e51b29254,exact_normalized_display_name_unique,candidate
Serghei Spivac,sergheispivac,Serghei Spivac,http://ufcstats.com/fighter-details/e2f6b2769aaedd6c,exact_normalized_display_name_unique,candidate
Sergio Pettis,sergiopettis,Sergio Pettis,http://ufcstats.com/fighter-details/de75d1c45a39e221,exact_normalized_display_name_unique,candidate
Shamil Abdurakhimov,shamilabdurakhimov,Shamil Abdurakhimov,http://ufcstats.com/fighter-details/2f5cbecbbe18bac4,exact_normalized_display_name_unique,candidate
Shamil Gaziev,shamilgaziev,Shamil Gaziev,http://ufcstats.com/fighter-details/6747ccd6d1acd266,exact_normalized_display_name_unique,candidate
Shana Dobson,shanadobson,Shana Dobson,http://ufcstats.com/fighter-details/122ac9b816d8b71c,exact_normalized_display_name_unique,candidate
Shane Burgos,shaneburgos,Shane Burgos,http://ufcstats.com/fighter-details/98d961097baaf308,exact_normalized_display_name_unique,candidate
Shane Carwin,shanecarwin,Shane Carwin,http://ufcstats.com/fighter-details/68dd7b3783c19f9c,exact_normalized_display_name_unique,candidate
Shara Magomedov,sharamagomedov,Shara Magomedov,http://ufcstats.com/fighter-details/06734ca9d88dec3a,exact_normalized_display_name_unique,candidate
Shavkat Rakhmonov,shavkatrakhmonov,Shavkat Rakhmonov,http://ufcstats.com/fighter-details/01afe0916a40c7c5,exact_normalized_display_name_unique,candidate
Sheila Gaff,sheilagaff,Sheila Gaff,http://ufcstats.com/fighter-details/837d30395faca41e,exact_normalized_display_name_unique,candidate
Sijara Eubanks,sijaraeubanks,Sijara Eubanks,http://ufcstats.com/fighter-details/4234f0097c83fa62,exact_normalized_display_name_unique,candidate
Soa Palelei,soapalelei,Soa Palelei,http://ufcstats.com/fighter-details/60029bcf496bd707,exact_normalized_display_name_unique,candidate
Sodiq Yusuff,sodiqyusuff,Sodiq Yusuff,http://ufcstats.com/fighter-details/94426bb170c88115,exact_normalized_display_name_unique,candidate
Song Yadong,songyadong,Song Yadong,http://ufcstats.com/fighter-details/efb96bf3e9ada36f,exact_normalized_display_name_unique,candidate
Stefan Struve,stefanstruve,Stefan Struve,http://ufcstats.com/fighter-details/ebc1f40e00e0c481,exact_normalized_display_name_unique,candidate
Stephen Thompson,stephenthompson,Stephen Thompson,http://ufcstats.com/fighter-details/4a28cb716c19157a,exact_normalized_display_name_unique,candidate
Steve Erceg,steveerceg,Steve Erceg,http://ufcstats.com/fighter-details/32ab52e5de93092d,exact_normalized_display_name_unique,candidate
Steve Garcia,stevegarcia,Steve Garcia,http://ufcstats.com/fighter-details/97cf1a2c7c5e7889,exact_normalized_display_name_unique,candidate
Stipe Miocic,stipemiocic,Stipe Miocic,http://ufcstats.com/fighter-details/d28dee5c705991df,exact_normalized_display_name_unique,candidate
Sumudaerji,sumudaerji,Sumudaerji,http://ufcstats.com/fighter-details/3cf18e01cb6cbde3,exact_normalized_display_name_unique,candidate
Tabatha Ricci,tabatharicci,Tabatha Ricci,http://ufcstats.com/fighter-details/d25240135aee03e5,exact_normalized_display_name_unique,candidate
Tagir Ulanbekov,tagirulanbekov,Tagir Ulanbekov,http://ufcstats.com/fighter-details/f00ac08ab056af5d,exact_normalized_display_name_unique,candidate
Tai Tuivasa,taituivasa,Tai Tuivasa,http://ufcstats.com/fighter-details/c62fbc117d57b943,exact_normalized_display_name_unique,candidate
Taila Santos,tailasantos,Taila Santos,http://ufcstats.com/fighter-details/f7467152fd9f18a2,exact_normalized_display_name_unique,candidate
Tainara Lisboa,tainaralisboa,Tainara Lisboa,http://ufcstats.com/fighter-details/2c5f5749569eef66,exact_normalized_display_name_unique,candidate
Takeya Mizugaki,takeyamizugaki,Takeya Mizugaki,http://ufcstats.com/fighter-details/48e093ea1f43a053,exact_normalized_display_name_unique,candidate
Talita Bernardo,talitabernardo,Talita Bernardo,http://ufcstats.com/fighter-details/5b2325cd70dbe2ea,exact_normalized_display_name_unique,candidate
Tallison Teixeira,tallisonteixeira,Tallison Teixeira,http://ufcstats.com/fighter-details/17923f676f100e16,exact_normalized_display_name_unique,candidate
Tanner Boser,tannerboser,Tanner Boser,http://ufcstats.com/fighter-details/04c8b08b16a5b99e,exact_normalized_display_name_unique,candidate
Tarec Saffiedine,tarecsaffiedine,Tarec Saffiedine,http://ufcstats.com/fighter-details/0749d968e932df53,exact_normalized_display_name_unique,candidate
Tatiana Suarez,tatianasuarez,Tatiana Suarez,http://ufcstats.com/fighter-details/b08012bbe542592a,exact_normalized_display_name_unique,candidate
Tatsuro Taira,tatsurotaira,Tatsuro Taira,http://ufcstats.com/fighter-details/4461d7e47375a895,exact_normalized_display_name_unique,candidate
Tatsuya Kawajiri,tatsuyakawajiri,Tatsuya Kawajiri,http://ufcstats.com/fighter-details/80d918336163b80c,exact_normalized_display_name_unique,candidate
Tecia Pennington,teciapennington,Tecia Pennington,http://ufcstats.com/fighter-details/31ef8b67e13495b3,exact_normalized_display_name_unique,candidate
Thales Leites,thalesleites,Thales Leites,http://ufcstats.com/fighter-details/cfb65863d5099327,exact_normalized_display_name_unique,candidate
Thiago Alves,thiagoalves,Thiago Alves,http://ufcstats.com/fighter-details/31ee470ef5dc8d7f,exact_normalized_display_name_unique,candidate
Thiago Moises,thiagomoises,Thiago Moises,http://ufcstats.com/fighter-details/d945aae53e3e54e6,exact_normalized_display_name_unique,candidate
Thiago Santos,thiagosantos,Thiago Santos,http://ufcstats.com/fighter-details/dea070ed4a2a8281,exact_normalized_display_name_unique,candidate
Thiago Silva,thiagosilva,Thiago Silva,http://ufcstats.com/fighter-details/2924886ee9c4c527,exact_normalized_display_name_unique,candidate
Thiago Tavares,thiagotavares,Thiago Tavares,http://ufcstats.com/fighter-details/8a59d346dc976a10,exact_normalized_display_name_unique,candidate
Thomas Almeida,thomasalmeida,Thomas Almeida,http://ufcstats.com/fighter-details/2b074403b7c6cdb4,exact_normalized_display_name_unique,candidate
Tim Boetsch,timboetsch,Tim Boetsch,http://ufcstats.com/fighter-details/c80095f6092271a7,exact_normalized_display_name_unique,candidate
Tim Elliott,timelliott,Tim Elliott,http://ufcstats.com/fighter-details/c96d9178c9ed9e62,exact_normalized_display_name_unique,candidate
Tim Kennedy,timkennedy,Tim Kennedy,http://ufcstats.com/fighter-details/3c660c90d48fc80d,exact_normalized_display_name_unique,candidate
TJ Dillashaw,tjdillashaw,TJ Dillashaw,http://ufcstats.com/fighter-details/c849740a3ff51931,exact_normalized_display_name_unique,candidate
TJ Grant,tjgrant,TJ Grant,http://ufcstats.com/fighter-details/a26198ba5093147e,exact_normalized_display_name_unique,candidate
Tom Aspinall,tomaspinall,Tom Aspinall,http://ufcstats.com/fighter-details/399afbabc02376b5,exact_normalized_display_name_unique,candidate
Tom Lawlor,tomlawlor,Tom Lawlor,http://ufcstats.com/fighter-details/4d44f37107f01b9b,exact_normalized_display_name_unique,candidate
Tom Nolan,tomnolan,Tom Nolan,http://ufcstats.com/fighter-details/6c3b2525436cf5d4,exact_normalized_display_name_unique,candidate
Tony Ferguson,tonyferguson,Tony Ferguson,http://ufcstats.com/fighter-details/22a92d7f62195791,exact_normalized_display_name_unique,candidate
Tonya Evinger,tonyaevinger,Tonya Evinger,http://ufcstats.com/fighter-details/b12a1d19ee383b7c,exact_normalized_display_name_unique,candidate
Tracy Cortez,tracycortez,Tracy Cortez,http://ufcstats.com/fighter-details/68d4a891e5cf2029,exact_normalized_display_name_unique,candidate
Travis Browne,travisbrowne,Travis Browne,http://ufcstats.com/fighter-details/3236bf606fe9fa5b,exact_normalized_display_name_unique,candidate
Tyrell Fortune,tyrellfortune,Tyrell Fortune,http://ufcstats.com/fighter-details/bc7f4b2d4c2724a2,exact_normalized_display_name_unique,candidate
Tyron Woodley,tyronwoodley,Tyron Woodley,http://ufcstats.com/fighter-details/effd9de9937996f8,exact_normalized_display_name_unique,candidate
Tyson Nam,tysonnam,Tyson Nam,http://ufcstats.com/fighter-details/6e00cfffd54653c4,exact_normalized_display_name_unique,candidate
Tyson Pedro,tysonpedro,Tyson Pedro,http://ufcstats.com/fighter-details/49e96ff8ab781589,exact_normalized_display_name_unique,candidate
Ulysses Gomez,ulyssesgomez,Ulysses Gomez,http://ufcstats.com/fighter-details/1e35aa8955794580,exact_normalized_display_name_unique,candidate
Umar Nurmagomedov,umarnurmagomedov,Umar Nurmagomedov,http://ufcstats.com/fighter-details/2b6fc1c02736833d,exact_normalized_display_name_unique,candidate
Uriah Hall,uriahhall,Uriah Hall,http://ufcstats.com/fighter-details/65578a75fa7900e3,exact_normalized_display_name_unique,candidate
Urijah Faber,urijahfaber,Urijah Faber,http://ufcstats.com/fighter-details/78114b7199cef90c,exact_normalized_display_name_unique,candidate
Uros Medic,urosmedic,Uros Medic,http://ufcstats.com/fighter-details/681399317dbf4701,exact_normalized_display_name_unique,candidate
Valentina Shevchenko,valentinashevchenko,Valentina Shevchenko,http://ufcstats.com/fighter-details/132deb59abae64b1,exact_normalized_display_name_unique,candidate
Valerie Letourneau,valerieletourneau,Valerie Letourneau,http://ufcstats.com/fighter-details/46a2f24feb258ae0,exact_normalized_display_name_unique,candidate
