source_event_url,source_match_nr,source_event_title,source_organisation,source_event_date,fighter1_url,fighter2_url,fighter1_name,fighter2_name,fighter1_canonical_id,fighter2_canonical_id,trusted_fighter_count,canonical_pair_fight_count,canonical_pair_same_date_count,canonical_fight_id,canonical_event_id,classification,review_status
/events/UFC-on-Fox-19-Teixeira-vs-Evans-50261,9,UFC on Fox 19 - Teixeira vs. Evans,Ultimate Fighting Championship (UFC),2016-04-16,/fighter/Khabib-Nurmagomedov-56035,/fighter/Darrell-Horcher-47899,Khabib Nurmagomedov,Darrell Horcher,f05a54c0-350b-5ff5-a2d3-3c986158714d,ffc1d0dd-67bc-589a-9f78-8482725cf50e,2,1,1,146c3458-40ae-5453-8623-c1b8b9f74b43,2a75c167-d74b-5398-b3c1-0b83100ec6c8,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-on-Fox-19-Teixeira-vs-Evans-50261,8,UFC on Fox 19 - Teixeira vs. Evans,Ultimate Fighting Championship (UFC),2016-04-16,/fighter/Cub-Swanson-11002,/fighter/Hacran-Dias-19789,Cub Swanson,Hacran Dias,33657b0f-cd8b-51ff-859e-5bdec1f19684,,1,0,0,,,unresolved_trusted_fighter_identity,audit_only
/events/UFC-on-Fox-19-Teixeira-vs-Evans-50261,7,UFC on Fox 19 - Teixeira vs. Evans,Ultimate Fighting Championship (UFC),2016-04-16,/fighter/Michael-Chiesa-46224,/fighter/Beneil-Dariush-56583,Michael Chiesa,Beneil Dariush,22f2755e-329d-5dd9-b304-b1173ad5a624,6e2501f3-d808-5efe-b098-074daa7a2a4c,2,1,1,479eba0c-d8ae-5232-a648-58d76d5b64fa,2a75c167-d74b-5398-b3c1-0b83100ec6c8,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-on-Fox-19-Teixeira-vs-Evans-50261,6,UFC on Fox 19 - Teixeira vs. Evans,Ultimate Fighting Championship (UFC),2016-04-16,/fighter/Raquel-Pennington-75564,/fighter/Bethe-Correia-103069,Raquel Pennington,Bethe Correia,bdaf23c7-a9eb-5fb1-82c3-72bb8f89151e,d5f36002-05ca-5b14-9cf7-60d4ebbf61b1,2,1,1,85c85075-8a09-5c9f-9969-5d2f59c86692,2a75c167-d74b-5398-b3c1-0b83100ec6c8,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-on-Fox-19-Teixeira-vs-Evans-50261,5,UFC on Fox 19 - Teixeira vs. Evans,Ultimate Fighting Championship (UFC),2016-04-16,/fighter/Santiago-Ponzinibbio-64593,/fighter/Court-McGee-34124,Santiago Ponzinibbio,Court McGee,6e22427e-e41a-50ed-8667-64854c637c7d,d775368b-4ed1-5dc5-b8d5-f4b652ada177,2,1,1,e16ff65b-ea13-5b82-aa0d-9713a0c6c4cf,2a75c167-d74b-5398-b3c1-0b83100ec6c8,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-on-Fox-19-Teixeira-vs-Evans-50261,4,UFC on Fox 19 - Teixeira vs. Evans,Ultimate Fighting Championship (UFC),2016-04-16,/fighter/Michael-Graves-64989,/fighter/Randy-Brown-115641,Michael Graves,Randy Brown,228d5021-bce5-575b-b65b-31a4eacaae37,11de7b35-0185-5c79-be48-04ddf9a0213f,2,1,1,26b77f84-8b79-5231-a0b5-bdd918d9492d,2a75c167-d74b-5398-b3c1-0b83100ec6c8,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-on-Fox-19-Teixeira-vs-Evans-50261,3,UFC on Fox 19 - Teixeira vs. Evans,Ultimate Fighting Championship (UFC),2016-04-16,/fighter/John-Dodson-11660,/fighter/Manny-Gamburyan-5185,John Dodson,Manny Gamburyan,c7104c0e-93bd-5751-980b-ea2495be1fb2,,1,0,0,,,unresolved_trusted_fighter_identity,audit_only
/events/UFC-on-Fox-19-Teixeira-vs-Evans-50261,2,UFC on Fox 19 - Teixeira vs. Evans,Ultimate Fighting Championship (UFC),2016-04-16,/fighter/Cezar-Ferreira-22400,/fighter/Oluwale-Bamgbose-103153,Cezar Ferreira,Oluwale Bamgbose,90c25e59-eb69-57b2-aacf-0e40afc2eac1,78795b01-2188-566d-a045-73cf403d3921,2,1,1,41aad99b-7f47-5431-ac81-8d3fd523a3d0,2a75c167-d74b-5398-b3c1-0b83100ec6c8,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-on-Fox-19-Teixeira-vs-Evans-50261,1,UFC on Fox 19 - Teixeira vs. Evans,Ultimate Fighting Championship (UFC),2016-04-16,/fighter/Elizeu-Zaleski-dos-Santos-63825,/fighter/Omari-Akhmedov-83462,Elizeu Zaleski dos Santos,Omari Akhmedov,,809edb53-89df-5e1e-9001-e2cc542d2be2,1,0,0,,,unresolved_trusted_fighter_identity,audit_only
/events/UFC-Fight-Night-86-Rothwell-vs-Dos-Santos-50295,13,UFC Fight Night 86 - Rothwell vs. Dos Santos,Ultimate Fighting Championship (UFC),2016-04-10,/fighter/Junior-dos-Santos-17272,/fighter/Ben-Rothwell-2262,Junior dos Santos,Ben Rothwell,64bad955-4371-5c39-95d6-49c7f3c3d2cb,cb5ce76a-5297-53ca-b8b6-59169430f404,2,1,1,37610320-01da-555a-9245-6298e0ee38b7,e0c4cde4-364c-54e9-bf22-a631378849db,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-Fight-Night-86-Rothwell-vs-Dos-Santos-50295,12,UFC Fight Night 86 - Rothwell vs. Dos Santos,Ultimate Fighting Championship (UFC),2016-04-10,/fighter/Derrick-Lewis-59284,/fighter/Gabriel-Gonzaga-7306,Derrick Lewis,Gabriel Gonzaga,af2f92c5-8c8c-58ed-a930-37206d43571f,34105f05-af72-54ba-939e-66ce5a3a9fd1,2,1,1,da82f0c6-b32d-58b0-bed3-4d17860f0fba,e0c4cde4-364c-54e9-bf22-a631378849db,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-Fight-Night-86-Rothwell-vs-Dos-Santos-50295,11,UFC Fight Night 86 - Rothwell vs. Dos Santos,Ultimate Fighting Championship (UFC),2016-04-10,/fighter/Francis-Ngannou-152341,/fighter/Curtis-Blaydes-172939,Francis Ngannou,Curtis Blaydes,b162b92a-acc6-51a1-acff-160be24f55e0,0a3a2a39-71bf-550e-9097-18a6d9efe887,2,2,1,c9fbc977-c0ac-5a89-96ad-19a275a0aebf,e0c4cde4-364c-54e9-bf22-a631378849db,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-Fight-Night-86-Rothwell-vs-Dos-Santos-50295,10,UFC Fight Night 86 - Rothwell vs. Dos Santos,Ultimate Fighting Championship (UFC),2016-04-10,/fighter/Timothy-Johnson-72706,/fighter/Marcin-Tybura-86928,Timothy Johnson,Marcin Tybura,3be6f60b-c82b-5180-bebb-dbace886161a,b25be9cc-324f-54e0-aecc-a6eb99c39b7a,2,1,1,5a688bcf-5649-5bd5-ba91-c6f9c42249bc,e0c4cde4-364c-54e9-bf22-a631378849db,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-Fight-Night-86-Rothwell-vs-Dos-Santos-50295,9,UFC Fight Night 86 - Rothwell vs. Dos Santos,Ultimate Fighting Championship (UFC),2016-04-10,/fighter/Jan-Blachowicz-25821,/fighter/Igor-Pokrajac-7621,Jan Blachowicz,Igor Pokrajac,04c700de-d71e-534b-9e4a-67b7ff7f69a8,6de5e1f3-c081-51f4-bd0c-add783c0ec16,2,1,1,ab4e3d74-034a-512a-b7e3-9df6c3ea415f,e0c4cde4-364c-54e9-bf22-a631378849db,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-Fight-Night-86-Rothwell-vs-Dos-Santos-50295,8,UFC Fight Night 86 - Rothwell vs. Dos Santos,Ultimate Fighting Championship (UFC),2016-04-10,/fighter/Maryna-Moroz-151905,/fighter/Cristina-Stanciu-179481,Maryna Moroz,Cristina Stanciu,200b2275-b471-5e7f-8f67-1e9c348959ce,0401822b-f4c1-5529-b2e1-2e552bf3f94a,2,1,1,30e8adde-3ad3-5874-ae8d-78164653752b,e0c4cde4-364c-54e9-bf22-a631378849db,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-Fight-Night-86-Rothwell-vs-Dos-Santos-50295,7,UFC Fight Night 86 - Rothwell vs. Dos Santos,Ultimate Fighting Championship (UFC),2016-04-10,/fighter/Zak-Cummings-31808,/fighter/Nicolas-Dalby-63608,Zak Cummings,Nicolas Dalby,3f780262-8eb3-5751-a1c3-d3bd8d0c7d58,17c35324-7af3-5827-97a3-383f39eb8640,2,1,1,bf072e2e-1ecd-5582-83c5-c4e67b960044,e0c4cde4-364c-54e9-bf22-a631378849db,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-Fight-Night-86-Rothwell-vs-Dos-Santos-50295,6,UFC Fight Night 86 - Rothwell vs. Dos Santos,Ultimate Fighting Championship (UFC),2016-04-10,/fighter/Alejandro-Perez-13428,/fighter/Ian-Entwistle-50588,Alejandro Perez,Ian Entwistle,dd8002e1-8dde-5d74-b228-19b9974bce14,98c9e09e-9f7a-56f7-9920-22b026b002cf,2,1,1,6a893545-6fa7-57f2-a23c-0329952e8423,e0c4cde4-364c-54e9-bf22-a631378849db,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-Fight-Night-86-Rothwell-vs-Dos-Santos-50295,5,UFC Fight Night 86 - Rothwell vs. Dos Santos,Ultimate Fighting Championship (UFC),2016-04-10,/fighter/Mairbek-Taisumov-33161,/fighter/Damir-Hadzovic-56139,Mairbek Taisumov,Damir Hadzovic,bf372c8c-bcf1-5f1c-98c4-ae438770bf65,fc289bc4-2882-5529-928f-16632c009b5d,2,1,1,2df24ccf-97af-5dba-a4a7-293fa19fb679,e0c4cde4-364c-54e9-bf22-a631378849db,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-Fight-Night-86-Rothwell-vs-Dos-Santos-50295,4,UFC Fight Night 86 - Rothwell vs. Dos Santos,Ultimate Fighting Championship (UFC),2016-04-10,/fighter/Damian-Stasiak-86920,/fighter/Filip-Pejic-85664,Damian Stasiak,Filip Pejic,46424daf-5ba0-5ebf-a436-f29db7418bcc,7d850eaa-75e7-50b3-a2f6-b691bd999906,2,1,1,4f24e03b-6e3b-59dd-8748-9d319f9ca5bb,e0c4cde4-364c-54e9-bf22-a631378849db,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-Fight-Night-86-Rothwell-vs-Dos-Santos-50295,3,UFC Fight Night 86 - Rothwell vs. Dos Santos,Ultimate Fighting Championship (UFC),2016-04-10,/fighter/Lucas-Martins-100031,/fighter/Robert-Whiteford-47105,Lucas Martins,Robert Whiteford,dcd0529d-36b6-5288-b9d1-b28025a031f3,bb5243a4-6200-5e71-ad2a-7bd6726b9742,2,1,1,54d44caf-4564-5fdc-92cd-6dba07c901ec,e0c4cde4-364c-54e9-bf22-a631378849db,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-Fight-Night-86-Rothwell-vs-Dos-Santos-50295,2,UFC Fight Night 86 - Rothwell vs. Dos Santos,Ultimate Fighting Championship (UFC),2016-04-10,/fighter/Jared-Cannonier-78628,/fighter/Cyril-Asker-94411,Jared Cannonier,Cyril Asker,0b9bdd7d-6c26-53b2-9bce-456ba2ca616c,594201de-f1ab-5679-9685-a6bf7c54a9de,2,1,1,d595fe4e-406b-514e-8794-7642cedaeb02,e0c4cde4-364c-54e9-bf22-a631378849db,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-Fight-Night-86-Rothwell-vs-Dos-Santos-50295,1,UFC Fight Night 86 - Rothwell vs. Dos Santos,Ultimate Fighting Championship (UFC),2016-04-10,/fighter/Bojan-Velickovic-76620,/fighter/Alessio-Di-Chirico-89875,Bojan Velickovic,Alessio Di Chirico,158ea3d5-d38d-5433-90d1-ff32f76e0456,5da9b671-5180-585d-a313-1bfededa626f,2,1,1,8d6f33ef-4c31-5fd2-a421-bc3d47b6337f,e0c4cde4-364c-54e9-bf22-a631378849db,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-Fight-Night-85-Hunt-vs-Mir-47939,12,UFC Fight Night 85 - Hunt vs. Mir,Ultimate Fighting Championship (UFC),2016-03-19,/fighter/Mark-Hunt-10668,/fighter/Frank-Mir-2329,Mark Hunt,Frank Mir,007ea0c3-6c8b-50fd-9e42-3ba14ef25f8b,4d8afa07-3fef-50e3-ae70-e19e5bbd5ae1,2,1,1,ccd63f6c-777d-597c-8a01-32d361c157f5,f8d13274-ed17-5e8c-bded-7a2269bfd151,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-Fight-Night-85-Hunt-vs-Mir-47939,11,UFC Fight Night 85 - Hunt vs. Mir,Ultimate Fighting Championship (UFC),2016-03-19,/fighter/Neil-Magny-69166,/fighter/Hector-Lombard-11292,Neil Magny,Hector Lombard,b2846c20-b99e-56fd-9e3c-6387a5affe31,a6465839-d0ca-53fc-883d-42b1b383de9d,2,1,1,1bd4eab7-54f8-5f8d-a684-9a801c6101de,f8d13274-ed17-5e8c-bded-7a2269bfd151,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-Fight-Night-85-Hunt-vs-Mir-47939,10,UFC Fight Night 85 - Hunt vs. Mir,Ultimate Fighting Championship (UFC),2016-03-19,/fighter/Jake-Matthews-122139,/fighter/Johnny-Case-28017,Jake Matthews,Johnny Case,9b100452-cb72-5969-b037-319324576452,9b17847e-eb98-599a-b20b-4c20b2ae5c37,2,1,1,4c7ed208-b220-56ee-8ece-48ecb36f38a3,f8d13274-ed17-5e8c-bded-7a2269bfd151,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-Fight-Night-85-Hunt-vs-Mir-47939,9,UFC Fight Night 85 - Hunt vs. Mir,Ultimate Fighting Championship (UFC),2016-03-19,/fighter/Daniel-Kelly-49516,/fighter/Antonio-Carlos-Jr-143157,Daniel Kelly,Antonio Carlos Jr.,f3b0ee57-3994-5b50-9475-dd113eca95fb,,1,0,0,,,unresolved_trusted_fighter_identity,audit_only
/events/UFC-Fight-Night-85-Hunt-vs-Mir-47939,8,UFC Fight Night 85 - Hunt vs. Mir,Ultimate Fighting Championship (UFC),2016-03-19,/fighter/Steve-Bosse-22732,/fighter/James-Te-Huna-9033,Steve Bosse,James Te Huna,67be0c8c-f1d3-5400-a544-54e8c6ccc91a,86a3e354-d3ef-5809-84aa-2cd1d49f1872,2,1,1,a1db0f44-bae3-5222-a96b-2433852f4338,f8d13274-ed17-5e8c-bded-7a2269bfd151,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-Fight-Night-85-Hunt-vs-Mir-47939,7,UFC Fight Night 85 - Hunt vs. Mir,Ultimate Fighting Championship (UFC),2016-03-19,/fighter/Bec-Rawlings-84964,/fighter/Seo-Hee-Ham-21246,Bec Rawlings,Seo Hee Ham,7894465f-f4ac-5cad-bb5b-4ac16df8607c,4b4e203b-9028-5dfe-a112-7ccc040fbb0d,2,1,1,056d6c4c-cac6-55ae-b8c5-9598ec91be13,f8d13274-ed17-5e8c-bded-7a2269bfd151,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-Fight-Night-85-Hunt-vs-Mir-47939,6,UFC Fight Night 85 - Hunt vs. Mir,Ultimate Fighting Championship (UFC),2016-03-19,/fighter/Alan-Jouban-65878,/fighter/Brendan-OReilly-52633,Alan Jouban,Brendan O'Reilly,,a84b30dc-d282-5c08-bfe2-0ccc14f14bdd,1,0,0,,,unresolved_trusted_fighter_identity,audit_only
/events/UFC-Fight-Night-85-Hunt-vs-Mir-47939,5,UFC Fight Night 85 - Hunt vs. Mir,Ultimate Fighting Championship (UFC),2016-03-19,/fighter/Dan-Hooker-45122,/fighter/Mark-Eddiva-75370,Dan Hooker,Mark Eddiva,05ab082e-ee4b-5118-8a8f-dff4081f9509,78b01c7f-ff57-5470-8f92-8cf063b10c61,2,1,1,a724fd3d-cfa8-5a4e-99c3-3bb21f650286,f8d13274-ed17-5e8c-bded-7a2269bfd151,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-Fight-Night-85-Hunt-vs-Mir-47939,4,UFC Fight Night 85 - Hunt vs. Mir,Ultimate Fighting Championship (UFC),2016-03-19,/fighter/Leslie-Smith-46542,/fighter/Rin-Nakai-18887,Leslie Smith,Rin Nakai,6e19d0c7-a762-55c7-85b1-2be6c9edab68,f98b0114-e6a0-56cf-82ef-9d679fb7802d,2,1,1,7d012298-7212-547e-9831-bec7d2522575,f8d13274-ed17-5e8c-bded-7a2269bfd151,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-Fight-Night-85-Hunt-vs-Mir-47939,3,UFC Fight Night 85 - Hunt vs. Mir,Ultimate Fighting Championship (UFC),2016-03-19,/fighter/Viscardi-Andrade-30298,/fighter/Richard-Walsh-55587,Viscardi Andrade,Richard Walsh,ed2c6c6e-9138-5da8-bfbe-2ad533b88883,147323be-7c1a-5381-806c-c7833848c218,2,1,1,d6347c7f-637c-5946-9df1-ab6658ff8cd6,f8d13274-ed17-5e8c-bded-7a2269bfd151,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-Fight-Night-85-Hunt-vs-Mir-47939,2,UFC Fight Night 85 - Hunt vs. Mir,Ultimate Fighting Championship (UFC),2016-03-19,/fighter/Ross-Pearson-11884,/fighter/Chad-Laprise-69681,Ross Pearson,Chad Laprise,cd99a84f-4d70-5cb4-8ae6-20a568d82ab8,acbbc271-288c-5302-aa9d-5b696bdd20d9,2,1,1,dc2b7a9e-4ad0-53dc-85f8-d8c211f47ec6,f8d13274-ed17-5e8c-bded-7a2269bfd151,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-Fight-Night-85-Hunt-vs-Mir-47939,1,UFC Fight Night 85 - Hunt vs. Mir,Ultimate Fighting Championship (UFC),2016-03-19,/fighter/Alan-Patrick-31096,/fighter/Damien-Brown-62243,Alan Patrick,Damien Brown,,1309bb4a-40eb-5d72-8524-a92cc7407b50,1,0,0,,,unresolved_trusted_fighter_identity,audit_only
/events/UFC-196-McGregor-vs-Diaz-47931,12,UFC 196 - McGregor vs. Diaz,Ultimate Fighting Championship (UFC),2016-03-05,/fighter/Nate-Diaz-11451,/fighter/Conor-McGregor-29688,Nate Diaz,Conor McGregor,2221ac02-1b74-5e83-9740-0b47e03fc2c0,80515f8c-e606-5e31-a725-7f9542958bf8,2,2,1,ffba4b14-f10d-54d8-91c5-e873071fa53e,2c22410f-a4de-5d23-b408-3c503b99a2d2,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-196-McGregor-vs-Diaz-47931,11,UFC 196 - McGregor vs. Diaz,Ultimate Fighting Championship (UFC),2016-03-05,/fighter/Miesha-Tate-26252,/fighter/Holly-Holm-75125,Miesha Tate,Holly Holm,6049cb57-f56e-5a83-8ade-2d426f965631,87e07e6e-138b-5135-915f-46cebddbf18a,2,1,1,2e9bd6a7-2282-55a1-828a-fc9ba22d4929,2c22410f-a4de-5d23-b408-3c503b99a2d2,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-196-McGregor-vs-Diaz-47931,10,UFC 196 - McGregor vs. Diaz,Ultimate Fighting Championship (UFC),2016-03-05,/fighter/Ilir-Latifi-40207,/fighter/Gian-Villante-42802,Ilir Latifi,Gian Villante,,3ea26589-e3c3-5e8f-b175-d6e4c5fb41a6,1,0,0,,,unresolved_trusted_fighter_identity,audit_only
/events/UFC-196-McGregor-vs-Diaz-47931,9,UFC 196 - McGregor vs. Diaz,Ultimate Fighting Championship (UFC),2016-03-05,/fighter/Corey-Anderson-171723,/fighter/Tom-Lawlor-21940,Corey Anderson,Tom Lawlor,43a3f3ed-4d6e-52fa-aaf8-ebda04712200,ae1c1e72-1454-545a-9783-9b2337d8ccb7,2,1,1,3f7850ce-eb6d-5825-a1ed-7ccf57859c42,2c22410f-a4de-5d23-b408-3c503b99a2d2,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-196-McGregor-vs-Diaz-47931,8,UFC 196 - McGregor vs. Diaz,Ultimate Fighting Championship (UFC),2016-03-05,/fighter/Amanda-Nunes-31496,/fighter/Valentina-Shevchenko-45384,Amanda Nunes,Valentina Shevchenko,d172f62a-4112-5880-ad45-785bd2bc21a9,71e05e00-9248-5c03-acfd-471e26af1ed4,2,2,1,959a75fc-28e0-556a-ad18-643f33dc70c1,2c22410f-a4de-5d23-b408-3c503b99a2d2,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-196-McGregor-vs-Diaz-47931,7,UFC 196 - McGregor vs. Diaz,Ultimate Fighting Championship (UFC),2016-03-05,/fighter/Siyar-Bahadurzada-5453,/fighter/Brandon-Thatch-22298,Siyar Bahadurzada,Brandon Thatch,f2dd0214-ca6f-5bd7-97c4-9a580acdcf3f,db83249b-45a1-5c7c-a4a6-d22fb865ccdd,2,1,1,537d4a40-db55-5a7a-991a-0508ac834b81,2c22410f-a4de-5d23-b408-3c503b99a2d2,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-196-McGregor-vs-Diaz-47931,6,UFC 196 - McGregor vs. Diaz,Ultimate Fighting Championship (UFC),2016-03-05,/fighter/Nordine-Taleb-26261,/fighter/Erick-Silva-15009,Nordine Taleb,Erick Silva,39b6183c-c50b-5893-89cc-e46cd491c442,72b86d38-a01b-5315-857a-a0a23cd0d61b,2,1,1,18131083-8404-5ec1-a40d-2177b5a5f1df,2c22410f-a4de-5d23-b408-3c503b99a2d2,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-196-McGregor-vs-Diaz-47931,5,UFC 196 - McGregor vs. Diaz,Ultimate Fighting Championship (UFC),2016-03-05,/fighter/Vitor-Miranda-13004,/fighter/Marcelo-Guimaraes-20277,Vitor Miranda,Marcelo Guimaraes,9fd12c0d-483d-53ae-8758-364528d21e01,e30c4d7f-9756-5d48-9d8b-1838ca0bf643,2,1,1,77cadaf3-092e-5b32-abb9-29c28935a5e7,2c22410f-a4de-5d23-b408-3c503b99a2d2,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-196-McGregor-vs-Diaz-47931,4,UFC 196 - McGregor vs. Diaz,Ultimate Fighting Championship (UFC),2016-03-05,/fighter/Darren-Elkins-22094,/fighter/Chas-Skelly-47227,Darren Elkins,Chas Skelly,930b0965-42c9-5e6d-9e5e-e014833909c0,4593744c-6ed8-5d02-9f7d-ab919bf7945c,2,1,1,4bae8ea9-3578-5eca-ab8b-5a47bffa0e27,2c22410f-a4de-5d23-b408-3c503b99a2d2,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-196-McGregor-vs-Diaz-47931,3,UFC 196 - McGregor vs. Diaz,Ultimate Fighting Championship (UFC),2016-03-05,/fighter/Diego-Sanchez-4824,/fighter/Jim-Miller-14463,Diego Sanchez,Jim Miller,e6036cd5-d522-5ec7-bc50-a51b1698b70d,2fbed6b4-0abd-552b-a789-4ff1f3bc815f,2,1,1,99b0f640-3abd-5261-8654-beafd64b554a,2c22410f-a4de-5d23-b408-3c503b99a2d2,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-196-McGregor-vs-Diaz-47931,2,UFC 196 - McGregor vs. Diaz,Ultimate Fighting Championship (UFC),2016-03-05,/fighter/Jason-Saggo-58213,/fighter/Justin-Salas-16180,Jason Saggo,Justin Salas,ee2e80e5-54cd-5840-9422-0679db4de7a0,339de2ef-a30d-56e9-8572-886cc77e318c,2,1,1,c2e560a7-8287-5b18-858a-a8f6cda0f223,2c22410f-a4de-5d23-b408-3c503b99a2d2,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-196-McGregor-vs-Diaz-47931,1,UFC 196 - McGregor vs. Diaz,Ultimate Fighting Championship (UFC),2016-03-05,/fighter/Teruto-Ishihara-78898,/fighter/Julian-Erosa-71442,Teruto Ishihara,Julian Erosa,d608d4b9-b887-50c9-ae15-6831660e4521,3e45b2de-bb7a-505a-a827-fb7981d62df2,2,1,1,7f3ef7d0-f16f-5ef9-8fc2-f4a0f4e9fadd,2c22410f-a4de-5d23-b408-3c503b99a2d2,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-Fight-Night-84-Silva-vs-Bisping-47937,13,UFC Fight Night 84 - Silva vs. Bisping,Ultimate Fighting Championship (UFC),2016-02-27,/fighter/Michael-Bisping-10196,/fighter/Anderson-Silva-1356,Michael Bisping,Anderson Silva,c31cc6ed-54d5-5fea-8c9d-91455e677341,1c346341-8384-5ff7-8bb5-93966b1a37b9,2,1,1,44f4ebdc-09fd-56c6-b86e-3e402ef35386,c73afce2-8cd5-5b25-9868-7dcef933b33e,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-Fight-Night-84-Silva-vs-Bisping-47937,12,UFC Fight Night 84 - Silva vs. Bisping,Ultimate Fighting Championship (UFC),2016-02-27,/fighter/Gegard-Mousasi-7466,/fighter/Thales-Leites-8593,Gegard Mousasi,Thales Leites,c24c881a-d5d6-50d6-84a3-7d68186c4132,35f9f19a-3f74-54a0-9ccc-2aab50b68067,2,1,1,704fec46-fe9f-5f47-ac50-2e4e415dc05c,c73afce2-8cd5-5b25-9868-7dcef933b33e,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-Fight-Night-84-Silva-vs-Bisping-47937,11,UFC Fight Night 84 - Silva vs. Bisping,Ultimate Fighting Championship (UFC),2016-02-27,/fighter/Tom-Breese-45986,/fighter/Keita-Nakamura-9572,Tom Breese,Keita Nakamura,d96f0041-e5d3-516a-87c1-cfceb156432c,d5b23b6f-f284-5182-b090-94a1313a861a,2,1,1,577e5e22-dd00-5550-a022-8958ded8cb56,c73afce2-8cd5-5b25-9868-7dcef933b33e,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-Fight-Night-84-Silva-vs-Bisping-47937,10,UFC Fight Night 84 - Silva vs. Bisping,Ultimate Fighting Championship (UFC),2016-02-27,/fighter/Brad-Pickett-11743,/fighter/Francisco-Rivera-11908,Brad Pickett,Francisco Rivera,b735741d-54b6-507a-87de-427091b1bd57,dfd8aec5-6b40-5e5f-98fe-d096476cf721,2,1,1,220292c8-a258-508b-806e-9ad69e8b22a5,c73afce2-8cd5-5b25-9868-7dcef933b33e,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-Fight-Night-84-Silva-vs-Bisping-47937,9,UFC Fight Night 84 - Silva vs. Bisping,Ultimate Fighting Championship (UFC),2016-02-27,/fighter/Makwan-Amirkhani-69406,/fighter/Mike-Wilkinson-50586,Makwan Amirkhani,Mike Wilkinson,213f04be-519b-528a-89f5-18e1817bede7,26b0cd25-a1c8-527f-9f19-796b8baf5f1f,2,1,1,dc2eb476-098d-574f-ac29-065fe6beb31d,c73afce2-8cd5-5b25-9868-7dcef933b33e,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-Fight-Night-84-Silva-vs-Bisping-47937,8,UFC Fight Night 84 - Silva vs. Bisping,Ultimate Fighting Championship (UFC),2016-02-27,/fighter/Davey-Grant-30564,/fighter/Marlon-Vera-97179,Davey Grant,Marlon Vera,f8d7a7b2-a2f2-5926-a532-042b20e58952,31101a8c-d745-5b31-b9d1-a4e9e6119c5d,2,2,1,0c94ea76-9c9a-5633-94ce-7812fa5fb9da,c73afce2-8cd5-5b25-9868-7dcef933b33e,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-Fight-Night-84-Silva-vs-Bisping-47937,7,UFC Fight Night 84 - Silva vs. Bisping,Ultimate Fighting Championship (UFC),2016-02-27,/fighter/Scott-Askham-40518,/fighter/Chris-Dempsey-79277,Scott Askham,Chris Dempsey,3c83da8b-8f01-57eb-bb48-dc0555e23f4d,508b6003-f0d7-5d08-85c7-25fd17e14888,2,1,1,2b3083a1-f874-5fe5-a7c1-a19cad973b35,c73afce2-8cd5-5b25-9868-7dcef933b33e,exact_ufc_overlap_pair_plus_date,audit_only
