source_event_url,source_match_nr,source_event_title,source_organisation,source_event_date,fighter1_url,fighter2_url,fighter1_name,fighter2_name,fighter1_canonical_id,fighter2_canonical_id,trusted_fighter_count,canonical_pair_fight_count,canonical_pair_same_date_count,canonical_fight_id,canonical_event_id,classification,review_status
/events/UFC-265-Lewis-vs-Gane-89140,13,UFC 265 - Lewis vs. Gane,Ultimate Fighting Championship (UFC),2021-08-07,/fighter/Ciryl-Gane-293973,/fighter/Derrick-Lewis-59284,Ciryl Gane,Derrick Lewis,,af2f92c5-8c8c-58ed-a930-37206d43571f,1,0,0,,,unresolved_trusted_fighter_identity,audit_only
/events/UFC-265-Lewis-vs-Gane-89140,12,UFC 265 - Lewis vs. Gane,Ultimate Fighting Championship (UFC),2021-08-07,/fighter/Jose-Aldo-11506,/fighter/Pedro-Munhoz-52407,Jose Aldo,Pedro Munhoz,c379b101-fb16-5175-973d-cff24e20549e,1162276b-072f-5b63-ae1c-82ed42d2fffd,2,1,1,c292ee35-64d9-5542-9baf-f87b063fd60e,ed11f74c-ff18-532c-b132-52c8dac8bffd,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-265-Lewis-vs-Gane-89140,11,UFC 265 - Lewis vs. Gane,Ultimate Fighting Championship (UFC),2021-08-07,/fighter/Vicente-Luque-66474,/fighter/Michael-Chiesa-46224,Vicente Luque,Michael Chiesa,d5b21fd8-dafd-5207-99bd-7da545696969,22f2755e-329d-5dd9-b304-b1173ad5a624,2,1,1,453bda44-e95c-510d-94cc-7f21c4121530,ed11f74c-ff18-532c-b132-52c8dac8bffd,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-265-Lewis-vs-Gane-89140,10,UFC 265 - Lewis vs. Gane,Ultimate Fighting Championship (UFC),2021-08-07,/fighter/Tecia-Torres-85096,/fighter/Angela-Hill-148517,Tecia Torres,Angela Hill,,e9145a40-c76f-5a1e-84e1-0543a5d04e5b,1,0,0,,,unresolved_trusted_fighter_identity,audit_only
/events/UFC-265-Lewis-vs-Gane-89140,9,UFC 265 - Lewis vs. Gane,Ultimate Fighting Championship (UFC),2021-08-07,/fighter/Yadong-Song-103807,/fighter/Casey-Kenney-211031,Yadong Song,Casey Kenney,,2905bff4-085c-5182-80e7-28147ad5707a,1,0,0,,,unresolved_trusted_fighter_identity,audit_only
/events/UFC-265-Lewis-vs-Gane-89140,8,UFC 265 - Lewis vs. Gane,Ultimate Fighting Championship (UFC),2021-08-07,/fighter/Rafael-Fiziev-202657,/fighter/Bobby-Green-27953,Rafael Fiziev,Bobby Green,5f98d6cc-6891-508d-a7a2-36ae479a868c,,1,0,0,,,unresolved_trusted_fighter_identity,audit_only
/events/UFC-265-Lewis-vs-Gane-89140,7,UFC 265 - Lewis vs. Gane,Ultimate Fighting Championship (UFC),2021-08-07,/fighter/Vince-Morales-177019,/fighter/Drako-Rodriguez-203421,Vince Morales,Drako Rodriguez,32bf99a8-a421-5b59-b23e-d631d2d4fad2,5c4ce773-0925-5c68-9f30-7d8a83680852,2,1,1,dcaff6d9-5001-5e92-915a-97a9176a5c68,ed11f74c-ff18-532c-b132-52c8dac8bffd,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-265-Lewis-vs-Gane-89140,6,UFC 265 - Lewis vs. Gane,Ultimate Fighting Championship (UFC),2021-08-07,/fighter/Alonzo-Menifield-210501,/fighter/Ed-Herman-6561,Alonzo Menifield,Ed Herman,0671030d-26f6-5dd0-aa4c-c5f74aaab71a,1b6d8d96-dbb7-52dd-bcde-295df13d10e5,2,1,1,a34a43c9-4e53-5754-a193-4c1f314aa6fb,ed11f74c-ff18-532c-b132-52c8dac8bffd,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-265-Lewis-vs-Gane-89140,5,UFC 265 - Lewis vs. Gane,Ultimate Fighting Championship (UFC),2021-08-07,/fighter/Jessica-Penne-21247,/fighter/Karolina-Kowalkiewicz-101401,Jessica Penne,Karolina Kowalkiewicz,3de2b298-d7c4-5cf7-8f07-8f1472d0a6f3,8a5eea0d-b63b-5a6a-afe3-120cfd354963,2,1,1,ef748cdc-e65c-5fcd-b289-f720e54538fa,ed11f74c-ff18-532c-b132-52c8dac8bffd,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-265-Lewis-vs-Gane-89140,4,UFC 265 - Lewis vs. Gane,Ultimate Fighting Championship (UFC),2021-08-07,/fighter/Manel-Kape-101189,/fighter/Ode-Osbourne-137969,Manel Kape,Ode Osbourne,705e8617-8360-55a6-8143-95a7ec0f2258,d0b74625-c1d8-5158-86e7-995ec0509d48,2,1,1,835c6583-06c9-5d2f-a884-e9f107fe9b60,ed11f74c-ff18-532c-b132-52c8dac8bffd,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-265-Lewis-vs-Gane-89140,3,UFC 265 - Lewis vs. Gane,Ultimate Fighting Championship (UFC),2021-08-07,/fighter/Miles-Johns-172691,/fighter/Anderson-dos-Santos-95053,Miles Johns,Anderson dos Santos,905f4a5b-c82b-5779-a4a0-4ad0f8a963e2,7f4e4678-5649-5c49-b050-f9dc52e630c4,2,1,1,ece18123-10af-5d82-bf8c-593611a0d03d,ed11f74c-ff18-532c-b132-52c8dac8bffd,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-265-Lewis-vs-Gane-89140,2,UFC 265 - Lewis vs. Gane,Ultimate Fighting Championship (UFC),2021-08-07,/fighter/Melissa-Gatto-193547,/fighter/Victoria-Leonardo-212725,Melissa Gatto,Victoria Leonardo,8e542a13-29dc-5f43-aeca-ab0e745b8303,0acb7f5b-bedd-55b3-a7f3-67e8d5400311,2,1,1,078e5dde-5332-5860-917a-4a121e54750b,ed11f74c-ff18-532c-b132-52c8dac8bffd,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-265-Lewis-vs-Gane-89140,1,UFC 265 - Lewis vs. Gane,Ultimate Fighting Championship (UFC),2021-08-07,/fighter/Johnny-Munoz-Jr-195507,/fighter/Jamey-Simmons-237195,Johnny Munoz Jr.,Jamey Simmons,,95044c67-1cee-53a9-bd50-e583dc74a26a,1,0,0,,,unresolved_trusted_fighter_identity,audit_only
/events/UFC-on-ESPN-28-Hall-vs-Strickland-89161,10,UFC on ESPN 28 - Hall vs. Strickland,Ultimate Fighting Championship (UFC),2021-07-31,/fighter/Sean-Strickland-30452,/fighter/Uriah-Hall-14210,Sean Strickland,Uriah Hall,7829abff-9664-5ee9-a7d3-5355b64df177,f32da9d7-a393-51cc-b10a-cabe3eadbdda,2,1,1,64898a3a-0961-5bb1-9cf9-e8a95f688349,dc272dd4-5ee6-5e87-8a33-d50413ddf3f9,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-on-ESPN-28-Hall-vs-Strickland-89161,9,UFC on ESPN 28 - Hall vs. Strickland,Ultimate Fighting Championship (UFC),2021-07-31,/fighter/Cheyanne-Buys-152049,/fighter/Gloria-de-Paula-230933,Cheyanne Buys,Gloria de Paula,,d5111c1d-e2dd-5ee8-878b-deac6c0e06cb,1,0,0,,,unresolved_trusted_fighter_identity,audit_only
/events/UFC-on-ESPN-28-Hall-vs-Strickland-89161,8,UFC on ESPN 28 - Hall vs. Strickland,Ultimate Fighting Championship (UFC),2021-07-31,/fighter/Jared-Gooden-187959,/fighter/Niklas-Stolze-163897,Jared Gooden,Niklas Stolze,333413b1-c4e9-543d-8d2d-ce0f61855e04,a092dcf6-3848-5371-8ac1-992f5eb7c2a1,2,1,1,a75b721a-5b74-5873-8b25-1a9fb542606d,dc272dd4-5ee6-5e87-8a33-d50413ddf3f9,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-on-ESPN-28-Hall-vs-Strickland-89161,7,UFC on ESPN 28 - Hall vs. Strickland,Ultimate Fighting Championship (UFC),2021-07-31,/fighter/Melsik-Baghdasaryan-164681,/fighter/Collin-Anglin-280415,Melsik Baghdasaryan,Collin Anglin,fd0d2137-089b-53db-9a83-91c644b2aa25,faf356a2-e92f-5543-8cf9-e26e3121202f,2,1,1,0f799b62-41b7-56e6-8e8b-b1f21ffd07d8,dc272dd4-5ee6-5e87-8a33-d50413ddf3f9,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-on-ESPN-28-Hall-vs-Strickland-89161,6,UFC on ESPN 28 - Hall vs. Strickland,Ultimate Fighting Championship (UFC),2021-07-31,/fighter/Jason-Witt-127671,/fighter/Bryan-Barberena-51471,Jason Witt,Bryan Barberena,4c7fdfd4-6efb-5c1c-87ea-ac23607936fc,8fb27a40-ea1d-5359-8e7a-abdf7967d97a,2,1,1,01ab26e8-8046-51f4-9dac-c9dcdfa15628,dc272dd4-5ee6-5e87-8a33-d50413ddf3f9,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-on-ESPN-28-Hall-vs-Strickland-89161,5,UFC on ESPN 28 - Hall vs. Strickland,Ultimate Fighting Championship (UFC),2021-07-31,/fighter/Chris-Gruetzemacher-36924,/fighter/Rafa-Garcia-186049,Chris Gruetzemacher,Rafa Garcia,d23846e6-6cfe-5e8a-b05a-8340fd64d8b6,8293314e-7a72-54bb-8705-45971597d55d,2,1,1,2335b095-96d3-5a85-bd84-4ddc3dd4bab9,dc272dd4-5ee6-5e87-8a33-d50413ddf3f9,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-on-ESPN-28-Hall-vs-Strickland-89161,4,UFC on ESPN 28 - Hall vs. Strickland,Ultimate Fighting Championship (UFC),2021-07-31,/fighter/Danny-Chavez-59478,/fighter/Kai-Kamaka-III-117585,Danny Chavez,Kai Kamaka III,93358056-d702-5095-953b-2caffab194a1,eff43f12-b0c4-5190-9475-b03c9296ee56,2,0,0,,,ufc_label_not_in_canonical_spine_review,audit_only
/events/UFC-on-ESPN-28-Hall-vs-Strickland-89161,3,UFC on ESPN 28 - Hall vs. Strickland,Ultimate Fighting Championship (UFC),2021-07-31,/fighter/Jinh-Yu-Frey-85549,/fighter/Ashley-Yoder-39298,Jinh Yu Frey,Ashley Yoder,5d67758a-33ad-5344-b343-87473aa85c8a,4401b99e-9499-5cf0-8e97-7a3a9090503b,2,1,1,b8ac2acb-01e4-56d7-97a4-b17099b33f3f,dc272dd4-5ee6-5e87-8a33-d50413ddf3f9,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-on-ESPN-28-Hall-vs-Strickland-89161,2,UFC on ESPN 28 - Hall vs. Strickland,Ultimate Fighting Championship (UFC),2021-07-31,/fighter/Zarrukh-Adashev-126877,/fighter/Ryan-Benoit-48566,Zarrukh Adashev,Ryan Benoit,e2fc5e9e-11f3-5c28-b03f-633729706400,e2af8039-ca3a-553d-b145-677a3728d24f,2,1,1,d2eb822c-b6f1-5c68-9b6e-2f8991f11cbb,dc272dd4-5ee6-5e87-8a33-d50413ddf3f9,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-on-ESPN-28-Hall-vs-Strickland-89161,1,UFC on ESPN 28 - Hall vs. Strickland,Ultimate Fighting Championship (UFC),2021-07-31,/fighter/Philip-Rowe-121067,/fighter/Orion-Cosce-156917,Philip Rowe,Orion Cosce,,07f04b33-3c9d-5e41-b99b-ff982df15748,1,0,0,,,unresolved_trusted_fighter_identity,audit_only
/events/UFC-on-ESPN-27-Sandhagen-vs-Dillashaw-89119,11,UFC on ESPN 27 - Sandhagen vs. Dillashaw,Ultimate Fighting Championship (UFC),2021-07-24,/fighter/TJ-Dillashaw-62507,/fighter/Cory-Sandhagen-112869,T.J. Dillashaw,Cory Sandhagen,eb371c98-7bbc-5bfa-bf69-00838d4d09e4,eb044538-4962-51ff-b148-2e46bac4b330,2,1,1,7dfc1f79-f5d9-5e1a-abe0-27e15b9951a0,9ef242c7-0a32-540b-ab2c-d9f0b671d076,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-on-ESPN-27-Sandhagen-vs-Dillashaw-89119,10,UFC on ESPN 27 - Sandhagen vs. Dillashaw,Ultimate Fighting Championship (UFC),2021-07-24,/fighter/Raulian-Paiva-167575,/fighter/Kyler-Phillips-190919,Raulian Paiva,Kyler Phillips,6dc56212-a696-5ad2-add9-8075bbab4036,12f73d92-901e-556d-a254-cf767334540b,2,1,1,2310813d-4e62-579f-8245-b35b0171321b,9ef242c7-0a32-540b-ab2c-d9f0b671d076,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-on-ESPN-27-Sandhagen-vs-Dillashaw-89119,9,UFC on ESPN 27 - Sandhagen vs. Dillashaw,Ultimate Fighting Championship (UFC),2021-07-24,/fighter/Darren-Elkins-22094,/fighter/Darrick-Minner-92115,Darren Elkins,Darrick Minner,930b0965-42c9-5e6d-9e5e-e014833909c0,eee833b3-b0b7-5b2c-8354-3a38f2ef139d,2,1,1,a87b7dcd-612a-50c6-b3c6-4f20afcc0fba,9ef242c7-0a32-540b-ab2c-d9f0b671d076,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-on-ESPN-27-Sandhagen-vs-Dillashaw-89119,8,UFC on ESPN 27 - Sandhagen vs. Dillashaw,Ultimate Fighting Championship (UFC),2021-07-24,/fighter/Maycee-Barber-253613,/fighter/Miranda-Maverick-230031,Maycee Barber,Miranda Maverick,2ad556eb-abe0-54c2-a21e-13af2659a500,c28a6f50-d977-5469-9993-68ad6bcd6691,2,1,1,9a6c8d21-089a-52fa-b678-1a4e189b2dc9,9ef242c7-0a32-540b-ab2c-d9f0b671d076,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-on-ESPN-27-Sandhagen-vs-Dillashaw-89119,7,UFC on ESPN 27 - Sandhagen vs. Dillashaw,Ultimate Fighting Championship (UFC),2021-07-24,/fighter/Adrian-Yanez-86354,/fighter/Randy-Costa-189731,Adrian Yanez,Randy Costa,9ba838c7-c8cf-51ba-9422-459c6367b7f6,213e992e-99a9-53ab-9c6f-249cf408c68c,2,1,1,74cb501c-f6d4-5970-b28b-46cc25477e10,9ef242c7-0a32-540b-ab2c-d9f0b671d076,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-on-ESPN-27-Sandhagen-vs-Dillashaw-89119,6,UFC on ESPN 27 - Sandhagen vs. Dillashaw,Ultimate Fighting Championship (UFC),2021-07-24,/fighter/Brendan-Allen-201703,/fighter/Punahele-Soriano-230239,Brendan Allen,Punahele Soriano,258a1ae7-2ba3-5f98-b771-0c30c6eebd38,064100b5-bc2e-5b18-adf8-39252e5b2185,2,1,1,b43edcc9-5621-54da-a991-d6fbdf1ec1c1,9ef242c7-0a32-540b-ab2c-d9f0b671d076,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-on-ESPN-27-Sandhagen-vs-Dillashaw-89119,5,UFC on ESPN 27 - Sandhagen vs. Dillashaw,Ultimate Fighting Championship (UFC),2021-07-24,/fighter/Nassourdine-Imavov-217405,/fighter/Ian-Heinisch-187341,Nassourdine Imavov,Ian Heinisch,,f02ace84-e1ff-58ba-a5a9-26f1581f5dcc,1,0,0,,,unresolved_trusted_fighter_identity,audit_only
/events/UFC-on-ESPN-27-Sandhagen-vs-Dillashaw-89119,4,UFC on ESPN 27 - Sandhagen vs. Dillashaw,Ultimate Fighting Championship (UFC),2021-07-24,/fighter/Mickey-Gall-160145,/fighter/Jordan-Williams-70941,Mickey Gall,Jordan Williams,0c23fbcc-b8f6-58c1-ae65-8b0042f33531,9821aaa2-cae6-5468-a6dc-6559a52ea519,2,1,1,e8a1c4e9-c8b3-5be1-bf2a-e6c782fc6a4a,9ef242c7-0a32-540b-ab2c-d9f0b671d076,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-on-ESPN-27-Sandhagen-vs-Dillashaw-89119,3,UFC on ESPN 27 - Sandhagen vs. Dillashaw,Ultimate Fighting Championship (UFC),2021-07-24,/fighter/Julio-Arce-71299,/fighter/Andre-Ewell-204397,Julio Arce,Andre Ewell,629ac71c-0481-5611-961f-5d6187fec22a,85e57032-af26-5122-899f-7d65bb9a4898,2,1,1,cd802660-557d-549b-8f2d-9f824b7d5d7d,9ef242c7-0a32-540b-ab2c-d9f0b671d076,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-on-ESPN-27-Sandhagen-vs-Dillashaw-89119,2,UFC on ESPN 27 - Sandhagen vs. Dillashaw,Ultimate Fighting Championship (UFC),2021-07-24,/fighter/Sijara-Eubanks-193533,/fighter/Elise-Reed-278133,Sijara Eubanks,Elise Reed,84eb873a-1e0f-51b2-86c6-390942609ede,5fc3246c-732c-5a33-b63b-7f51cb5e5d3a,2,1,1,ef34e0f1-f46e-5b98-9aff-a7b3057a8ca3,9ef242c7-0a32-540b-ab2c-d9f0b671d076,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-on-ESPN-27-Sandhagen-vs-Dillashaw-89119,1,UFC on ESPN 27 - Sandhagen vs. Dillashaw,Ultimate Fighting Championship (UFC),2021-07-24,/fighter/Diana-Belbita-174381,/fighter/Hannah-Goldy-204879,Diana Belbita,Hannah Goldy,14be66f2-6356-5046-bca7-89e6bf06056f,fe85df5b-ba59-5068-88e1-3893b3307f31,2,1,1,8a4340d9-2668-53be-8884-748e0ade83cf,9ef242c7-0a32-540b-ab2c-d9f0b671d076,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-on-ESPN-26-Makhachev-vs-Moises-88983,10,UFC on ESPN 26 - Makhachev vs. Moises,Ultimate Fighting Championship (UFC),2021-07-17,/fighter/Islam-Makhachev-76836,/fighter/Thiago-Moises-130351,Islam Makhachev,Thiago Moises,,be0758f1-7148-57c9-8aca-f112caf27635,1,0,0,,,unresolved_trusted_fighter_identity,audit_only
/events/UFC-on-ESPN-26-Makhachev-vs-Moises-88983,9,UFC on ESPN 26 - Makhachev vs. Moises,Ultimate Fighting Championship (UFC),2021-07-17,/fighter/Miesha-Tate-26252,/fighter/Marion-Reneau-61266,Miesha Tate,Marion Reneau,6049cb57-f56e-5a83-8ade-2d426f965631,cb180325-03a0-55c9-bc40-a513ed3e50e9,2,1,1,c4a17f68-761b-5828-98ec-4cfd6ea58a6b,fd43de59-e2f7-5649-bb75-bcf93d4fd9d7,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-on-ESPN-26-Makhachev-vs-Moises-88983,8,UFC on ESPN 26 - Makhachev vs. Moises,Ultimate Fighting Championship (UFC),2021-07-17,/fighter/Mateusz-Gamrot-90605,/fighter/Jeremy-Stephens-12179,Mateusz Gamrot,Jeremy Stephens,3e319688-0eee-59c4-863e-bb58e9c90beb,,1,0,0,,,unresolved_trusted_fighter_identity,audit_only
/events/UFC-on-ESPN-26-Makhachev-vs-Moises-88983,7,UFC on ESPN 26 - Makhachev vs. Moises,Ultimate Fighting Championship (UFC),2021-07-17,/fighter/Rodolfo-Vieira-137167,/fighter/Dustin-Stoltzfus-113779,Rodolfo Vieira,Dustin Stoltzfus,41bc5f5b-21ac-51b3-8a25-5cf4ae1cdb4a,d8a21857-4418-568f-b776-1c61db2c5937,2,1,1,7798eded-33cf-57f7-b22b-38b59ffdde28,fd43de59-e2f7-5649-bb75-bcf93d4fd9d7,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-on-ESPN-26-Makhachev-vs-Moises-88983,6,UFC on ESPN 26 - Makhachev vs. Moises,Ultimate Fighting Championship (UFC),2021-07-17,/fighter/Billy-Quarantillo-68076,/fighter/Gabriel-Benitez-25733,Billy Quarantillo,Gabriel Benitez,c4e9c0b2-37e0-5412-98a3-fdaaea947a72,accead74-284b-59fd-ba8a-e7609a7f15cd,2,1,1,c3370ecc-5766-5d91-b38c-3e860d3292fe,fd43de59-e2f7-5649-bb75-bcf93d4fd9d7,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-on-ESPN-26-Makhachev-vs-Moises-88983,5,UFC on ESPN 26 - Makhachev vs. Moises,Ultimate Fighting Championship (UFC),2021-07-17,/fighter/Daniel-Rodriguez-145945,/fighter/Preston-Parsons-173219,Daniel Rodriguez,Preston Parsons,e62574ff-ea31-539f-b740-c25b657815ed,2e3e5a74-942a-576c-b317-c624c81c785f,2,1,1,2e132af6-19a6-5ad6-a6d2-7f261e63c989,fd43de59-e2f7-5649-bb75-bcf93d4fd9d7,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-on-ESPN-26-Makhachev-vs-Moises-88983,4,UFC on ESPN 26 - Makhachev vs. Moises,Ultimate Fighting Championship (UFC),2021-07-17,/fighter/Amanda-Lemos-173973,/fighter/Montserrat-Ruiz-175799,Amanda Lemos,Montserrat Ruiz,4fb81c0e-5ed4-55f5-bae0-84c58db497b6,,1,0,0,,,unresolved_trusted_fighter_identity,audit_only
/events/UFC-on-ESPN-26-Makhachev-vs-Moises-88983,3,UFC on ESPN 26 - Makhachev vs. Moises,Ultimate Fighting Championship (UFC),2021-07-17,/fighter/Sergey-Morozov-89693,/fighter/Khalid-Taha-117849,Sergey Morozov,Khalid Taha,278f348d-3d7c-5c97-998e-6e07f8136f71,1f4170fd-aba4-57bd-9503-c3496bafab8d,2,1,1,750161fb-9ee0-5a3a-971f-62ad1d131d16,fd43de59-e2f7-5649-bb75-bcf93d4fd9d7,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-on-ESPN-26-Makhachev-vs-Moises-88983,2,UFC on ESPN 26 - Makhachev vs. Moises,Ultimate Fighting Championship (UFC),2021-07-17,/fighter/Malcolm-Gordon-113429,/fighter/Francisco-Figueiredo-69484,Malcolm Gordon,Francisco Figueiredo,93dac3d2-69d8-52d1-99bb-0d3ffb68445c,da0f53b9-3f4f-5cb5-ad49-9264cf622099,2,1,1,3ea5f973-c3e0-5879-8fb3-d4e1d05ab2b6,fd43de59-e2f7-5649-bb75-bcf93d4fd9d7,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-on-ESPN-26-Makhachev-vs-Moises-88983,1,UFC on ESPN 26 - Makhachev vs. Moises,Ultimate Fighting Championship (UFC),2021-07-17,/fighter/Rodrigo-Nascimento-97975,/fighter/Alan-Baudot-138183,Rodrigo Nascimento,Alan Baudot,6aac2824-1e3d-5254-bd84-81e6d340b6ee,54d62e7d-4648-5374-9669-563e53c089ad,2,1,1,2ac17a64-3521-5e84-8ccd-dc4d0d27b83e,fd43de59-e2f7-5649-bb75-bcf93d4fd9d7,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-264-Poirier-vs-McGregor-3-88969,12,UFC 264 - Poirier vs. McGregor 3,Ultimate Fighting Championship (UFC),2021-07-10,/fighter/Dustin-Poirier-50529,/fighter/Conor-McGregor-29688,Dustin Poirier,Conor McGregor,18fbdd6d-2d9a-501e-bcad-20672321fc30,80515f8c-e606-5e31-a725-7f9542958bf8,2,3,1,8f28e2a6-825e-5a1c-99bc-e08027efed24,996bd67f-5a0a-59bc-a58a-5b0b47e7e33a,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-264-Poirier-vs-McGregor-3-88969,11,UFC 264 - Poirier vs. McGregor 3,Ultimate Fighting Championship (UFC),2021-07-10,/fighter/Gilbert-Burns-91727,/fighter/Stephen-Thompson-59608,Gilbert Burns,Stephen Thompson,57beebb1-7f13-567e-a87b-e5533f7d31d7,e14f4877-4ec9-5de7-be5c-170c34751dae,2,1,1,452150a2-9df7-532d-9723-52eb2de1e389,996bd67f-5a0a-59bc-a58a-5b0b47e7e33a,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-264-Poirier-vs-McGregor-3-88969,10,UFC 264 - Poirier vs. McGregor 3,Ultimate Fighting Championship (UFC),2021-07-10,/fighter/Tai-Tuivasa-133745,/fighter/Greg-Hardy-271461,Tai Tuivasa,Greg Hardy,85ef675b-4f0a-5d4d-9bd2-ce2632e16d26,084e5799-dbb4-599b-9371-b7efbae39fa4,2,1,1,2e117cbf-170c-5515-886d-7d6d5769da5d,996bd67f-5a0a-59bc-a58a-5b0b47e7e33a,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-264-Poirier-vs-McGregor-3-88969,9,UFC 264 - Poirier vs. McGregor 3,Ultimate Fighting Championship (UFC),2021-07-10,/fighter/Irene-Aldana-148377,/fighter/Yana-Kunitskaya-49412,Irene Aldana,Yana Kunitskaya,302e6509-e4fc-5824-8c64-b1114c8b3885,,1,0,0,,,unresolved_trusted_fighter_identity,audit_only
/events/UFC-264-Poirier-vs-McGregor-3-88969,8,UFC 264 - Poirier vs. McGregor 3,Ultimate Fighting Championship (UFC),2021-07-10,/fighter/Sean-OMalley-135099,/fighter/Kris-Moutinho-126341,Sean O'Malley,Kris Moutinho,e7dc9aaf-916c-5b17-908d-12dfb301320e,e3b68b46-d1e5-5a77-b258-e178af0ef2a2,2,1,1,a99f8007-920a-5e68-82ea-aeeba865b561,996bd67f-5a0a-59bc-a58a-5b0b47e7e33a,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-264-Poirier-vs-McGregor-3-88969,7,UFC 264 - Poirier vs. McGregor 3,Ultimate Fighting Championship (UFC),2021-07-10,/fighter/Max-Griffin-53904,/fighter/Carlos-Condit-6765,Max Griffin,Carlos Condit,e0e369ab-1d3c-5c78-b0a2-6edc4928a1ca,549ac2fa-7e9b-5634-a287-eb40cae723fe,2,1,1,707d3afb-edae-52ee-91b1-641fd8b1a7c2,996bd67f-5a0a-59bc-a58a-5b0b47e7e33a,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-264-Poirier-vs-McGregor-3-88969,6,UFC 264 - Poirier vs. McGregor 3,Ultimate Fighting Championship (UFC),2021-07-10,/fighter/Michel-Pereira-135705,/fighter/Niko-Price-96921,Michel Pereira,Niko Price,6d803497-7f76-58e1-bb34-eba5b4e7976f,6f74e6c4-7236-5501-b354-866a3bc732c1,2,1,1,5076f8e3-2011-5e43-8767-0427d3a73e08,996bd67f-5a0a-59bc-a58a-5b0b47e7e33a,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-264-Poirier-vs-McGregor-3-88969,5,UFC 264 - Poirier vs. McGregor 3,Ultimate Fighting Championship (UFC),2021-07-10,/fighter/Ilia-Topuria-202445,/fighter/Ryan-Hall-15962,Ilia Topuria,Ryan Hall,03efa4d7-0741-54f8-9207-ab5f35c31c93,e7e9b517-3e10-5718-882a-9232b130198f,2,1,1,2d3fb37f-cd72-5814-a04f-53ebc273609b,996bd67f-5a0a-59bc-a58a-5b0b47e7e33a,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-264-Poirier-vs-McGregor-3-88969,4,UFC 264 - Poirier vs. McGregor 3,Ultimate Fighting Championship (UFC),2021-07-10,/fighter/Dricus-Du-Plessis-146193,/fighter/Trevin-Giles-111237,Dricus Du Plessis,Trevin Giles,d1a122e8-d350-5490-b237-a69184d63270,08a9bb48-528d-5a33-b4a0-3b6a0c102da2,2,1,1,f4e8553a-c236-5223-b10b-47a6e56c36a1,996bd67f-5a0a-59bc-a58a-5b0b47e7e33a,exact_ufc_overlap_pair_plus_date,audit_only
/events/UFC-264-Poirier-vs-McGregor-3-88969,3,UFC 264 - Poirier vs. McGregor 3,Ultimate Fighting Championship (UFC),2021-07-10,/fighter/Jennifer-Maia-57135,/fighter/Jessica-Eye-39575,Jennifer Maia,Jessica Eye,7923e735-5b6a-5a93-a600-e25034a81d3f,b2293cba-e985-513e-bda8-07ee78c61cf6,2,1,1,9dd1bb9a-5a55-5a93-bdb4-b40b3ca72ab5,996bd67f-5a0a-59bc-a58a-5b0b47e7e33a,exact_ufc_overlap_pair_plus_date,audit_only
