article_candidate_index,article_url,article_title,article_published_time,article_candidate_rows,rows_with_unique_name_transport,rows_with_canonical_pair,rows_with_unique_event_candidate,distinct_candidate_events,intersection_event_count,intersection_event_id,unique_vote_event_count,unique_vote_top_event_id,unique_vote_top_support,unique_vote_second_support,unique_vote_unanimous,candidate_event_id,candidate_event_name,candidate_event_date,consensus_status,review_status
363,https://www.ufc.com/news/ufc-124-weigh-results,UFC 124 Weigh In Results,2018-09-14T08:36:04-0400,11,10,10,8,3,1,7277ca46-5820-52f3-b7b6-33beec8e7b88,1,7277ca46-5820-52f3-b7b6-33beec8e7b88,8,0,true,7277ca46-5820-52f3-b7b6-33beec8e7b88,UFC 124: St-Pierre vs Koscheck 2,2010-12-11,singleton_event_intersection_unpromoted,candidate
364,https://www.ufc.com/news/ufc-125-weigh-results,UFC 125 Weigh In Results,2018-09-14T08:36:04-0400,11,11,11,10,3,1,aab53c98-b8be-5da2-96ee-a6e126b94792,1,aab53c98-b8be-5da2-96ee-a6e126b94792,10,0,true,aab53c98-b8be-5da2-96ee-a6e126b94792,UFC 125: Resolution,2011-01-01,singleton_event_intersection_unpromoted,candidate
365,https://www.ufc.com/news/ufc-126-weigh-results,UFC 126 Weigh In Results,2018-09-14T08:36:04-0400,10,9,9,9,1,1,4b8cc240-d026-5116-baba-f8861f80544c,1,4b8cc240-d026-5116-baba-f8861f80544c,9,0,true,4b8cc240-d026-5116-baba-f8861f80544c,UFC 126: Silva vs Belfort,2011-02-05,singleton_event_intersection_unpromoted,candidate
366,https://www.ufc.com/news/ufc-127-weigh-results,UFC 127 Weigh-In Results,2018-09-14T08:36:04-0400,12,11,11,11,1,1,4208082e-608d-5c79-b76b-d8f82710773a,1,4208082e-608d-5c79-b76b-d8f82710773a,11,0,true,4208082e-608d-5c79-b76b-d8f82710773a,UFC 127: Penn vs Fitch,2011-02-26,singleton_event_intersection_unpromoted,candidate
367,https://www.ufc.com/news/ufc-129-weigh-results,UFC 129 Weigh In Results,2018-09-14T08:36:04-0400,11,11,11,11,1,1,ab7bd0a9-e719-5af2-b7b4-246ec531fa11,1,ab7bd0a9-e719-5af2-b7b4-246ec531fa11,11,0,true,ab7bd0a9-e719-5af2-b7b4-246ec531fa11,UFC 129: St-Pierre vs Shields,2011-04-30,singleton_event_intersection_unpromoted,candidate
368,https://www.ufc.com/news/ufc-169-weigh-results,UFC 169 Weigh In Results,2018-09-14T08:36:04-0400,11,10,10,8,3,1,8eb28a8c-f5e2-56ae-ba75-14bab3376c4c,1,8eb28a8c-f5e2-56ae-ba75-14bab3376c4c,8,0,true,8eb28a8c-f5e2-56ae-ba75-14bab3376c4c,UFC 169: Barao vs Faber 2,2014-02-01,singleton_event_intersection_unpromoted,candidate
369,https://www.ufc.com/news/ufc-170-weigh-results,UFC 170 Weigh In Results,2018-09-14T08:36:04-0400,11,11,11,11,1,1,ec037f4e-6be2-5c8a-adb1-f940118d6b05,1,ec037f4e-6be2-5c8a-adb1-f940118d6b05,11,0,true,ec037f4e-6be2-5c8a-adb1-f940118d6b05,UFC 170: Rousey vs McMann,2014-02-22,singleton_event_intersection_unpromoted,candidate
370,https://www.ufc.com/news/ufc-171-weigh-results,UFC 171 Weigh-In Results,2018-09-14T08:36:04-0400,10,9,9,7,3,1,0fd2543b-1fa3-54dc-aa33-9469206c7554,1,0fd2543b-1fa3-54dc-aa33-9469206c7554,7,0,true,0fd2543b-1fa3-54dc-aa33-9469206c7554,UFC 171: Hendricks vs Lawler,2014-03-15,singleton_event_intersection_unpromoted,candidate
371,https://www.ufc.com/news/ufc-172-weigh-results,UFC 172 Weigh-In Results,2018-09-14T08:36:04-0400,10,10,10,10,1,1,a1ed2eec-aaee-5c9d-bede-bfb57a4df807,1,a1ed2eec-aaee-5c9d-bede-bfb57a4df807,10,0,true,a1ed2eec-aaee-5c9d-bede-bfb57a4df807,UFC 172: Jones vs Teixeira,2014-04-26,singleton_event_intersection_unpromoted,candidate
372,https://www.ufc.com/news/ufc-173-weigh-results,UFC 173 Weigh-In Results,2018-09-14T08:36:04-0400,12,12,12,11,2,1,749ff93d-3aea-50ae-8db8-d0b082f470e4,1,749ff93d-3aea-50ae-8db8-d0b082f470e4,11,0,true,749ff93d-3aea-50ae-8db8-d0b082f470e4,UFC 173: Barao vs Dillashaw,2014-05-24,singleton_event_intersection_unpromoted,candidate
373,https://www.ufc.com/news/ufc-174-weigh-results,UFC 174 Weigh-In Results,2018-09-14T08:36:04-0400,11,10,10,10,1,1,d5461fde-b15f-5990-8c9d-424c67cffa11,1,d5461fde-b15f-5990-8c9d-424c67cffa11,10,0,true,d5461fde-b15f-5990-8c9d-424c67cffa11,UFC 174: Johnson vs Bagautinov,2014-06-14,singleton_event_intersection_unpromoted,candidate
374,https://www.ufc.com/news/ufc-175-weigh-results,UFC 175 Weigh-In Results,2018-09-14T08:36:04-0400,11,10,9,9,1,1,a7983f68-303e-5b56-85ec-7769883f86bf,1,a7983f68-303e-5b56-85ec-7769883f86bf,9,0,true,a7983f68-303e-5b56-85ec-7769883f86bf,UFC 175: Weidman vs Machida,2014-07-05,singleton_event_intersection_unpromoted,candidate
376,https://www.ufc.com/news/ufc-178-weigh-results,UFC 178 Weigh-In Results,2018-09-14T08:36:04-0400,11,11,11,10,3,1,042fc29e-1e02-54e2-933d-2ffae250bbae,1,042fc29e-1e02-54e2-933d-2ffae250bbae,10,0,true,042fc29e-1e02-54e2-933d-2ffae250bbae,UFC 178: Johnson vs Cariaso,2014-09-27,singleton_event_intersection_unpromoted,candidate
377,https://www.ufc.com/news/ufc-179-weigh-results,UFC 179 Weigh-In Results,2018-09-14T08:36:04-0400,9,8,8,6,3,1,96486f63-cc15-5078-abbc-efe1a1c42bb4,1,96486f63-cc15-5078-abbc-efe1a1c42bb4,6,0,true,96486f63-cc15-5078-abbc-efe1a1c42bb4,UFC 179: Aldo vs Mendes 2,2014-10-25,singleton_event_intersection_unpromoted,candidate
378,https://www.ufc.com/news/ufc-180-weigh-results,UFC 180 Weigh-In Results,2018-09-14T08:36:04-0400,11,8,8,8,1,1,82f16adc-ff12-5d1c-98d7-034ba03c7aee,1,82f16adc-ff12-5d1c-98d7-034ba03c7aee,8,0,true,82f16adc-ff12-5d1c-98d7-034ba03c7aee,UFC 180: Werdum vs Hunt,2014-11-15,singleton_event_intersection_unpromoted,candidate
379,https://www.ufc.com/news/ufc-181-weigh-results,UFC 181 Weigh-In Results,2018-09-14T08:36:04-0400,11,11,11,10,2,1,744457cf-a17b-50c6-a0ad-d3ec17e5248d,1,744457cf-a17b-50c6-a0ad-d3ec17e5248d,10,0,true,744457cf-a17b-50c6-a0ad-d3ec17e5248d,UFC 181: Hendricks vs Lawler II,2014-12-06,singleton_event_intersection_unpromoted,candidate
380,https://www.ufc.com/news/ufc-182-weigh-results,UFC 182 Weigh-In Results,2018-09-14T08:36:04-0400,10,9,9,8,2,1,3c261678-7231-592e-8113-c75a5f674f28,1,3c261678-7231-592e-8113-c75a5f674f28,8,0,true,3c261678-7231-592e-8113-c75a5f674f28,UFC 182: Jones vs Cormier,2015-01-03,singleton_event_intersection_unpromoted,candidate
381,https://www.ufc.com/news/ufc-183-weigh-results,UFC 183 Weigh-In Results,2018-09-14T08:36:04-0400,10,10,10,10,2,0,,2,b7836502-30eb-5a18-b2aa-a02a9174590f,9,1,false,,,,competing_unique_event_votes,candidate
382,https://www.ufc.com/news/ufc-184-weigh-results,UFC 184 Weigh-In Results,2018-09-14T08:36:04-0400,10,9,9,8,2,1,9ea3bc69-e179-5c72-9729-36cac99cf9c3,1,9ea3bc69-e179-5c72-9729-36cac99cf9c3,8,0,true,9ea3bc69-e179-5c72-9729-36cac99cf9c3,UFC 184: Rousey vs Zingano,2015-02-28,singleton_event_intersection_unpromoted,candidate
383,https://www.ufc.com/news/ufc-185-weigh-results,UFC 185 Weigh-In Results,2018-09-14T08:36:04-0400,11,10,10,10,1,1,cd1c5826-0bed-5a56-b52a-ba1ff5d74cc8,1,cd1c5826-0bed-5a56-b52a-ba1ff5d74cc8,10,0,true,cd1c5826-0bed-5a56-b52a-ba1ff5d74cc8,UFC 185: Pettis vs Dos Anjos,2015-03-14,singleton_event_intersection_unpromoted,candidate
384,https://www.ufc.com/news/ufc-186-weigh-results,UFC 186 Weigh-In Results,2018-09-14T08:36:04-0400,12,12,12,12,1,1,e1b56551-424c-508d-ad0b-1fd6c83e2ff3,1,e1b56551-424c-508d-ad0b-1fd6c83e2ff3,12,0,true,e1b56551-424c-508d-ad0b-1fd6c83e2ff3,UFC 186: Johnson vs Horiguchi,2015-04-25,singleton_event_intersection_unpromoted,candidate
385,https://www.ufc.com/news/ufc-187-weigh-results,UFC 187 Weigh-in Results,2018-09-14T08:36:04-0400,12,10,10,9,2,1,d63f16b1-00f4-51ef-b75f-288f746f4a57,1,d63f16b1-00f4-51ef-b75f-288f746f4a57,9,0,true,d63f16b1-00f4-51ef-b75f-288f746f4a57,UFC 187: Johnson vs Cormier,2015-05-23,singleton_event_intersection_unpromoted,candidate
386,https://www.ufc.com/news/ufc-188-weigh-results,UFC 188 Weigh-in Results,2018-09-14T08:36:04-0400,11,9,9,9,1,1,061c0791-944f-5915-9647-97fa22fdb54e,1,061c0791-944f-5915-9647-97fa22fdb54e,9,0,true,061c0791-944f-5915-9647-97fa22fdb54e,UFC 188: Velasquez vs Werdum,2015-06-13,singleton_event_intersection_unpromoted,candidate
387,https://www.ufc.com/news/ufc-189-weigh-results,UFC 189 Weigh-in Results,2018-09-14T08:36:04-0400,10,10,10,9,2,1,01078dec-9532-5258-adb7-8602c01100f2,1,01078dec-9532-5258-adb7-8602c01100f2,9,0,true,01078dec-9532-5258-adb7-8602c01100f2,UFC 189: Mendes vs McGregor,2015-07-11,singleton_event_intersection_unpromoted,candidate
388,https://www.ufc.com/news/ufc-190-weigh-results,UFC 190 Weigh-in Results,2018-09-14T08:36:04-0400,12,7,7,7,1,1,1746aeb3-e90c-528d-b398-9ba207f2d3e0,1,1746aeb3-e90c-528d-b398-9ba207f2d3e0,7,0,true,1746aeb3-e90c-528d-b398-9ba207f2d3e0,UFC 190: Rousey vs Correia,2015-08-01,singleton_event_intersection_unpromoted,candidate
389,https://www.ufc.com/news/ufc-191-weigh-results,UFC 191 Weigh-in Results,2018-09-14T08:36:04-0400,10,8,8,5,4,1,47a0ee41-be57-585c-bcd7-f7cab671de23,1,47a0ee41-be57-585c-bcd7-f7cab671de23,5,0,true,47a0ee41-be57-585c-bcd7-f7cab671de23,UFC 191: Johnson vs Dodson 2,2015-09-05,singleton_event_intersection_unpromoted,candidate
390,https://www.ufc.com/news/ufc-192-weigh-results,UFC 192 Weigh-in Results,2018-09-14T08:36:04-0400,11,10,10,10,1,1,f1fe5b96-162e-50c1-bdc3-c6b952b66b97,1,f1fe5b96-162e-50c1-bdc3-c6b952b66b97,10,0,true,f1fe5b96-162e-50c1-bdc3-c6b952b66b97,UFC 192: Cormier vs Gustafsson,2015-10-03,singleton_event_intersection_unpromoted,candidate
391,https://www.ufc.com/news/ufc-193-weigh-results,UFC 193 Weigh-in Results,2018-09-14T08:36:04-0400,13,12,12,12,1,1,f10690ff-f4d9-5b1d-bd94-f452cf3d5d5f,1,f10690ff-f4d9-5b1d-bd94-f452cf3d5d5f,12,0,true,f10690ff-f4d9-5b1d-bd94-f452cf3d5d5f,UFC 193: Rousey vs Holm,2015-11-14,singleton_event_intersection_unpromoted,candidate
392,https://www.ufc.com/news/ufc-194-official-weigh-results,UFC 194 Official Weigh-in Results,2018-09-14T08:36:04-0400,12,10,10,10,1,1,7899456d-1ff0-5c41-ae08-005b2b73e9f9,1,7899456d-1ff0-5c41-ae08-005b2b73e9f9,10,0,true,7899456d-1ff0-5c41-ae08-005b2b73e9f9,UFC 194: Aldo vs McGregor,2015-12-12,singleton_event_intersection_unpromoted,candidate
393,https://www.ufc.com/news/ufc-195-weigh-results,UFC 195 Weigh-In Results,2018-09-14T08:36:04-0400,12,10,10,10,1,1,5f4e9578-a64a-5597-9de6-1060b2bf52ec,1,5f4e9578-a64a-5597-9de6-1060b2bf52ec,10,0,true,5f4e9578-a64a-5597-9de6-1060b2bf52ec,UFC 195: Lawler vs Condit,2016-01-02,singleton_event_intersection_unpromoted,candidate
394,https://www.ufc.com/news/ufc-196-mcgregor-vs-diaz-weigh-results,UFC 196 McGregor vs Diaz weigh-in results,2018-09-14T08:36:04-0400,12,12,12,10,3,1,2c22410f-a4de-5d23-b408-3c503b99a2d2,1,2c22410f-a4de-5d23-b408-3c503b99a2d2,10,0,true,2c22410f-a4de-5d23-b408-3c503b99a2d2,UFC 196: McGregor vs Diaz,2016-03-05,singleton_event_intersection_unpromoted,candidate
395,https://www.ufc.com/news/ufc-197-jones-vs-saint-preux-weigh-results,UFC 197 Jones vs Saint Preux weigh-in results,2018-09-14T08:36:04-0400,11,10,10,9,2,1,a7e1187e-c4cc-53b7-bd97-2d6386a5ded3,1,a7e1187e-c4cc-53b7-bd97-2d6386a5ded3,9,0,true,a7e1187e-c4cc-53b7-bd97-2d6386a5ded3,UFC 197: Jones vs Saint Preux,2016-04-23,singleton_event_intersection_unpromoted,candidate
396,https://www.ufc.com/news/ufc-198-werdum-vs-miocic-weigh-results,UFC 198 Werdum vs Miocic weigh-in results,2018-09-14T08:36:04-0400,11,9,9,9,1,1,42e73609-c640-5180-a3ce-c8064e4d086d,1,42e73609-c640-5180-a3ce-c8064e4d086d,9,0,true,42e73609-c640-5180-a3ce-c8064e4d086d,UFC 198: Werdum vs Miocic,2016-05-14,singleton_event_intersection_unpromoted,candidate
397,https://www.ufc.com/news/ufc-199-weigh-results,UFC 199 weigh-in results,2018-09-14T08:36:04-0400,12,10,10,9,2,1,59e179a9-381d-5133-9eef-8a53b2222138,1,59e179a9-381d-5133-9eef-8a53b2222138,9,0,true,59e179a9-381d-5133-9eef-8a53b2222138,UFC 199: Rockhold vs. Bisping 2,2016-06-04,singleton_event_intersection_unpromoted,candidate
398,https://www.ufc.com/news/ufc-200-weigh-results,UFC 200 weigh-in results,2018-09-14T08:36:04-0400,11,10,10,9,2,1,7911b938-0480-595c-b118-a42948accbee,1,7911b938-0480-595c-b118-a42948accbee,9,0,true,7911b938-0480-595c-b118-a42948accbee,UFC 200: Tate vs Nunes,2016-07-09,singleton_event_intersection_unpromoted,candidate
399,https://www.ufc.com/news/ufc-201-lawler-vs-woodley-weigh-results,UFC 201: Lawler vs Woodley weigh-in results,2018-09-14T08:36:04-0400,11,11,11,11,1,1,3934a82e-bd4a-575b-b02d-c223212ef57a,1,3934a82e-bd4a-575b-b02d-c223212ef57a,11,0,true,3934a82e-bd4a-575b-b02d-c223212ef57a,UFC 201: Lawler vs. Woodley,2016-07-30,singleton_event_intersection_unpromoted,candidate
400,https://www.ufc.com/news/ufc-202-diaz-vs-mcgregor-2-weigh-results,UFC 202 Diaz vs McGregor 2 weigh-in results,2018-09-14T08:36:04-0400,12,12,12,11,2,1,5e360c71-2f3b-5035-bd6f-2a7cdf9b0669,1,5e360c71-2f3b-5035-bd6f-2a7cdf9b0669,11,0,true,5e360c71-2f3b-5035-bd6f-2a7cdf9b0669,UFC 202: Diaz vs. McGregor 2,2016-08-20,singleton_event_intersection_unpromoted,candidate
401,https://www.ufc.com/news/ufc-203-miocic-vs-overeem-weigh-results,UFC 203 Miocic vs Overeem Weigh-In Results,2018-09-14T08:36:04-0400,11,10,9,8,2,1,3d63febc-0d77-5d96-8e1f-511e70794b59,1,3d63febc-0d77-5d96-8e1f-511e70794b59,8,0,true,3d63febc-0d77-5d96-8e1f-511e70794b59,UFC 203: Miocic vs. Overeem,2016-09-10,singleton_event_intersection_unpromoted,candidate
402,https://www.ufc.com/news/ufc-204-bisping-vs-henderson-weigh-results,UFC 204: Bisping vs Henderson weigh-in results,2018-09-14T08:36:04-0400,10,10,10,10,1,1,2a214f61-4a59-5bac-ba00-0b708c11bd12,1,2a214f61-4a59-5bac-ba00-0b708c11bd12,10,0,true,2a214f61-4a59-5bac-ba00-0b708c11bd12,UFC 204: Bisping vs. Henderson,2016-10-08,singleton_event_intersection_unpromoted,candidate
403,https://www.ufc.com/news/ufc-205-alvarez-vs-mcgregor-weigh-results,UFC 205: Alvarez vs McGregor weigh-in results,2018-09-14T08:36:04-0400,10,9,9,7,3,1,d401ed96-fadb-5392-9e01-7d247652ca3f,1,d401ed96-fadb-5392-9e01-7d247652ca3f,7,0,true,d401ed96-fadb-5392-9e01-7d247652ca3f,UFC 205: Alvarez vs McGregor,2016-11-12,singleton_event_intersection_unpromoted,candidate
404,https://www.ufc.com/news/ufc-206-holloway-vs-pettis-weigh-results,UFC 206: Holloway vs Pettis weigh in results,2018-09-14T08:36:04-0400,12,12,12,12,1,1,f2c2014f-2281-5ce0-b477-4413a04d8021,1,f2c2014f-2281-5ce0-b477-4413a04d8021,12,0,true,f2c2014f-2281-5ce0-b477-4413a04d8021,UFC 206: Holloway vs. Pettis,2016-12-10,singleton_event_intersection_unpromoted,candidate
405,https://www.ufc.com/news/ufc-207-nunes-vs-rousey-weigh-results,UFC 207: Nunes vs Rousey weigh-in results,2018-09-14T08:36:04-0400,10,10,10,9,2,1,9d2367cb-007f-5302-8c87-fd033ffd7fb4,1,9d2367cb-007f-5302-8c87-fd033ffd7fb4,9,0,true,9d2367cb-007f-5302-8c87-fd033ffd7fb4,UFC 207: Nunes vs. Rousey,2016-12-30,singleton_event_intersection_unpromoted,candidate
406,https://www.ufc.com/news/ufc-208-weigh-results,UFC 208: Weigh-in results,2018-09-14T08:36:04-0400,10,7,6,6,1,1,a18e9046-95e3-5085-9559-4f49170e55de,1,a18e9046-95e3-5085-9559-4f49170e55de,6,0,true,a18e9046-95e3-5085-9559-4f49170e55de,UFC 208: Holm vs. De Randamie,2017-02-11,singleton_event_intersection_unpromoted,candidate
407,https://www.ufc.com/news/ufc-209-weigh-results,UFC 209: Weigh-in results,2018-09-14T08:36:04-0400,10,10,10,9,2,1,98174cc3-48cd-5f55-84a3-190a874459d7,1,98174cc3-48cd-5f55-84a3-190a874459d7,9,0,true,98174cc3-48cd-5f55-84a3-190a874459d7,UFC 209: Woodley vs. Thompson 2,2017-03-04,singleton_event_intersection_unpromoted,candidate
408,https://www.ufc.com/news/ufc-210-weigh-results,UFC 210: Weigh-in results,2018-09-14T08:36:04-0400,12,11,10,10,1,1,78addc73-a0da-5ee8-a424-26173414b851,1,78addc73-a0da-5ee8-a424-26173414b851,10,0,true,78addc73-a0da-5ee8-a424-26173414b851,UFC 210: Cormier vs. Johnson 2,2017-04-08,singleton_event_intersection_unpromoted,candidate
409,https://www.ufc.com/news/ufc-211-official-weigh-results,UFC 211 official weigh-in results,2018-09-14T08:36:04-0400,11,10,10,9,2,1,d40d4c5d-86da-5b28-9d5b-318d10da0ff6,1,d40d4c5d-86da-5b28-9d5b-318d10da0ff6,9,0,true,d40d4c5d-86da-5b28-9d5b-318d10da0ff6,UFC 211: Miocic vs. Dos Santos,2017-05-13,singleton_event_intersection_unpromoted,candidate
410,https://www.ufc.com/news/ufc-212-official-weigh-results,UFC 212 official weigh-in results,2018-09-14T08:36:04-0400,12,11,11,9,3,1,5b99503e-6011-5f4b-8ee1-b6fd9b1eec33,1,5b99503e-6011-5f4b-8ee1-b6fd9b1eec33,9,0,true,5b99503e-6011-5f4b-8ee1-b6fd9b1eec33,UFC 212: Aldo vs. Holloway,2017-06-03,singleton_event_intersection_unpromoted,candidate
411,https://www.ufc.com/news/ufc-213-official-weigh-results,UFC 213 official weigh-in results,2018-09-14T08:36:04-0400,12,12,12,10,4,0,,1,49652f19-6e93-5dc1-913b-68f01d124961,10,0,true,49652f19-6e93-5dc1-913b-68f01d124961,UFC 213: Romero vs. Whittaker,2017-07-08,unanimous_unique_event_votes_unpromoted,candidate
412,https://www.ufc.com/news/ufc-214-official-weigh-results,UFC 214 official weigh-in results,2018-09-14T08:36:04-0400,12,10,10,9,2,1,c57f8f44-0932-5843-bded-f85db74861f5,1,c57f8f44-0932-5843-bded-f85db74861f5,9,0,true,c57f8f44-0932-5843-bded-f85db74861f5,UFC 214: Cormier vs. Jones 2,2017-07-29,singleton_event_intersection_unpromoted,candidate
413,https://www.ufc.com/news/ufc-215-official-weigh-results,UFC 215 official weigh-in results,2018-09-14T08:36:04-0400,11,10,10,9,2,1,6e66a1e9-9b3f-5f7b-96a0-2e4174c700ea,1,6e66a1e9-9b3f-5f7b-96a0-2e4174c700ea,9,0,true,6e66a1e9-9b3f-5f7b-96a0-2e4174c700ea,UFC 215: Nunes vs Shevchenko 2,2017-09-09,singleton_event_intersection_unpromoted,candidate
414,https://www.ufc.com/news/ufc-216-official-weigh-results,UFC 216 official weigh-in results,2018-09-14T08:36:04-0400,12,10,8,8,2,0,,2,9efae73a-ce4c-5e48-beec-dd378391f003,7,1,false,,,,competing_unique_event_votes,candidate
415,https://www.ufc.com/news/ufc-217-official-weigh-results,UFC 217 official weigh-in results,2018-09-14T08:36:04-0400,11,11,11,9,3,1,93ce0f32-1afb-5657-84d2-34da933656c3,1,93ce0f32-1afb-5657-84d2-34da933656c3,9,0,true,93ce0f32-1afb-5657-84d2-34da933656c3,UFC 217: Bisping vs. St-Pierre,2017-11-04,singleton_event_intersection_unpromoted,candidate
416,https://www.ufc.com/news/ufc-218-holloway-vs-aldo-2-official-weigh-results,UFC 218: Holloway vs Aldo 2 - Official Weigh-in Results,2018-09-14T08:36:04-0400,13,11,11,10,2,1,0a1634b4-8db0-53a0-b563-864210a82233,1,0a1634b4-8db0-53a0-b563-864210a82233,10,0,true,0a1634b4-8db0-53a0-b563-864210a82233,UFC 218: Holloway vs. Aldo 2,2017-12-02,singleton_event_intersection_unpromoted,candidate
417,https://www.ufc.com/news/ufc-219-cyborg-vs-holm-official-weigh-results,UFC 219: Cyborg vs Holm - Official Weigh-in Results,2018-09-14T08:36:04-0400,10,7,7,7,1,1,aa1b6c53-193e-5f15-a7c2-f890caf9ccec,1,aa1b6c53-193e-5f15-a7c2-f890caf9ccec,7,0,true,aa1b6c53-193e-5f15-a7c2-f890caf9ccec,UFC 219: Cyborg vs. Holm,2017-12-30,singleton_event_intersection_unpromoted,candidate
418,https://www.ufc.com/news/ufc-220-miocic-vs-ngannou-official-weigh-results,UFC 220: Miocic vs Ngannou - Official Weigh-in Results,2018-09-14T08:36:04-0400,11,11,11,9,3,1,28df4fec-83ce-5290-b3c8-c73a9f62e256,1,28df4fec-83ce-5290-b3c8-c73a9f62e256,9,0,true,28df4fec-83ce-5290-b3c8-c73a9f62e256,UFC 220: Miocic vs. Ngannou,2018-01-20,singleton_event_intersection_unpromoted,candidate
419,https://www.ufc.com/news/ufc-221-romero-vs-rockhold-official-weigh-results,UFC 221: Romero vs Rockhold - Official Weigh-in Results,2018-09-14T08:36:04-0400,12,10,9,9,1,1,3c6a62ce-738c-5c65-917d-8c03c1d0bb0f,1,3c6a62ce-738c-5c65-917d-8c03c1d0bb0f,9,0,true,3c6a62ce-738c-5c65-917d-8c03c1d0bb0f,UFC 221: Romero vs. Rockhold,2018-02-10,singleton_event_intersection_unpromoted,candidate
420,https://www.ufc.com/news/ufc-222-cyborg-vs-kunitskaya-official-weigh-results,UFC 222: Cyborg vs Kunitskaya - Official Weigh-in Results,2018-09-14T08:36:04-0400,12,11,11,11,1,1,14f39243-fa99-529c-8044-a323c97cb799,1,14f39243-fa99-529c-8044-a323c97cb799,11,0,true,14f39243-fa99-529c-8044-a323c97cb799,UFC 222: Cyborg vs. Kunitskaya,2018-03-03,singleton_event_intersection_unpromoted,candidate
421,https://www.ufc.com/news/ufc-223-official-weigh-results,UFC 223 Official Weigh-in Results,2018-09-14T08:36:04-0400,9,9,9,7,3,1,7efa2a93-0e2c-5d44-8813-64e69ea0b904,1,7efa2a93-0e2c-5d44-8813-64e69ea0b904,7,0,true,7efa2a93-0e2c-5d44-8813-64e69ea0b904,UFC 223: Khabib vs. Iaquinta,2018-04-07,singleton_event_intersection_unpromoted,candidate
422,https://www.ufc.com/news/ufc-224-official-weigh-results,UFC 224 Official Weigh-in Results,2018-09-14T08:36:04-0400,13,13,13,13,1,1,719a1f83-c8c9-51a5-8514-1bd2341395fd,1,719a1f83-c8c9-51a5-8514-1bd2341395fd,13,0,true,719a1f83-c8c9-51a5-8514-1bd2341395fd,UFC 224: Nunes vs. Pennington,2018-05-12,singleton_event_intersection_unpromoted,candidate
423,https://www.ufc.com/news/ufc-225-official-weigh-results,UFC 225 Official Weigh-in Results,2018-09-14T08:36:04-0400,13,12,12,12,1,1,b3abc1ec-64f8-5630-847b-b799af466635,1,b3abc1ec-64f8-5630-847b-b799af466635,12,0,true,b3abc1ec-64f8-5630-847b-b799af466635,UFC 225: Whittaker vs. Romero 2,2018-06-09,singleton_event_intersection_unpromoted,candidate
424,https://www.ufc.com/news/ufc-226-official-weigh-results,UFC 226 Official Weigh-in Results,2018-09-24T21:02:26-0400,10,10,10,9,3,1,6bf29ee4-adfc-5d42-a9cb-562382427d4b,1,6bf29ee4-adfc-5d42-a9cb-562382427d4b,9,0,true,6bf29ee4-adfc-5d42-a9cb-562382427d4b,UFC 226: Miocic vs. Cormier,2018-07-07,singleton_event_intersection_unpromoted,candidate
425,https://www.ufc.com/news/ufc-227-official-weigh-results,UFC 227: Official Weigh-In Results,2018-09-24T21:02:26-0400,12,11,11,9,3,1,ec14ec9e-eada-5720-bb2b-f63be10920ec,1,ec14ec9e-eada-5720-bb2b-f63be10920ec,9,0,true,ec14ec9e-eada-5720-bb2b-f63be10920ec,UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,singleton_event_intersection_unpromoted,candidate
426,https://www.ufc.com/news/ufc-228-official-weigh-results,UFC 228 Official Weigh-In Results,2018-09-24T21:02:26-0400,13,12,12,12,1,1,598ab1f4-be70-5334-bd97-9239531bc9ae,1,598ab1f4-be70-5334-bd97-9239531bc9ae,12,0,true,598ab1f4-be70-5334-bd97-9239531bc9ae,UFC 228: Woodley vs. Till,2018-09-08,singleton_event_intersection_unpromoted,candidate
427,https://www.ufc.com/news/ufc-229-official-weigh-results,UFC 229 Official Weigh-In Results,2018-11-05T10:04:52-0500,12,8,8,8,1,1,756e41b1-d00a-554a-9644-606af9de0052,1,756e41b1-d00a-554a-9644-606af9de0052,8,0,true,756e41b1-d00a-554a-9644-606af9de0052,UFC 229: Khabib vs. McGregor,2018-10-06,singleton_event_intersection_unpromoted,candidate
428,https://www.ufc.com/news/ufc-230-official-weigh-results,UFC 230 Official Weigh-In Results,2018-11-05T10:04:52-0500,13,13,13,13,2,0,,2,0126e120-cdc2-5b1d-904d-a5762176eb2c,12,1,false,,,,competing_unique_event_votes,candidate
429,https://www.ufc.com/news/ufc-231-official-weigh-results,UFC 231 Official Weigh In-Results,2018-12-06T13:03:34-0500,13,11,11,11,1,1,3486bac2-2204-5c3d-a259-2eeaf14fc76d,1,3486bac2-2204-5c3d-a259-2eeaf14fc76d,11,0,true,3486bac2-2204-5c3d-a259-2eeaf14fc76d,UFC 231: Holloway vs. Ortega,2018-12-08,singleton_event_intersection_unpromoted,candidate
430,https://www.ufc.com/news/ufc-232-official-weigh-results,UFC 232 Official Weigh-In Results,2018-12-26T18:34:35-0500,13,12,12,11,2,1,4484c5f7-e7ef-5516-8270-85800f6d3ddf,1,4484c5f7-e7ef-5516-8270-85800f6d3ddf,11,0,true,4484c5f7-e7ef-5516-8270-85800f6d3ddf,UFC 232: Jones vs. Gustafsson 2,2018-12-29,singleton_event_intersection_unpromoted,candidate
