article_candidate_index,article_url,article_title,article_published_time,article_candidate_rows,rows_with_unique_name_transport,rows_with_canonical_pair,rows_with_unique_event_candidate,distinct_candidate_events,intersection_event_count,intersection_event_id,unique_vote_event_count,unique_vote_top_event_id,unique_vote_top_support,unique_vote_second_support,unique_vote_unanimous,candidate_event_id,candidate_event_name,candidate_event_date,consensus_status,review_status
0,https://www.ufc.com/news/fight-island-2-official-weigh-results,Fight Island 2 Official Weigh-in Results,2020-07-16T15:24:58-0400,12,9,9,8,2,1,cd15f53b-d419-5854-9d48-b27f6917ea5f,1,cd15f53b-d419-5854-9d48-b27f6917ea5f,8,0,true,cd15f53b-d419-5854-9d48-b27f6917ea5f,UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18,singleton_event_intersection_unpromoted,candidate
1,https://www.ufc.com/news/fight-night-adelaide-2015-weigh-results,Fight Night Adelaide 2015 Weigh-In Results,2018-09-14T08:36:04-0400,12,10,10,10,1,1,624fbb25-9c13-55d6-96db-a900d0474c30,1,624fbb25-9c13-55d6-96db-a900d0474c30,10,0,true,624fbb25-9c13-55d6-96db-a900d0474c30,UFC Fight Night: Miocic vs Hunt,2015-05-09,singleton_event_intersection_unpromoted,candidate
2,https://www.ufc.com/news/fight-night-argentina-official-weigh-results,Fight Night Argentina: Official Weigh-In Results,2018-11-16T07:13:35-0500,12,10,10,10,1,1,fc929cb7-48bf-5c10-8457-759f8543867d,1,fc929cb7-48bf-5c10-8457-759f8543867d,10,0,true,fc929cb7-48bf-5c10-8457-759f8543867d,UFC Fight Night: Magny vs. Ponzinibbio,2018-11-17,singleton_event_intersection_unpromoted,candidate
3,https://www.ufc.com/news/fight-night-arlovski-vs-barnett-weigh-results,Fight Night Arlovski vs Barnett weigh-in results,2018-09-14T08:36:04-0400,10,9,9,9,1,1,eb9fe1d2-d27d-55f1-b1b3-584a92db9c0e,1,eb9fe1d2-d27d-55f1-b1b3-584a92db9c0e,9,0,true,eb9fe1d2-d27d-55f1-b1b3-584a92db9c0e,UFC Fight Night: Arlovski vs. Barnett,2016-09-03,singleton_event_intersection_unpromoted,candidate
4,https://www.ufc.com/news/fight-night-atlantic-city-official-weigh-results,Fight Night Atlantic City: Official Weigh-in results,2018-09-14T08:36:04-0400,11,10,10,9,2,1,cc8714ae-eae7-52c0-a55b-63c2bc3474ec,1,cc8714ae-eae7-52c0-a55b-63c2bc3474ec,9,0,true,cc8714ae-eae7-52c0-a55b-63c2bc3474ec,UFC Fight Night: Barboza vs. Lee,2018-04-21,singleton_event_intersection_unpromoted,candidate
5,https://www.ufc.com/news/fight-night-auckland-official-weigh-results,Fight Night Auckland official weigh-in results,2018-09-14T08:36:04-0400,12,12,11,11,1,1,2ab92b5d-147f-5341-9711-37fa1a620f7e,1,2ab92b5d-147f-5341-9711-37fa1a620f7e,11,0,true,2ab92b5d-147f-5341-9711-37fa1a620f7e,UFC Fight Night: Lewis vs. Hunt,2017-06-10,singleton_event_intersection_unpromoted,candidate
6,https://www.ufc.com/news/fight-night-austin-2014-weigh-results,Fight Night Austin 2014 Weigh-In Results,2018-09-14T08:36:04-0400,12,9,9,7,3,1,80b4232f-a778-5b86-9c4b-583d632d98c6,1,80b4232f-a778-5b86-9c4b-583d632d98c6,7,0,true,80b4232f-a778-5b86-9c4b-583d632d98c6,UFC Fight Night: Edgar vs Swanson,2014-11-22,singleton_event_intersection_unpromoted,candidate
7,https://www.ufc.com/news/fight-night-austin-weigh-results,Fight Night Austin: Weigh-In Results,2018-09-14T08:36:04-0400,12,9,9,9,1,1,824848dd-1ded-54d7-8151-d47a6a497c22,1,824848dd-1ded-54d7-8151-d47a6a497c22,9,0,true,824848dd-1ded-54d7-8151-d47a6a497c22,UFC Fight Night: Cerrone vs. Medeiros,2018-02-18,singleton_event_intersection_unpromoted,candidate
8,https://www.ufc.com/news/fight-night-bangor-weigh-results,Fight Night Bangor Weigh-In Results,2018-09-14T08:36:04-0400,10,9,9,9,1,1,b6e55b9c-c845-5d6f-ae28-f84a374193df,1,b6e55b9c-c845-5d6f-ae28-f84a374193df,9,0,true,b6e55b9c-c845-5d6f-ae28-f84a374193df,UFC Fight Night: Bader vs Saint Preux,2014-08-16,singleton_event_intersection_unpromoted,candidate
9,https://www.ufc.com/news/fight-night-barueri-2014-weigh-results,Fight Night Barueri 2014 Weigh-In Results,2018-09-14T08:36:04-0400,11,9,9,9,1,1,c6e56063-a33d-5a6b-9ecf-27e2890cbc77,1,c6e56063-a33d-5a6b-9ecf-27e2890cbc77,9,0,true,c6e56063-a33d-5a6b-9ecf-27e2890cbc77,UFC Fight Night: Machida vs Dollaway,2014-12-20,singleton_event_intersection_unpromoted,candidate
10,https://www.ufc.com/news/fight-night-belem-weigh-results,Fight Night Belem: Weigh-in Results,2018-09-14T08:36:04-0400,12,11,11,11,2,0,,2,2778356d-17c2-54e6-8375-14bfe97898c0,10,1,false,,,,competing_unique_event_votes,candidate
11,https://www.ufc.com/news/fight-night-berlin-2015-weigh-results,Fight Night Berlin 2015 Weigh-In Results,2018-09-14T08:36:04-0400,11,10,10,10,1,1,6eb62ecb-4e4a-599c-8386-fa13084d164b,1,6eb62ecb-4e4a-599c-8386-fa13084d164b,10,0,true,6eb62ecb-4e4a-599c-8386-fa13084d164b,UFC Fight Night: Jedrzejczyk vs Penne,2015-06-20,singleton_event_intersection_unpromoted,candidate
12,https://www.ufc.com/news/fight-night-boise-official-weigh-results,Fight Night Boise Official Weigh-in Results,2018-09-24T21:02:26-0400,13,12,12,12,1,1,bdaf5167-d399-59db-a235-ab3eb3e5a6f4,1,bdaf5167-d399-59db-a235-ab3eb3e5a6f4,12,0,true,bdaf5167-d399-59db-a235-ab3eb3e5a6f4,UFC Fight Night: Dos Santos vs. Ivanov,2018-07-14,singleton_event_intersection_unpromoted,candidate
13,https://www.ufc.com/news/fight-night-boston-2015-weigh-results,Fight Night Boston 2015 Weigh-In Results,2018-09-14T08:36:04-0400,12,12,12,12,1,1,cbb9bac7-cc64-5646-a11b-baf5c4732bb8,1,cbb9bac7-cc64-5646-a11b-baf5c4732bb8,12,0,true,cbb9bac7-cc64-5646-a11b-baf5c4732bb8,UFC Fight Night: McGregor vs Siver,2015-01-18,singleton_event_intersection_unpromoted,candidate
14,https://www.ufc.com/news/fight-night-brasilia-weigh-results,Fight Night Brasilia Weigh-In Results,2018-09-14T08:36:04-0400,11,8,8,7,2,1,a7fcb490-2dda-5c22-b12b-50e499b5d71c,1,a7fcb490-2dda-5c22-b12b-50e499b5d71c,7,0,true,a7fcb490-2dda-5c22-b12b-50e499b5d71c,UFC Fight Night: Bigfoot vs Arlovski,2014-09-13,singleton_event_intersection_unpromoted,candidate
15,https://www.ufc.com/news/fight-night-broomfield-2015-weigh-results,Fight Night Broomfield 2015 Weigh-In Results,2018-09-14T08:36:04-0400,7,6,6,6,1,1,ed2678dc-c8e3-5c55-a252-23e3607eb3da,1,ed2678dc-c8e3-5c55-a252-23e3607eb3da,6,0,true,ed2678dc-c8e3-5c55-a252-23e3607eb3da,UFC Fight Night: Henderson vs Thatch,2015-02-14,singleton_event_intersection_unpromoted,candidate
16,https://www.ufc.com/news/fight-night-calgary-official-weigh-results,Fight Night Calgary Official Weigh-In Results,2018-09-24T21:02:26-0400,13,9,9,8,2,1,f20b2128-21c2-58e1-a753-e6a2f1732986,1,f20b2128-21c2-58e1-a753-e6a2f1732986,8,0,true,f20b2128-21c2-58e1-a753-e6a2f1732986,UFC Fight Night: Alvarez vs. Poirier 2,2018-07-28,singleton_event_intersection_unpromoted,candidate
17,https://www.ufc.com/news/fight-night-charlotte-weigh-results,Fight Night Charlotte: Weigh-in Results,2018-09-14T08:36:04-0400,12,10,10,10,1,1,1eb33285-c47d-566f-963e-a9fcf819a0e5,1,1eb33285-c47d-566f-963e-a9fcf819a0e5,10,0,true,1eb33285-c47d-566f-963e-a9fcf819a0e5,UFC Fight Night: Jacare vs. Brunson 2,2018-01-27,singleton_event_intersection_unpromoted,candidate
18,https://www.ufc.com/news/fight-night-chicago-weigh-results,Fight Night Chicago Weigh-In Results,2018-09-14T08:36:04-0400,12,12,12,10,3,1,41f5f1af-6b34-5806-8f32-661cb95d46f4,1,41f5f1af-6b34-5806-8f32-661cb95d46f4,10,0,true,41f5f1af-6b34-5806-8f32-661cb95d46f4,UFC on FOX: Dillashaw vs. Barao II,2015-07-25,singleton_event_intersection_unpromoted,candidate
19,https://www.ufc.com/news/fight-night-chicago-weigh-results-0,Fight Night Chicago weigh-in results,2018-09-14T08:36:04-0400,11,11,11,11,1,1,f0d0fd0c-bf94-5c90-b280-8602c34785d4,1,f0d0fd0c-bf94-5c90-b280-8602c34785d4,11,0,true,f0d0fd0c-bf94-5c90-b280-8602c34785d4,UFC on FOX: Holm vs. Shevchenko,2016-07-23,singleton_event_intersection_unpromoted,candidate
20,https://www.ufc.com/news/fight-night-chile-official-weigh-results,Fight Night Chile: Official Weigh-in results,2018-09-14T08:36:04-0400,13,12,12,11,2,1,570eeeb4-4619-56a0-938f-7d001bc5eb52,1,570eeeb4-4619-56a0-938f-7d001bc5eb52,11,0,true,570eeeb4-4619-56a0-938f-7d001bc5eb52,UFC Fight Night: Maia vs. Usman,2018-05-19,singleton_event_intersection_unpromoted,candidate
21,https://www.ufc.com/news/fight-night-cincinnati-weigh-results,Fight Night Cincinnati Weigh-In Results,2018-09-14T08:36:04-0400,13,11,11,11,1,1,d33a2b13-746a-50b4-b7ce-e9caa3498dd9,1,d33a2b13-746a-50b4-b7ce-e9caa3498dd9,11,0,true,d33a2b13-746a-50b4-b7ce-e9caa3498dd9,UFC Fight Night: Brown vs Silva,2014-05-10,singleton_event_intersection_unpromoted,candidate
22,https://www.ufc.com/news/fight-night-cowboy-vs-cowboy-weigh-results,Fight Night Cowboy vs Cowboy Weigh-In Results,2018-09-14T08:36:04-0400,13,10,10,10,1,1,ddcb2a37-7e4d-5c20-9a7e-bbf1ed597e2b,1,ddcb2a37-7e4d-5c20-9a7e-bbf1ed597e2b,10,0,true,ddcb2a37-7e4d-5c20-9a7e-bbf1ed597e2b,UFC Fight Night: Cowboy vs Cowboy,2016-02-21,singleton_event_intersection_unpromoted,candidate
23,https://www.ufc.com/news/fight-night-denver-weigh-results,Fight Night Denver: Weigh-in results,2018-09-14T08:36:04-0400,12,12,12,12,1,1,e01b25e8-0fa1-56cc-adde-5f3880ae0caa,1,e01b25e8-0fa1-56cc-adde-5f3880ae0caa,12,0,true,e01b25e8-0fa1-56cc-adde-5f3880ae0caa,UFC on FOX: Shevchenko vs. Pena,2017-01-28,singleton_event_intersection_unpromoted,candidate
24,https://www.ufc.com/news/fight-night-dillashaw-vs-cruz-weigh-results,Fight Night Dillashaw vs Cruz weigh-in results,2018-09-14T08:36:04-0400,13,12,12,12,1,1,effa2908-be37-54f8-9fd1-f9e18223ce5c,1,effa2908-be37-54f8-9fd1-f9e18223ce5c,12,0,true,effa2908-be37-54f8-9fd1-f9e18223ce5c,UFC Fight Night: Dillashaw vs Cruz,2016-01-17,singleton_event_intersection_unpromoted,candidate
25,https://www.ufc.com/news/fight-night-dos-anjos-vs-alvarez-weigh-results,Fight Night Dos Anjos vs Alvarez weigh-in results,2018-09-14T08:36:04-0400,11,10,10,10,1,1,77a31550-bc4b-55b8-8bb8-cbec4755136e,1,77a31550-bc4b-55b8-8bb8-cbec4755136e,10,0,true,77a31550-bc4b-55b8-8bb8-cbec4755136e,UFC Fight Night: Dos Anjos vs. Alvarez,2016-07-07,singleton_event_intersection_unpromoted,candidate
26,https://www.ufc.com/news/fight-night-dos-anjos-vs-ferguson-weigh-results,Fight Night: Dos Anjos vs Ferguson weigh-in results,2018-09-14T08:36:04-0400,12,10,10,10,1,1,d0d92048-21c4-5468-a63f-ff3c4c22434f,1,d0d92048-21c4-5468-a63f-ff3c4c22434f,10,0,true,d0d92048-21c4-5468-a63f-ff3c4c22434f,UFC Fight Night: Dos Anjos vs. Ferguson,2016-11-05,singleton_event_intersection_unpromoted,candidate
27,https://www.ufc.com/news/fight-night-dublin-2015-weigh-results,Fight Night Dublin 2015 Weigh-In Results,2018-09-14T08:36:04-0400,9,9,9,9,1,1,e29c1be3-0e9c-5210-ab39-1942e4cb807b,1,e29c1be3-0e9c-5210-ab39-1942e4cb807b,9,0,true,e29c1be3-0e9c-5210-ab39-1942e4cb807b,UFC Fight Night: Holohan vs Smolka,2015-10-24,singleton_event_intersection_unpromoted,candidate
28,https://www.ufc.com/news/fight-night-evans-vs-teixeira-weigh-results,Fight Night Evans vs Teixeira weigh-in results,2018-09-14T08:36:04-0400,12,11,11,11,2,0,,2,2a75c167-d74b-5398-b3c1-0b83100ec6c8,10,1,false,,,,competing_unique_event_votes,candidate
29,https://www.ufc.com/news/fight-night-fairfax-2015-weigh-results,Fight Night Fairfax 2015 Weigh-In Results,2018-09-14T08:36:04-0400,9,7,7,7,1,1,28a715b0-9718-5236-a520-1bad4fc467fe,1,28a715b0-9718-5236-a520-1bad4fc467fe,7,0,true,28a715b0-9718-5236-a520-1bad4fc467fe,UFC Fight Night: Mendes vs Lamas,2015-04-04,singleton_event_intersection_unpromoted,candidate
30,https://www.ufc.com/news/fight-night-fortaleza-weigh-results,Fight Night Fortaleza: Weigh in results,2018-09-14T08:36:04-0400,11,10,10,9,2,1,375e552d-7992-5252-96f6-da507b0f64eb,1,375e552d-7992-5252-96f6-da507b0f64eb,9,0,true,375e552d-7992-5252-96f6-da507b0f64eb,UFC Fight Night: Belfort vs. Gastelum,2017-03-11,singleton_event_intersection_unpromoted,candidate
31,https://www.ufc.com/news/fight-night-foxwoods-weigh-results,Fight Night Foxwoods Weigh-In Results,2018-09-14T08:36:04-0400,9,8,8,8,1,1,d902112f-cd9c-54e4-aebd-08cb332b72bc,1,d902112f-cd9c-54e4-aebd-08cb332b72bc,8,0,true,d902112f-cd9c-54e4-aebd-08cb332b72bc,UFC Fight Night: Jacare vs Mousasi,2014-09-05,singleton_event_intersection_unpromoted,candidate
32,https://www.ufc.com/news/fight-night-fresno-weigh-results,Fight Night Fresno: Weigh-in Results,2018-09-14T08:36:04-0400,13,13,13,12,2,1,8d9b97cd-82da-584a-8156-9543382d5134,1,8d9b97cd-82da-584a-8156-9543382d5134,12,0,true,8d9b97cd-82da-584a-8156-9543382d5134,UFC Fight Night: Swanson vs. Ortega,2017-12-09,singleton_event_intersection_unpromoted,candidate
33,https://www.ufc.com/news/fight-night-gdansk-weigh-results,Fight Night Gdansk: Weigh-in Results,2018-09-14T08:36:04-0400,12,12,12,12,2,0,,2,c00c8045-8ece-5652-b92c-0b2159cd9fc2,11,1,false,,,,competing_unique_event_votes,candidate
34,https://www.ufc.com/news/fight-night-glasgow-official-weigh-results,Fight Night Glasgow official weigh-in results,2018-09-14T08:36:04-0400,10,10,10,10,1,1,486afab2-e5f4-58b4-947d-e6245ffc04f6,1,486afab2-e5f4-58b4-947d-e6245ffc04f6,10,0,true,486afab2-e5f4-58b4-947d-e6245ffc04f6,UFC Fight Night: Nelson vs. Ponzinibbio,2017-07-16,singleton_event_intersection_unpromoted,candidate
35,https://www.ufc.com/news/fight-night-glasgow-weigh-results,Fight Night Glasgow Weigh-In Results,2018-09-14T08:36:04-0400,12,10,10,10,1,1,607c86b8-8e67-506f-bcfe-961145c9eb68,1,607c86b8-8e67-506f-bcfe-961145c9eb68,10,0,true,607c86b8-8e67-506f-bcfe-961145c9eb68,UFC Fight Night: Bisping vs Leites,2015-07-18,singleton_event_intersection_unpromoted,candidate
36,https://www.ufc.com/news/fight-night-glendale-official-weigh-results,Fight Night Glendale: Official Weigh-in results,2018-09-14T08:36:04-0400,14,13,13,11,3,1,0ca3d72e-aa67-5b12-be5a-5345cad0db6c,1,0ca3d72e-aa67-5b12-be5a-5345cad0db6c,11,0,true,0ca3d72e-aa67-5b12-be5a-5345cad0db6c,UFC Fight Night: Poirier vs. Gaethje,2018-04-14,singleton_event_intersection_unpromoted,candidate
37,https://www.ufc.com/news/fight-night-goiania-2015-weigh-results,Fight Night Goiania 2015 Weigh-In Results,2018-09-14T08:36:04-0400,12,11,11,10,3,1,baad582c-8b19-5c13-8041-f80275ee4a24,1,baad582c-8b19-5c13-8041-f80275ee4a24,10,0,true,baad582c-8b19-5c13-8041-f80275ee4a24,UFC Fight Night: Condit vs Alves,2015-05-30,singleton_event_intersection_unpromoted,candidate
38,https://www.ufc.com/news/fight-night-halifax-2014-weigh-results,Fight Night Halifax 2014 Weigh-In Results,2018-09-14T08:36:04-0400,12,11,11,11,1,1,75458a85-26ca-5d2e-8495-2d037b0f697f,1,75458a85-26ca-5d2e-8495-2d037b0f697f,11,0,true,75458a85-26ca-5d2e-8495-2d037b0f697f,UFC Fight Night: MacDonald vs Saffiedine,2014-10-04,singleton_event_intersection_unpromoted,candidate
39,https://www.ufc.com/news/fight-night-halifax-weigh-results,Fight Night Halifax: Weigh-in results,2018-09-14T08:36:04-0400,10,9,9,9,1,1,9e442659-c110-58ba-b20d-2d533ce71bbd,1,9e442659-c110-58ba-b20d-2d533ce71bbd,9,0,true,9e442659-c110-58ba-b20d-2d533ce71bbd,UFC Fight Night: Lewis vs. Browne,2017-02-19,singleton_event_intersection_unpromoted,candidate
40,https://www.ufc.com/news/fight-night-hamburg-official-weigh-results,Fight Night Hamburg Official Weigh-in Results,2018-09-24T21:02:26-0400,13,11,11,11,1,1,68a678d6-9b96-5583-9230-aca3748067d1,1,68a678d6-9b96-5583-9230-aca3748067d1,11,0,true,68a678d6-9b96-5583-9230-aca3748067d1,UFC Fight Night: Shogun vs. Smith,2018-07-22,singleton_event_intersection_unpromoted,candidate
41,https://www.ufc.com/news/fight-night-hendricks-vs-thompson-weigh-results,Fight Night Hendricks vs Thompson Weigh-In Results,2018-09-14T08:36:04-0400,11,11,11,11,1,1,facfe1cd-44e0-52d5-8b83-32f89f3866ec,1,facfe1cd-44e0-52d5-8b83-32f89f3866ec,11,0,true,facfe1cd-44e0-52d5-8b83-32f89f3866ec,UFC Fight Night: Hendricks vs Thompson,2016-02-06,singleton_event_intersection_unpromoted,candidate
42,https://www.ufc.com/news/fight-night-houston-weigh-results,Fight Night Houston: Weigh-in results,2018-09-14T08:36:04-0400,11,10,10,9,2,1,fc107cc3-1c29-5179-b75f-6e89d2d87431,1,fc107cc3-1c29-5179-b75f-6e89d2d87431,9,0,true,fc107cc3-1c29-5179-b75f-6e89d2d87431,UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,singleton_event_intersection_unpromoted,candidate
43,https://www.ufc.com/news/fight-night-hunt-vs-mir-weigh-results,Fight Night Hunt vs Mir weigh-in results,2018-09-14T08:36:04-0400,12,11,11,11,1,1,f8d13274-ed17-5e8c-bded-7a2269bfd151,1,f8d13274-ed17-5e8c-bded-7a2269bfd151,11,0,true,f8d13274-ed17-5e8c-bded-7a2269bfd151,UFC Fight Night: Hunt vs Mir,2016-03-19,singleton_event_intersection_unpromoted,candidate
44,https://www.ufc.com/news/fight-night-japan-weigh-results,Fight Night Japan: Weigh-in Results,2018-09-14T08:36:04-0400,12,12,12,12,1,1,d04b7dc5-6718-53bb-9054-4f49ef75073f,1,d04b7dc5-6718-53bb-9054-4f49ef75073f,12,0,true,d04b7dc5-6718-53bb-9054-4f49ef75073f,UFC Fight Night: Hunt vs Nelson,2014-09-20,singleton_event_intersection_unpromoted,candidate
45,https://www.ufc.com/news/fight-night-japan-weigh-results-0,Fight Night Japan Weigh-In Results,2018-09-14T08:36:04-0400,9,9,9,8,2,1,47163511-1256-59e4-8396-8e41cbb75f36,1,47163511-1256-59e4-8396-8e41cbb75f36,8,0,true,47163511-1256-59e4-8396-8e41cbb75f36,UFC Fight Night: Barnett vs Nelson,2015-09-26,singleton_event_intersection_unpromoted,candidate
46,https://www.ufc.com/news/fight-night-johnson-vs-bader-weigh-results,Fight Night Johnson vs. Bader Weigh-In Results,2018-09-14T08:36:04-0400,13,12,12,12,1,1,e055604c-a045-559e-9b0f-a87f5d6b1c67,1,e055604c-a045-559e-9b0f-a87f5d6b1c67,12,0,true,e055604c-a045-559e-9b0f-a87f5d6b1c67,UFC on FOX: Johnson vs. Bader,2016-01-30,singleton_event_intersection_unpromoted,candidate
47,https://www.ufc.com/news/fight-night-krakow-2015-weigh-results,Fight Night Krakow 2015 Weigh-In Results,2018-09-14T08:36:04-0400,11,9,9,8,2,1,f27faf27-5fe1-5173-86f6-6c3d95ceb518,1,f27faf27-5fe1-5173-86f6-6c3d95ceb518,8,0,true,f27faf27-5fe1-5173-86f6-6c3d95ceb518,UFC Fight Night: Gonzaga vs Cro Cop 2,2015-04-11,singleton_event_intersection_unpromoted,candidate
48,https://www.ufc.com/news/fight-night-las-vegas-weigh-results,Fight Night Las Vegas Weigh-in Results,2018-09-14T08:36:04-0400,12,11,11,11,1,1,836089c2-f0b4-5de6-960e-01bb630167e4,1,836089c2-f0b4-5de6-960e-01bb630167e4,11,0,true,836089c2-f0b4-5de6-960e-01bb630167e4,UFC Fight Night: Namajunas vs. VanZant,2015-12-10,singleton_event_intersection_unpromoted,candidate
49,https://www.ufc.com/news/fight-night-lincoln-official-weigh-results,Fight Night Lincoln Official Weigh-In Results,2018-09-24T21:02:26-0400,13,12,12,12,1,1,3cfb6050-ac63-51de-801e-d0bdcd9b33da,1,3cfb6050-ac63-51de-801e-d0bdcd9b33da,12,0,true,3cfb6050-ac63-51de-801e-d0bdcd9b33da,UFC Fight Night: Gaethje vs. Vick,2018-08-25,singleton_event_intersection_unpromoted,candidate
50,https://www.ufc.com/news/fight-night-liverpool-official-weigh-results,Fight Night Liverpool: Official Weigh-In Results,2018-09-14T08:36:04-0400,11,10,10,10,1,1,b3b044ef-5a1d-59be-853e-343acfa30c01,1,b3b044ef-5a1d-59be-853e-343acfa30c01,10,0,true,b3b044ef-5a1d-59be-853e-343acfa30c01,UFC Fight Night: Thompson vs. Till,2018-05-27,singleton_event_intersection_unpromoted,candidate
51,https://www.ufc.com/news/fight-night-london-manuwa-vs-anderson-weigh-results,Fight Night London: Manuwa vs Anderson - Weigh-in Results,2018-09-14T08:36:04-0400,13,12,10,9,2,1,bcee91d1-f6b9-55e6-bb34-a9394efcdd2f,1,bcee91d1-f6b9-55e6-bb34-a9394efcdd2f,9,0,true,bcee91d1-f6b9-55e6-bb34-a9394efcdd2f,UFC Fight Night: Manuwa vs. Anderson,2017-03-18,singleton_event_intersection_unpromoted,candidate
52,https://www.ufc.com/news/fight-night-london-weigh-results,Fight Night London: Weigh-In Results,2018-09-14T08:36:04-0400,11,11,10,9,2,1,b1a6fd46-b199-5b6b-878b-9641b70407e1,1,b1a6fd46-b199-5b6b-878b-9641b70407e1,9,0,true,b1a6fd46-b199-5b6b-878b-9641b70407e1,UFC Fight Night: Werdum vs. Volkov,2018-03-17,singleton_event_intersection_unpromoted,candidate
53,https://www.ufc.com/news/fight-night-long-island-official-weigh-results,Fight Night Long Island official weigh-in results,2018-09-14T08:36:04-0400,13,13,13,13,1,1,f0c715d7-c4ea-5b0c-a97f-f76a7ca12814,1,f0c715d7-c4ea-5b0c-a97f-f76a7ca12814,13,0,true,f0c715d7-c4ea-5b0c-a97f-f76a7ca12814,UFC Fight Night: Weidman vs. Gastelum,2017-07-22,singleton_event_intersection_unpromoted,candidate
54,https://www.ufc.com/news/fight-night-macao-2014-weigh-results,Fight Night Macao 2014 Weigh-In Results,2018-09-14T08:36:04-0400,9,6,6,6,1,1,ceba333d-8803-5ecc-86c9-df1f05b76a77,1,ceba333d-8803-5ecc-86c9-df1f05b76a77,6,0,true,ceba333d-8803-5ecc-86c9-df1f05b76a77,UFC Fight Night: Bisping vs Le,2014-08-23,singleton_event_intersection_unpromoted,candidate
55,https://www.ufc.com/news/fight-night-maia-vs-condit-weigh-results,Fight Night Maia vs Condit weigh-in results,2018-09-14T08:36:04-0400,9,8,8,7,2,1,1a0cc240-fcfa-5dc4-a99e-cf83703bba4a,1,1a0cc240-fcfa-5dc4-a99e-cf83703bba4a,7,0,true,1a0cc240-fcfa-5dc4-a99e-cf83703bba4a,UFC on FOX: Maia vs. Condit,2016-08-27,singleton_event_intersection_unpromoted,candidate
56,https://www.ufc.com/news/fight-night-manila-2015-weigh-results,Fight Night Manila 2015 Weigh-In Results,2018-09-14T08:36:04-0400,11,10,10,10,1,1,a1f38411-b27e-580f-a2f8-76a8adc1154c,1,a1f38411-b27e-580f-a2f8-76a8adc1154c,10,0,true,a1f38411-b27e-580f-a2f8-76a8adc1154c,UFC Fight Night: Edgar vs Faber,2015-05-16,singleton_event_intersection_unpromoted,candidate
57,https://www.ufc.com/news/fight-night-mexico-city-official-weigh-results,Fight Night Mexico City official weigh-in results,2018-09-14T08:47:00-0400,12,9,9,9,1,1,a7e164e3-025a-5e5f-9a8c-15da709edffc,1,a7e164e3-025a-5e5f-9a8c-15da709edffc,9,0,true,a7e164e3-025a-5e5f-9a8c-15da709edffc,UFC Fight Night: Pettis vs. Moreno,2017-08-05,singleton_event_intersection_unpromoted,candidate
58,https://www.ufc.com/news/fight-night-moncton-official-weigh-results,Fight Night Moncton: Official Weigh-In Results,2018-11-05T10:04:52-0500,12,11,11,11,1,1,56100fb3-4167-5262-be7f-aebbbc5e15c5,1,56100fb3-4167-5262-be7f-aebbbc5e15c5,11,0,true,56100fb3-4167-5262-be7f-aebbbc5e15c5,UFC Fight Night: Oezdemir vs. Smith,2018-10-27,singleton_event_intersection_unpromoted,candidate
59,https://www.ufc.com/news/fight-night-monterrey-2015-weigh-results,Fight Night Monterrey 2015 Weigh-In Results,2018-09-14T08:36:04-0400,13,11,11,11,1,1,62c6ca85-cf3b-5234-84e9-8cc6c5bd2e42,1,62c6ca85-cf3b-5234-84e9-8cc6c5bd2e42,11,0,true,62c6ca85-cf3b-5234-84e9-8cc6c5bd2e42,UFC Fight Night: Magny vs Gastelum,2015-11-21,singleton_event_intersection_unpromoted,candidate
60,https://www.ufc.com/news/fight-night-nashville-official-weigh-results,Fight Night Nashville: Official weigh-in results,2018-09-14T08:36:04-0400,11,11,11,11,1,1,0211600a-e0c9-5554-a281-9665c426a94b,1,0211600a-e0c9-5554-a281-9665c426a94b,11,0,true,0211600a-e0c9-5554-a281-9665c426a94b,UFC Fight Night: Swanson vs. Lobov,2017-04-22,singleton_event_intersection_unpromoted,candidate
61,https://www.ufc.com/news/fight-night-nashville-weigh-results,Fight Night Nashville Weigh-In Results,2018-09-14T08:36:04-0400,11,11,11,11,1,1,db1c26eb-e628-5bf3-9c73-55559207f0f5,1,db1c26eb-e628-5bf3-9c73-55559207f0f5,11,0,true,db1c26eb-e628-5bf3-9c73-55559207f0f5,UFC Fight Night: Teixeira vs Saint Preux,2015-08-08,singleton_event_intersection_unpromoted,candidate
62,https://www.ufc.com/news/fight-night-new-jersey-weigh-results,Fight Night New Jersey Weigh-In Results,2018-09-14T08:36:04-0400,11,11,11,10,2,1,4bff1676-fcf0-5b4f-9dcb-de6a10a1b4a2,1,4bff1676-fcf0-5b4f-9dcb-de6a10a1b4a2,10,0,true,4bff1676-fcf0-5b4f-9dcb-de6a10a1b4a2,UFC on FOX: Machida vs Rockhold,2015-04-18,singleton_event_intersection_unpromoted,candidate
63,https://www.ufc.com/news/fight-night-new-orleans-weigh-results,Fight Night New Orleans Weigh-In Results,2018-09-14T08:36:04-0400,10,10,10,10,1,1,9442af0e-5d63-5532-b606-bf001723395c,1,9442af0e-5d63-5532-b606-bf001723395c,10,0,true,9442af0e-5d63-5532-b606-bf001723395c,UFC Fight Night: Boetsch vs Henderson,2015-06-06,singleton_event_intersection_unpromoted,candidate
