source_table,source_record_id,event,bout,fighter,reason,details
ufc_fight_stats,UFC Fight Night: Lewis vs. Teixeira|Mitch Ramirez vs. Mike Davis|Round 2|Mike Davis|row:2889,UFC Fight Night: Lewis vs. Teixeira,Mitch Ramirez vs. Mike Davis,Mike Davis,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lewis vs. Teixeira|Mitch Ramirez vs. Mike Davis|Round 2|Mitch Ramirez|row:2887,UFC Fight Night: Lewis vs. Teixeira,Mitch Ramirez vs. Mike Davis,Mitch Ramirez,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Alessandro Costa vs. Alden Coria|Round 1|Alden Coria|row:2423,UFC Fight Night: Lopes vs. Silva,Alessandro Costa vs. Alden Coria,Alden Coria,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Alessandro Costa vs. Alden Coria|Round 1|Alessandro Costa|row:2420,UFC Fight Night: Lopes vs. Silva,Alessandro Costa vs. Alden Coria,Alessandro Costa,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Alessandro Costa vs. Alden Coria|Round 2|Alden Coria|row:2424,UFC Fight Night: Lopes vs. Silva,Alessandro Costa vs. Alden Coria,Alden Coria,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Alessandro Costa vs. Alden Coria|Round 2|Alessandro Costa|row:2421,UFC Fight Night: Lopes vs. Silva,Alessandro Costa vs. Alden Coria,Alessandro Costa,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Alessandro Costa vs. Alden Coria|Round 3|Alden Coria|row:2425,UFC Fight Night: Lopes vs. Silva,Alessandro Costa vs. Alden Coria,Alden Coria,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Alessandro Costa vs. Alden Coria|Round 3|Alessandro Costa|row:2422,UFC Fight Night: Lopes vs. Silva,Alessandro Costa vs. Alden Coria,Alessandro Costa,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Alexander Hernandez vs. Diego Ferreira|Round 1|Alexander Hernandez|row:2392,UFC Fight Night: Lopes vs. Silva,Alexander Hernandez vs. Diego Ferreira,Alexander Hernandez,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Alexander Hernandez vs. Diego Ferreira|Round 1|Diego Ferreira|row:2394,UFC Fight Night: Lopes vs. Silva,Alexander Hernandez vs. Diego Ferreira,Diego Ferreira,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Alexander Hernandez vs. Diego Ferreira|Round 2|Alexander Hernandez|row:2393,UFC Fight Night: Lopes vs. Silva,Alexander Hernandez vs. Diego Ferreira,Alexander Hernandez,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Alexander Hernandez vs. Diego Ferreira|Round 2|Diego Ferreira|row:2395,UFC Fight Night: Lopes vs. Silva,Alexander Hernandez vs. Diego Ferreira,Diego Ferreira,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Claudio Puelles vs. Joaquim Silva|Round 1|Claudio Puelles|row:2400,UFC Fight Night: Lopes vs. Silva,Claudio Puelles vs. Joaquim Silva,Claudio Puelles,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Claudio Puelles vs. Joaquim Silva|Round 1|Joaquim Silva|row:2403,UFC Fight Night: Lopes vs. Silva,Claudio Puelles vs. Joaquim Silva,Joaquim Silva,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Claudio Puelles vs. Joaquim Silva|Round 2|Claudio Puelles|row:2401,UFC Fight Night: Lopes vs. Silva,Claudio Puelles vs. Joaquim Silva,Claudio Puelles,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Claudio Puelles vs. Joaquim Silva|Round 2|Joaquim Silva|row:2404,UFC Fight Night: Lopes vs. Silva,Claudio Puelles vs. Joaquim Silva,Joaquim Silva,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Claudio Puelles vs. Joaquim Silva|Round 3|Claudio Puelles|row:2402,UFC Fight Night: Lopes vs. Silva,Claudio Puelles vs. Joaquim Silva,Claudio Puelles,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Claudio Puelles vs. Joaquim Silva|Round 3|Joaquim Silva|row:2405,UFC Fight Night: Lopes vs. Silva,Claudio Puelles vs. Joaquim Silva,Joaquim Silva,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Diego Lopes vs. Jean Silva|Round 1|Diego Lopes|row:2370,UFC Fight Night: Lopes vs. Silva,Diego Lopes vs. Jean Silva,Diego Lopes,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Diego Lopes vs. Jean Silva|Round 1|Jean Silva|row:2372,UFC Fight Night: Lopes vs. Silva,Diego Lopes vs. Jean Silva,Jean Silva,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Diego Lopes vs. Jean Silva|Round 2|Diego Lopes|row:2371,UFC Fight Night: Lopes vs. Silva,Diego Lopes vs. Jean Silva,Diego Lopes,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Diego Lopes vs. Jean Silva|Round 2|Jean Silva|row:2373,UFC Fight Night: Lopes vs. Silva,Diego Lopes vs. Jean Silva,Jean Silva,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Jesus Aguilar vs. Luis Gurule|Round 1|Jesus Aguilar|row:2412,UFC Fight Night: Lopes vs. Silva,Jesus Aguilar vs. Luis Gurule,Jesus Aguilar,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Jesus Aguilar vs. Luis Gurule|Round 1|Luis Gurule|row:2415,UFC Fight Night: Lopes vs. Silva,Jesus Aguilar vs. Luis Gurule,Luis Gurule,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Jesus Aguilar vs. Luis Gurule|Round 2|Jesus Aguilar|row:2413,UFC Fight Night: Lopes vs. Silva,Jesus Aguilar vs. Luis Gurule,Jesus Aguilar,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Jesus Aguilar vs. Luis Gurule|Round 2|Luis Gurule|row:2416,UFC Fight Night: Lopes vs. Silva,Jesus Aguilar vs. Luis Gurule,Luis Gurule,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Jesus Aguilar vs. Luis Gurule|Round 3|Jesus Aguilar|row:2414,UFC Fight Night: Lopes vs. Silva,Jesus Aguilar vs. Luis Gurule,Jesus Aguilar,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Jesus Aguilar vs. Luis Gurule|Round 3|Luis Gurule|row:2417,UFC Fight Night: Lopes vs. Silva,Jesus Aguilar vs. Luis Gurule,Luis Gurule,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Jose Daniel Medina vs. Dusko Todorovic|Round 1|Dusko Todorovic|row:2399,UFC Fight Night: Lopes vs. Silva,Jose Daniel Medina vs. Dusko Todorovic,Dusko Todorovic,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Jose Daniel Medina vs. Dusko Todorovic|Round 1|Jose Daniel Medina|row:2398,UFC Fight Night: Lopes vs. Silva,Jose Daniel Medina vs. Dusko Todorovic,Jose Daniel Medina,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Kelvin Gastelum vs. Dustin Stoltzfus|Round 1|Dustin Stoltzfus|row:2389,UFC Fight Night: Lopes vs. Silva,Kelvin Gastelum vs. Dustin Stoltzfus,Dustin Stoltzfus,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Kelvin Gastelum vs. Dustin Stoltzfus|Round 1|Kelvin Gastelum|row:2386,UFC Fight Night: Lopes vs. Silva,Kelvin Gastelum vs. Dustin Stoltzfus,Kelvin Gastelum,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Kelvin Gastelum vs. Dustin Stoltzfus|Round 2|Dustin Stoltzfus|row:2390,UFC Fight Night: Lopes vs. Silva,Kelvin Gastelum vs. Dustin Stoltzfus,Dustin Stoltzfus,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Kelvin Gastelum vs. Dustin Stoltzfus|Round 2|Kelvin Gastelum|row:2387,UFC Fight Night: Lopes vs. Silva,Kelvin Gastelum vs. Dustin Stoltzfus,Kelvin Gastelum,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Kelvin Gastelum vs. Dustin Stoltzfus|Round 3|Dustin Stoltzfus|row:2391,UFC Fight Night: Lopes vs. Silva,Kelvin Gastelum vs. Dustin Stoltzfus,Dustin Stoltzfus,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Kelvin Gastelum vs. Dustin Stoltzfus|Round 3|Kelvin Gastelum|row:2388,UFC Fight Night: Lopes vs. Silva,Kelvin Gastelum vs. Dustin Stoltzfus,Kelvin Gastelum,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Montse Rendon vs. Alice Pereira|Round 1|Alice Pereira|row:2429,UFC Fight Night: Lopes vs. Silva,Montse Rendon vs. Alice Pereira,Alice Pereira,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Montse Rendon vs. Alice Pereira|Round 1|Montse Rendon|row:2426,UFC Fight Night: Lopes vs. Silva,Montse Rendon vs. Alice Pereira,Montse Rendon,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Montse Rendon vs. Alice Pereira|Round 2|Alice Pereira|row:2430,UFC Fight Night: Lopes vs. Silva,Montse Rendon vs. Alice Pereira,Alice Pereira,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Montse Rendon vs. Alice Pereira|Round 2|Montse Rendon|row:2427,UFC Fight Night: Lopes vs. Silva,Montse Rendon vs. Alice Pereira,Montse Rendon,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Montse Rendon vs. Alice Pereira|Round 3|Alice Pereira|row:2431,UFC Fight Night: Lopes vs. Silva,Montse Rendon vs. Alice Pereira,Alice Pereira,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Montse Rendon vs. Alice Pereira|Round 3|Montse Rendon|row:2428,UFC Fight Night: Lopes vs. Silva,Montse Rendon vs. Alice Pereira,Montse Rendon,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Rafa Garcia vs. Jared Gordon|Round 1|Jared Gordon|row:2383,UFC Fight Night: Lopes vs. Silva,Rafa Garcia vs. Jared Gordon,Jared Gordon,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Rafa Garcia vs. Jared Gordon|Round 1|Rafa Garcia|row:2380,UFC Fight Night: Lopes vs. Silva,Rafa Garcia vs. Jared Gordon,Rafa Garcia,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Rafa Garcia vs. Jared Gordon|Round 2|Jared Gordon|row:2384,UFC Fight Night: Lopes vs. Silva,Rafa Garcia vs. Jared Gordon,Jared Gordon,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Rafa Garcia vs. Jared Gordon|Round 2|Rafa Garcia|row:2381,UFC Fight Night: Lopes vs. Silva,Rafa Garcia vs. Jared Gordon,Rafa Garcia,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Rafa Garcia vs. Jared Gordon|Round 3|Jared Gordon|row:2385,UFC Fight Night: Lopes vs. Silva,Rafa Garcia vs. Jared Gordon,Jared Gordon,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Rafa Garcia vs. Jared Gordon|Round 3|Rafa Garcia|row:2382,UFC Fight Night: Lopes vs. Silva,Rafa Garcia vs. Jared Gordon,Rafa Garcia,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Rob Font vs. David Martinez|Round 1|David Martinez|row:2377,UFC Fight Night: Lopes vs. Silva,Rob Font vs. David Martinez,David Martinez,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Rob Font vs. David Martinez|Round 1|Rob Font|row:2374,UFC Fight Night: Lopes vs. Silva,Rob Font vs. David Martinez,Rob Font,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Rob Font vs. David Martinez|Round 2|David Martinez|row:2378,UFC Fight Night: Lopes vs. Silva,Rob Font vs. David Martinez,David Martinez,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Rob Font vs. David Martinez|Round 2|Rob Font|row:2375,UFC Fight Night: Lopes vs. Silva,Rob Font vs. David Martinez,Rob Font,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Rob Font vs. David Martinez|Round 3|David Martinez|row:2379,UFC Fight Night: Lopes vs. Silva,Rob Font vs. David Martinez,David Martinez,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Rob Font vs. David Martinez|Round 3|Rob Font|row:2376,UFC Fight Night: Lopes vs. Silva,Rob Font vs. David Martinez,Rob Font,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Rodrigo Sezinando vs. Daniil Donchenko|Round 1|Daniil Donchenko|row:2433,UFC Fight Night: Lopes vs. Silva,Rodrigo Sezinando vs. Daniil Donchenko,Daniil Donchenko,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Rodrigo Sezinando vs. Daniil Donchenko|Round 1|Rodrigo Sezinando|row:2432,UFC Fight Night: Lopes vs. Silva,Rodrigo Sezinando vs. Daniil Donchenko,Rodrigo Sezinando,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Santiago Luna vs. Quang Le|Round 1|Quang Le|row:2397,UFC Fight Night: Lopes vs. Silva,Santiago Luna vs. Quang Le,Quang Le,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Santiago Luna vs. Quang Le|Round 1|Santiago Luna|row:2396,UFC Fight Night: Lopes vs. Silva,Santiago Luna vs. Quang Le,Santiago Luna,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Tatiana Suarez vs. Amanda Lemos|Round 1|Amanda Lemos|row:2409,UFC Fight Night: Lopes vs. Silva,Tatiana Suarez vs. Amanda Lemos,Amanda Lemos,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Tatiana Suarez vs. Amanda Lemos|Round 1|Tatiana Suarez|row:2406,UFC Fight Night: Lopes vs. Silva,Tatiana Suarez vs. Amanda Lemos,Tatiana Suarez,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Tatiana Suarez vs. Amanda Lemos|Round 2|Amanda Lemos|row:2410,UFC Fight Night: Lopes vs. Silva,Tatiana Suarez vs. Amanda Lemos,Amanda Lemos,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Tatiana Suarez vs. Amanda Lemos|Round 2|Tatiana Suarez|row:2407,UFC Fight Night: Lopes vs. Silva,Tatiana Suarez vs. Amanda Lemos,Tatiana Suarez,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Tatiana Suarez vs. Amanda Lemos|Round 3|Amanda Lemos|row:2411,UFC Fight Night: Lopes vs. Silva,Tatiana Suarez vs. Amanda Lemos,Amanda Lemos,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Tatiana Suarez vs. Amanda Lemos|Round 3|Tatiana Suarez|row:2408,UFC Fight Night: Lopes vs. Silva,Tatiana Suarez vs. Amanda Lemos,Tatiana Suarez,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Zach Reese vs. Sedriques Dumas|Round 1|Sedriques Dumas|row:2419,UFC Fight Night: Lopes vs. Silva,Zach Reese vs. Sedriques Dumas,Sedriques Dumas,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Lopes vs. Silva|Zach Reese vs. Sedriques Dumas|Round 1|Zach Reese|row:2418,UFC Fight Night: Lopes vs. Silva,Zach Reese vs. Sedriques Dumas,Zach Reese,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: McDonald vs. Lineker|Michael McDonald vs. John Lineker|Round 1|John Lineker|row:24881,UFC Fight Night: McDonald vs. Lineker,Michael McDonald vs. John Lineker,John Lineker,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: McDonald vs. Lineker|Michael McDonald vs. John Lineker|Round 1|Michael McDonald|row:24880,UFC Fight Night: McDonald vs. Lineker,Michael McDonald vs. John Lineker,Michael McDonald,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Moraes vs. Sandhagen|Bruno Silva vs. Tagir Ulanbekov|Round 1|Bruno Silva|row:14912,UFC Fight Night: Moraes vs. Sandhagen,Bruno Silva vs. Tagir Ulanbekov,Bruno Silva,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Moraes vs. Sandhagen|Bruno Silva vs. Tagir Ulanbekov|Round 1|Tagir Ulanbekov|row:14915,UFC Fight Night: Moraes vs. Sandhagen,Bruno Silva vs. Tagir Ulanbekov,Tagir Ulanbekov,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Moraes vs. Sandhagen|Bruno Silva vs. Tagir Ulanbekov|Round 2|Bruno Silva|row:14913,UFC Fight Night: Moraes vs. Sandhagen,Bruno Silva vs. Tagir Ulanbekov,Bruno Silva,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Moraes vs. Sandhagen|Bruno Silva vs. Tagir Ulanbekov|Round 2|Tagir Ulanbekov|row:14916,UFC Fight Night: Moraes vs. Sandhagen,Bruno Silva vs. Tagir Ulanbekov,Tagir Ulanbekov,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Moraes vs. Sandhagen|Bruno Silva vs. Tagir Ulanbekov|Round 3|Bruno Silva|row:14914,UFC Fight Night: Moraes vs. Sandhagen,Bruno Silva vs. Tagir Ulanbekov,Bruno Silva,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Moraes vs. Sandhagen|Bruno Silva vs. Tagir Ulanbekov|Round 3|Tagir Ulanbekov|row:14917,UFC Fight Night: Moraes vs. Sandhagen,Bruno Silva vs. Tagir Ulanbekov,Tagir Ulanbekov,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Muhammad vs. Bonfim|Bruno Silva vs. Edgar Chairez|Round 1|Bruno Silva|row:618,UFC Fight Night: Muhammad vs. Bonfim,Bruno Silva vs. Edgar Chairez,Bruno Silva,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Muhammad vs. Bonfim|Bruno Silva vs. Edgar Chairez|Round 1|Edgar Chairez|row:619,UFC Fight Night: Muhammad vs. Bonfim,Bruno Silva vs. Edgar Chairez,Edgar Chairez,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Namajunas vs. Cortez|Drew Dober vs. Jean Silva|Round 1|Drew Dober|row:5408,UFC Fight Night: Namajunas vs. Cortez,Drew Dober vs. Jean Silva,Drew Dober,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Namajunas vs. Cortez|Drew Dober vs. Jean Silva|Round 1|Jean Silva|row:5411,UFC Fight Night: Namajunas vs. Cortez,Drew Dober vs. Jean Silva,Jean Silva,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Namajunas vs. Cortez|Drew Dober vs. Jean Silva|Round 2|Drew Dober|row:5409,UFC Fight Night: Namajunas vs. Cortez,Drew Dober vs. Jean Silva,Drew Dober,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Namajunas vs. Cortez|Drew Dober vs. Jean Silva|Round 2|Jean Silva|row:5412,UFC Fight Night: Namajunas vs. Cortez,Drew Dober vs. Jean Silva,Jean Silva,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Namajunas vs. Cortez|Drew Dober vs. Jean Silva|Round 3|Drew Dober|row:5410,UFC Fight Night: Namajunas vs. Cortez,Drew Dober vs. Jean Silva,Drew Dober,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Namajunas vs. Cortez|Drew Dober vs. Jean Silva|Round 3|Jean Silva|row:5413,UFC Fight Night: Namajunas vs. Cortez,Drew Dober vs. Jean Silva,Jean Silva,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Nogueira vs Davis|Michael McDonald vs. Edwin Figueroa|Round 1|Edwin Figueroa|row:35163,UFC Fight Night: Nogueira vs Davis,Michael McDonald vs. Edwin Figueroa,Edwin Figueroa,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Nogueira vs Davis|Michael McDonald vs. Edwin Figueroa|Round 1|Michael McDonald|row:35160,UFC Fight Night: Nogueira vs Davis,Michael McDonald vs. Edwin Figueroa,Michael McDonald,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Nogueira vs Davis|Michael McDonald vs. Edwin Figueroa|Round 2|Edwin Figueroa|row:35164,UFC Fight Night: Nogueira vs Davis,Michael McDonald vs. Edwin Figueroa,Edwin Figueroa,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Nogueira vs Davis|Michael McDonald vs. Edwin Figueroa|Round 2|Michael McDonald|row:35161,UFC Fight Night: Nogueira vs Davis,Michael McDonald vs. Edwin Figueroa,Michael McDonald,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Nogueira vs Davis|Michael McDonald vs. Edwin Figueroa|Round 3|Edwin Figueroa|row:35165,UFC Fight Night: Nogueira vs Davis,Michael McDonald vs. Edwin Figueroa,Edwin Figueroa,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Nogueira vs Davis|Michael McDonald vs. Edwin Figueroa|Round 3|Michael McDonald|row:35162,UFC Fight Night: Nogueira vs Davis,Michael McDonald vs. Edwin Figueroa,Michael McDonald,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Pavlovich vs. Blaydes|Brad Tavares vs. Bruno Silva|Round 1|Brad Tavares|row:8576,UFC Fight Night: Pavlovich vs. Blaydes,Brad Tavares vs. Bruno Silva,Brad Tavares,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Pavlovich vs. Blaydes|Brad Tavares vs. Bruno Silva|Round 1|Bruno Silva|row:8577,UFC Fight Night: Pavlovich vs. Blaydes,Brad Tavares vs. Bruno Silva,Bruno Silva,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Poirier vs. Johnson|Jose Quinonez vs. Joey Gomez|Round 1|Joey Gomez|row:24497,UFC Fight Night: Poirier vs. Johnson,Jose Quinonez vs. Joey Gomez,Joey Gomez,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Poirier vs. Johnson|Jose Quinonez vs. Joey Gomez|Round 1|Jose Quinonez|row:24494,UFC Fight Night: Poirier vs. Johnson,Jose Quinonez vs. Joey Gomez,Jose Quinonez,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Poirier vs. Johnson|Jose Quinonez vs. Joey Gomez|Round 2|Joey Gomez|row:24498,UFC Fight Night: Poirier vs. Johnson,Jose Quinonez vs. Joey Gomez,Joey Gomez,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Poirier vs. Johnson|Jose Quinonez vs. Joey Gomez|Round 2|Jose Quinonez|row:24495,UFC Fight Night: Poirier vs. Johnson,Jose Quinonez vs. Joey Gomez,Jose Quinonez,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Poirier vs. Johnson|Jose Quinonez vs. Joey Gomez|Round 3|Joey Gomez|row:24499,UFC Fight Night: Poirier vs. Johnson,Jose Quinonez vs. Joey Gomez,Joey Gomez,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Poirier vs. Johnson|Jose Quinonez vs. Joey Gomez|Round 3|Jose Quinonez|row:24496,UFC Fight Night: Poirier vs. Johnson,Jose Quinonez vs. Joey Gomez,Jose Quinonez,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Reyes vs. Prochazka|Kai Kamaka vs. TJ Brown|Round 1|Kai Kamaka|row:13526,UFC Fight Night: Reyes vs. Prochazka,Kai Kamaka vs. TJ Brown,Kai Kamaka,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Reyes vs. Prochazka|Kai Kamaka vs. TJ Brown|Round 1|TJ Brown|row:13529,UFC Fight Night: Reyes vs. Prochazka,Kai Kamaka vs. TJ Brown,TJ Brown,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Reyes vs. Prochazka|Kai Kamaka vs. TJ Brown|Round 2|Kai Kamaka|row:13527,UFC Fight Night: Reyes vs. Prochazka,Kai Kamaka vs. TJ Brown,Kai Kamaka,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Reyes vs. Prochazka|Kai Kamaka vs. TJ Brown|Round 2|TJ Brown|row:13530,UFC Fight Night: Reyes vs. Prochazka,Kai Kamaka vs. TJ Brown,TJ Brown,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Reyes vs. Prochazka|Kai Kamaka vs. TJ Brown|Round 3|Kai Kamaka|row:13528,UFC Fight Night: Reyes vs. Prochazka,Kai Kamaka vs. TJ Brown,Kai Kamaka,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Reyes vs. Prochazka|Kai Kamaka vs. TJ Brown|Round 3|TJ Brown|row:13531,UFC Fight Night: Reyes vs. Prochazka,Kai Kamaka vs. TJ Brown,TJ Brown,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Santos vs. Ankalaev|Alex Pereira vs. Bruno Silva|Round 1|Alex Pereira|row:11356,UFC Fight Night: Santos vs. Ankalaev,Alex Pereira vs. Bruno Silva,Alex Pereira,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Santos vs. Ankalaev|Alex Pereira vs. Bruno Silva|Round 1|Bruno Silva|row:11359,UFC Fight Night: Santos vs. Ankalaev,Alex Pereira vs. Bruno Silva,Bruno Silva,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Santos vs. Ankalaev|Alex Pereira vs. Bruno Silva|Round 2|Alex Pereira|row:11357,UFC Fight Night: Santos vs. Ankalaev,Alex Pereira vs. Bruno Silva,Alex Pereira,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Santos vs. Ankalaev|Alex Pereira vs. Bruno Silva|Round 2|Bruno Silva|row:11360,UFC Fight Night: Santos vs. Ankalaev,Alex Pereira vs. Bruno Silva,Bruno Silva,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Santos vs. Ankalaev|Alex Pereira vs. Bruno Silva|Round 3|Alex Pereira|row:11358,UFC Fight Night: Santos vs. Ankalaev,Alex Pereira vs. Bruno Silva,Alex Pereira,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Santos vs. Ankalaev|Alex Pereira vs. Bruno Silva|Round 3|Bruno Silva|row:11361,UFC Fight Night: Santos vs. Ankalaev,Alex Pereira vs. Bruno Silva,Bruno Silva,fight_not_canonicalized,
