source_table,source_record_id,event,bout,fighter,reason,details
ufc_fight_stats,UFC Fight Night: Shogun vs Sonnen|Brad Pickett vs. Michael McDonald|Round 1|Brad Pickett|row:31490,UFC Fight Night: Shogun vs Sonnen,Brad Pickett vs. Michael McDonald,Brad Pickett,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Shogun vs Sonnen|Brad Pickett vs. Michael McDonald|Round 1|Michael McDonald|row:31492,UFC Fight Night: Shogun vs Sonnen,Brad Pickett vs. Michael McDonald,Michael McDonald,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Shogun vs Sonnen|Brad Pickett vs. Michael McDonald|Round 2|Brad Pickett|row:31491,UFC Fight Night: Shogun vs Sonnen,Brad Pickett vs. Michael McDonald,Brad Pickett,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Shogun vs Sonnen|Brad Pickett vs. Michael McDonald|Round 2|Michael McDonald|row:31493,UFC Fight Night: Shogun vs Sonnen,Brad Pickett vs. Michael McDonald,Michael McDonald,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Smith vs. Clark|Jonathan Pearce vs. Kai Kamaka|Round 1|Jonathan Pearce|row:14534,UFC Fight Night: Smith vs. Clark,Jonathan Pearce vs. Kai Kamaka,Jonathan Pearce,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Smith vs. Clark|Jonathan Pearce vs. Kai Kamaka|Round 1|Kai Kamaka|row:14536,UFC Fight Night: Smith vs. Clark,Jonathan Pearce vs. Kai Kamaka,Kai Kamaka,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Smith vs. Clark|Jonathan Pearce vs. Kai Kamaka|Round 2|Jonathan Pearce|row:14535,UFC Fight Night: Smith vs. Clark,Jonathan Pearce vs. Kai Kamaka,Jonathan Pearce,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Smith vs. Clark|Jonathan Pearce vs. Kai Kamaka|Round 2|Kai Kamaka|row:14537,UFC Fight Night: Smith vs. Clark,Jonathan Pearce vs. Kai Kamaka,Kai Kamaka,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Sterling vs. Zalal|Max Griffin vs. Victor Valenzuela|Round 1|Max Griffin|row:940,UFC Fight Night: Sterling vs. Zalal,Max Griffin vs. Victor Valenzuela,Max Griffin,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Sterling vs. Zalal|Max Griffin vs. Victor Valenzuela|Round 1|Victor Valenzuela|row:943,UFC Fight Night: Sterling vs. Zalal,Max Griffin vs. Victor Valenzuela,Victor Valenzuela,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Sterling vs. Zalal|Max Griffin vs. Victor Valenzuela|Round 2|Max Griffin|row:941,UFC Fight Night: Sterling vs. Zalal,Max Griffin vs. Victor Valenzuela,Max Griffin,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Sterling vs. Zalal|Max Griffin vs. Victor Valenzuela|Round 2|Victor Valenzuela|row:944,UFC Fight Night: Sterling vs. Zalal,Max Griffin vs. Victor Valenzuela,Victor Valenzuela,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Sterling vs. Zalal|Max Griffin vs. Victor Valenzuela|Round 3|Max Griffin|row:942,UFC Fight Night: Sterling vs. Zalal,Max Griffin vs. Victor Valenzuela,Max Griffin,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Sterling vs. Zalal|Max Griffin vs. Victor Valenzuela|Round 3|Victor Valenzuela|row:945,UFC Fight Night: Sterling vs. Zalal,Max Griffin vs. Victor Valenzuela,Victor Valenzuela,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Tuivasa vs. Tybura|Natan Levy vs. Mike Davis|Round 1|Mike Davis|row:6306,UFC Fight Night: Tuivasa vs. Tybura,Natan Levy vs. Mike Davis,Mike Davis,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Tuivasa vs. Tybura|Natan Levy vs. Mike Davis|Round 1|Natan Levy|row:6304,UFC Fight Night: Tuivasa vs. Tybura,Natan Levy vs. Mike Davis,Natan Levy,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Tuivasa vs. Tybura|Natan Levy vs. Mike Davis|Round 2|Mike Davis|row:6307,UFC Fight Night: Tuivasa vs. Tybura,Natan Levy vs. Mike Davis,Mike Davis,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Tuivasa vs. Tybura|Natan Levy vs. Mike Davis|Round 2|Natan Levy|row:6305,UFC Fight Night: Tuivasa vs. Tybura,Natan Levy vs. Mike Davis,Natan Levy,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Vera vs. Cruz|Bruno Silva vs. Gerald Meerschaert|Round 1|Bruno Silva|row:10194,UFC Fight Night: Vera vs. Cruz,Bruno Silva vs. Gerald Meerschaert,Bruno Silva,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Vera vs. Cruz|Bruno Silva vs. Gerald Meerschaert|Round 1|Gerald Meerschaert|row:10197,UFC Fight Night: Vera vs. Cruz,Bruno Silva vs. Gerald Meerschaert,Gerald Meerschaert,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Vera vs. Cruz|Bruno Silva vs. Gerald Meerschaert|Round 2|Bruno Silva|row:10195,UFC Fight Night: Vera vs. Cruz,Bruno Silva vs. Gerald Meerschaert,Bruno Silva,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Vera vs. Cruz|Bruno Silva vs. Gerald Meerschaert|Round 2|Gerald Meerschaert|row:10198,UFC Fight Night: Vera vs. Cruz,Bruno Silva vs. Gerald Meerschaert,Gerald Meerschaert,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Vera vs. Cruz|Bruno Silva vs. Gerald Meerschaert|Round 3|Bruno Silva|row:10196,UFC Fight Night: Vera vs. Cruz,Bruno Silva vs. Gerald Meerschaert,Bruno Silva,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Vera vs. Cruz|Bruno Silva vs. Gerald Meerschaert|Round 3|Gerald Meerschaert|row:10199,UFC Fight Night: Vera vs. Cruz,Bruno Silva vs. Gerald Meerschaert,Gerald Meerschaert,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Yan vs. Dvalishvili|Tyson Nam vs. Bruno Silva|Round 1|Bruno Silva|row:8942,UFC Fight Night: Yan vs. Dvalishvili,Tyson Nam vs. Bruno Silva,Bruno Silva,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Yan vs. Dvalishvili|Tyson Nam vs. Bruno Silva|Round 1|Tyson Nam|row:8940,UFC Fight Night: Yan vs. Dvalishvili,Tyson Nam vs. Bruno Silva,Tyson Nam,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Yan vs. Dvalishvili|Tyson Nam vs. Bruno Silva|Round 2|Bruno Silva|row:8943,UFC Fight Night: Yan vs. Dvalishvili,Tyson Nam vs. Bruno Silva,Bruno Silva,fight_not_canonicalized,
ufc_fight_stats,UFC Fight Night: Yan vs. Dvalishvili|Tyson Nam vs. Bruno Silva|Round 2|Tyson Nam|row:8941,UFC Fight Night: Yan vs. Dvalishvili,Tyson Nam vs. Bruno Silva,Tyson Nam,fight_not_canonicalized,
ufc_fight_stats,UFC on FOX: Johnson vs. Benavidez 2|Urijah Faber vs. Michael McDonald|Round 1|Michael McDonald|row:30780,UFC on FOX: Johnson vs. Benavidez 2,Urijah Faber vs. Michael McDonald,Michael McDonald,fight_not_canonicalized,
ufc_fight_stats,UFC on FOX: Johnson vs. Benavidez 2|Urijah Faber vs. Michael McDonald|Round 1|Urijah Faber|row:30778,UFC on FOX: Johnson vs. Benavidez 2,Urijah Faber vs. Michael McDonald,Urijah Faber,fight_not_canonicalized,
ufc_fight_stats,UFC on FOX: Johnson vs. Benavidez 2|Urijah Faber vs. Michael McDonald|Round 2|Michael McDonald|row:30781,UFC on FOX: Johnson vs. Benavidez 2,Urijah Faber vs. Michael McDonald,Michael McDonald,fight_not_canonicalized,
ufc_fight_stats,UFC on FOX: Johnson vs. Benavidez 2|Urijah Faber vs. Michael McDonald|Round 2|Urijah Faber|row:30779,UFC on FOX: Johnson vs. Benavidez 2,Urijah Faber vs. Michael McDonald,Urijah Faber,fight_not_canonicalized,
ufc_fight_stats,UFC on FUEL TV: Barao vs McDonald|Renan Barao vs. Michael McDonald|Round 1|Michael McDonald|row:32302,UFC on FUEL TV: Barao vs McDonald,Renan Barao vs. Michael McDonald,Michael McDonald,fight_not_canonicalized,
ufc_fight_stats,UFC on FUEL TV: Barao vs McDonald|Renan Barao vs. Michael McDonald|Round 1|Renan Barao|row:32298,UFC on FUEL TV: Barao vs McDonald,Renan Barao vs. Michael McDonald,Renan Barao,fight_not_canonicalized,
ufc_fight_stats,UFC on FUEL TV: Barao vs McDonald|Renan Barao vs. Michael McDonald|Round 2|Michael McDonald|row:32303,UFC on FUEL TV: Barao vs McDonald,Renan Barao vs. Michael McDonald,Michael McDonald,fight_not_canonicalized,
ufc_fight_stats,UFC on FUEL TV: Barao vs McDonald|Renan Barao vs. Michael McDonald|Round 2|Renan Barao|row:32299,UFC on FUEL TV: Barao vs McDonald,Renan Barao vs. Michael McDonald,Renan Barao,fight_not_canonicalized,
ufc_fight_stats,UFC on FUEL TV: Barao vs McDonald|Renan Barao vs. Michael McDonald|Round 3|Michael McDonald|row:32304,UFC on FUEL TV: Barao vs McDonald,Renan Barao vs. Michael McDonald,Michael McDonald,fight_not_canonicalized,
ufc_fight_stats,UFC on FUEL TV: Barao vs McDonald|Renan Barao vs. Michael McDonald|Round 3|Renan Barao|row:32300,UFC on FUEL TV: Barao vs McDonald,Renan Barao vs. Michael McDonald,Renan Barao,fight_not_canonicalized,
ufc_fight_stats,UFC on FUEL TV: Barao vs McDonald|Renan Barao vs. Michael McDonald|Round 4|Michael McDonald|row:32305,UFC on FUEL TV: Barao vs McDonald,Renan Barao vs. Michael McDonald,Michael McDonald,fight_not_canonicalized,
ufc_fight_stats,UFC on FUEL TV: Barao vs McDonald|Renan Barao vs. Michael McDonald|Round 4|Renan Barao|row:32301,UFC on FUEL TV: Barao vs McDonald,Renan Barao vs. Michael McDonald,Renan Barao,fight_not_canonicalized,
ufc_fighter_tott,http://ufcstats.com/fighter-details/5f440fdb94f626c5,,,Kim Tran,unresolved_tott_fighter_identity,candidate_count=0
