source_event_url,source_match_nr,source_organisation,source_event_title,fighter1_name,fighter2_name,reason,details
/events/BFC-Bellator-Fighting-Championships-1-9708,1,Bellator MMA,BFC - Bellator Fighting Championships 1,Gary Padilla,Daniel Sarafian,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=True
/events/BFC-Bellator-Fighting-Championships-1-9708,10,Bellator MMA,BFC - Bellator Fighting Championships 1,Eddie Alvarez,Greg Loughran,unresolved_trusted_fighter_identity,fighter1_trusted=True;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-1-9708,2,Bellator MMA,BFC - Bellator Fighting Championships 1,Moyses Gabin,Chris Decaro,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-1-9708,3,Bellator MMA,BFC - Bellator Fighting Championships 1,James Brasco,Kevin Abrante,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-1-9708,4,Bellator MMA,BFC - Bellator Fighting Championships 1,Lorenzo Borgomeo,Daniel Morales,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-1-9708,6,Bellator MMA,BFC - Bellator Fighting Championships 1,Toby Imada,Alonzo Martinez,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=True
/events/BFC-Bellator-Fighting-Championships-1-9708,7,Bellator MMA,BFC - Bellator Fighting Championships 1,Joe Soto,Ben Greer,unresolved_trusted_fighter_identity,fighter1_trusted=True;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-1-9708,8,Bellator MMA,BFC - Bellator Fighting Championships 1,Estevan Payan,Luis Palomino,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-1-9708,9,Bellator MMA,BFC - Bellator Fighting Championships 1,Yahir Reyes,Nick Gonzalez,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=True
/events/BFC-Bellator-Fighting-Championships-10-10243,1,Bellator MMA,BFC - Bellator Fighting Championships 10,Nick Moghaddam,Lamar Jiles,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-10-10243,2,Bellator MMA,BFC - Bellator Fighting Championships 10,Jesse Juarez,Mikey Gomez,unresolved_trusted_fighter_identity,fighter1_trusted=True;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-10-10243,3,Bellator MMA,BFC - Bellator Fighting Championships 10,Travis Browne,Mychal Clark,unresolved_trusted_fighter_identity,fighter1_trusted=True;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-10-10243,4,Bellator MMA,BFC - Bellator Fighting Championships 10,Israel Giron,Phillip Brown,unresolved_trusted_fighter_identity,fighter1_trusted=True;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-10-10243,5,Bellator MMA,BFC - Bellator Fighting Championships 10,Diego Garijo,Saad Awad,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=True
/events/BFC-Bellator-Fighting-Championships-10-10243,6,Bellator MMA,BFC - Bellator Fighting Championships 10,Bryan Baker,Matt Horwich,unresolved_trusted_fighter_identity,fighter1_trusted=True;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-10-10243,7,Bellator MMA,BFC - Bellator Fighting Championships 10,Wilson Reis,Roberto Vargas,unresolved_trusted_fighter_identity,fighter1_trusted=True;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-10-10243,8,Bellator MMA,BFC - Bellator Fighting Championships 10,Joe Soto,Yahir Reyes,unresolved_trusted_fighter_identity,fighter1_trusted=True;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-11-10245,1,Bellator MMA,BFC - Bellator Fighting Championships 11,David Branch,Dennis Olson,unresolved_trusted_fighter_identity,fighter1_trusted=True;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-11-10245,2,Bellator MMA,BFC - Bellator Fighting Championships 11,Jimmie Rivera,Nick Garcia,unresolved_trusted_fighter_identity,fighter1_trusted=True;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-11-10245,3,Bellator MMA,BFC - Bellator Fighting Championships 11,Uriah Hall,Edwin Aguilar,unresolved_trusted_fighter_identity,fighter1_trusted=True;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-11-10245,4,Bellator MMA,BFC - Bellator Fighting Championships 11,Nick Pace,Collin Tebo,unresolved_trusted_fighter_identity,fighter1_trusted=True;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-11-10245,6,Bellator MMA,BFC - Bellator Fighting Championships 11,Justin Torrey,Matt Makowski,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-11-10245,7,Bellator MMA,BFC - Bellator Fighting Championships 11,Jake Ellenberger,Marcelo Alfaya,unresolved_trusted_fighter_identity,fighter1_trusted=True;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-11-10245,8,Bellator MMA,BFC - Bellator Fighting Championships 11,Lyman Good,Omar de la Cruz,unresolved_trusted_fighter_identity,fighter1_trusted=True;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-12-10246,1,Bellator MMA,BFC - Bellator Fighting Championships 12,Stefanie Guimaraes,Yvonne Reis,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-12-10246,2,Bellator MMA,BFC - Bellator Fighting Championships 12,Luis Palomino,Troy Gerhart,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-12-10246,3,Bellator MMA,BFC - Bellator Fighting Championships 12,Rosi Sexton,Valerie Coolbaugh,unresolved_trusted_fighter_identity,fighter1_trusted=True;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-12-10246,4,Bellator MMA,BFC - Bellator Fighting Championships 12,Sergio Moraes,Josh Martin,unresolved_trusted_fighter_identity,fighter1_trusted=True;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-12-10246,5,Bellator MMA,BFC - Bellator Fighting Championships 12,Jorge Masvidal,Eric Reynolds,unresolved_trusted_fighter_identity,fighter1_trusted=True;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-12-10246,6,Bellator MMA,BFC - Bellator Fighting Championships 12,Fabio Mello,Sami Aziz,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-12-10246,7,Bellator MMA,BFC - Bellator Fighting Championships 12,Hector Lombard,Jared Hess,unresolved_trusted_fighter_identity,fighter1_trusted=True;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-12-10246,8,Bellator MMA,BFC - Bellator Fighting Championships 12,Eddie Alvarez,Toby Imada,unresolved_trusted_fighter_identity,fighter1_trusted=True;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-13-11659,1,Bellator MMA,BFC - Bellator Fighting Championships 13,Chris Manuel,Ralph Acosta,unresolved_trusted_fighter_identity,fighter1_trusted=True;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-13-11659,2,Bellator MMA,BFC - Bellator Fighting Championships 13,Mikey Gomez,Moyses Gabin,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-13-11659,4,Bellator MMA,BFC - Bellator Fighting Championships 13,Joe Warren,Eric Marriott,unresolved_trusted_fighter_identity,fighter1_trusted=True;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-13-11659,5,Bellator MMA,BFC - Bellator Fighting Championships 13,Roger Huerta,Chad Hinton,unresolved_trusted_fighter_identity,fighter1_trusted=True;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-13-11659,6,Bellator MMA,BFC - Bellator Fighting Championships 13,Carey Vanier,Joe Duarte,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-13-11659,7,Bellator MMA,BFC - Bellator Fighting Championships 13,Edson Diniz,John Kelly,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=True
/events/BFC-Bellator-Fighting-Championships-13-11659,8,Bellator MMA,BFC - Bellator Fighting Championships 13,Vagner Rocha,Francisco Soares,unresolved_trusted_fighter_identity,fighter1_trusted=True;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-14-12778,1,Bellator MMA,BFC - Bellator Fighting Championships 14,Louis Taylor,Ryan Sturdy,unresolved_trusted_fighter_identity,fighter1_trusted=True;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-14-12778,3,Bellator MMA,BFC - Bellator Fighting Championships 14,Wilson Reis,Shad Lierley,unresolved_trusted_fighter_identity,fighter1_trusted=True;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-14-12778,5,Bellator MMA,BFC - Bellator Fighting Championships 14,Toby Imada,James Krause,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=True
/events/BFC-Bellator-Fighting-Championships-14-12778,7,Bellator MMA,BFC - Bellator Fighting Championships 14,Bryan Goldsby,Jeff Curran,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=True
/events/BFC-Bellator-Fighting-Championships-15-12953,1,Bellator MMA,BFC - Bellator Fighting Championships 15,Rich de los Reyes,Brylan Van Artsdalen,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-15-12953,2,Bellator MMA,BFC - Bellator Fighting Championships 15,Dan Cramer,Dennis Olson,unresolved_trusted_fighter_identity,fighter1_trusted=True;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-15-12953,3,Bellator MMA,BFC - Bellator Fighting Championships 15,Patricio Freire,Will Romero,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-15-12953,4,Bellator MMA,BFC - Bellator Fighting Championships 15,Ryan Thomas,Jacob McClintock,unresolved_trusted_fighter_identity,fighter1_trusted=True;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-15-12953,5,Bellator MMA,BFC - Bellator Fighting Championships 15,Dan Hornbuckle,Tyler Stinson,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=True
/events/BFC-Bellator-Fighting-Championships-15-12953,6,Bellator MMA,BFC - Bellator Fighting Championships 15,Steve Carl,Brett Cooper,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=True
/events/BFC-Bellator-Fighting-Championships-15-12953,7,Bellator MMA,BFC - Bellator Fighting Championships 15,Ryan Quinn,Matt Lee,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-16-12841,1,Bellator MMA,BFC - Bellator Fighting Championships 16,Eric Marriott,Demi Deeds,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-16-12841,3,Bellator MMA,BFC - Bellator Fighting Championships 16,Alexander Shlemenko,Matt Major,unresolved_trusted_fighter_identity,fighter1_trusted=True;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-16-12841,5,Bellator MMA,BFC - Bellator Fighting Championships 16,Jared Hess,Ryan McGivern,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=True
/events/BFC-Bellator-Fighting-Championships-16-12841,6,Bellator MMA,BFC - Bellator Fighting Championships 16,Drew Dober,Nick Nolte,unresolved_trusted_fighter_identity,fighter1_trusted=True;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-16-12841,7,Bellator MMA,BFC - Bellator Fighting Championships 16,Danny Tims,Brian Davidson,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-16-12841,8,Bellator MMA,BFC - Bellator Fighting Championships 16,Brent Weedman,Rudy Bears,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-17-12779,1,Bellator MMA,BFC - Bellator Fighting Championships 17,Chuck O'Neil,Damian Vitale,unresolved_trusted_fighter_identity,fighter1_trusted=True;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-17-12779,2,Bellator MMA,BFC - Bellator Fighting Championships 17,Josh LaBerge,Dan Bonnell,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-17-12779,3,Bellator MMA,BFC - Bellator Fighting Championships 17,Toby Imada,Carey Vanier,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-17-12779,6,Bellator MMA,BFC - Bellator Fighting Championships 17,Cole Konrad,Pat Bennett,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-17-12779,7,Bellator MMA,BFC - Bellator Fighting Championships 17,Justin Torrey,Lance Everson,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-17-12779,8,Bellator MMA,BFC - Bellator Fighting Championships 17,Greg Rebello,John Doyle,unresolved_trusted_fighter_identity,fighter1_trusted=True;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-18-13104,1,Bellator MMA,BFC - Bellator Fighting Championships 18,Charlie Rader,Christian Fulgium,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-18-13104,3,Bellator MMA,BFC - Bellator Fighting Championships 18,Patricio Freire,Wilson Reis,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=True
/events/BFC-Bellator-Fighting-Championships-18-13104,4,Bellator MMA,BFC - Bellator Fighting Championships 18,Hector Lombard,Jay Silva,unresolved_trusted_fighter_identity,fighter1_trusted=True;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-18-13104,5,Bellator MMA,BFC - Bellator Fighting Championships 18,Brock Kerry,Mike Braswell,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-18-13104,6,Bellator MMA,BFC - Bellator Fighting Championships 18,Lamont Stafford,Jules Bruchez,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=True
/events/BFC-Bellator-Fighting-Championships-18-13104,7,Bellator MMA,BFC - Bellator Fighting Championships 18,Bill Albrecht,Jason Anderson,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-18-13104,8,Bellator MMA,BFC - Bellator Fighting Championships 18,Shawn Jordan,Doug Williams,unresolved_trusted_fighter_identity,fighter1_trusted=True;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-19-13293,1,Bellator MMA,BFC - Bellator Fighting Championships 19,Joshua Smith,Donyiell Winrow,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-19-13293,2,Bellator MMA,BFC - Bellator Fighting Championships 19,Douglas Frey,Aaron Wise,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-19-13293,3,Bellator MMA,BFC - Bellator Fighting Championships 19,Scott Barrett,Ty Lee,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-19-13293,4,Bellator MMA,BFC - Bellator Fighting Championships 19,Dan Hornbuckle,Steve Carl,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-19-13293,7,Bellator MMA,BFC - Bellator Fighting Championships 19,Johnny Bedford,Jared Lopez,unresolved_trusted_fighter_identity,fighter1_trusted=True;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-19-13293,8,Bellator MMA,BFC - Bellator Fighting Championships 19,Joe Christopher,Brandon McDowell,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-2-9754,2,Bellator MMA,BFC - Bellator Fighting Championships 2,Matt Makowski,Aaron Tregear,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-2-9754,3,Bellator MMA,BFC - Bellator Fighting Championships 2,Jesse Juarez,Mikey Gomez,unresolved_trusted_fighter_identity,fighter1_trusted=True;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-2-9754,4,Bellator MMA,BFC - Bellator Fighting Championships 2,Omar de la Cruz,Victor Meza,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-2-9754,5,Bellator MMA,BFC - Bellator Fighting Championships 2,Eric Reynolds,Thomas Schulte,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-2-9754,6,Bellator MMA,BFC - Bellator Fighting Championships 2,Jorge Ortiz,Aaron Romero,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-2-9754,9,Bellator MMA,BFC - Bellator Fighting Championships 2,Josh LaBerge,Chris Simmons,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-20-13376,1,Bellator MMA,BFC - Bellator Fighting Championships 20,Fernando Rodriguez,Kenneth Battle,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-20-13376,3,Bellator MMA,BFC - Bellator Fighting Championships 20,Andrew Chappelle,Cedric Marks,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-20-13376,4,Bellator MMA,BFC - Bellator Fighting Championships 20,Eddie Sanchez,Marcus Sursa,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-20-13376,5,Bellator MMA,BFC - Bellator Fighting Championships 20,Alexander Shlemenko,Jared Hess,unresolved_trusted_fighter_identity,fighter1_trusted=True;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-20-13376,7,Bellator MMA,BFC - Bellator Fighting Championships 20,Nick Mamalis,Mark Oshiro,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-20-13376,9,Bellator MMA,BFC - Bellator Fighting Championships 20,Aaron Rosa,Robert Villegas,unresolved_trusted_fighter_identity,fighter1_trusted=True;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-21-12697,1,Bellator MMA,BFC - Bellator Fighting Championships 21,Brian Eckstein,Mitchell Chamale,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-21-12697,2,Bellator MMA,BFC - Bellator Fighting Championships 21,Moyses Gabin,Chris Boffil,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-21-12697,3,Bellator MMA,BFC - Bellator Fighting Championships 21,Mike Hayes,Steven Banks,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-21-12697,4,Bellator MMA,BFC - Bellator Fighting Championships 21,Megumi Fujii,Sarah Schneider,unresolved_trusted_fighter_identity,fighter1_trusted=True;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-21-12697,5,Bellator MMA,BFC - Bellator Fighting Championships 21,Pat Curran,Toby Imada,unresolved_trusted_fighter_identity,fighter1_trusted=True;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-21-12697,6,Bellator MMA,BFC - Bellator Fighting Championships 21,Frank Carrillo,Sabah Homasi,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=True
/events/BFC-Bellator-Fighting-Championships-21-12697,7,Bellator MMA,BFC - Bellator Fighting Championships 21,Zach Makovsky,Eric Luke,unresolved_trusted_fighter_identity,fighter1_trusted=True;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-21-12697,8,Bellator MMA,BFC - Bellator Fighting Championships 21,Luis Palomino,Jose Figueroa,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-22-13614,1,Bellator MMA,BFC - Bellator Fighting Championships 22,Jared Downing,Chad Vandenberg,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-22-13614,2,Bellator MMA,BFC - Bellator Fighting Championships 22,Cole Konrad,John Orr,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-22-13614,3,Bellator MMA,BFC - Bellator Fighting Championships 22,Raphael Davis,Demetrius Richards,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-22-13614,4,Bellator MMA,BFC - Bellator Fighting Championships 22,Jose Vega,Jarrod Card,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-22-13614,5,Bellator MMA,BFC - Bellator Fighting Championships 22,Ben Askren,Dan Hornbuckle,unresolved_trusted_fighter_identity,fighter1_trusted=True;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-22-13614,7,Bellator MMA,BFC - Bellator Fighting Championships 22,Rudy Bears,Brian Green,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-22-13614,8,Bellator MMA,BFC - Bellator Fighting Championships 22,Tyler Stinson,Leonardo Pecanha,unresolved_trusted_fighter_identity,fighter1_trusted=True;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-23-12842,1,Bellator MMA,BFC - Bellator Fighting Championships 23,Kurt  Kinser,David Overfield,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-23-12842,2,Bellator MMA,BFC - Bellator Fighting Championships 23,Stoney Hale,Mike Fleniken,unresolved_trusted_fighter_identity,fighter1_trusted=True;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-23-12842,3,Bellator MMA,BFC - Bellator Fighting Championships 23,Zoila Frausto,Rosi Sexton,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=True
/events/BFC-Bellator-Fighting-Championships-23-12842,5,Bellator MMA,BFC - Bellator Fighting Championships 23,Joe Warren,Patricio Freire,unresolved_trusted_fighter_identity,fighter1_trusted=True;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-23-12842,6,Bellator MMA,BFC - Bellator Fighting Championships 23,Nick Mamalis,Albert Rios,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-23-12842,7,Bellator MMA,BFC - Bellator Fighting Championships 23,Daniel Straus,Chad Hinton,unresolved_trusted_fighter_identity,fighter1_trusted=True;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-23-12842,8,Bellator MMA,BFC - Bellator Fighting Championships 23,Brent Weedman,John Troyer,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-24-12698,1,Bellator MMA,BFC - Bellator Fighting Championships 24,Tulio Quintanilla,Brian Eckstein,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-24-12698,2,Bellator MMA,BFC - Bellator Fighting Championships 24,Neil Grove,Eddie Sanchez,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-24-12698,4,Bellator MMA,BFC - Bellator Fighting Championships 24,Hector Lombard,Herbert Goodman,unresolved_trusted_fighter_identity,fighter1_trusted=True;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-24-12698,5,Bellator MMA,BFC - Bellator Fighting Championships 24,Jessica Aguilar,Lynn Alvarez,unresolved_trusted_fighter_identity,fighter1_trusted=True;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-24-12698,6,Bellator MMA,BFC - Bellator Fighting Championships 24,Yves Edwards,Luis Palomino,unresolved_trusted_fighter_identity,fighter1_trusted=True;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-24-12698,7,Bellator MMA,BFC - Bellator Fighting Championships 24,Farkhad Sharipov,Eric Luke,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-25-12781,1,Bellator MMA,BFC - Bellator Fighting Championships 25,Eric Kriegermeier,Keoki Cypriano,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-25-12781,2,Bellator MMA,BFC - Bellator Fighting Championships 25,Zoila Frausto,Jessica Penne,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=True
/events/BFC-Bellator-Fighting-Championships-25-12781,3,Bellator MMA,BFC - Bellator Fighting Championships 25,Dan Hornbuckle,Brad Blackburn,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=True
/events/BFC-Bellator-Fighting-Championships-25-12781,4,Bellator MMA,BFC - Bellator Fighting Championships 25,Damian Grabowski,Scott Barrett,unresolved_trusted_fighter_identity,fighter1_trusted=True;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-25-12781,5,Bellator MMA,BFC - Bellator Fighting Championships 25,Cole Konrad,Rogent Lloret,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-25-12781,8,Bellator MMA,BFC - Bellator Fighting Championships 25,Torrance Taylor,Shonie Carter,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=True
/events/BFC-Bellator-Fighting-Championships-26-14090,1,Bellator MMA,BFC - Bellator Fighting Championships 26,Jeb Chiles,Demetrius Richards,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-26-14090,2,Bellator MMA,BFC - Bellator Fighting Championships 26,John Ott,Brian Imes,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-26-14090,3,Bellator MMA,BFC - Bellator Fighting Championships 26,Steve Carl,Tyler Stinson,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=True
/events/BFC-Bellator-Fighting-Championships-26-14090,5,Bellator MMA,BFC - Bellator Fighting Championships 26,Jose Vega,Danny Tims,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-26-14090,6,Bellator MMA,BFC - Bellator Fighting Championships 26,Alexey Oleynik,Mike Hayes,unresolved_trusted_fighter_identity,fighter1_trusted=False;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-26-14090,7,Bellator MMA,BFC - Bellator Fighting Championships 26,Kevin Croom,Brian Davidson,unresolved_trusted_fighter_identity,fighter1_trusted=True;fighter2_trusted=False
/events/BFC-Bellator-Fighting-Championships-26-14090,8,Bellator MMA,BFC - Bellator Fighting Championships 26,Zak Cummings,Rudy Bears,unresolved_trusted_fighter_identity,fighter1_trusted=True;fighter2_trusted=False
