fightmetric_id,corner,round,resource_id,drupal_internal_id,compared_fields,exact_fields,absolute_error_sum
3755,blue,2,4ffa05d9-51f2-4216-bb14-4e47c88ed0c3,60472,18,18,0
3795,blue,1,18044651-354d-4f1f-86c3-5e7a6b0f9b4b,39439,15,15,0
3795,blue,1,c5ecdb55-a0fe-4992-82a2-a9fe55246a5c,56654,18,18,0
3810,blue,1,b1d05685-4cc1-43b7-8cd1-7fccc8a44550,39512,15,15,0
3810,blue,1,c7b29671-292c-4b88-ad58-8aeb92549530,60477,18,18,0
3810,blue,2,a5838544-fdf5-415e-a206-31456219e8d8,39513,15,15,0
3810,blue,2,87d483dc-fad1-4f61-86ec-320edc4fd214,60478,18,18,0
4027,blue,1,ce422631-ca0e-4752-a477-c2af9177bbb3,40753,15,15,0
4027,blue,1,0f19c706-a542-4305-b7df-351e7de37d1c,60244,18,18,0
4236,blue,1,c586b090-cc8f-4bca-a97a-8553f11fbf75,41819,15,15,0
4236,blue,1,ae02f2f1-a232-4cce-9928-ae662a4549a2,61487,18,18,0
4236,blue,2,9f46de49-b48b-47d0-a8cf-1e41d60f4d19,41820,15,15,0
4236,blue,2,b5bc5937-8a9a-495e-be53-9e15521cff3f,61488,18,18,0
4236,blue,3,dfe3dbe4-689d-4e2f-9047-fcfef252b869,41821,15,15,0
4236,blue,3,fd354c25-357c-4275-9081-0a5604b0d7a1,61489,18,18,0
4258,blue,1,e07d3cbd-2321-4cea-bd71-064d6b8d038b,42101,15,15,0
4258,blue,1,004efcf0-f234-495d-9c61-2d81bf7100c5,68530,18,18,0
4258,blue,2,5f0aa745-b749-4c9b-b781-001522f4208a,42102,15,15,0
4258,blue,2,8f8aefdf-bd3a-45cb-be2a-fe52c522d97d,68531,18,18,0
4258,blue,3,9b1ea12c-61a4-47d2-aca9-6ff3cf920c0f,42103,15,15,0
4258,blue,3,02d8587d-8c1c-4dd0-886a-29c289af3738,68532,18,18,0
4280,blue,1,79c98153-f265-4827-b637-04c602b0f787,42223,15,15,0
4280,blue,1,9615f44d-96a3-461a-9d22-5671972a591d,60266,18,18,0
4280,blue,2,81108135-a745-4050-a3b5-d1875e8f71bd,42224,15,15,0
4280,blue,2,f69dbdbc-3758-472f-a62f-ab2c10ac7341,60267,18,18,0
4280,blue,3,920b660e-7738-4ea5-9c6d-c05eac564d93,42225,15,15,0
4280,blue,3,b0a563df-2287-4a6a-9105-3a6c3ea47501,60268,18,18,0
4294,blue,1,cfe6acfe-2a00-4e37-81ef-7ecd849de5dc,42289,15,15,0
4294,blue,1,fc42eed1-0ed3-40df-a2a9-b14543bfbf8a,53229,18,18,0
4294,blue,2,a2e59821-7e0c-4a54-ae89-a3dbc13f10ed,42290,15,15,0
4294,blue,2,3c053661-3465-4fe4-968f-27eb0f107f59,53230,18,18,0
4294,blue,3,c4cdcbbf-8dc0-4b2f-a854-3aa3bba4de5d,42291,15,15,0
4294,blue,3,51ce6e59-a9ae-4424-b913-e88948455fb5,53231,18,18,0
4312,blue,1,6d51e883-942e-473f-981f-409f6911f7f2,42383,15,15,0
4312,blue,1,8c3e0869-800f-460e-8f54-dc32bea64ff7,53237,18,18,0
4312,blue,2,4a74de46-34e4-447c-8542-76d621291ab3,42384,15,15,0
4312,blue,2,99c4454e-f611-480e-8304-f1239180453f,53238,18,18,0
4312,blue,3,3454382c-23d4-4fab-af81-33b65443cc1a,42385,15,15,0
4312,blue,3,b95cdff7-0255-4d4b-930b-5c63f165a7e5,53239,18,18,0
4325,blue,1,04c3dd36-2aeb-49bc-8186-f936aab7de38,42461,15,15,0
4325,blue,1,a43441a9-c62c-44b3-901d-b04ebcd37786,60274,18,18,0
4325,blue,2,2fc9afec-b9e0-47a4-8340-fd703d1ba104,42462,15,15,0
4325,blue,2,d8aafba3-201e-4b57-9e4e-40ff728c30fb,60275,18,18,0
4325,blue,3,eaa8a437-64aa-47fb-830d-dba5b880d473,42463,15,15,0
4325,blue,3,0ffad0f0-c4df-42c8-865e-f1e22adb3932,60276,18,18,0
4344,blue,1,36f5fb4a-bc5f-4245-998c-9bbc31086d6b,42549,15,15,0
4344,blue,1,9e332765-e22a-4ef0-9a83-cc5ac01c0f3a,53245,18,18,0
4344,blue,2,8c286515-5ca0-49c4-9fee-e2c26f9b6221,42550,15,15,0
4344,blue,2,507512f9-0a5b-4115-94bd-8342cf5a2214,53246,18,18,0
4344,blue,3,394acb69-344e-49e2-b4be-253b89c8a6c1,42551,15,15,0
4344,blue,3,c394fd43-180c-46a7-b3c4-12f92cc380b4,53247,18,18,0
4416,blue,1,ab390371-9abd-4d36-9597-18bee3394822,42743,15,15,0
4416,blue,1,54ccf8cd-dfb8-4162-886a-d961f7ff9aea,45032,18,18,0
4586,blue,1,3af021ac-5448-45ef-ad1f-5b6568ee9fe1,42841,15,15,0
4586,blue,1,df0bde48-2029-4bbc-a54f-a49f6990c1e5,45056,18,18,0
4588,blue,1,f352ae16-386c-4377-8048-527305d08e46,42845,15,15,0
4588,blue,1,ab5eed14-cc1b-455f-8086-c9866c8cdf52,45060,18,18,0
4713,blue,1,9c3d2140-4eb9-405b-8d39-e97a7eb6b724,42943,15,15,0
4713,blue,1,a1da86f5-846e-48a1-a606-e92866a21c84,67949,18,18,0
4713,blue,2,75bd2651-faa3-4de3-b05d-4ff68a87d917,42944,15,15,0
4713,blue,2,bfb11046-6886-4f0d-8d32-464f073e7600,67950,18,18,0
4713,blue,3,5b05a49c-cc81-46e1-b59d-4f61a40dfd24,42945,15,15,0
4713,blue,3,e4c0c576-47b5-4906-9da1-4af5293af33b,67951,18,18,0
4728,blue,1,f9a21dcf-3f61-4f3f-ab6c-45c91ee9569b,42957,15,15,0
4728,blue,1,099feb93-3581-475e-9ec8-053cfb8cdca9,59881,18,18,0
4733,blue,1,77524aaa-8e9e-4fbd-8f44-2fcae123cec7,42987,15,15,0
4733,blue,1,f32efcdf-6cb3-4904-936a-61c5b8308a43,45076,18,18,0
4733,blue,2,ac71e3e8-fd36-4fe3-b9a3-8d4936ae24c8,42988,15,15,0
4733,blue,2,531a2103-1a45-4124-a221-472b915c3f2e,45078,18,18,0
4733,blue,3,b9f90020-d226-46ee-b5fb-aca38165b660,42989,15,15,0
4733,blue,3,b9db2541-b01f-41d6-ac66-2403e6586120,45080,18,18,0
4837,blue,1,9701b275-744c-427b-a7e8-10df2433661d,43097,15,15,0
4837,blue,1,e5969763-bd31-4e88-ae2c-7f0dc08a461d,45108,18,18,0
4956,blue,1,563e610b-ff76-4cf6-a77d-62cff3bdb950,43202,15,15,0
4956,blue,1,8e4de523-e282-4d99-80a1-40ac4e8428ed,53798,18,18,0
4956,blue,2,1b0de3ce-6a16-4b3a-8674-4dcb989f6721,43203,15,15,0
4956,blue,2,1a169fbb-7f87-4c13-96c3-344f1118fb8e,53799,18,18,0
4986,blue,1,3b78a8b4-57d6-4202-b49a-96622c94237b,43228,15,15,0
4986,blue,1,4fc3680c-86c5-44a1-b8b9-6fba07d2c400,45132,18,18,0
4986,blue,2,aa7ee9de-2b24-4f5e-bd63-00de7546e2df,43229,15,15,0
4986,blue,2,8e2a41a1-e0a2-4abc-8baf-66e1333f042d,45134,18,18,0
4989,blue,1,8fe2db3a-9869-43b2-8b7c-b8f6cce81d78,43239,15,15,0
4989,blue,1,861eb110-9760-462d-b703-c445e5ea293c,45146,18,18,0
4989,blue,2,ebcb9e53-117d-42ce-a4e9-f44e9ab52d7b,43240,15,15,0
4989,blue,2,0ef9d137-e633-43c2-888d-5572cf41ef13,45148,18,18,0
4989,blue,3,f8d8e49f-b2c8-49ba-a098-eedaf9f06edf,43241,15,15,0
4989,blue,3,6e6abf85-6bb2-4937-b379-9db68cad0654,45150,18,18,0
5086,blue,1,c96bb67f-699c-46e1-8d1b-2ac351cfde1c,43301,15,15,0
5086,blue,1,d2a45cdd-870b-4da9-9cfa-121a9751afb2,56666,18,18,0
5086,blue,2,0937dad9-4715-4ac0-9ded-347856855942,43302,15,15,0
5086,blue,2,02d30abf-9ef6-4856-9172-2dde2e4fa7ec,56667,18,18,0
5086,blue,3,12c47aea-765b-4289-a701-7bd09dbb451a,43303,15,15,0
5086,blue,3,82fd84a8-476d-44af-aba2-df1e898f3c87,56668,18,18,0
5090,blue,1,8c242bb0-7dd1-45e7-af42-c7e4b4064342,43333,15,15,0
5090,blue,1,7ba3635f-9ed9-4536-b534-ece780fb4eb5,45170,18,18,0
5090,blue,2,21939871-be7a-4f8d-9488-f9eedfbb2e6d,43334,15,15,0
5090,blue,2,3b2add37-3cf3-438e-9251-d74d80de95b7,45172,18,18,0
5090,blue,3,a2ffd4a2-09d1-4c90-8452-d4ad3a84e351,43335,15,15,0
5090,blue,3,cc71ae69-89cf-457f-8e96-175349908bb1,45174,18,18,0
5317,blue,1,6e248f2a-1756-4066-a743-fb655a5c5171,43605,15,15,0
5317,blue,1,c671656c-7204-4eb5-a0ac-9cf6e8627075,45186,18,18,0
5317,blue,2,4d48ad80-6169-4512-b9c8-ebc7e81524db,43606,15,15,0
5317,blue,2,1f50d5b6-3641-4cb5-abdc-76958c40a85b,45188,18,18,0
5317,blue,3,6970cbc8-8b57-4002-bb0e-bcaf6fe3fbab,43607,15,15,0
5317,blue,3,8cd629c3-e15f-4cb5-95f4-beb1d63cbd25,45190,18,18,0
5426,blue,1,d225ae19-4df2-40a9-bd0d-0411196e4236,43621,15,15,0
5426,blue,1,ffc5fd92-dc63-4189-8774-e97aa5f8c295,56674,18,18,0
5426,blue,2,1dbbb648-f5f3-472e-b62a-e048eb7f867e,43622,15,15,0
5426,blue,2,7914426c-e733-4ca8-871e-94f75f2bb5b1,56675,18,18,0
5426,blue,3,dcdadc08-4295-4cdf-af90-0c954098986e,43623,15,15,0
5426,blue,3,d1b55c93-4679-4ce5-a1f8-485c812e15da,56676,18,18,0
5530,blue,1,9dac6cf2-6b79-4be2-8505-ac19acf44363,43683,15,15,0
5530,blue,1,28bba397-576d-4226-a2cb-35d3d99e7940,45232,18,18,0
5530,blue,2,2bffa247-4343-40be-86f7-c6f0cbacbfe8,43684,15,15,0
5530,blue,2,4d8fd581-b639-4c3b-a1ce-ada8e04778cc,45234,18,18,0
5530,blue,3,765a2025-56a2-4ebf-b852-b9209eb8b79f,43685,15,15,0
5530,blue,3,9ca0e35e-ded1-4b04-ae62-2ee7b16117fa,45236,18,18,0
5538,blue,1,8eea826a-4f93-4b93-b405-6b97603f5a49,43707,15,15,0
5538,blue,1,137f07e5-4f7b-44a7-b0cf-8286706c9c3a,45200,18,18,0
5538,blue,2,b03b4495-8a90-4b10-9aef-1c6ac03baba7,43708,15,15,0
5538,blue,2,bf1535fe-5aa6-4c2c-9ad9-3418eca8ea86,45202,18,18,0
5538,blue,3,31b5c095-b712-4930-a7a2-a6d5966f4236,43709,15,15,0
5538,blue,3,41fb08e6-f7e1-4f9d-a9f2-3fcc0dd4a2ea,45204,18,18,0
5620,blue,1,4f682bdb-16b1-4322-acb9-dfe2919063b9,43781,15,15,0
5620,blue,1,68f4731f-6aef-42ee-8ae4-8c2d772fac1e,45252,18,18,0
5620,blue,2,ebf5145b-e716-4a80-ba66-6a27d4215288,43782,15,15,0
5620,blue,2,58f2935e-5658-43ef-9f1f-7f2fb56853cf,45254,18,18,0
5620,blue,3,a05e3d56-fdf3-4103-89f0-5425ccaed9d5,43783,15,15,0
5620,blue,3,13f1a600-2312-4a34-86ec-b3918efa9a1e,45256,18,18,0
5656,blue,1,471b0a4f-3ae0-4b9f-8a9a-d81723095b1a,43817,15,15,0
5656,blue,1,3213d63d-e3f9-4628-806d-ee58e3c18515,66968,18,18,0
5656,blue,2,d74a659e-cce5-4383-8234-3daee47306f3,43818,15,15,0
5656,blue,2,6f60158f-6582-4017-b8e3-8d90ad156d4e,66969,18,18,0
5656,blue,3,e99facbb-cb5b-4126-91ba-185500a79317,43819,15,15,0
5656,blue,3,de7d9231-e617-4f62-aaf5-4db5089ffe54,66970,18,18,0
5672,blue,1,401ac625-25d0-42d2-ad58-ed8ea1e0827f,43824,15,15,0
5672,blue,1,00a0e59d-8179-490d-b61c-b045464d7ba5,45260,18,18,0
5672,blue,2,4d45de22-eab3-435a-a9cd-87431e5f56a7,43825,15,15,0
5672,blue,2,033957c1-c5c4-45dc-8baf-e7f373f635a8,45262,18,18,0
5765,blue,1,772e8520-b868-4c66-b95d-f2cea3c72a01,43883,15,15,0
5765,blue,1,f96da88d-2c4b-4813-85b0-a9be50f8f174,45274,18,18,0
5915,blue,1,690b9857-f7c7-42c1-9d1d-aeb304592f36,43977,15,15,0
5915,blue,1,50bd19fd-fbd6-46bc-b8f4-70b086d82b64,45294,18,18,0
5915,blue,2,6173c0e5-eb2b-47d9-9078-056aad80e876,43978,15,15,0
5915,blue,2,0d1bda22-2495-4f18-9c15-b45f3d994dce,45296,18,18,0
5915,blue,3,3ebaa37e-8f7e-493b-8139-ea6f14e49059,43979,15,15,0
5915,blue,3,fc4072c0-05b5-4917-8554-34b573f2ee4c,45298,18,18,0
5966,blue,1,f0f6e2ab-5199-4bf6-9bf7-0c9ce0904495,44017,15,15,0
5966,blue,1,2051a8cd-3e84-45e6-a56b-47ca1a76908f,45278,18,18,0
5966,blue,2,dd9b9255-3eb6-4422-9ed1-d6a63321ae06,44018,15,15,0
5966,blue,2,89bd8916-7e11-44ca-bf55-3443e2c4a240,45280,18,18,0
5966,blue,3,ee738ddd-4482-4ee5-b9f1-a235e8220993,44019,15,15,0
5966,blue,3,6a6acb3d-47ac-4ad0-ba14-9c19afe32361,45282,18,18,0
5999,blue,1,978c29b6-2f54-4116-b298-ecdb8aa3460e,44033,15,15,0
5999,blue,1,f7170a74-f6d7-4d9b-a715-632727638653,45286,18,18,0
5999,blue,2,89d37d65-0b79-4e48-8b0d-29d3f2857b96,44034,15,15,0
5999,blue,2,3a1bde72-767a-44b7-8db6-7c70954aec6b,45288,18,18,0
5999,blue,3,1017e70f-9dd3-4184-978d-7fac4410cf9e,44035,15,15,0
5999,blue,3,3ef9e493-b9f6-405e-8055-7cd12f2ca975,45290,18,18,0
6000,blue,1,b0832383-3c00-46ef-8d40-085b2130e9b5,44040,15,15,0
6000,blue,1,2e5009f2-e56e-4900-927a-152a376539f2,45310,18,18,0
6000,blue,2,71dc6a64-87b8-4074-9c61-1d5bffce5ba6,44041,15,15,0
6000,blue,2,8638e506-ee33-4e80-8ee1-2c681dd7c3c0,45312,18,18,0
6068,blue,1,30fec845-b2fd-4b64-9d6c-bd2d68fabdf2,44102,15,15,0
6068,blue,1,31c0c4d0-a511-4e1d-9d6b-1a92236ffac5,45320,18,18,0
6068,blue,2,b7dba0d2-7a8c-466d-b243-56819aec27b2,44103,15,15,0
6068,blue,2,853d079b-6dbc-4e31-8e31-f885f11c0bad,45322,18,18,0
6116,blue,1,c56f0818-2c79-4baf-86ed-c75da8899e41,44119,15,15,0
6116,blue,1,f3424abc-6750-40d8-9f89-831101c8404d,45326,18,18,0
6373,blue,1,579b569a-346d-4dbc-9165-3ad44b887ba9,44173,15,15,0
6373,blue,1,d043a28e-1e71-4821-9231-759b7db5227c,46017,18,18,0
6373,blue,2,2f26ec79-cd08-4702-ab9a-722128a7ec10,44174,15,15,0
6373,blue,2,3aa58011-813b-496c-89ba-bc22bd3a9bc1,46019,18,18,0
6373,blue,3,37f3a6fa-7e47-43ec-b8bf-9bda08fc779f,44175,15,15,0
6373,blue,3,8728b4ee-4a8f-44bd-877e-45bcf5043ceb,46021,18,18,0
6405,blue,1,4e5779cf-2be8-404f-9f0b-547369a885b1,44187,15,15,0
6405,blue,1,42966d9b-b6f1-4fdc-a8a9-3d9507f9ac61,45376,18,18,0
6405,blue,2,d870f781-7e08-4fb2-b2de-eae1bad1b5a6,44188,15,15,0
6405,blue,2,63a477e5-8bd9-4e7c-a6aa-2b45b2a70c7c,45378,18,18,0
6405,blue,3,1250437f-0688-41fb-a22e-d20c1cafabfc,44189,15,15,0
6405,blue,3,45496a89-c006-42ae-942b-575314e283d6,45380,18,18,0
6428,blue,1,75000d6c-1e4c-4e7a-b4bd-42344472ea0e,44199,15,15,0
6428,blue,1,19169957-9973-43f2-a1af-b82ff06d0000,45390,18,18,0
6428,blue,2,8adbf3a7-0368-4ab0-a2bd-fab54c1b1060,44200,15,15,0
6428,blue,2,8c525ce9-1675-41b8-85f7-34f9c678c2c8,45392,18,18,0
6428,blue,3,db0d3978-e6cd-412c-95f0-9be854d0a7b9,44201,15,15,0
6428,blue,3,cf572f86-d161-41d4-9bee-f9140f1a15ec,45394,18,18,0
6726,blue,1,0bbf455b-4306-426f-80c1-8a8acd875336,44258,15,15,0
6726,blue,1,81545052-e51b-4d38-bc4f-bfd9add5f8e2,45416,18,18,0
6726,blue,2,40925f6d-50eb-4a8e-8f2a-3b6640ec730d,44259,15,15,0
6726,blue,2,af8fd1ca-a4e9-4afa-a22e-917a6f86fb3e,45418,18,18,0
6875,blue,1,973a56fc-b838-47c8-a251-ff672c9347c7,44275,15,15,0
6875,blue,1,4950bdc7-2180-427f-ab6d-6859336fcc9f,45434,18,18,0
7041,blue,1,75da34f6-c0df-43fc-86fe-49a02ade4039,44293,15,15,0
7041,blue,1,16533a0d-23aa-4309-83de-534a036ac0e8,45446,18,18,0
7041,blue,2,a82718e3-1b29-435b-9053-574ef51bc147,44294,15,15,0
7041,blue,2,b0ec769e-8ae2-4bc5-a240-a2345bac36fc,45448,18,18,0
7041,blue,3,7802ac9f-cbb1-4178-92d4-98f0b3cdded2,44295,15,15,0
7041,blue,3,7ce628c9-422a-495c-97eb-7f693c63639c,45450,18,18,0
7042,blue,1,dfa21f87-54b7-4285-815d-fd44ba86c8e8,44299,15,15,0
7042,blue,1,b97bf2bd-6eab-4a74-b97e-f3b8362d8632,45438,18,18,0
7139,blue,1,c8558bd4-a041-42d9-a4bb-68415665ecfd,44307,15,15,0
7139,blue,1,fed8813c-fbdc-4d98-9d8c-466b870b6110,45454,18,18,0
7239,blue,1,3087934d-6d49-45ee-828c-2cfb1b0d8ba8,44318,15,15,0
7239,blue,1,e67a3623-02e9-4374-b650-01f3359e7d98,45458,18,18,0
7239,blue,2,c3a7c92c-a2ec-4ebc-ac8e-acee7e3728fe,44319,15,15,0
7239,blue,2,09b4f7ea-2ced-45b3-b90d-89442cab25c9,45460,18,18,0
7273,blue,1,80a31832-85cd-48ee-aeb6-1db67a49ac1a,44359,15,15,0
7273,blue,1,aba3fe09-4f39-4195-8e37-577e89141669,44724,17,17,0
7317,blue,1,ab0b542d-3224-4646-8f89-58266fef2ba3,44389,15,15,0
7317,blue,1,0f297eaa-89c9-4ec3-ab30-8ad830abf3cd,44716,17,17,0
7317,blue,2,ff9fee65-b155-49ea-93f3-6bf87291466c,44390,15,15,0
7317,blue,2,71695b5e-8e74-460d-80d4-c5447288ac5b,44718,17,17,0
7317,blue,3,91e2b196-1811-4666-b7fc-463b387938a6,44391,15,15,0
7317,blue,3,fb30b842-e692-4307-82d7-e6dfb7b2cdd1,44720,17,17,0
7341,blue,1,564c15a8-5753-4a66-beed-9b2a893c0404,44420,15,15,0
7341,blue,1,53da97aa-0350-4fad-acff-6ae56a3e1dba,44728,17,17,0
7341,blue,2,b7b592be-cdb0-4b13-a3a0-158085279ec7,44421,15,15,0
7341,blue,2,f26773f1-394c-4bf6-a91f-348f258445ee,44730,17,17,0
