archive_key,fight_id,event_date,judge_block,psm7_text,psm11_text,scorecard_candidate,espn_judge_name,espn_official_ids,similarity_psm7,similarity_psm11,runner_up_similarity,margin,identity_status
cf96c44df235977fd68039ed.jpeg,4f246a07-3213-5dca-bc92-2fdf9f7c8de1,2023-07-29,3,DEREK CLEARY,DEREK CLEARY,DEREK CLEARY,Derek Cleary,2956768,1.0,1.0,0.64,0.36,reconciled_unique_espn_judge
d80b35ed59b12d1fc51ae05b.jpg,90ea32aa-1709-5cd8-92a6-95da3d5a83fe,2025-03-01,1,MIKE BELL,MIKE BELL,MIKE BELL,,,0.7619,0.7619,0.7619,0.0,fuzzy_identity_not_strict_enough
d80b35ed59b12d1fc51ae05b.jpg,90ea32aa-1709-5cd8-92a6-95da3d5a83fe,2025-03-01,2,SAL D'AMATO,SAL D'AMATO,SAL D'AMATO,Sal D'amato,2593952,1.0,1.0,0.66667,0.33333,reconciled_unique_espn_judge
d80b35ed59b12d1fc51ae05b.jpg,90ea32aa-1709-5cd8-92a6-95da3d5a83fe,2025-03-01,3,CHRIS LEBEN,CHRIS LEBEN,CHRIS LEBEN,Chris Leben,2335513,1.0,1.0,0.9,0.1,reconciled_unique_espn_judge
dcdd208c1251a23895ce9fa4.jpeg,848d77c2-5260-5ca7-90ca-fe77b78b7340,2024-11-02,1,DEREK CLEARY,DEREK CLEARY,DEREK CLEARY,Derek Cleary,2956768,1.0,1.0,0.64,0.36,reconciled_unique_espn_judge
dcdd208c1251a23895ce9fa4.jpeg,848d77c2-5260-5ca7-90ca-fe77b78b7340,2024-11-02,2,JUNICHIRO KAMIJO,JUNICHIRO KAMIJO,JUNICHIRO KAMIJO,Junichiro Kamijo,2594008,1.0,1.0,0.51613,0.48387,reconciled_unique_espn_judge
dcdd208c1251a23895ce9fa4.jpeg,848d77c2-5260-5ca7-90ca-fe77b78b7340,2024-11-02,3,ZIAD HARB,ZIAD HARB,ZIAD HARB,Ziad Harb,5245763,1.0,1.0,0.54545,0.45455,reconciled_unique_espn_judge
e5acb26afb81d95e354cfe10.jpg,21d8a26c-89c9-5d94-830c-49c8b2547cc5,2026-04-11,1,DEREK CLEARY,DEREK CLEARY,DEREK CLEARY,Derek Cleary,2956768,1.0,1.0,0.64,0.36,reconciled_unique_espn_judge
e5acb26afb81d95e354cfe10.jpg,21d8a26c-89c9-5d94-830c-49c8b2547cc5,2026-04-11,2,CHRIS LEE,CHRIS LEE,CHRIS LEE,Chris Lee,2593955,1.0,1.0,0.9,0.1,reconciled_unique_espn_judge
e5acb26afb81d95e354cfe10.jpg,21d8a26c-89c9-5d94-830c-49c8b2547cc5,2026-04-11,3,SAL D'AMATO,SAL D'AMATO,SAL D'AMATO,Sal D'amato,2593952,1.0,1.0,0.66667,0.33333,reconciled_unique_espn_judge
e7a9da8af62966073df3f1c7.jpeg,f3cda013-77af-5d45-8cf7-a1f2bdf1b78c,2022-04-16,1,SDEREK CLEARY,SDEREK CLEARY,SDEREK CLEARY,Derek Cleary,2956768,0.96,0.96,0.61538,0.34462,reconciled_unique_espn_judge
e7a9da8af62966073df3f1c7.jpeg,f3cda013-77af-5d45-8cf7-a1f2bdf1b78c,2022-04-16,2,,,,,,0.0,0.0,0.0,0.0,upstream_not_dual_consensus
e7a9da8af62966073df3f1c7.jpeg,f3cda013-77af-5d45-8cf7-a1f2bdf1b78c,2022-04-16,3,TONY WEEKS,TONY WEEKS,TONY WEEKS,Tony Weeks,2593944,1.0,1.0,0.6087,0.3913,reconciled_unique_espn_judge
fb5e4df1fc4b6645824f1776.jpg,9e4f6c71-fc06-5b50-9387-b6eda389f2b6,2024-01-13,1,DEREK CLEARY,DEREK CLEARY,DEREK CLEARY,Derek Cleary,2956768,1.0,1.0,0.64,0.36,reconciled_unique_espn_judge
fb5e4df1fc4b6645824f1776.jpg,9e4f6c71-fc06-5b50-9387-b6eda389f2b6,2024-01-13,2,SAL D'AMATO,SAL D'AMATO,SAL D'AMATO,Sal D'amato,2593952,1.0,1.0,0.66667,0.33333,reconciled_unique_espn_judge
fb5e4df1fc4b6645824f1776.jpg,9e4f6c71-fc06-5b50-9387-b6eda389f2b6,2024-01-13,3,CHRIS LEE,CHRIS LEE,CHRIS LEE,Chris Lee,2593955,1.0,1.0,0.9,0.1,reconciled_unique_espn_judge
