article_url,article_title,fight_id,fighter_id,reason
https://www.ufc.com/news/official-strikeforce-rousey-vs-kaufman-weigh-results,Official Strikeforce: Rousey vs. Kaufman Weigh In Results,2fad6a2f-c635-53cf-8f23-6d4303e8670a,3e46fe68-7ebd-54d1-af3e-6fc3dca3a05c,explicit_strikeforce_article_context
https://www.ufc.com/news/official-strikeforce-rousey-vs-kaufman-weigh-results,Official Strikeforce: Rousey vs. Kaufman Weigh In Results,2fad6a2f-c635-53cf-8f23-6d4303e8670a,8add16fd-652c-57d9-9619-e8b90c0cc620,explicit_strikeforce_article_context
