source_row_number,date,weightclass,fighter,rank,reason,details
31931,2018-03-21,Pound-for-Pound,Cris Cyborg,9,unmatched_exact_canonical_name,canonical_candidate_count=0
32020,2018-03-21,Middleweight,Ronaldo Souza,2,unmatched_exact_canonical_name,canonical_candidate_count=0
32094,2018-03-21,Women's Flyweight,Mara Borella,12,unmatched_exact_canonical_name,canonical_candidate_count=0
32114,2018-03-21,Women's Featherweight,Cris Cyborg,0,unmatched_exact_canonical_name,canonical_candidate_count=0
32124,2018-04-11,Pound-for-Pound,Cris Cyborg,10,unmatched_exact_canonical_name,canonical_candidate_count=0
32212,2018-04-11,Middleweight,Ronaldo Souza,2,unmatched_exact_canonical_name,canonical_candidate_count=0
32286,2018-04-11,Women's Flyweight,Mara Borella,12,unmatched_exact_canonical_name,canonical_candidate_count=0
32306,2018-04-11,Women's Featherweight,Cris Cyborg,0,unmatched_exact_canonical_name,canonical_candidate_count=0
32316,2018-04-18,Pound-for-Pound,Cris Cyborg,10,unmatched_exact_canonical_name,canonical_candidate_count=0
32405,2018-04-18,Middleweight,Ronaldo Souza,2,unmatched_exact_canonical_name,canonical_candidate_count=0
32480,2018-04-18,Women's Flyweight,Mara Borella,12,unmatched_exact_canonical_name,canonical_candidate_count=0
32500,2018-04-18,Women's Featherweight,Cris Cyborg,0,unmatched_exact_canonical_name,canonical_candidate_count=0
32510,2018-04-23,Pound-for-Pound,Cris Cyborg,10,unmatched_exact_canonical_name,canonical_candidate_count=0
32599,2018-04-23,Middleweight,Ronaldo Souza,2,unmatched_exact_canonical_name,canonical_candidate_count=0
32673,2018-04-23,Women's Flyweight,Mara Borella,12,unmatched_exact_canonical_name,canonical_candidate_count=0
32693,2018-04-23,Women's Featherweight,Cris Cyborg,0,unmatched_exact_canonical_name,canonical_candidate_count=0
32703,2018-05-16,Pound-for-Pound,Cris Cyborg,10,unmatched_exact_canonical_name,canonical_candidate_count=0
32794,2018-05-16,Middleweight,Ronaldo Souza,5,unmatched_exact_canonical_name,canonical_candidate_count=0
32865,2018-05-16,Women's Flyweight,Mara Borella,12,unmatched_exact_canonical_name,canonical_candidate_count=0
32885,2018-05-16,Women's Featherweight,Cris Cyborg,0,unmatched_exact_canonical_name,canonical_candidate_count=0
32895,2018-05-23,Pound-for-Pound,Cris Cyborg,10,unmatched_exact_canonical_name,canonical_candidate_count=0
32986,2018-05-23,Middleweight,Ronaldo Souza,5,unmatched_exact_canonical_name,canonical_candidate_count=0
33058,2018-05-23,Women's Flyweight,Mara Borella,13,unmatched_exact_canonical_name,canonical_candidate_count=0
33077,2018-05-23,Women's Featherweight,Cris Cyborg,0,unmatched_exact_canonical_name,canonical_candidate_count=0
33087,2018-05-30,Pound-for-Pound,Cris Cyborg,10,unmatched_exact_canonical_name,canonical_candidate_count=0
33178,2018-05-30,Middleweight,Ronaldo Souza,5,unmatched_exact_canonical_name,canonical_candidate_count=0
33250,2018-05-30,Women's Flyweight,Mara Borella,13,unmatched_exact_canonical_name,canonical_candidate_count=0
33269,2018-05-30,Women's Featherweight,Cris Cyborg,0,unmatched_exact_canonical_name,canonical_candidate_count=0
33279,2018-06-06,Pound-for-Pound,Cris Cyborg,10,unmatched_exact_canonical_name,canonical_candidate_count=0
33370,2018-06-06,Middleweight,Ronaldo Souza,5,unmatched_exact_canonical_name,canonical_candidate_count=0
33442,2018-06-06,Women's Flyweight,Mara Borella,13,unmatched_exact_canonical_name,canonical_candidate_count=0
33461,2018-06-06,Women's Featherweight,Cris Cyborg,0,unmatched_exact_canonical_name,canonical_candidate_count=0
33471,2018-06-13,Pound-for-Pound,Cris Cyborg,10,unmatched_exact_canonical_name,canonical_candidate_count=0
33562,2018-06-13,Middleweight,Ronaldo Souza,5,unmatched_exact_canonical_name,canonical_candidate_count=0
33635,2018-06-13,Women's Flyweight,Mara Borella,13,unmatched_exact_canonical_name,canonical_candidate_count=0
33654,2018-06-13,Women's Featherweight,Cris Cyborg,0,unmatched_exact_canonical_name,canonical_candidate_count=0
33664,2018-06-26,Pound-for-Pound,Cris Cyborg,10,unmatched_exact_canonical_name,canonical_candidate_count=0
33685,2018-06-26,Flyweight,Ulka Sasaki,15,unmatched_exact_canonical_name,canonical_candidate_count=0
33755,2018-06-26,Middleweight,Ronaldo Souza,5,unmatched_exact_canonical_name,canonical_candidate_count=0
33827,2018-06-26,Women's Flyweight,Mara Borella,13,unmatched_exact_canonical_name,canonical_candidate_count=0
33846,2018-06-26,Women's Featherweight,Cris Cyborg,0,unmatched_exact_canonical_name,canonical_candidate_count=0
33857,2018-07-11,Pound-for-Pound,Cris Cyborg,11,unmatched_exact_canonical_name,canonical_candidate_count=0
33877,2018-07-11,Flyweight,Ulka Sasaki,15,unmatched_exact_canonical_name,canonical_candidate_count=0
33947,2018-07-11,Middleweight,Ronaldo Souza,5,unmatched_exact_canonical_name,canonical_candidate_count=0
34019,2018-07-11,Women's Flyweight,Mara Borella,13,unmatched_exact_canonical_name,canonical_candidate_count=0
34038,2018-07-11,Women's Featherweight,Cris Cyborg,0,unmatched_exact_canonical_name,canonical_candidate_count=0
34049,2018-07-16,Pound-for-Pound,Cris Cyborg,11,unmatched_exact_canonical_name,canonical_candidate_count=0
34069,2018-07-16,Flyweight,Ulka Sasaki,15,unmatched_exact_canonical_name,canonical_candidate_count=0
34139,2018-07-16,Middleweight,Ronaldo Souza,5,unmatched_exact_canonical_name,canonical_candidate_count=0
34211,2018-07-16,Women's Flyweight,Mara Borella,13,unmatched_exact_canonical_name,canonical_candidate_count=0
34230,2018-07-16,Women's Featherweight,Cris Cyborg,0,unmatched_exact_canonical_name,canonical_candidate_count=0
34241,2018-07-25,Pound-for-Pound,Cris Cyborg,11,unmatched_exact_canonical_name,canonical_candidate_count=0
34261,2018-07-25,Flyweight,Ulka Sasaki,15,unmatched_exact_canonical_name,canonical_candidate_count=0
34331,2018-07-25,Middleweight,Ronaldo Souza,5,unmatched_exact_canonical_name,canonical_candidate_count=0
34403,2018-07-25,Women's Flyweight,Mara Borella,13,unmatched_exact_canonical_name,canonical_candidate_count=0
34422,2018-07-25,Women's Featherweight,Cris Cyborg,0,unmatched_exact_canonical_name,canonical_candidate_count=0
34433,2018-08-01,Pound-for-Pound,Cris Cyborg,11,unmatched_exact_canonical_name,canonical_candidate_count=0
34453,2018-08-01,Flyweight,Ulka Sasaki,15,unmatched_exact_canonical_name,canonical_candidate_count=0
34523,2018-08-01,Middleweight,Ronaldo Souza,5,unmatched_exact_canonical_name,canonical_candidate_count=0
34595,2018-08-01,Women's Flyweight,Mara Borella,13,unmatched_exact_canonical_name,canonical_candidate_count=0
34614,2018-08-01,Women's Featherweight,Cris Cyborg,0,unmatched_exact_canonical_name,canonical_candidate_count=0
34625,2018-08-06,Pound-for-Pound,Cris Cyborg,11,unmatched_exact_canonical_name,canonical_candidate_count=0
34645,2018-08-06,Flyweight,Ulka Sasaki,15,unmatched_exact_canonical_name,canonical_candidate_count=0
34715,2018-08-06,Middleweight,Ronaldo Souza,5,unmatched_exact_canonical_name,canonical_candidate_count=0
34787,2018-08-06,Women's Flyweight,Mara Borella,13,unmatched_exact_canonical_name,canonical_candidate_count=0
34806,2018-08-06,Women's Featherweight,Cris Cyborg,0,unmatched_exact_canonical_name,canonical_candidate_count=0
34817,2018-08-29,Pound-for-Pound,Cris Cyborg,11,unmatched_exact_canonical_name,canonical_candidate_count=0
34837,2018-08-29,Flyweight,Ulka Sasaki,15,unmatched_exact_canonical_name,canonical_candidate_count=0
34907,2018-08-29,Middleweight,Ronaldo Souza,5,unmatched_exact_canonical_name,canonical_candidate_count=0
34978,2018-08-29,Women's Flyweight,Mara Borella,12,unmatched_exact_canonical_name,canonical_candidate_count=0
34998,2018-08-29,Women's Featherweight,Cris Cyborg,0,unmatched_exact_canonical_name,canonical_candidate_count=0
35008,2018-09-12,Pound-for-Pound,Cris Cyborg,10,unmatched_exact_canonical_name,canonical_candidate_count=0
35029,2018-09-12,Flyweight,Ulka Sasaki,15,unmatched_exact_canonical_name,canonical_candidate_count=0
35099,2018-09-12,Middleweight,Ronaldo Souza,5,unmatched_exact_canonical_name,canonical_candidate_count=0
35158,2018-09-12,Women's Flyweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
35171,2018-09-12,Women's Flyweight,Mara Borella,13,unmatched_exact_canonical_name,canonical_candidate_count=0
35190,2018-09-12,Women's Featherweight,Cris Cyborg,0,unmatched_exact_canonical_name,canonical_candidate_count=0
35200,2018-09-19,Pound-for-Pound,Cris Cyborg,10,unmatched_exact_canonical_name,canonical_candidate_count=0
35221,2018-09-19,Flyweight,Ulka Sasaki,15,unmatched_exact_canonical_name,canonical_candidate_count=0
35291,2018-09-19,Middleweight,Ronaldo Souza,5,unmatched_exact_canonical_name,canonical_candidate_count=0
35350,2018-09-19,Women's Flyweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
35363,2018-09-19,Women's Flyweight,Mara Borella,13,unmatched_exact_canonical_name,canonical_candidate_count=0
35382,2018-09-19,Women's Featherweight,Cris Cyborg,0,unmatched_exact_canonical_name,canonical_candidate_count=0
35392,2018-09-24,Pound-for-Pound,Cris Cyborg,10,unmatched_exact_canonical_name,canonical_candidate_count=0
35413,2018-09-24,Flyweight,Ulka Sasaki,15,unmatched_exact_canonical_name,canonical_candidate_count=0
35483,2018-09-24,Middleweight,Ronaldo Souza,5,unmatched_exact_canonical_name,canonical_candidate_count=0
35542,2018-09-24,Women's Flyweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
35555,2018-09-24,Women's Flyweight,Mara Borella,13,unmatched_exact_canonical_name,canonical_candidate_count=0
35574,2018-09-24,Women's Featherweight,Cris Cyborg,0,unmatched_exact_canonical_name,canonical_candidate_count=0
35585,2018-10-08,Pound-for-Pound,Cris Cyborg,11,unmatched_exact_canonical_name,canonical_candidate_count=0
35605,2018-10-08,Flyweight,Ulka Sasaki,15,unmatched_exact_canonical_name,canonical_candidate_count=0
35676,2018-10-08,Middleweight,Ronaldo Souza,5,unmatched_exact_canonical_name,canonical_candidate_count=0
35735,2018-10-08,Women's Flyweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
35748,2018-10-08,Women's Flyweight,Mara Borella,13,unmatched_exact_canonical_name,canonical_candidate_count=0
35767,2018-10-08,Women's Featherweight,Cris Cyborg,0,unmatched_exact_canonical_name,canonical_candidate_count=0
35777,2018-10-31,Pound-for-Pound,Cris Cyborg,10,unmatched_exact_canonical_name,canonical_candidate_count=0
35797,2018-10-31,Flyweight,Ulka Sasaki,14,unmatched_exact_canonical_name,canonical_candidate_count=0
35868,2018-10-31,Middleweight,Ronaldo Souza,5,unmatched_exact_canonical_name,canonical_candidate_count=0
35927,2018-10-31,Women's Flyweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
35940,2018-10-31,Women's Flyweight,Mara Borella,13,unmatched_exact_canonical_name,canonical_candidate_count=0
35959,2018-10-31,Women's Featherweight,Cris Cyborg,0,unmatched_exact_canonical_name,canonical_candidate_count=0
35970,2018-11-07,Pound-for-Pound,Cris Cyborg,11,unmatched_exact_canonical_name,canonical_candidate_count=0
35990,2018-11-07,Flyweight,Ulka Sasaki,15,unmatched_exact_canonical_name,canonical_candidate_count=0
36058,2018-11-07,Middleweight,Ronaldo Souza,3,unmatched_exact_canonical_name,canonical_candidate_count=0
36119,2018-11-07,Women's Flyweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
36132,2018-11-07,Women's Flyweight,Mara Borella,13,unmatched_exact_canonical_name,canonical_candidate_count=0
36151,2018-11-07,Women's Featherweight,Cris Cyborg,0,unmatched_exact_canonical_name,canonical_candidate_count=0
36162,2018-11-12,Pound-for-Pound,Cris Cyborg,11,unmatched_exact_canonical_name,canonical_candidate_count=0
36180,2018-11-12,Flyweight,Ulka Sasaki,13,unmatched_exact_canonical_name,canonical_candidate_count=0
36250,2018-11-12,Middleweight,Ronaldo Souza,3,unmatched_exact_canonical_name,canonical_candidate_count=0
36311,2018-11-12,Women's Flyweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
36324,2018-11-12,Women's Flyweight,Mara Borella,13,unmatched_exact_canonical_name,canonical_candidate_count=0
36343,2018-11-12,Women's Featherweight,Cris Cyborg,0,unmatched_exact_canonical_name,canonical_candidate_count=0
36354,2018-11-19,Pound-for-Pound,Cris Cyborg,11,unmatched_exact_canonical_name,canonical_candidate_count=0
36373,2018-11-19,Flyweight,Ulka Sasaki,14,unmatched_exact_canonical_name,canonical_candidate_count=0
36442,2018-11-19,Middleweight,Ronaldo Souza,3,unmatched_exact_canonical_name,canonical_candidate_count=0
36503,2018-11-19,Women's Flyweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
36516,2018-11-19,Women's Flyweight,Mara Borella,13,unmatched_exact_canonical_name,canonical_candidate_count=0
36535,2018-11-19,Women's Featherweight,Cris Cyborg,0,unmatched_exact_canonical_name,canonical_candidate_count=0
36546,2018-11-28,Pound-for-Pound,Cris Cyborg,11,unmatched_exact_canonical_name,canonical_candidate_count=0
36634,2018-11-28,Middleweight,Ronaldo Souza,3,unmatched_exact_canonical_name,canonical_candidate_count=0
36695,2018-11-28,Women's Flyweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
36708,2018-11-28,Women's Flyweight,Mara Borella,13,unmatched_exact_canonical_name,canonical_candidate_count=0
36727,2018-11-28,Women's Featherweight,Cris Cyborg,0,unmatched_exact_canonical_name,canonical_candidate_count=0
36738,2018-12-03,Pound-for-Pound,Cris Cyborg,11,unmatched_exact_canonical_name,canonical_candidate_count=0
36827,2018-12-03,Middleweight,Ronaldo Souza,3,unmatched_exact_canonical_name,canonical_candidate_count=0
36888,2018-12-03,Women's Flyweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
36901,2018-12-03,Women's Flyweight,Mara Borella,13,unmatched_exact_canonical_name,canonical_candidate_count=0
36921,2018-12-03,Women's Featherweight,Cris Cyborg,0,unmatched_exact_canonical_name,canonical_candidate_count=0
36932,2018-12-12,Pound-for-Pound,Cris Cyborg,11,unmatched_exact_canonical_name,canonical_candidate_count=0
37020,2018-12-12,Middleweight,Ronaldo Souza,3,unmatched_exact_canonical_name,canonical_candidate_count=0
37093,2018-12-12,Women's Flyweight,Mara Borella,12,unmatched_exact_canonical_name,canonical_candidate_count=0
37113,2018-12-12,Women's Featherweight,Cris Cyborg,0,unmatched_exact_canonical_name,canonical_candidate_count=0
37124,2018-12-17,Pound-for-Pound,Cris Cyborg,11,unmatched_exact_canonical_name,canonical_candidate_count=0
37212,2018-12-17,Middleweight,Ronaldo Souza,3,unmatched_exact_canonical_name,canonical_candidate_count=0
37285,2018-12-17,Women's Flyweight,Mara Borella,12,unmatched_exact_canonical_name,canonical_candidate_count=0
37305,2018-12-17,Women's Featherweight,Cris Cyborg,0,unmatched_exact_canonical_name,canonical_candidate_count=0
37320,2019-01-01,Pound-for-Pound,Cris Cyborg,15,unmatched_exact_canonical_name,canonical_candidate_count=0
37405,2019-01-01,Middleweight,Ronaldo Souza,3,unmatched_exact_canonical_name,canonical_candidate_count=0
37479,2019-01-01,Women's Flyweight,Mara Borella,13,unmatched_exact_canonical_name,canonical_candidate_count=0
37513,2019-01-21,Pound-for-Pound,Cris Cyborg,15,unmatched_exact_canonical_name,canonical_candidate_count=0
37597,2019-01-21,Middleweight,Ronaldo Souza,3,unmatched_exact_canonical_name,canonical_candidate_count=0
37670,2019-01-21,Women's Flyweight,Mara Borella,12,unmatched_exact_canonical_name,canonical_candidate_count=0
37705,2019-02-04,Pound-for-Pound,Cris Cyborg,15,unmatched_exact_canonical_name,canonical_candidate_count=0
37789,2019-02-04,Middleweight,Ronaldo Souza,3,unmatched_exact_canonical_name,canonical_candidate_count=0
37861,2019-02-04,Women's Flyweight,Mara Borella,11,unmatched_exact_canonical_name,canonical_candidate_count=0
37897,2019-02-11,Pound-for-Pound,Cris Cyborg,15,unmatched_exact_canonical_name,canonical_candidate_count=0
37981,2019-02-11,Middleweight,Ronaldo Souza,3,unmatched_exact_canonical_name,canonical_candidate_count=0
38055,2019-02-11,Women's Flyweight,Mara Borella,13,unmatched_exact_canonical_name,canonical_candidate_count=0
38089,2019-02-19,Pound-for-Pound,Cris Cyborg,15,unmatched_exact_canonical_name,canonical_candidate_count=0
38173,2019-02-19,Middleweight,Ronaldo Souza,3,unmatched_exact_canonical_name,canonical_candidate_count=0
38247,2019-02-19,Women's Flyweight,Mara Borella,13,unmatched_exact_canonical_name,canonical_candidate_count=0
38281,2019-02-25,Pound-for-Pound,Cris Cyborg,15,unmatched_exact_canonical_name,canonical_candidate_count=0
38365,2019-02-25,Middleweight,Ronaldo Souza,3,unmatched_exact_canonical_name,canonical_candidate_count=0
38439,2019-02-25,Women's Flyweight,Mara Borella,13,unmatched_exact_canonical_name,canonical_candidate_count=0
38473,2019-03-05,Pound-for-Pound,Cris Cyborg,15,unmatched_exact_canonical_name,canonical_candidate_count=0
38557,2019-03-05,Middleweight,Ronaldo Souza,3,unmatched_exact_canonical_name,canonical_candidate_count=0
38631,2019-03-05,Women's Flyweight,Mara Borella,13,unmatched_exact_canonical_name,canonical_candidate_count=0
38665,2019-03-12,Pound-for-Pound,Cris Cyborg,15,unmatched_exact_canonical_name,canonical_candidate_count=0
38749,2019-03-12,Middleweight,Ronaldo Souza,3,unmatched_exact_canonical_name,canonical_candidate_count=0
38823,2019-03-12,Women's Flyweight,Mara Borella,13,unmatched_exact_canonical_name,canonical_candidate_count=0
38857,2019-03-20,Pound-for-Pound,Cris Cyborg,15,unmatched_exact_canonical_name,canonical_candidate_count=0
38874,2019-03-20,Bantamweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
38941,2019-03-20,Middleweight,Ronaldo Souza,3,unmatched_exact_canonical_name,canonical_candidate_count=0
39015,2019-03-20,Women's Flyweight,Mara Borella,13,unmatched_exact_canonical_name,canonical_candidate_count=0
39048,2019-03-26,Pound-for-Pound,Cris Cyborg,14,unmatched_exact_canonical_name,canonical_candidate_count=0
39066,2019-03-26,Bantamweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
39133,2019-03-26,Middleweight,Ronaldo Souza,3,unmatched_exact_canonical_name,canonical_candidate_count=0
39208,2019-03-26,Women's Flyweight,Mara Borella,14,unmatched_exact_canonical_name,canonical_candidate_count=0
39240,2019-04-01,Pound-for-Pound,Cris Cyborg,14,unmatched_exact_canonical_name,canonical_candidate_count=0
39258,2019-04-01,Bantamweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
39325,2019-04-01,Middleweight,Ronaldo Souza,3,unmatched_exact_canonical_name,canonical_candidate_count=0
39400,2019-04-01,Women's Flyweight,Mara Borella,14,unmatched_exact_canonical_name,canonical_candidate_count=0
39432,2019-04-03,Pound-for-Pound,Cris Cyborg,14,unmatched_exact_canonical_name,canonical_candidate_count=0
39450,2019-04-03,Bantamweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
39517,2019-04-03,Middleweight,Ronaldo Souza,3,unmatched_exact_canonical_name,canonical_candidate_count=0
39592,2019-04-03,Women's Flyweight,Mara Borella,14,unmatched_exact_canonical_name,canonical_candidate_count=0
39625,2019-04-15,Pound-for-Pound,Cris Cyborg,15,unmatched_exact_canonical_name,canonical_candidate_count=0
39642,2019-04-15,Bantamweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
39710,2019-04-15,Middleweight,Ronaldo Souza,4,unmatched_exact_canonical_name,canonical_candidate_count=0
39782,2019-04-15,Women's Flyweight,Mara Borella,12,unmatched_exact_canonical_name,canonical_candidate_count=0
39817,2019-04-22,Pound-for-Pound,Cris Cyborg,15,unmatched_exact_canonical_name,canonical_candidate_count=0
39834,2019-04-22,Bantamweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
39902,2019-04-22,Middleweight,Ronaldo Souza,4,unmatched_exact_canonical_name,canonical_candidate_count=0
39974,2019-04-22,Women's Flyweight,Mara Borella,12,unmatched_exact_canonical_name,canonical_candidate_count=0
40009,2019-04-30,Pound-for-Pound,Cris Cyborg,15,unmatched_exact_canonical_name,canonical_candidate_count=0
40026,2019-04-30,Bantamweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
40096,2019-04-30,Middleweight,Ronaldo Souza,6,unmatched_exact_canonical_name,canonical_candidate_count=0
40166,2019-04-30,Women's Flyweight,Mara Borella,12,unmatched_exact_canonical_name,canonical_candidate_count=0
40201,2019-05-06,Pound-for-Pound,Cris Cyborg,15,unmatched_exact_canonical_name,canonical_candidate_count=0
40218,2019-05-06,Bantamweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
40288,2019-05-06,Middleweight,Ronaldo Souza,6,unmatched_exact_canonical_name,canonical_candidate_count=0
40358,2019-05-06,Women's Flyweight,Mara Borella,12,unmatched_exact_canonical_name,canonical_candidate_count=0
40410,2019-05-13,Bantamweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
40480,2019-05-13,Middleweight,Ronaldo Souza,6,unmatched_exact_canonical_name,canonical_candidate_count=0
40550,2019-05-13,Women's Flyweight,Mara Borella,12,unmatched_exact_canonical_name,canonical_candidate_count=0
40587,2019-05-21,Pound-for-Pound,Cris Cyborg,15,unmatched_exact_canonical_name,canonical_candidate_count=0
40603,2019-05-21,Bantamweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
40673,2019-05-21,Middleweight,Ronaldo Souza,6,unmatched_exact_canonical_name,canonical_candidate_count=0
40743,2019-05-21,Women's Flyweight,Mara Borella,12,unmatched_exact_canonical_name,canonical_candidate_count=0
40792,2019-06-03,Bantamweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
40862,2019-06-03,Middleweight,Ronaldo Souza,6,unmatched_exact_canonical_name,canonical_candidate_count=0
40932,2019-06-03,Women's Flyweight,Mara Borella,12,unmatched_exact_canonical_name,canonical_candidate_count=0
40981,2019-06-11,Bantamweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
41051,2019-06-11,Middleweight,Ronaldo Souza,6,unmatched_exact_canonical_name,canonical_candidate_count=0
41121,2019-06-11,Women's Flyweight,Mara Borella,12,unmatched_exact_canonical_name,canonical_candidate_count=0
41170,2019-06-26,Bantamweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
41240,2019-06-26,Middleweight,Ronaldo Souza,6,unmatched_exact_canonical_name,canonical_candidate_count=0
41310,2019-06-26,Women's Flyweight,Mara Borella,12,unmatched_exact_canonical_name,canonical_candidate_count=0
41359,2019-07-02,Bantamweight,NA,0,unmatched_exact_canonical_name,canonical_candidate_count=0
41429,2019-07-02,Middleweight,Ronaldo Souza,5,unmatched_exact_canonical_name,canonical_candidate_count=0
41500,2019-07-02,Women's Flyweight,Mara Borella,12,unmatched_exact_canonical_name,canonical_candidate_count=0
41618,2019-07-08,Middleweight,Ronaldo Souza,5,unmatched_exact_canonical_name,canonical_candidate_count=0
41689,2019-07-08,Women's Flyweight,Mara Borella,12,unmatched_exact_canonical_name,canonical_candidate_count=0
41810,2019-07-15,Middleweight,Ronaldo Souza,5,unmatched_exact_canonical_name,canonical_candidate_count=0
41879,2019-07-15,Women's Flyweight,Mara Borella,10,unmatched_exact_canonical_name,canonical_candidate_count=0
42002,2019-07-22,Middleweight,Ronaldo Souza,5,unmatched_exact_canonical_name,canonical_candidate_count=0
42071,2019-07-22,Women's Flyweight,Mara Borella,10,unmatched_exact_canonical_name,canonical_candidate_count=0
42194,2019-07-29,Middleweight,Ronaldo Souza,5,unmatched_exact_canonical_name,canonical_candidate_count=0
42263,2019-07-29,Women's Flyweight,Mara Borella,10,unmatched_exact_canonical_name,canonical_candidate_count=0
42386,2019-08-05,Middleweight,Ronaldo Souza,5,unmatched_exact_canonical_name,canonical_candidate_count=0
42455,2019-08-05,Women's Flyweight,Mara Borella,10,unmatched_exact_canonical_name,canonical_candidate_count=0
42578,2019-08-12,Middleweight,Ronaldo Souza,5,unmatched_exact_canonical_name,canonical_candidate_count=0
42651,2019-08-12,Women's Flyweight,Mara Borella,14,unmatched_exact_canonical_name,canonical_candidate_count=0
42771,2019-08-19,Middleweight,Ronaldo Souza,6,unmatched_exact_canonical_name,canonical_candidate_count=0
42843,2019-08-19,Women's Flyweight,Mara Borella,14,unmatched_exact_canonical_name,canonical_candidate_count=0
42963,2019-09-02,Middleweight,Ronaldo Souza,6,unmatched_exact_canonical_name,canonical_candidate_count=0
43035,2019-09-02,Women's Flyweight,Mara Borella,14,unmatched_exact_canonical_name,canonical_candidate_count=0
43155,2019-09-09,Middleweight,Ronaldo Souza,6,unmatched_exact_canonical_name,canonical_candidate_count=0
43227,2019-09-09,Women's Flyweight,Mara Borella,14,unmatched_exact_canonical_name,canonical_candidate_count=0
43347,2019-09-16,Middleweight,Ronaldo Souza,6,unmatched_exact_canonical_name,canonical_candidate_count=0
43418,2019-09-16,Women's Flyweight,Mara Borella,13,unmatched_exact_canonical_name,canonical_candidate_count=0
43539,2019-09-23,Middleweight,Ronaldo Souza,6,unmatched_exact_canonical_name,canonical_candidate_count=0
43610,2019-09-23,Women's Flyweight,Mara Borella,13,unmatched_exact_canonical_name,canonical_candidate_count=0
43732,2019-09-30,Middleweight,Ronaldo Souza,7,unmatched_exact_canonical_name,canonical_candidate_count=0
43802,2019-09-30,Women's Flyweight,Mara Borella,13,unmatched_exact_canonical_name,canonical_candidate_count=0
43924,2019-10-07,Middleweight,Ronaldo Souza,7,unmatched_exact_canonical_name,canonical_candidate_count=0
43994,2019-10-07,Women's Flyweight,Mara Borella,13,unmatched_exact_canonical_name,canonical_candidate_count=0
44116,2019-10-14,Middleweight,Ronaldo Souza,7,unmatched_exact_canonical_name,canonical_candidate_count=0
44186,2019-10-14,Women's Flyweight,Mara Borella,13,unmatched_exact_canonical_name,canonical_candidate_count=0
44308,2019-10-21,Middleweight,Ronaldo Souza,7,unmatched_exact_canonical_name,canonical_candidate_count=0
44378,2019-10-21,Women's Flyweight,Mara Borella,13,unmatched_exact_canonical_name,canonical_candidate_count=0
44500,2019-10-28,Middleweight,Ronaldo Souza,7,unmatched_exact_canonical_name,canonical_candidate_count=0
44571,2019-10-28,Women's Flyweight,Mara Borella,14,unmatched_exact_canonical_name,canonical_candidate_count=0
44693,2019-11-04,Middleweight,Ronaldo Souza,8,unmatched_exact_canonical_name,canonical_candidate_count=0
44763,2019-11-04,Women's Flyweight,Mara Borella,14,unmatched_exact_canonical_name,canonical_candidate_count=0
44885,2019-11-11,Middleweight,Ronaldo Souza,8,unmatched_exact_canonical_name,canonical_candidate_count=0
44955,2019-11-11,Women's Flyweight,Mara Borella,14,unmatched_exact_canonical_name,canonical_candidate_count=0
45100,2019-11-18,Light Heavyweight,Ronaldo Souza,15,unmatched_exact_canonical_name,canonical_candidate_count=0
45147,2019-11-18,Women's Flyweight,Mara Borella,14,unmatched_exact_canonical_name,canonical_candidate_count=0
45292,2019-12-10,Light Heavyweight,Ronaldo Souza,15,unmatched_exact_canonical_name,canonical_candidate_count=0
45338,2019-12-10,Women's Flyweight,Mara Borella,13,unmatched_exact_canonical_name,canonical_candidate_count=0
45484,2019-12-16,Light Heavyweight,Ronaldo Souza,15,unmatched_exact_canonical_name,canonical_candidate_count=0
45530,2019-12-16,Women's Flyweight,Mara Borella,13,unmatched_exact_canonical_name,canonical_candidate_count=0
45676,2019-12-24,Light Heavyweight,Ronaldo Souza,15,unmatched_exact_canonical_name,canonical_candidate_count=0
45722,2019-12-24,Women's Flyweight,Mara Borella,13,unmatched_exact_canonical_name,canonical_candidate_count=0
45867,2020-01-20,Light Heavyweight,Ronaldo Souza,15,unmatched_exact_canonical_name,canonical_candidate_count=0
