ufc_athlete_uuid,fightmetric_id,official_fight_appearances,disposition,exact_trusted_match_count,matched_canonical_ids,matched_source_names,crosswalk_disposition
2a1ff589-6650-4f89-a206-2ee3cf6fb21d,3309,0,profile_only_unlinked_with_fightmetric_id,0,,,no_exact_trusted_source_id_match
2a47da65-e8bd-4b6d-8cc1-2a5da34e58e5,4065,0,profile_only_unlinked_with_fightmetric_id,0,,,no_exact_trusted_source_id_match
2a4b0c2c-bb32-4170-a4ff-5793d77fc906,3748,0,profile_only_unlinked_with_fightmetric_id,0,,,no_exact_trusted_source_id_match
2ab902dc-8576-49f3-8fca-1d5489f5b20d,1636,4,unlinked_with_official_fight_history,0,,,no_exact_trusted_source_id_match
2aec4a5e-452a-414a-9629-ad1c2dc72fdd,1327,0,profile_only_unlinked_with_fightmetric_id,0,,,no_exact_trusted_source_id_match
2b71a6d9-5c3c-4906-b35c-ed506779a7c0,1524,2,unlinked_with_official_fight_history,0,,,no_exact_trusted_source_id_match
2b79ea55-fd58-4bd5-b677-31cfd209480c,2988,1,unlinked_with_official_fight_history,0,,,no_exact_trusted_source_id_match
2b8f7a8c-5177-4e2c-8e48-b00f98851df4,,0,profile_only_legacy_identity,0,,,no_source_explicit_fightmetric_id
2bd67b93-a943-4e65-8dab-d8f7334f8f0c,150,1,unlinked_with_official_fight_history,0,,,no_exact_trusted_source_id_match
2c94a069-3f19-4643-9538-26d8439d4f89,,1,unlinked_with_official_fight_history,0,,,no_source_explicit_fightmetric_id
2c9de2d6-aece-42c3-9f23-a13d2c6262cc,,0,profile_only_legacy_identity,0,,,no_source_explicit_fightmetric_id
2cbc0760-d9db-4e23-bce1-43ba07eebc86,1640,0,profile_only_unlinked_with_fightmetric_id,0,,,no_exact_trusted_source_id_match
2d1daaa5-4a64-4148-870a-5fb40d89a133,2351,2,unlinked_with_official_fight_history,0,,,no_exact_trusted_source_id_match
2d341670-f4ca-4bcc-9e56-884640a3f112,873,0,profile_only_unlinked_with_fightmetric_id,0,,,no_exact_trusted_source_id_match
