ufc_athlete_uuid,title,fightmetric_id,old_id,old_url,athlete_status_text,official_fight_appearances,distinct_official_fights,disposition
00215a7b-b50c-42ea-907e-55c061dc7c01,Vinicius Queiroz,1604,24234,http://www.ufc.com/fighter/Vinicius-Queiroz,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
002c03c5-c429-4d2b-bdc4-e8bfb039cd8f,Helena Crevar,4086,,,Active,0,0,profile_only_unlinked_with_fightmetric_id
002eb531-3a22-4c43-8263-6f676d2dcf35,Tim Caron,3106,656803,http://www.ufc.com/fighter/Tim-Caron,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
008b9466-d300-4153-9fc8-38d7e07a6a63,JJ Mix,,882,http://www.ufc.com/fighter/JJ-Mix,Released,0,0,profile_only_legacy_identity
009d994b-3008-4280-b79f-ddd9950a8cc9,Myron Dennis,,587589,http://www.ufc.com/fighter/myron-dennis,Active,0,0,profile_only_legacy_identity
00be45ed-26a7-411f-92e2-a84a43e959fe,Cody Vallo,,,,Active,0,0,profile_only_unlinked_no_stable_fight_bridge
012e14fb-880c-47dc-9c0b-295979d31b46,Zach Zane,3308,,,Active,3,3,unlinked_with_official_fight_history
0130bb45-1f79-4866-9696-96a6000c2b1e,Jason Guida,,858,http://www.ufc.com/fighter/Jason-Guida,Released,0,0,profile_only_legacy_identity
0137ae6e-5d25-47af-a3e1-2106c92293b5,Dos Caras Jr.,692,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
017227e9-3408-4e6e-af65-0f78ea1ce066,Nate Schroeder,203,111,http://www.ufc.com/fighter/Nate-Schroeder,Not Fighting,1,1,unlinked_with_official_fight_history
0198fdfe-4a64-4d8b-8147-fba35552590e,Edson Gomez,3594,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
01a6d87a-c591-4b87-afe2-9526d151d8cc,Tosh Cook,,680,http://www.ufc.com/fighter/Tosh-Cook,Released,0,0,profile_only_legacy_identity
01c5e189-5637-4884-8c9a-4c7278127aca,Phillip Wyman,,859,http://www.ufc.com/fighter/Phillip-Wyman,Released,0,0,profile_only_legacy_identity
01ea1fd3-75b3-4b3e-9fc9-90a321894f42,Joel Suprenant,,877,http://www.ufc.com/fighter/Joel-Suprenant,Released,0,0,profile_only_legacy_identity
01f52725-2b23-4f2a-88ca-6c3de14a4c19,Leon Aliu,3893,,,Active,0,0,profile_only_unlinked_with_fightmetric_id
01fa9751-91bb-4a8f-8b1e-a319eaa42bec,Igor Borisov,688,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
01fb5d04-07d7-410e-8ddc-528e6997f4a8,Chad Hanekom,4036,,,Active,0,0,profile_only_unlinked_with_fightmetric_id
02699a16-9103-47d6-9e28-7d7737693a16,Maurice Mitchell,3145,660484,http://www.ufc.com/fighter/Maurice-Mitchell,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
0278d9aa-3ac7-4895-81fa-c8e1ddf068fd,Brian Cobb,650,1031,http://www.ufc.com/fighter/Brian-Cobb,Not Fighting,2,2,unlinked_with_official_fight_history
027a5ada-36d0-4334-bab2-bdaa1eb9722c,Kazunari Murakami,787,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
02849afe-a65b-45ab-b5a9-1c907b9ef63b,Eric Schambari,1109,450,http://www.ufc.com/fighter/Eric-Schambari,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
02d4669e-c540-49b3-a5d9-d3978c9eb32f,Kaleio Romero,3853,,,Active,0,0,profile_only_unlinked_with_fightmetric_id
02d8ff1b-75a0-477d-9b7b-5fdf28beaf48,Daniel Spohn,2284,480096,http://www.ufc.com/fighter/daniel-spohn,Active,1,1,unlinked_with_official_fight_history
02f61ee3-16cb-4717-a233-fd90725adb03,Justin Burlinson,3737,,,Active,0,0,profile_only_unlinked_with_fightmetric_id
036f45ef-1a43-449f-bc4c-eb8953cc0ae7,Chibwikem Onyenegecha,3118,659406,http://www.ufc.com/fighter/Chibwikem-Onyenegecha,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
037c56d0-2411-40f3-8a91-872a982a8045,Joey Gomez,3540,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
03a14fea-2e33-40d3-bed1-a0166952e6e0,James Wade,1389,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
03e3c577-0937-4cc2-ac60-a246ca54206a,Bryan Humes,1846,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
03f741e1-a8ee-40ac-b3c0-d7686cd939b7,Jesse Murray,3742,,,Active,0,0,profile_only_unlinked_with_fightmetric_id
04070edc-f11f-49b3-8a0a-d2255c767068,Cory Walmsley,618,785,http://www.ufc.com/fighter/Cory-Walmsley,Not Fighting,1,1,unlinked_with_official_fight_history
040e1ecf-44ff-4c8d-a2fd-6448440ef636,Kim Couture,1356,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
04268d2d-fa56-48b9-b2f9-554e523ba18c,Bob Schrijber,830,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
0456ec94-9179-47aa-8cec-5e8e902eea03,Leonardo De Oliveira,3165,,,Active,0,0,profile_only_unlinked_with_fightmetric_id
045b6548-d698-432e-ab84-ea47d0fcfe7a,Mitch Whitesel,1777,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
04a6a108-9971-4fae-9784-7a0f02731c22,Yoshiyuki Yoshida,336,903,http://www.ufc.com/fighter/Yoshiyuki-Yoshida,Released,9,9,unlinked_with_official_fight_history
04aa50f7-ce6a-4627-9efd-36732d28e461,Waachiim Spiritwolf,1646,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
04c21b05-fae6-4540-91e0-9aa350ff0ceb,Clint Coronel,1215,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
0512d25b-df19-4c55-b618-7e444ae4a003,Joao Elias,3896,,,Active,0,0,profile_only_unlinked_with_fightmetric_id
053b2cfc-7f55-4713-b384-3c6a801cdee0,Leonardo Augusto Guimaraes,,573985,http://www.ufc.com/fighter/Leonardo-Augusto-Guimaraes,Active,0,0,profile_only_legacy_identity
055fd1da-2628-4c48-ae41-3862eb2da6af,Ben Lagman,1840,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
05f48453-fa3f-49ef-a818-f31716fca95b,Saeed Hosseini,579,70,http://www.ufc.com/fighter/Saeed-Hosseini,Not Fighting,1,1,unlinked_with_official_fight_history
0603f78e-4920-4bdd-a6e4-7392c3659390,Stephen Ledbetter,1118,527,http://www.ufc.com/fighter/Stephen-Ledbetter,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
06166da5-09ce-4441-8c10-369442382ab1,Chase Waldon,2942,631550,http://www.ufc.com/fighter/Chase-Waldon,Active,1,1,unlinked_with_official_fight_history
0617780c-ad3a-498a-8f67-b1330fdfb5c2,Poppies Martinez,,594,http://www.ufc.com/fighter/Poppies-Martinez,Released,0,0,profile_only_legacy_identity
06281a74-27be-4500-bf6a-4745dd0b5ca7,Tadao Yasuda,862,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
0636b8a4-f569-4787-9c62-a2c9d7ad1a5c,Wallen Del Rosario,3803,,,Not Fighting,1,1,unlinked_with_official_fight_history
0646aa9c-fcd1-4885-962b-c51b945652bc,Scott Graham,1204,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
066c7caa-4d0d-4a1f-9782-9cf223e4670c,Artem Vakhitov,4253,,,Active,0,0,profile_only_unlinked_with_fightmetric_id
066fe62d-1dc4-4858-bc3e-23e4ce2e46f7,Marc Stevens,1756,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
067167d1-6635-4760-9168-465bdf7c066f,Aaron Lanfranco,1766,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
06c99489-8c97-4699-9af0-a373b278fcd0,Josh Houlgate,,420,http://www.ufc.com/fighter/Josh-Houlgate,Released,0,0,profile_only_legacy_identity
07048986-cf6e-4cd9-bf0d-e06420bf0465,Eric Jacob,1313,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
071cc1e7-7133-4d26-a557-112679240216,David Bancroft,,418,http://www.ufc.com/fighter/David-Bancroft,Released,0,0,profile_only_legacy_identity
072d14f2-e8f8-4200-a939-e632cf79004c,KyeongPyo Kim,3823,,,Not Fighting,2,2,unlinked_with_official_fight_history
075fb7ca-9183-4089-909f-0c3f47d4a46d,Will Ribeiro,1055,913,http://www.ufc.com/fighter/Will-Ribeiro,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
0761d9c7-71a2-4043-a64a-e0b492c853ee,Clay French,715,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
0798f24c-6a71-4cd8-beea-ca21e82f477e,Joao Marcos,,296,http://www.ufc.com/fighter/Joao-Marcos,Released,0,0,profile_only_legacy_identity
079a6375-ff6e-4438-94d7-12348f186d79,Mike Campbell,1068,1010,http://www.ufc.com/fighter/Mike-Campbell,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
07af27ca-f055-498c-bcf5-fe9c76b0b3e8,Brian Rogers,1775,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
07b2e763-eec7-4143-877c-d9534e3b5815,TJ Laramie,3498,,,Not Fighting,3,3,unlinked_with_official_fight_history
07d50054-8f8a-4181-a624-b6d56392bbb0,Maciej Jewtuszko,1573,87875,http://www.ufc.com/fighter/Maciej-Jewtuszko,Released,0,0,profile_only_unlinked_with_fightmetric_id
07d84a36-ac24-4560-b1fe-f489dc60a9e0,Daniel Swain,3499,,,Active,0,0,profile_only_unlinked_with_fightmetric_id
07e46b49-c4ae-4633-bf4e-9483a2c5e1a6,Garrett Gross,2541,660479,http://www.ufc.com/fighter/Garrett-Gross,Active,0,0,profile_only_unlinked_with_fightmetric_id
07f46e92-d185-475d-b58d-b3ecd79b8bbd,Manuel Gaxhja,3691,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
0809f8af-1a20-4d02-aa65-f75f1f1b4b20,Naoki Matsushita,777,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
080a2ecc-da56-4dbf-855d-3d61ed0c5cb4,Haisam Rida,4059,,,Active,1,1,unlinked_with_official_fight_history
0851b8cb-28e1-4faf-bd11-ef2885906d2e,Jose Santibanez,1611,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
08698797-d8ac-4a7a-9222-466b956f71da,Fred Diaz,,670,http://www.ufc.com/fighter/Fred-Diaz,Released,0,0,profile_only_legacy_identity
086e67f0-64c4-4db9-be50-20a969d06e9b,Richard Odoms,2294,496147,http://www.ufc.com/fighter/Richard-Odoms,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
0896d2ff-7e42-471d-9fb2-b12fd0c6ed93,Len Bentley,1393,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
08be8137-21fd-4417-b941-50962d446a20,Diego Henrique da Silva,3171,662487,http://www.ufc.com/fighter/Diego-Henrique-da-Silva,Active,0,0,profile_only_unlinked_with_fightmetric_id
08f30a72-6504-4f55-868a-467702c5e277,Everett Sims,2973,635818,http://www.ufc.com/fighter/Everett-Sims,Not Fighting,1,1,unlinked_with_official_fight_history
092f0f46-0a16-4c91-b407-fbd2c39d8c8f,Harvey Park,3379,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
0931eaea-78bc-496d-bce3-f0e5d029c633,Rhadi Ferguson,1721,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
09782c65-d1e8-4aa9-8ab5-f71dc7ace619,Patrick Kaase,,690,http://www.ufc.com/fighter/Patrick-Kaase,Released,0,0,profile_only_legacy_identity
09a13b56-cd79-4fc4-809a-f20f440c34f0,John Matua,65,225,http://www.ufc.com/fighter/John-Matua,Not Fighting,1,1,unlinked_with_official_fight_history
09a42173-c5ea-4e17-9070-ba118b273be5,Yoshiro Maeda,770,1061,http://www.ufc.com/fighter/Yoshiro-Maeda,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
09a5b76d-6c6a-436b-aed5-c1777e3b2379,Steve Hadsel,1395,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
09b1989a-52ee-4a24-afe9-fbce9b779a3f,Ron Faircloth,563,425,http://www.ufc.com/fighter/Ron-Faircloth,Not Fighting,1,1,unlinked_with_official_fight_history
09bc0e53-c634-4273-8b19-bab90f29116d,Zak Jensen,,1105,http://www.ufc.com/fighter/Zak-Jensen,Released,0,0,profile_only_legacy_identity
09da4add-1b0f-402b-a717-0e134a8f21a9,. To Be Announced,,775,http://www.ufc.com/fighter/To-be-announced,Active,1,1,unlinked_with_official_fight_history
0a090892-51a4-4c23-be69-31f9d8063fd5,Roybert Echeverria,3895,,,Active,0,0,profile_only_unlinked_with_fightmetric_id
0a143553-cda4-4634-b404-6be9f0b9c060,Scott Shaffer,1302,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
0a2fecfd-e2dd-43db-8035-6feb4a5a54af,Deividas Taurosevicius,1059,1096,http://www.ufc.com/fighter/Deividas-Taurosevicius,Not Fighting,1,1,unlinked_with_official_fight_history
0a389cc9-aebb-447d-8b50-0a16b1974b69,Nik Theotikos,1249,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
0a7bbe39-e20f-4ab4-b534-d3af8c17217a,Jhonoven Pati,3492,,,Active,0,0,profile_only_unlinked_with_fightmetric_id
0a7e5b15-c4b0-4f6b-8347-37ae713a30ba,Jorgen Kruth,2006,234800,http://www.ufc.com/fighter/Jorgen-Kruth,Retired,0,0,profile_only_unlinked_with_fightmetric_id
0a998a87-bbd4-4721-a837-b39dbbf74a4d,Erick Husbands,,610,http://www.ufc.com/fighter/Erick-Husbands,Released,0,0,profile_only_legacy_identity
0aac86fc-236d-4482-b2b7-b73987db4f92,Trevor Harris,,880,http://www.ufc.com/fighter/Trevor-Harris,Released,0,0,profile_only_legacy_identity
0ab4e840-0751-4e32-a9a3-3aff0bf816ca,Gabriel Garcia,,396,http://www.ufc.com/fighter/Gabriel-Garcia,Released,0,0,profile_only_legacy_identity
0aee237b-03aa-475e-842b-87aeead5a8ea,Daniel McWilliams,1266,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
0b15ed98-a763-479d-82f4-9fec5ce956de,Ryan McGilivray,1819,144972,http://www.ufc.com/fighter/Ryan-McGilivray,Not Fighting,1,1,unlinked_with_official_fight_history
0b4c154a-197e-42a7-a3c4-21a317c5d10b,Sterling Ford,1849,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
0b81c092-4c2d-4d3a-9c24-572776847c5c,David Hulett,1898,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
0b994de5-4d8a-4d4f-8348-e539550a0e48,Tokimitsu Ishizawa,745,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
0ba62904-69bc-4bcc-a1aa-e8776d371a71,Vineesh Subrahmanyan,,,,Active,0,0,profile_only_unlinked_no_stable_fight_bridge
0be9113f-5a67-4c09-9331-7e3b01791698,Pedro Rocha,4072,,,Active,0,0,profile_only_unlinked_with_fightmetric_id
0c28857f-05d0-4b52-b57d-52aa1d11a902,Charlie Pearson,,412,http://www.ufc.com/fighter/Charlie-Pearson,Released,0,0,profile_only_legacy_identity
0c58bfbb-398c-4b10-b416-1e256371403f,Gary Frazier,1419,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
0c784dff-f7a5-4bf4-b232-38996036d51d,Ryan Diaz,1621,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
0c9dc075-79e7-4722-ad18-3167666e151b,Masanori Suda,840,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
0cb7ae97-80ac-4a29-8521-e641f803827c,Shohei Nose,3824,,,,4,4,unlinked_with_official_fight_history
0cf5c34b-56bc-4d61-bfce-a7312d6a73ec,Frank Holland,,,,Active,0,0,profile_only_unlinked_no_stable_fight_bridge
0d0bc26c-3fe2-4e11-8e98-e882dee6f3a8,Gilbert Rael,2024,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
0d4f5b7f-4743-4d4a-9ef3-ccaa5a213dad,Mike Bourke,690,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
0d4fa785-975d-4642-9fa3-da85f265760a,Geronimo dos Santos,1635,287177,http://www.ufc.com/fighter/Geronimo-dos-Santos,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
0d59164e-8b8e-485e-a4cd-2688e0e60e38,Joao Zeferino,2075,312912,http://www.ufc.com/fighter/Joao-Zeferino,Released,0,0,profile_only_unlinked_with_fightmetric_id
0d6b1692-4311-4a0f-8e12-10d70b7eca74,Jesse Heck,,421,http://www.ufc.com/fighter/Jesse-Heck,Released,0,0,profile_only_legacy_identity
0d80adc2-f063-42b7-9920-22be48b82cea,Bubba McDaniel,2067,307093,http://www.ufc.com/fighter/Bubba-McDaniel,Not Fighting,3,3,unlinked_with_official_fight_history
0dd12caa-b965-4662-8643-7db7c6c851bb,Collin Huckbody,3514,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
0dd23e83-b005-4f20-a8ba-1d032a61af10,Minotauro Nogueira,272,499,http://www.ufc.com/fighter/Minotauro-Nogueira,Retired,18,18,unlinked_with_official_fight_history
0e0c5051-7f50-440c-8fb5-e18606e44748,George Stork,1398,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
0e20bef4-1af9-4c11-b155-588ec2fc6977,Luke Stewart,1216,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
0e74cccf-41fe-431b-b72c-7c72bdc3cfdb,Kengo Ura,2114,603,http://www.ufc.com/fighter/Kengo-Ura,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
0e797343-529e-445d-a684-be73e9e6cc8d,Emilio Cuellar,3843,,,Active,0,0,profile_only_unlinked_with_fightmetric_id
0e9cbfcc-14bf-4154-9de9-067a1af1f2e2,Jack Cardenas,,430,http://www.ufc.com/fighter/Jack-Cardenas,Released,0,0,profile_only_legacy_identity
0eb8cf76-19a4-4e67-bf84-2a51923eb4bc,Haven Torres,1341,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
0ebf2ff5-be86-409c-a7e4-ffcdaa17d3e5,Martin Buschkamp,2818,603307,http://www.ufc.com/fighter/Martin-Buschkamp,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
0efb9ef2-9d01-4c4f-8f2b-418e731145eb,Troy Mandaloniz,429,554,http://www.ufc.com/fighter/Troy-Mandaloniz,Not Fighting,5,5,unlinked_with_official_fight_history
0f1ce41b-fe94-48e2-b1d1-16e43697783e,Gustavo Gabriel,3172,662489,http://www.ufc.com/fighter/Gustavo-Gabriel,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
0f3df3e5-55ac-4e07-84ff-d66d639e4d8d,Stefan Leko,765,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
0f530fa8-8488-4a9d-bc21-e2a298c46a46,Chad George,1173,1192,http://www.ufc.com/fighter/Chad-George,Not Fighting,1,1,unlinked_with_official_fight_history
0f73308b-fdd1-4f94-a10b-30b01fb9fbcb,Alexander Trevino,1311,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
0f73f792-2f89-4492-8d90-5c7e2f045f72,Juan Puig,2271,486131,http://www.ufc.com/fighter/Juan-Manuel-Puig-Carreon,Not Fighting,2,2,unlinked_with_official_fight_history
0f74b49e-4465-4a9a-8106-10283ee404ba,Ernie Tiserino,,704,http://www.ufc.com/fighter/Ernie-Tiserino,Released,0,0,profile_only_legacy_identity
0fad845d-a1b3-4b9c-b448-b54962ac8d43,Francisco Drinaldo,,267113,http://www.ufc.com/fighter/francisco-Drinaldo,Active,0,0,profile_only_legacy_identity
0fc00e8c-c68e-413c-a42a-d61c49b22043,Bao Quach,1375,573,http://www.ufc.com/fighter/Bao-Quach,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
102ce0ff-8adf-44db-979d-57c548adf8f2,Stan Dorsainvil,4632,,,Active,1,1,unlinked_with_official_fight_history
103b0a7d-8299-43d8-8a5e-3922251ea1a0,Billy Evangelista,1248,242151,http://www.ufc.com/fighter/Billy-Evangelista,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
1087000a-b393-4fb7-8b80-80466c2f094e,Jason McLean,1763,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
10bf7b26-5f2e-4894-8429-4d017bf8a137,Glaico Moreira,,526247,http://www.ufc.com/fighter/tuf-brasil4-glaico-nego-franca-moreira,Active,0,0,profile_only_legacy_identity
10d5a65b-45ae-401b-bbff-e12afb574ea4,John-Olav Einemo,703,128764,http://www.ufc.com/fighter/John-Olav-Einemo,Not Fighting,2,2,unlinked_with_official_fight_history
114f6699-ba9c-4a46-b669-12b836d70b62,Murilo Rua,820,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
115a9c04-0383-4b4d-9590-74248304fc78,Nilson Rojas,4633,,,Active,1,1,unlinked_with_official_fight_history
11ecad79-37e9-498b-9140-150ed3fddfaf,Brandon Gaines,1415,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
121c8964-ca7d-4a17-974d-b2c840032c93,Hidehiko Yoshida,866,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
122e7ca1-9556-4948-8beb-eb6ad83fb0df,Luiz Azeredo,682,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
124a705c-0c71-4a48-88b9-a82473403695,Manny Gamburyan,438,504,http://www.ufc.com/fighter/Manny-Gamburyan,Retired,20,20,unlinked_with_official_fight_history
124eedb3-e9f2-4072-b2e8-0db8c0ab0099,Marcelo Brito,1079,538,http://www.ufc.com/fighter/Marcelo-Brito,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
12d220eb-6d5b-4a56-9913-e4c017bf414b,Brandon Michaels,1362,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
12f58c13-19db-4e49-b379-a5098fa19b34,Ron Keslar,1566,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
133691e4-0a8b-46a2-b232-92bb3d6f2a75,Chris Horodecki,993,1130,http://www.ufc.com/fighter/Chris-Horodecki,Not Fighting,1,1,unlinked_with_official_fight_history
134f2dcc-8c6e-4a5e-8318-4135f3196448,Shungo Oyama,810,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
135487be-c6ab-4fd5-8be7-ffb33faa8258,JunYoung Hong,3804,,,,2,2,unlinked_with_official_fight_history
13ae01d7-9a17-4e3a-9a49-23821d87b4ef,Lazar Stojadinovic,2919,631543,http://www.ufc.com/fighter/Lazar-Stojadinovic,Active,1,1,unlinked_with_official_fight_history
13b3073b-259f-4d31-99c9-911d720bce76,Ryan Keenan,1464,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
1441033a-9066-4e27-87f8-810e2cb4f3b0,Mack Brewer,2116,591,http://www.ufc.com/fighter/Mack-Brewer,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
14509a32-23a5-410e-bc8d-c26fa2c126d3,Eric Lawson,1279,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
14836baa-3c14-4eb4-be25-ae1d71835083,Mikey Gonzalez,3496,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
14b8e84e-1342-4f6e-bd81-d3b5327a0d81,Rico DiSciullo,3083,654936,http://www.ufc.com/fighter/Rico-Disciullo,Active,0,0,profile_only_unlinked_with_fightmetric_id
14eadd90-c7db-4e43-be03-0ea08749af40,Matheus Scheffel,3575,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
1526eb2b-2486-48e3-8fad-b9996c9c25b2,Waylon Kennell,1363,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
1568f335-91f4-4a6c-b004-accfe55fefaf,Billy Vaughan,1772,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
1574c412-0cdd-48b2-ae93-533b50c29239,Jared Okami Lim Zhang,,305797,http://www.ufc.com/fighter/Jared-Okami-Lim-Zhang,Active,0,0,profile_only_legacy_identity
157de9bc-200f-4350-8086-8559d960ee59,Charon Spain,1872,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
1586e34b-bb31-4c42-a891-90879eb12d0b,Jack Nilsson,601,85,http://www.ufc.com/fighter/Jack-Nilsson,Not Fighting,1,1,unlinked_with_official_fight_history
15eb0ae7-2650-499b-abcf-b0d6ff98fc12,Scott McAfee,1112,534,http://www.ufc.com/fighter/Scott-McAfee,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
15fe90e5-c097-4aef-9fd5-7f5d19140cd3,Robbie Ring,4087,,,Active,0,0,profile_only_unlinked_with_fightmetric_id
1600c1db-e42d-4b6b-a60e-3717b9dda6d3,Claudia Leite,3836,,,Active,0,0,profile_only_unlinked_with_fightmetric_id
16155e0c-430c-40fd-bf80-85389d9164c8,Rodney Faverus,709,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
16887c90-3bfd-4671-9345-15efa8ed10a7,Christian Ocon,3322,,,Active,0,0,profile_only_unlinked_with_fightmetric_id
16aba645-81f4-4de8-947a-7f270a71a167,Michael MacDonald,,669,http://www.ufc.com/fighter/Michael-MacDonald,Released,0,0,profile_only_legacy_identity
16eb282f-e0d9-45ed-b7a6-5b84968c91b9,Taylor Roberts,1396,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
16fa01df-6e8c-4d6c-872d-76d62fa96859,Tatsuya Ando,3825,,,,1,1,unlinked_with_official_fight_history
17220b47-4c21-449c-b71c-4d4d62a357be,Rob Clarke,,661,http://www.ufc.com/fighter/Rob-Clarke,Released,0,0,profile_only_legacy_identity
172998c7-f0f8-47fc-a4c5-effb4110a2a5,Bruno Murata,,526266,http://www.ufc.com/fighter/tuf-brasil4-bruno-murata,Active,0,0,profile_only_legacy_identity
172a0406-bf4e-4300-a34b-74a473925daf,Charlie Kohler,1125,479,http://www.ufc.com/fighter/Charlie-Kohler,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
179491da-30d7-4a85-9dfa-126e8a01f702,John Appleby,,598,http://www.ufc.com/fighter/John-Appleby,Released,0,0,profile_only_legacy_identity
17cb43c7-e591-4c1e-ad3b-09ef7357be24,Mark David Robinson,34,143,http://www.ufc.com/fighter/Mark-David-Robinson,Not Fighting,1,1,unlinked_with_official_fight_history
17e0a9a1-4110-41fc-b797-d4dd0cf4dbc5,Cesar Martucci,,224,http://www.ufc.com/fighter/Cesar-Martucci,Released,1,1,unlinked_with_official_fight_history
17e77e50-caa2-4cca-97e6-2c075985c156,Royden Demotta,,411,http://www.ufc.com/fighter/Royden-Demotta,Released,0,0,profile_only_legacy_identity
17eb37bf-655e-4fb0-8109-b7548fdce796,Terrance Saeteurn,4456,,,Not Fighting,2,2,unlinked_with_official_fight_history
1834419e-b064-406e-a252-a00b95b0dcaa,Masaaki Satake,828,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
18470d9c-dfd5-40e3-98ae-88a05407f5a0,Hugo Cunha,3681,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
1860f4ed-5574-4c26-aa4d-32df41ddf553,Daniel Puder,1212,,,Not Fighting,0,0,profile_only_unlinked_with_fightmetric_id
18e29cc7-e862-45a3-b9ef-33c486217ce6,Bruce Nelson,,402,http://www.ufc.com/fighter/Bruce-Nelson,Released,0,0,profile_only_legacy_identity
198d4ef2-9d8d-4a10-bf01-2c6458406769,Giacomo Lemos,3341,,,Not Fighting,1,1,unlinked_with_official_fight_history
